record_type,area_code,sec,icao,icao_code,sub,localizer_identifier,ils_category,localizer_frequency,runway_identifier,localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,localizer_position_reference,glide_slope_position,localizer_width,glide_slope_angle,station_declination,glide_slope_height_lthr,glide_slope_elevation,supporting_facility_id,supporting_facility_icao,supporting_facility_section,supporting_facility_subsection,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123
S,EEU,P,LZKZ,LZ,I,KE,2,10950,RW01,N48405160,E021145080,0070,N48390840,E021140820,1722,,0972,0500,300,E0060,52,00738,,,,,S,Simulation application continuation,U  N,,,36246,2013,SEEUP LZKZLZIKE  2   110950RW01 N48405160E0211450800070N48390840E0211408201722 09720500300E00605200738                     ,SEEUP LZKZLZIKE  2   2S    U  N                    01300N                              140                                 
S,EEU,P,LZMC,LZ,I,RP,1,11155,RW19,N48230720,E017063760,1930,N48243730,E017071330,2283,,1033,0000,300,E0050,57,00686,,,,,S,Simulation application continuation,U  U,,,36350,2310,SEEUP LZMCLZIRP  1   111155RW19 N48230720E0170637601930N48243730E0170713302283 10330000300E00505700686                     ,SEEUP LZMCLZIRP  1   2S    U  U                    19800N                              140                                 
S,EEU,P,LZPP,LZ,I,CN,1,10930,RW01,N48381130,E017495780,0090,N48370700,E017494040,0984,,0920,0500,300,E0050,49,00564,,,,,S,Simulation application continuation,U  N,,,36515,2210,SEEUP LZPPLZICN  1   110930RW01 N48381130E0174957800090N48370700E0174940400984 09200500300E00504900564                     ,SEEUP LZPPLZICN  1   2S    U  N                    01400N                              140                                 
S,EEU,P,LZSL,LZ,I,FS,1,10870,RW36,N48390780,E019080540,3570,N48374650,E019075440,1204,,0790,0000,350,E0050,52,01038,,,,,S,Simulation application continuation,U  U,,,36778,2310,SEEUP LZSLLZIFS  1   110870RW36 N48390780E0190805403570N48374650E0190754401204 07900000350E00505201038                     ,SEEUP LZSLLZIFS  1   2S    U  U                    00200N                              140                                 
S,EEU,P,LZTT,LZ,I,TT,1,11010,RW27,N49042890,E020130480,2690,N49041890,E020151740,1297,,0972,0500,350,E0060,58,02279,,,,,S,Simulation application continuation,U  N,,,37182,2013,SEEUP LZTTLZITT  1   111010RW27 N49042890E0201304802690N49041890E0201517401297 09720500350E00605802279                     ,SEEUP LZTTLZITT  1   2S    U  N                    27500N                              140                                 
S,EEU,P,LZZI,LZ,I,ZNA,1,10815,RW06,N49141250,E018372790,0590,N49135210,E018363600,0983,,0729,0500,350,E0050,43,01020,,,,,S,Simulation application continuation,U  N,,,37331,2210,SEEUP LZZILZIZNA 1   110815RW06 N49141250E0183727900590N49135210E0183636000983 07290500350E00504301020                     ,SEEUP LZZILZIZNA 1   2S    U  N                    06400N                              140                                 
S,EEU,P,UAAA,UA,I,IAA,3,11130,RW23R,N43203760,E077010480,2310,N43221070,E077040160,2312,,0972,0000,300,E0050,54,02200,,,,,S,Simulation application continuation,U  N,,,38208,1912,SEEUP UAAAUAIIAA 3   111130RW23RN43203760E0770104802310N43221070E0770401602312 09720000300E00505402200                     ,SEEUP UAAAUAIIAA 3   2S    U  N                    23600N                              140                                 
S,EEU,P,UAAA,UA,I,IAL,3,10810,RW23L,N43201880,E077004340,2310,N43213850,E077033590,1740,,1093,0000,300,E0050,53,02300,,,,,S,Simulation application continuation,U  N,,,38210,1802,SEEUP UAAAUAIIAL 3   110810RW23LN43201880E0770043402310N43213850E0770335901740 10930000300E00505302300                     ,SEEUP UAAAUAIIAL 3   2S    U  N                    23600N                              140                                 
S,EEU,P,UAAA,UA,I,ILM,1,11030,RW05R,N43215960,E077040670,0510,N43203090,E077011770,1991,,1033,0000,300,E0050,51,02200,,,,,S,Simulation application continuation,U  N,,,38212,2405,SEEUP UAAAUAIILM 1   111030RW05RN43215960E0770406700510N43203090E0770117701991 10330000300E00505102200                     ,SEEUP UAAAUAIILM 1   2S    U  N                    05600N                              140                                 
S,EEU,P,UAAA,UA,I,IMA,1,10910,RW05L,N43222360,E077043880,0510,N43205910,E077013870,2234,,0972,0000,300,E0050,54,02200,,,,,S,Simulation application continuation,U  N,,,38214,1912,SEEUP UAAAUAIIMA 1   110910RW05LN43222360E0770438800510N43205910E0770138702234 09720000300E00505402200                     ,SEEUP UAAAUAIIMA 1   2S    U  N                    05600N                              140                                 
S,EEU,P,UACC,UA,I,IAK,3,11170,RW22,N51001880,E071262100,2150,N51015100,E071285430,3139,,1094,0000,300,E0100,54,01200,,,,,S,Simulation application continuation,U  N,,,39292,2212,SEEUP UACCUAIIAK 3   111170RW22 N51001880E0712621002150N51015100E0712854303139 10940000300E01005401200                     ,SEEUP UACCUAIIAK 3   2S    U  N                    22455Y                              140                                 
S,EEU,P,UACC,UA,I,IMO,3,10950,RW04,N51022470,E071293740,0350,N51004550,E071271200,3278,,1094,0000,300,E0100,54,01200,,,,,S,Simulation application continuation,U  N,,,39294,2212,SEEUP UACCUAIIMO 3   110950RW04 N51022470E0712937400350N51004550E0712712003278 10940000300E01005401200                     ,SEEUP UACCUAIIMO 3   2S    U  N                    04452Y                              140                                 
S,EEU,P,UACK,UA,I,IKW,1,10950,RW20,N53184140,E069343490,2010,N53201670,E069362300,3393,,1094,0000,300,E0110,49,00900,,,,,S,Simulation application continuation,U  N,,,39539,1613,SEEUP UACKUAIIKW 1   110950RW20 N53184140E0693434902010N53201670E0693623003393 10940000300E01104900900                     ,SEEUP UACKUAIIKW 1   2S    U  N                    21200N                              140                                 
S,EEU,P,UACK,UA,I,IOT,1,11030,RW02,N53205170,E069364980,0210,N53191780,E069352210,2805,,1276,0000,300,E0110,56,00900,,,,,S,Simulation application continuation,U  N,,,39541,1613,SEEUP UACKUAIIOT 1   111030RW02 N53205170E0693649800210N53191780E0693522102805 12760000300E01105600900                     ,SEEUP UACKUAIIOT 1   2S    U  N                    03200N                              140                                 
S,EEU,P,UACP,UA,I,IPT,1,10830,RW23,N54460030,E069091100,2330,N54464140,E069120850,3078,,1094,0000,300,E0120,54,00500,,,,,S,Simulation application continuation,U  N,,,39686,1704,SEEUP UACPUAIIPT 1   110830RW23 N54460030E0690911002330N54464140E0691208503078 10940000300E01205400500                     ,SEEUP UACPUAIIPT 1   2S    U  N                    24500N                              140                                 
S,EEU,P,UADD,UA,I,IMB,1,10970,RW13,N42502390,E071191370,1310,N42514830,E071171950,1463,,0912,0000,300,E0060,54,02200,,,,,S,Simulation application continuation,U  N,,,39830,1912,SEEUP UADDUAIIMB 1   110970RW13 N42502390E0711913701310N42514830E0711719501463 09120000300E00605402200                     ,SEEUP UADDUAIIMB 1   2S    U  N                    13700N                              140                                 
S,EEU,P,UADD,UA,I,IYL,1,11130,RW31,N42520950,E071165980,3110,N42504940,E071183410,1675,,1033,0500,300,E0060,49,02200,,,,,S,Simulation application continuation,U  N,,,39832,2208,SEEUP UADDUAIIYL 1   111130RW31 N42520950E0711659803110N42504940E0711834101675 10330500300E00604902200                     ,SEEUP UADDUAIIYL 1   2S    U  N                    31700N                              140                                 
S,EEU,P,UAII,UA,I,IEN,1,11170,RW10,N42213420,E069300480,1010,N42220210,E069273130,1880,,0851,0000,300,E0060,50,01300,,,,,S,Simulation application continuation,U  N,,,39990,1513,SEEUP UAIIUAIIEN 1   111170RW10 N42213420E0693004801010N42220210E0692731301880 08510000300E00605001300                     ,SEEUP UAIIUAIIEN 1   2S    U  N                    10700N                              140                                 
S,EEU,P,UAII,UA,I,IIM,0,11030,RW28,N42221370,E069270150,2810,,,1623,+,,0000,,E0060,,,,,,,S,Simulation application continuation,U  U,,,39992,2407,SEEUP UAIIUAIIIM 0   111030RW28 N42221370E0692701502810                   1623+    0000   E0060                            ,SEEUP UAIIUAIIIM 0   2S    U  U                    28700N                                                                  
S,EEU,P,UAIT,UA,I,ITK,1,11130,RW23,N43180060,E068314210,2290,N43190060,E068335230,1690,,1154,0500,300,E0060,49,01000,,,,,S,Simulation application continuation,U  N,,,40226,2102,SEEUP UAITUAIITK 1   111130RW23 N43180060E0683142102290N43190060E0683352301690 11540500300E00604901000                     ,SEEUP UAITUAIITK 1   2S    U  N                    23500N                              140                                 
S,EEU,P,UAIT,UA,I,ITR,1,11070,RW05,N43192460,E068343080,0490,N43181170,E068321430,2578,,0911,0500,300,E0060,49,01000,,,,,S,Simulation application continuation,U  N,,,40228,2102,SEEUP UAITUAIITR 1   111070RW05 N43192460E0683430800490N43181170E0683214302578 09110500300E00604901000                     ,SEEUP UAITUAIITR 1   2S    U  N                    05500N                              140                                 
S,EEU,P,UAKD,UA,I,IGN,1,11070,RW22,N47415060,E067425920,2240,N47424860,E067450220,2606,,0911,0500,300,E0080,49,01200,,,,,S,Simulation application continuation,U  N,,,40651,2411,SEEUP UAKDUAIIGN 1   111070RW22 N47415060E0674259202240N47424860E0674502202606 09110500300E00804901200                     ,SEEUP UAKDUAIIGN 1   2S    U  N                    23200N                              140                                 
S,EEU,P,UAKK,UA,I,IKA,1,11170,RW23,N49393700,E073182300,2300,N49403980,E073211500,2199,,1033,0000,300,E0080,53,01800,,,,,S,Simulation application continuation,U  N,,,40878,2105,SEEUP UAKKUAIIKA 1   111170RW23 N49393700E0731823002300N49403980E0732115002199 10330000300E00805301800                     ,SEEUP UAKKUAIIKA 1   2S    U  N                    23800N                              140                                 
S,EEU,P,UAKK,UA,I,IRG,1,10990,RW05,N49410340,E073215950,0500,N49394930,E073190870,2702,,1033,0000,300,E0080,49,01766,,,,,S,Simulation application continuation,U  N,,,40880,2105,SEEUP UAKKUAIIRG 1   110990RW05 N49410340E0732159500500N49394930E0731908702702 10330000300E00804901766                     ,SEEUP UAKKUAIIRG 1   2S    U  N                    05800N                              140                                 
S,EEU,P,UAOO,UA,I,IKZ,1,11110,RW05,N44425850,E065365800,0540,N44420200,E065344740,3094,,0912,0000,300,E0070,49,00400,,,,,S,Simulation application continuation,U  N,,,41029,1513,SEEUP UAOOUAIIKZ 1   111110RW05 N44425850E0653658000540N44420200E0653447403094 09120000300E00704900400                     ,SEEUP UAOOUAIIKZ 1   2S    U  N                    06100N                              140                                 
S,EEU,P,UARR,UA,I,ISK,1,11130,RW04,N51094910,E051340330,0410,N51084260,E051315830,2292,,1033,0000,300,E0110,49,00200,,,,,S,Simulation application continuation,U  N,,,41186,1704,SEEUP UARRUAIISK 1   111130RW04 N51094910E0513403300410N51084260E0513158302292 10330000300E01104900200                     ,SEEUP UARRUAIISK 1   2S    U  N                    05200N                              140                                 
S,EEU,P,UARR,UA,I,IUR,1,10970,RW22,N51082480,E051311150,2210,N51092550,E051332560,2416,,1094,0000,300,E0110,53,00100,,,,,S,Simulation application continuation,U  N,,,41188,1912,SEEUP UARRUAIIUR 1   110970RW22 N51082480E0513111502210N51092550E0513325602416 10940000300E01105300100                     ,SEEUP UARRUAIIUR 1   2S    U  N                    23200N                              140                                 
S,EEU,P,UASK,UA,I,ISI,1,10970,RW30,N50024980,E082282840,3040,N50015040,E082302900,1799,,1094,0000,300,E0060,52,00949,,,,,S,Simulation application continuation,U  N,,,41791,2112,SEEUP UASKUAIISI 1   110970RW30 N50024980E0822828403040N50015040E0823029001799 10940000300E00605200949                     ,SEEUP UASKUAIISI 1   2S    U  N                    31000N                              140                                 
S,EEU,P,UASK,UA,I,IUS,1,11170,RW12,N50012280,E082310580,1240,N50023510,E082290660,2553,,1064,0000,300,E0060,56,00900,,,,,S,Simulation application continuation,U  U,,,41793,2411,SEEUP UASKUAIIUS 1   111170RW12 N50012280E0823105801240N50023510E0822906602553 10640000300E00605600900                     ,SEEUP UASKUAIIUS 1   2S    U  U                    13000N                              140                                 
S,EEU,P,UASP,UA,I,IPW,1,11070,RW21,N52105450,E077031080,2140,N52120170,E077050440,2625,,1033,0500,300,E0090,51,00410,,,,,S,Simulation application continuation,U  U,,,41988,2310,SEEUP UASPUAIIPW 1   111070RW21 N52105450E0770310802140N52120170E0770504402625 10330500300E00905100410                     ,SEEUP UASPUAIIPW 1   2S    U  U                    22300N                              140                                 
S,EEU,P,UASS,UA,I,ISP,1,11030,RW26,N50205880,E080121420,2560,N50210450,E080144530,1920,,1093,0000,300,E0070,56,00700,,,,,S,Simulation application continuation,U  N,,,42162,1902,SEEUP UASSUAIISP 1   111030RW26 N50205880E0801214202560N50210450E0801445301920 10930000300E00705600700                     ,SEEUP UASSUAIISP 1   2S    U  N                    26300N                              140                                 
S,EEU,P,UATE,UA,I,IAU,1,10950,RW11,N43505350,E051065950,1150,N43520160,E051044470,3046,,1033,0500,300,E0080,51,00100,,,,,S,Simulation application continuation,U  U,,,42755,2302,SEEUP UATEUAIIAU 1   110950RW11 N43505350E0510659501150N43520160E0510444703046 10330500300E00805100100                     ,SEEUP UATEUAIIAU 1   2S    U  U                    12300N                              140                                 
S,EEU,P,UATE,UA,I,ITA,1,11110,RW29,N43521860,E051035550,2950,N43511880,E051061660,2949,,0972,0000,300,E0080,52,00100,,,,,S,Simulation application continuation,U  N,,,42757,2302,SEEUP UATEUAIITA 1   111110RW29 N43521860E0510355502950N43511880E0510616602949 09720000300E00805200100                     ,SEEUP UATEUAIITA 1   2S    U  N                    30300N                              140                                 
S,EEU,P,UATG,UA,I,IAY,1,10830,RW32,N47082000,E051482090,3210,N47064580,E051493420,2172,,1215,0000,300,E0090,52,-0100,,,,,S,Simulation application continuation,U  N,,,43162,2304,SEEUP UATGUAIIAY 1   110830RW32 N47082000E0514820903210N47064580E0514934202172 12150000300E009052-0100                     ,SEEUP UATGUAIIAY 1   2S    U  N                    33000N                              140                                 
S,EEU,P,UATG,UA,I,ITY,2,10990,RW14,N47061960,E051500320,1410,N47075070,E051483920,2087,,1033,0000,300,E0090,55,-0100,,,,,S,Simulation application continuation,U  N,,,43164,1509,SEEUP UATGUAIITY 2   110990RW14 N47061960E0515003201410N47075070E0514839202087 10330000300E009055-0100                     ,SEEUP UATGUAIITY 2   2S    U  N                    15000N                              140                                 
S,EEU,P,UATT,UA,I,IAT,1,11170,RW12,N50134930,E057134790,1240,N50151270,E057112600,2898,,0911,0500,300,E0110,53,00700,,,,,S,Simulation application continuation,U  N,,,43371,2102,SEEUP UATTUAIIAT 1   111170RW12 N50134930E0571347901240N50151270E0571126002898 09110500300E01105300700                     ,SEEUP UATTUAIIAT 1   2S    U  N                    13500N                              140                                 
S,EEU,P,UATT,UA,I,ITU,1,11050,RW30,N50154470,E057104900,3040,N50141350,E057125800,3093,,1154,0500,300,E0110,54,00700,,,,,S,Simulation application continuation,U  N,,,43373,2102,SEEUP UATTUAIITU 1   111050RW30 N50154470E0571049003040N50141350E0571258003093 11540500300E01105400700                     ,SEEUP UATTUAIITU 1   2S    U  N                    31500N                              140                                 
S,EEU,P,UAUU,UA,I,IKT,1,11170,RW14,N53112090,E063334300,1440,N53130110,E063322460,3098,,1094,0500,300,E0130,49,00600,,,,,S,Simulation application continuation,U  N,,,43748,2210,SEEUP UAUUUAIIKT 1   111170RW14 N53112090E0633343001440N53130110E0633224603098 10940500300E01304900600                     ,SEEUP UAUUUAIIKT 1   2S    U  N                    15700N                              140                                 
S,EEU,P,UAUU,UA,I,INA,1,11070,RW32,N53132990,E063321150,3240,N53115630,E063331060,1891,,0972,0000,300,E0130,49,00600,,,,,S,Simulation application continuation,U  N,,,43750,2210,SEEUP UAUUUAIINA 1   111070RW32 N53132990E0633211503240N53115630E0633310601891 09720000300E01304900600                     ,SEEUP UAUUUAIINA 1   2S    U  N                    33700N                              140                                 
S,EEU,P,UBBB,UB,I,IBA,3,10930,RW35,N40292510,E050034580,3530,N40273850,E050034280,1831,,1094,0000,300,E0060,50,-0013,,,,,S,Simulation application continuation,U  N,,,44411,2507,SEEUP UBBBUBIIBA 3   110930RW35 N40292510E0500345803530N40273850E0500342801831 10940000300E006050-0013                     ,SEEUP UBBBUBIIBA 3   2S    U  N                    35900N                              140                                 
S,EEU,P,UBBB,UB,I,IBI,3,10950,RW16,N40270380,E050023470,1610,N40291500,E050014690,1820,,1215,0000,300,E0060,55,00010,,,,,S,Simulation application continuation,U  N,,,44413,2004,SEEUP UBBBUBIIBI 3   110950RW16 N40270380E0500234701610N40291500E0500146901820 12150000300E00605500010                     ,SEEUP UBBBUBIIBI 3   2S    U  N                    16700N                              140                                 
S,EEU,P,UBBB,UB,I,IBN,3,11170,RW34,N40294490,E050014400,3410,N40273090,E050021960,1806,,1094,0000,300,E0060,55,00010,,,,,S,Simulation application continuation,U  N,,,44415,2004,SEEUP UBBBUBIIBN 3   111170RW34 N40294490E0500144003410N40273090E0500219601806 10940000300E00605500010                     ,SEEUP UBBBUBIIBN 3   2S    U  N                    34700N                              140                                 
S,EEU,P,UBBB,UB,I,IBU,3,11050,RW17,N40271550,E050034780,1730,N40285630,E050034160,0787,,1094,0000,300,E0060,50,00011,,,,,S,Simulation application continuation,U  N,,,44417,2507,SEEUP UBBBUBIIBU 3   111050RW17 N40271550E0500347801730N40285630E0500341600787 10940000300E00605000011                     ,SEEUP UBBBUBIIBU 3   2S    U  N                    17900N                              140                                 
S,EEU,P,UBBF,UB,I,IFL,1,10830,RW11,N39350140,E047131390,1100,N39353910,E047112320,0971,,1337,0500,300,E0060,50,01247,,,,,S,Simulation application continuation,U  N,,,44520,2112,SEEUP UBBFUBIIFL 1   110830RW11 N39350140E0471313901100N39353910E0471123200971 13370500300E00605001247                     ,SEEUP UBBFUBIIFL 1   2S    U  N                    11600N                              140                                 
S,EEU,P,UBBF,UB,I,IFZ,1,10890,RW29,N39355240,E047105910,2900,N39350600,E047125010,0971,,0911,0500,300,E0060,50,01135,,,,,S,Simulation application continuation,U  N,,,44522,2507,SEEUP UBBFUBIIFZ 1   110890RW29 N39355240E0471059102900N39350600E0471250100971 09110500300E00605001135                     ,SEEUP UBBFUBIIFZ 1   2S    U  N                    29600N                              140                                 
S,EEU,P,UBBG,UB,I,IGL,1,11130,RW12,N40434190,E046201660,1220,N40444980,E046183050,0873,,0972,0000,300,E0060,50,01055,,,,,S,Simulation application continuation,U  N,,,44679,1205,SEEUP UBBGUBIIGL 1   111130RW12 N40434190E0462016601220N40444980E0461830500873 09720000300E00605001055                     ,SEEUP UBBGUBIIGL 1   2S    U  N                    12800N                              140                                 
S,EEU,P,UBBG,UB,I,IGR,1,11090,RW30,N40445700,E046181040,3020,N40435140,E046195210,0675,,1215,0000,300,E0060,50,01082,,,,,S,Simulation application continuation,U  N,,,44681,1205,SEEUP UBBGUBIIGR 1   111090RW30 N40445700E0461810403020N40435140E0461952100675 12150000300E00605001082                     ,SEEUP UBBGUBIIGR 1   2S    U  N                    30800Y                              140                                 
S,EEU,P,UBBL,UB,I,ILM,1,10990,RW33,N38462370,E048474570,3250,N38445190,E048484490,0639,,1094,0500,300,E0060,50,00100,,,,,S,Simulation application continuation,U  N,,,44789,2507,SEEUP UBBLUBIILM 1   110990RW33 N38462370E0484745703250N38445190E0484844900639 10940500300E00605000100                     ,SEEUP UBBLUBIILM 1   2S    U  N                    33100N                              140                                 
S,EEU,P,UBBN,UB,I,INL,1,11110,RW32L,N39120000,E045263530,3120,N39104610,E045275580,0673,,1335,0000,300,E0060,50,02900,,,,,S,Simulation application continuation,U  N,,,45164,2010,SEEUP UBBNUBIINL 1   111110RW32LN39120000E0452635303120N39104610E0452755800673 13350000300E00605002900                     ,SEEUP UBBNUBIINL 1   2S    U  N                    31800N                              140                                 
S,EEU,P,UBBN,UB,I,INO,1,10910,RW32R,N39120400,E045263710,3120,N39105210,E045280890,0869,,1398,0000,300,E0060,50,02900,,,,,S,Simulation application continuation,U  N,,,45166,2010,SEEUP UBBNUBIINO 1   110910RW32RN39120400E0452637103120N39105210E0452808900869 13980000300E00605002900                     ,SEEUP UBBNUBIINO 1   2S    U  N                    31800N                              140                                 
S,EEU,P,UBBN,UB,I,INR,1,11170,RW14R,N39103090,E045281990,1320,N39114380,E045264770,1102,,1215,0000,300,E0060,50,02900,,,,,S,Simulation application continuation,U  N,,,45168,1912,SEEUP UBBNUBIINR 1   111170RW14RN39103090E0452819901320N39114380E0452647701102 12150000300E00605002900                     ,SEEUP UBBNUBIINR 1   2S    U  N                    13800N                              140                                 
S,EEU,P,UBBN,UB,I,INT,1,10950,RW14L,N39102840,E045282940,1320,N39115340,E045265780,1447,,1033,0000,300,E0060,50,02900,,,,,S,Simulation application continuation,U  N,,,45170,2010,SEEUP UBBNUBIINT 1   110950RW14LN39102840E0452829401320N39115340E0452657801447 10330000300E00605002900                     ,SEEUP UBBNUBIINT 1   2S    U  N                    13800N                              140                                 
S,EEU,P,UBBQ,UB,I,IQL,2,11190,RW16,N40472550,E047435060,1610,N40491550,E047432360,0850,,1276,0000,300,E0060,50,01129,,,,,S,Simulation application continuation,U  N,,,45376,1610,SEEUP UBBQUBIIQL 2   111190RW16 N40472550E0474350601610N40491550E0474323600850 12760000300E00605001129                     ,SEEUP UBBQUBIIQL 2   2S    U  N                    16700N                              140                                 
S,EEU,P,UBBQ,UB,I,IQR,1,11030,RW34,N40493750,E047431080,3410,N40474810,E047434990,0853,,1093,0000,350,E0060,55,01200,,,,,S,Simulation application continuation,U  N,,,45378,1610,SEEUP UBBQUBIIQR 1   111030RW34 N40493750E0474310803410N40474810E0474349900853 10930000350E00605501200                     ,SEEUP UBBQUBIIQR 1   2S    U  N                    34700N                              140                                 
S,EEU,P,UBBY,UB,I,IZK,1,10910,RW33,N41342140,E046394250,3320,N41325270,E046402350,0690,,1033,0000,300,E0070,50,01300,,,,,S,Simulation application continuation,U  N,,,45468,2507,SEEUP UBBYUBIIZK 1   110910RW33 N41342140E0463942503320N41325270E0464023500690 10330000300E00705001300                     ,SEEUP UBBYUBIIZK 1   2S    U  N                    33900N                              140                                 
S,EEU,P,UBBZ,UB,I,IZG,1,10810,RW21,N39055780,E046435520,2060,N39071880,E046450480,0956,,0972,0500,300,E0060,50,01600,,,,,S,Simulation application continuation,U  N,,,45566,2507,SEEUP UBBZUBIIZG 1   110810RW21 N39055780E0464355202060N39071880E0464504800956 09720500300E00605001600                     ,SEEUP UBBZUBIIZG 1   2S    U  N                    21160Y                              140                                 
S,EEU,P,UBBZ,UB,I,IZN,1,10870,RW03,N39073520,E046451180,0260,N39061340,E046441340,0757,,1154,0500,300,E0060,50,01700,,,,,S,Simulation application continuation,U  N,,,45568,2213,SEEUP UBBZUBIIZN 1   110870RW03 N39073520E0464511800260N39061340E0464413400757 11540500300E00605001700                     ,SEEUP UBBZUBIIZN 1   2S    U  N                    03150Y                              140                                 
S,EEU,P,UBEE,UB,I,IEV,1,11010,RW30,N40383740,E047072900,3030,N40375320,E047084920,0730,,0972,0500,300,E0060,50,00100,,,,,S,Simulation application continuation,U  U,,,45621,2103,SEEUP UBEEUBIIEV 1   111010RW30 N40383740E0470729003030N40375320E0470849200730 09720500300E00605000100                     ,SEEUP UBEEUBIIEV 1   2S    U  U                    30900N                              140                                 
S,EEU,P,UBLC,UB,I,ILN,1,10930,RW32,N39534890,E046211070,3230,N39522990,E046220690,0552,,1276,0000,300,E0060,50,05690,,,,,S,Simulation application continuation,U  U,,,45636,2507,SEEUP UBLCUBIILN 1   110930RW32 N39534890E0462110703230N39522990E0462206900552 12760000300E00605005690                     ,SEEUP UBLCUBIILN 1   2S    U  U                    32900N                              140                                 
S,EEU,P,UCFL,UC,I,IKL,1,10870,RW25,N42344794,E076402767,2490,N42351874,E076431465,1453,,1033,0000,300,E0050,54,05426,,,,,S,Simulation application continuation,U  N,,,45875,1611,SEEUP UCFLUCIIKL 1   110870RW25 N42344794E0764027672490N42351874E0764314651453 10330000300E00505405426                     ,SEEUP UCFLUCIIKL 1   2S    U  N                    25400N                              140                                 
S,EEU,P,UCFL,UC,I,ITM,1,10990,RW07,N42353103,E076435426,0690,N42345830,E076405796,2143,,1033,0000,300,E0050,54,05426,,,,,S,Simulation application continuation,U  N,,,45877,1611,SEEUP UCFLUCIITM 1   110990RW07 N42353103E0764354260690N42345830E0764057962143 10330000300E00505405426                     ,SEEUP UCFLUCIITM 1   2S    U  N                    07400N                              140                                 
S,EEU,P,UCFM,UC,I,IBK,2,11170,RW25,N43032659,E074265097,2540,N43035547,E074295559,1250,,1033,0000,300,E0060,54,02090,,,,,S,Simulation application continuation,U  N,,,46050,2409,SEEUP UCFMUCIIBK 2   111170RW25 N43032659E0742650972540N43035547E0742955591250 10330000300E00605402090                     ,SEEUP UCFMUCIIBK 2   2S    U  N                    26000N                              140                                 
S,EEU,P,UCFM,UC,I,IMN,2,11170,RW07,N43035488,E074302972,0740,N43033535,E074271998,1446,,1033,0000,300,E0060,53,02090,,,,,S,Simulation application continuation,U  N,,,46052,2409,SEEUP UCFMUCIIMN 2   111170RW07 N43035488E0743029720740N43033535E0742719981446 10330000300E00605302090                     ,SEEUP UCFMUCIIMN 2   2S    U  N                    08000N                              140                                 
S,EEU,P,UCFO,UC,I,IOU,1,11110,RW12,N40355270,E072484830,1210,N40365460,E072470440,1308,,1033,0000,300,E0050,49,02938,,,,,S,Simulation application continuation,U  N,,,46181,2412,SEEUP UCFOUCIIOU 1   111110RW12 N40355270E0724848301210N40365460E0724704401308 10330000300E00504902938                     ,SEEUP UCFOUCIIOU 1   2S    U  N                    12600N                              140                                 
S,EEU,P,UDSG,UD,I,IGM,1,11030,RW02,N40460010,E043520720,0170,N40442070,E043511570,1170,,0911,0000,300,E0070,52,04941,,,,,S,Simulation application continuation,U  U,,,46347,2407,SEEUP UDSGUDIIGM 1   111030RW02 N40460010E0435207200170N40442070E0435115701170 09110000300E00705204941                     ,SEEUP UDSGUDIIGM 1   2S    U  U                    02400N                              140                                 
S,EEU,P,UDYZ,UD,I,IZR,2,10810,RW08,N40085070,E044252720,0830,N40084590,E044223770,1609,,1093,0000,300,E0070,52,02852,,,,,S,Simulation application continuation,U  N,,,46557,2407,SEEUP UDYZUDIIZR 2   110810RW08 N40085070E0442527200830N40084590E0442237701609 10930000300E00705202852                     ,SEEUP UDYZUDIIZR 2   2S    U  N                    09000N                              140                                 
S,EEU,P,UECT,UE,I,IDT,1,11030,RW19,N59515170,E111024380,1900,N59533410,E111023630,1308,,1094,0000,267,W0100,51,01332,,,,,S,Simulation application continuation,U  N,,,46701,2310,SEEUP UECTUEIIDT 1   111030RW19 N59515170E1110243801900N59533410E1110236301308 10940000267W01005101332                     ,SEEUP UECTUEIIDT 1   2S    U  N                    18000N                              140                                 
S,EEU,P,UEEE,UE,I,IMF,2,11170,RW23,N62042690,E129443940,2330,N62061260,E129473900,2852,,0971,0000,300,W0160,51,00325,,,,,S,Simulation application continuation,U  N,,,47532,2305,SEEUP UEEEUEIIMF 2   111170RW23 N62042690E1294439402330N62061260E1294739002852 09710000300W01605100325                     ,SEEUP UEEEUEIIMF 2   2S    U  N                    21700N                              140                                 
S,EEU,P,UELL,UE,I,IRN,1,11030,RW08,N56552240,E124572460,0830,N56543720,E124532640,3295,,1093,0000,300,W0140,54,02854,,,,,S,Simulation application continuation,U  N,,,48012,2408,SEEUP UELLUEIIRN 1   111030RW08 N56552240E1245724600830N56543720E1245326403295 10930000300W01405402854                     ,SEEUP UELLUEIIRN 1   2S    U  N                    06900N                              140                                 
S,EEU,P,UERL,UE,I,IIG,1,11030,RW25L,N60424770,E114473130,2490,N60433440,E114501740,3771,,0850,0000,310,W0110,57,00810,,,,,S,Simulation application continuation,U  N,,,48380,2402,SEEUP UERLUEIIIG 1   111030RW25LN60424770E1144731302490N60433440E1145017403771 08500000310W01105700810                     ,SEEUP UERLUEIIIG 1   2S    U  N                    23800N                              140                                 
