record_type,area_code,sec,sub,icao,runway_id,rwy_length_ft,rwy_mag_brg_tenths,lat_raw,lon_raw,rwy_grad_pct100,lthr_elev_ft,dthr_ft,tch_raw,rwy_width_ft,loc_mls_gls_ident,loc_cat_class,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123
S,EEU,P,G,LZIB,RW04,09514,0390,N48093891,E017115790,,00436,0000,50,197,,,S,Simulation application continuation,,,,35888,2510,SEEUP LZIBLZGRW04    1095140390 N48093891E017115790               00436000050197      0000                                 ,SEEUP LZIBLZGRW04    2S                            04391Y        L00436                                                    
S,EEU,P,G,LZIB,RW13,10466,1290,N48103253,E017121429,,00433,0000,50,148,,,S,Simulation application continuation,,,,35890,2510,SEEUP LZIBLZGRW13    1104661290 N48103253E017121429               00433000050148      0000                                 ,SEEUP LZIBLZGRW13    2S                            13391Y        L00433                                                    
S,EEU,P,G,LZIB,RW22,09514,2190,N48104656,E017133527,,00430,0000,52,197,OKR,,S,Simulation application continuation,,,,35892,2510,SEEUP LZIBLZGRW22    1095142190 N48104656E017133527         +0174700430000052197 OKR  0000                                 ,SEEUP LZIBLZGRW22    2S                            22393Y        T00433                                                    
S,EEU,P,G,LZIB,RW31,10466,3090,N48092629,E017135710,,00434,0787,50,148,OB,,S,Simulation application continuation,,,,35894,2510,SEEUP LZIBLZGRW31    1104663090 N48092629E017135710         +0175800434078750148 OB   0000                                 ,SEEUP LZIBLZGRW31    2S                            31393Y        T00436                                                    
S,EEU,P,G,LZJS,RW08,01785,0760,N49025127,E019301101,,02103,0000,40,049,,,S,Simulation application continuation,,,,35922,2014,SEEUP LZJSLZGRW08    1017850760 N49025127E019301101               02103000040049      0000                                 ,SEEUP LZJSLZGRW08    2S                            08200N        A02103                                                    
S,EEU,P,G,LZJS,RW26,01785,2560,N49025385,E019303762,,02103,0000,40,049,,,S,Simulation application continuation,,,,35924,2014,SEEUP LZJSLZGRW26    1017852560 N49025385E019303762               02103000040049      0000                                 ,SEEUP LZJSLZGRW26    2S                            26200N        A02103                                                    
S,EEU,P,G,LZKZ,RW01,10171,0070,N48385801,E021141106,,00738,0000,52,148,KE,,S,Simulation application continuation,,,,36242,2311,SEEUP LZKZLZGRW01    1101710070 N48385801E021141106         +0265500738000052148 KE   0000                                 ,SEEUP LZKZLZGRW01    2S                            01303Y        T00740                                                    
S,EEU,P,G,LZKZ,RW19,10171,1870,N48403581,E021144525,,00753,0000,50,148,,,S,Simulation application continuation,,,,36244,2013,SEEUP LZKZLZGRW19    1101711870 N48403581E021144525         +0269800753000050148      0000                                 ,SEEUP LZKZLZGRW19    2S                            19304Y        L00753                                                    
S,EEU,P,G,LZLU,RW13,02625,1270,N48203323,E019435315,,00709,0000,40,098,,,S,Simulation application continuation,,,,36264,1909,SEEUP LZLULZGRW13    1026251270 N48203323E019435315               00709000040098      0000                                 ,SEEUP LZLULZGRW13    2S                            13200N        A00709                                                    
S,EEU,P,G,LZLU,RW31,02625,3070,N48201583,E019442203,,00709,0000,40,098,,,S,Simulation application continuation,,,,36266,1909,SEEUP LZLULZGRW31    1026253070 N48201583E019442203               00709000040098      0000                                 ,SEEUP LZLULZGRW31    2S                            31200N        A00709                                                    
S,EEU,P,G,LZMC,RW01,08202,0126,N48232869,E017064776,,00659,0000,50,197,,,S,Simulation application continuation,,,,36346,2310,SEEUP LZMCLZGRW01    1082020126 N48232869E017064776               00659000050197      0000                                 ,SEEUP LZMCLZGRW01    2S                            01748Y        L00659                                                    
S,EEU,P,G,LZMC,RW19,08202,1926,N48244586,E017072428,,00686,0000,57,197,RP,,S,Simulation application continuation,,,,36348,2310,SEEUP LZMCLZGRW19    1082021926 N48244586E017072428               00686000057197 RP   0000                                 ,SEEUP LZMCLZGRW19    2S                            19749Y        L00686                                                    
S,EEU,P,G,LZPE,RW04R,03114,0340,N48454540,E018345871,,00854,0000,40,075,,,S,Simulation application continuation,,,,36377,2304,SEEUP LZPELZGRW04R   1031140340 N48454540E018345871               00854000040075      0000                                 ,SEEUP LZPELZGRW04R   2S                            04000N        A00854                                                    
S,EEU,P,G,LZPE,RW22L,03114,2140,N48460867,E018352842,,00854,0000,40,075,,,S,Simulation application continuation,,,,36379,2304,SEEUP LZPELZGRW22L   1031142140 N48460867E018352842               00854000040075      0000                                 ,SEEUP LZPELZGRW22L   2S                            22000N        A00854                                                    
S,EEU,P,G,LZPP,RW01,06562,0090,N48365898,E017493138,,00536,0000,49,098,CN,,S,Simulation application continuation,,,,36511,2409,SEEUP LZPPLZGRW01    1065620090 N48365898E017493138         +0206700536000049098 CN   0000                                 ,SEEUP LZPPLZGRW01    2S                            01363Y        T00538                                                    
S,EEU,P,G,LZPP,RW19,06562,1890,N48380184,E017495438,,00541,0000,50,098,,,S,Simulation application continuation,,,,36513,2409,SEEUP LZPPLZGRW19    1065621890 N48380184E017495438               00541000050098      0000                                 ,SEEUP LZPPLZGRW19    2S                            19363Y        L00541                                                    
S,EEU,P,G,LZPW,RW05,00961,0484,N49013277,E021181233,+0600,01029,0000,40,066,,,S,Simulation application continuation,,,,36612,2310,SEEUP LZPWLZGRW05    1009610484 N49013277E021181233+0600          01029000040066      0000                                 ,SEEUP LZPWLZGRW05    2S                            05432Y        L01029                                                    
S,EEU,P,G,LZPW,RW23,00961,2284,N49013830,E021182405,-0600,01035,0000,40,066,,,S,Simulation application continuation,,,,36614,2310,SEEUP LZPWLZGRW23    1009612284 N49013830E021182405-0600          01035000040066      0000                                 ,SEEUP LZPWLZGRW23    2S                            23432Y        L01035                                                    
S,EEU,P,G,LZSE,RW12L,03543,1110,N48393617,E017192259,,00620,0000,40,098,,,S,Simulation application continuation,,,,36631,1908,SEEUP LZSELZGRW12L   1035431110 N48393617E017192259               00620000040098      0000                                 ,SEEUP LZSELZGRW12L   2S                            11600N        A00620                                                    
S,EEU,P,G,LZSE,RW30R,03543,2910,N48392115,E017201051,,00620,0000,40,098,,,S,Simulation application continuation,,,,36633,1908,SEEUP LZSELZGRW30R   1035432910 N48392115E017201051               00620000040098      0000                                 ,SEEUP LZSELZGRW30R   2S                            29600N        A00620                                                    
S,EEU,P,G,LZSK,RW01,03937,0030,N49194352,E021340690,,01161,0000,40,098,,,S,Simulation application continuation,,,,36640,2103,SEEUP LZSKLZGRW01    1039370030 N49194352E021340690               01161000040098      0000                                 ,SEEUP LZSKLZGRW01    2S                            00900N        A01161                                                    
S,EEU,P,G,LZSK,RW19,03937,1830,N49201589,E021341517,,01161,0623,40,098,,,S,Simulation application continuation,,,,36642,1904,SEEUP LZSKLZGRW19    1039371830 N49201589E021341517               01161062340098      0000                                 ,SEEUP LZSKLZGRW19    2S                            18900N        A01161                                                    
S,EEU,P,G,LZSL,RW18,07874,1766,N48385593,E019080482,,01044,0000,50,187,,,S,Simulation application continuation,,,,36774,2310,SEEUP LZSLLZGRW18    1078741766 N48385593E019080482               01044000050187      0000                                 ,SEEUP LZSLLZGRW18    2S                            18194Y        L01044                                                    
S,EEU,P,G,LZSL,RW36,07874,3566,N48373826,E019080085,,01015,0000,52,187,FS,,S,Simulation application continuation,,,,36776,2310,SEEUP LZSLLZGRW36    1078743566 N48373826E019080085               01015000052187 FS   0000                                 ,SEEUP LZSLLZGRW36    2S                            00194Y        T01026                                                    
S,EEU,P,G,LZTN,RW04,06562,0370,N48512718,E017585799,,00676,0000,50,098,,,S,Simulation application continuation,,,,36803,2507,SEEUP LZTNLZGRW04    1065620370 N48512718E017585799               00676000050098      0000                                 ,SEEUP LZTNLZGRW04    2S                            04300N        A00676                                                    
S,EEU,P,G,LZTN,RW22,06562,2170,N48521479,E018000515,,00676,0000,50,098,,,S,Simulation application continuation,,,,36805,2507,SEEUP LZTNLZGRW22    1065622170 N48521479E018000515               00676000050098      0000                                 ,SEEUP LZTNLZGRW22    2S                            22300N        A00676                                                    
S,EEU,P,G,LZTT,RW09,08530,0880,N49042796,E020132422,,02355,0000,49,148,,,S,Simulation application continuation,,,,37178,2510,SEEUP LZTTLZGRW09    1085300880 N49042796E020132422         +0760202355000049148      0000                                 ,SEEUP LZTTLZGRW09    2S                            09410Y        L02355                                                    
S,EEU,P,G,LZTT,RW27,08530,2680,N49042192,E020153199,,02279,0000,58,148,TT,,S,Simulation application continuation,,,,37180,2510,SEEUP LZTTLZGRW27    1085302680 N49042192E020153199         +0736702279000058148 TT   0000                                 ,SEEUP LZTTLZGRW27    2S                            27413Y        T02300                                                    
S,EEU,P,G,LZZI,RW06,03773,0590,N49135243,E018362320,,01016,0000,43,098,ZNA,,S,Simulation application continuation,,,,37327,2210,SEEUP LZZILZGRW06    1037730590 N49135243E018362320         +0352101016000043098 ZNA  0000                                 ,SEEUP LZZILZGRW06    2S                            06466Y        L01016                                                    
S,EEU,P,G,LZZI,RW24,03773,2390,N49140834,E018371452,,01020,0000,40,098,,,S,Simulation application continuation,,,,37329,2210,SEEUP LZZILZGRW24    1037732390 N49140834E018371452               01020000040098      0000                                 ,SEEUP LZZILZGRW24    2S                            24468Y        L01020                                                    
S,EEU,P,G,UAAA,RW05L,14764,0510,N43205044,E077013067,,02221,0000,54,148,IMA,,S,Simulation application continuation,,,,38200,2206,SEEUP UAAAUAGRW05L   1147640510 N43205044E077013067         +0631502221000054148 IMA  0000                                 ,SEEUP UAAAUAGRW05L   2S                            05582Y        T02223                                                    
S,EEU,P,G,UAAA,RW05R,14436,0510,N43202846,E077010285,,02228,0000,51,148,ILM,,S,Simulation application continuation,,,,38202,2308,SEEUP UAAAUAGRW05R   1144360510 N43202846E077010285         +0633702228000051148 ILM  0000                                 ,SEEUP UAAAUAGRW05R   2S                            05581Y        T02228                                                    
S,EEU,P,G,UAAA,RW23L,14436,2310,N43214852,E077034444,,02236,0000,53,148,IAL,,S,Simulation application continuation,,,,38204,2402,SEEUP UAAAUAGRW23L   1144362310 N43214852E077034444         +0636102236000053148 IAL  0000                                 ,SEEUP UAAAUAGRW23L   2S                            23584Y        T02236                                                    
S,EEU,P,G,UAAA,RW23R,14764,2310,N43221233,E077041600,,02222,0000,54,148,IAA,,S,Simulation application continuation,,,,38206,2206,SEEUP UAAAUAGRW23R   1147642310 N43221233E077041600         +0631902222000054148 IAA  0000                                 ,SEEUP UAAAUAGRW23R   2S                            23585Y        T02231                                                    
S,EEU,P,G,UAAH,RW04,08212,0450,N46531428,E074592984,,01385,0000,50,138,,,S,Simulation application continuation,,,,38389,2306,SEEUP UAAHUAGRW04    1082120450 N46531428E074592984               01385000050138      0000                                 ,SEEUP UAAHUAGRW04    2S                            05182Y        L01385                                                    
S,EEU,P,G,UAAH,RW22,08212,2250,N46540438,E075010281,,01447,0000,50,138,,,S,Simulation application continuation,,,,38391,2306,SEEUP UAAHUAGRW22    1082122250 N46540438E075010281               01447000050138      0000                                 ,SEEUP UAAHUAGRW22    2S                            23184Y        L01447                                                    
S,EEU,P,G,UAAL,RW09,08858,0920,N46113267,E080484477,,01295,0000,50,148,,,S,Simulation application continuation,,,,38521,2302,SEEUP UAALUAGRW09    1088580920 N46113267E080484477               01295000050148      1312                                 ,SEEUP UAALUAGRW09    2S                            09752Y        L01295                                                    
S,EEU,P,G,UAAL,RW27,08858,2720,N46112121,E080504965,,01268,0000,50,148,,,S,Simulation application continuation,,,,38523,2302,SEEUP UAALUAGRW27    1088582720 N46112121E080504965               01268000050148      1312                                 ,SEEUP UAALUAGRW27    2S                            27754Y        L01268                                                    
S,EEU,P,G,UAAR,RW02,03855,0190,N43205113,E076524883,-1200,02334,0377,40,112,,,S,Simulation application continuation,,,,38531,2312,SEEUP UAARUAGRW02    1038550190 N43205113E076524883-1200          02334037740112      0000                                 ,SEEUP UAARUAGRW02    2S                            02379Y        L02334                                                    
S,EEU,P,G,UAAR,RW20,03855,1990,N43211485,E076530316,+1200,02307,0853,40,112,,,S,Simulation application continuation,,,,38533,2308,SEEUP UAARUAGRW20    1038551990 N43211485E076530316+1200          02307085340112      0000                                 ,SEEUP UAARUAGRW20    2S                            20379Y        L02307                                                    
S,EEU,P,G,UAAT,RW02,09843,0210,N45063779,E078260377,+0200,01926,0000,50,164,,,S,Simulation application continuation,,,,38652,2302,SEEUP UAATUAGRW02    1098430210 N45063779E078260377+0200          01926000050164      0000                                 ,SEEUP UAATUAGRW02    2S                            02616Y        L01926                                                    
S,EEU,P,G,UAAT,RW20,09843,2010,N45080499,E078270428,-0200,01944,0000,50,164,,,S,Simulation application continuation,,,,38654,2302,SEEUP UAATUAGRW20    1098432010 N45080499E078270428-0200          01944000050164      0000                                 ,SEEUP UAATUAGRW20    2S                            20617Y        L01944                                                    
S,EEU,P,G,UACC,RW04,11483,0350,N51004087,E071265541,,01165,0000,54,148,IMO,,S,Simulation application continuation,,,,39288,2401,SEEUP UACCUAGRW04    1114830350 N51004087E071265541         +0322701165000054148 IMO  0000                                 ,SEEUP UACCUAGRW04    2S                            04452Y        T01166                                                    
S,EEU,P,G,UACC,RW22,11483,2150,N51020165,E071290144,,01158,0000,54,148,IAK,,S,Simulation application continuation,,,,39290,2401,SEEUP UACCUAGRW22    1114832150 N51020165E071290144         +0320601158000054148 IAK  0000                                 ,SEEUP UACCUAGRW22    2S                            22455Y        T01161                                                    
S,EEU,P,G,UACK,RW02,09347,0210,N53190985,E069350428,,00888,0000,56,148,IOT,,S,Simulation application continuation,,,,39535,2405,SEEUP UACKUAGRW02    1093470210 N53190985E069350428               00888000056148 IOT  0000                                 ,SEEUP UACKUAGRW02    2S                            03177Y        L00888                                                    
S,EEU,P,G,UACK,RW20,09347,2010,N53202822,E069362539,,00874,0000,49,148,IKW,,S,Simulation application continuation,,,,39537,2405,SEEUP UACKUAGRW20    1093472010 N53202822E069362539               00874000049148 IKW  0000                                 ,SEEUP UACKUAGRW20    2S                            21179Y        L00874                                                    
S,EEU,P,G,UACP,RW05,09190,0530,N54461289,E069095874,,00444,0000,50,148,,,S,Simulation application continuation,,,,39682,2203,SEEUP UACPUAGRW05    1091900530 N54461289E069095874               00444000050148      0000                                 ,SEEUP UACPUAGRW05    2S                            06552Y        L00444                                                    
S,EEU,P,G,UACP,RW23,09190,2330,N54465042,E069122141,,00458,0000,54,148,IPT,,S,Simulation application continuation,,,,39684,2205,SEEUP UACPUAGRW23    1091902330 N54465042E069122141               00458000054148 IPT  0000                                 ,SEEUP UACPUAGRW23    2S                            24555Y        L00458                                                    
S,EEU,P,G,UADD,RW13,11483,1310,N42515740,E071171514,+0390,02145,0000,54,148,IMB,,S,Simulation application continuation,,,,39826,2111,SEEUP UADDUAGRW13    1114831310 N42515740E071171514+0390          02145000054148 IMB  0000                                 ,SEEUP UADDUAGRW13    2S                            13699Y        L02145                                                    
S,EEU,P,G,UADD,RW31,11483,3110,N42504441,E071184768,-0390,02186,1378,49,148,IYL,,S,Simulation application continuation,,,,39828,2306,SEEUP UADDUAGRW31    1114833110 N42504441E071184768-0390          02186137849148 IYL  0000                                 ,SEEUP UADDUAGRW31    2S                            31700Y        L02186                                                    
S,EEU,P,G,UAII,RW10,10827,1010,N42220924,E069272227,,01309,0000,50,148,IEN,,S,Simulation application continuation,,,,39986,2206,SEEUP UAIIUAGRW10    1108271010 N42220924E069272227               01309000050148 IEN  0000                                 ,SEEUP UAIIUAGRW10    2S                            10622Y        L01309                                                    
S,EEU,P,G,UAII,RW28,10827,2810,N42214062,E069293486,,01384,0459,50,148,IIM,,S,Simulation application continuation,,,,39988,2306,SEEUP UAIIUAGRW28    1108272810 N42214062E069293486               01384045950148 IIM  0000                                 ,SEEUP UAIIUAGRW28    2S                            28625Y        L01384                                                    
S,EEU,P,G,UAIT,RW05,10827,0490,N43181000,E068320099,+0700,00913,0000,49,148,ITR,,S,Simulation application continuation,,,,40222,2102,SEEUP UAITUAGRW05    1108270490 N43181000E068320099+0700          00913000049148 ITR  0000                                 ,SEEUP UAITUAGRW05    2S                            05568Y        L00913                                                    
S,EEU,P,G,UAIT,RW23,10827,2290,N43191027,E068340198,,00989,0000,49,148,ITK,,S,Simulation application continuation,,,,40224,2102,SEEUP UAITUAGRW23    1108272290 N43191027E068340198               00989000049148 ITK  0000                                 ,SEEUP UAITUAGRW23    2S                            23570Y        L00989                                                    
S,EEU,P,G,UAKD,RW04,08533,0440,N47420651,E067432914,-0360,01251,0000,50,138,,,S,Simulation application continuation,,,,40647,2504,SEEUP UAKDUAGRW04    1085330440 N47420651E067432914-0360          01251000050138      0000                                 ,SEEUP UAKDUAGRW04    2S                            05173Y        L01251                                                    
S,EEU,P,G,UAKD,RW22,08533,2240,N47425868,E067450714,+0360,01234,0000,49,138,IGN,,S,Simulation application continuation,,,,40649,2504,SEEUP UAKDUAGRW22    1085332240 N47425868E067450714+0360          01234000049138 IGN  0000                                 ,SEEUP UAKDUAGRW22    2S                            23175Y        L01234                                                    
S,EEU,P,G,UAKK,RW05,11814,0500,N49394835,E073185149,-0110,01766,0000,49,197,IRG,,S,Simulation application continuation,,,,40874,2212,SEEUP UAKKUAGRW05    1118140500 N49394835E073185149-0110          01766000049197 IRG  0000                                 ,SEEUP UAKKUAGRW05    2S                            05838Y        L01766                                                    
S,EEU,P,G,UAKK,RW23,11814,2300,N49404944,E073212450,+0110,01753,0000,53,197,IKA,,S,Simulation application continuation,,,,40876,2212,SEEUP UAKKUAGRW23    1118142300 N49404944E073212450+0110          01753000053197 IKA  0000                                 ,SEEUP UAKKUAGRW23    2S                            23842Y        L01753                                                    
S,EEU,P,G,UAOO,RW05,08858,0540,N44420189,E065343279,+0200,00424,0000,49,148,IKZ,,S,Simulation application continuation,,,,41025,1912,SEEUP UAOOUAGRW05    1088580540 N44420189E065343279+0200          00424000049148 IKZ  0000                                 ,SEEUP UAOOUAGRW05    2S                            06132Y        L00424                                                    
S,EEU,P,G,UAOO,RW23,08858,2340,N44424385,E065362040,-0200,00433,0000,50,148,,,S,Simulation application continuation,,,,41027,1902,SEEUP UAOOUAGRW23    1088582340 N44424385E065362040-0200          00433000050148      0000                                 ,SEEUP UAOOUAGRW23    2S                            24134Y        L00433                                                    
S,EEU,P,G,UARR,RW04,09183,0410,N51083945,E051314138,+0040,00122,0000,49,148,ISK,,S,Simulation application continuation,,,,41182,1904,SEEUP UARRUAGRW04    1091830410 N51083945E051314138+0040          00122000049148 ISK  0000                                 ,SEEUP UARRUAGRW04    2S                            05201Y        L00122                                                    
S,EEU,P,G,UARR,RW22,09183,2210,N51093520,E051333495,-0040,00128,0000,53,148,IUR,,S,Simulation application continuation,,,,41184,1912,SEEUP UARRUAGRW22    1091832210 N51093520E051333495-0040          00128000053148 IUR  0000                                 ,SEEUP UARRUAGRW22    2S                            23204Y        L00128                                                    
S,EEU,P,G,UASK,RW12,09186,1240,N50023821,E082284928,+0020,00934,0000,56,148,IUS,,S,Simulation application continuation,,,,41787,2411,SEEUP UASKUAGRW12    1091861240 N50023821E082284928+0020          00934000056148 IUS  0000                                 ,SEEUP UASKUAGRW12    2S                            13060Y        L00934                                                    
S,EEU,P,G,UASK,RW30,09186,3040,N50013920,E082303613,-0020,00942,0000,52,148,ISI,,S,Simulation application continuation,,,,41789,2202,SEEUP UASKUAGRW30    1091863040 N50013920E082303613-0020          00942000052148 ISI  0000                                 ,SEEUP UASKUAGRW30    2S                            31062Y        L00942                                                    
S,EEU,P,G,UASP,RW03,08202,0340,N52111350,E077033941,,00383,0000,50,148,,,S,Simulation application continuation,,,,41984,1605,SEEUP UASPUAGRW03    1082020340 N52111350E077033941               00383000050148      0000                                 ,SEEUP UASPUAGRW03    2S                            04266Y        L00383                                                    
S,EEU,P,G,UASP,RW21,08202,2140,N52121295,E077050858,,00410,0000,51,148,IPW,,S,Simulation application continuation,,,,41986,2213,SEEUP UASPUAGRW21    1082022140 N52121295E077050858               00410000051148 IPW  0000                                 ,SEEUP UASPUAGRW21    2S                            22268Y        L00410                                                    
S,EEU,P,G,UASS,RW08,10167,0760,N50210082,E080124363,,00759,0000,50,148,,,S,Simulation application continuation,,,,42158,1902,SEEUP UASSUAGRW08    1101670760 N50210082E080124363               00759000050148      0000                                 ,SEEUP UASSUAGRW08    2S                            08368Y        L00759                                                    
S,EEU,P,G,UASS,RW26,10167,2560,N50211052,E080150079,,00675,1220,56,148,ISP,,S,Simulation application continuation,,,,42160,1912,SEEUP UASSUAGRW26    1101672560 N50211052E080150079               00675122056148 ISP  0000                                 ,SEEUP UASSUAGRW26    2S                            26371Y        L00675                                                    
S,EEU,P,G,UASU,RW07,06890,0670,N47052015,E081391904,,01629,0000,50,115,,,S,Simulation application continuation,,,,42207,2306,SEEUP UASUUAGRW07    1068900670 N47052015E081391904               01629000050115      0000                                 ,SEEUP UASUUAGRW07    2S                            07195Y        L01629                                                    
S,EEU,P,G,UASU,RW25,06890,2470,N47054122,E081405375,,01702,0000,50,115,,,S,Simulation application continuation,,,,42209,2306,SEEUP UASUUAGRW25    1068902470 N47054122E081405375               01702000050115      0000                                 ,SEEUP UASUUAGRW25    2S                            25197Y        L01702                                                    
S,EEU,P,G,UASZ,RW09,04928,0850,N47291496,E084523996,-1100,01893,0000,40,115,,,S,Simulation application continuation,,,,42232,2409,SEEUP UASZUAGRW09    1049280850 N47291496E084523996-1100          01893000040115      0000                                 ,SEEUP UASZUAGRW09    2S                            08998Y        L01893                                                    
S,EEU,P,G,UASZ,RW27,04928,2650,N47291497,E084535178,+1100,01855,0000,40,115,,,S,Simulation application continuation,,,,42234,2409,SEEUP UASZUAGRW27    1049282650 N47291497E084535178+1100          01855000040115      0000                                 ,SEEUP UASZUAGRW27    2S                            26999Y        L01855                                                    
S,EEU,P,G,UATE,RW11,10000,1150,N43520301,E051042951,,00071,0000,51,148,IAU,,S,Simulation application continuation,,,,42751,2407,SEEUP UATEUAGRW11    1100001150 N43520301E051042951               00071000051148 IAU  0000                                 ,SEEUP UATEUAGRW11    2S                            12263Y        L00071                                                    
S,EEU,P,G,UATE,RW29,10000,2950,N43510972,E051062449,,00053,0000,52,148,ITA,,S,Simulation application continuation,,,,42753,2302,SEEUP UATEUAGRW29    1100002950 N43510972E051062449               00053000052148 ITA  0000                                 ,SEEUP UATEUAGRW29    2S                            30265Y        L00053                                                    
S,EEU,P,G,UATG,RW14,09839,1410,N47080145,E051483666,+0030,-0074,0000,55,148,ITY,,S,Simulation application continuation,,,,43158,2306,SEEUP UATGUAGRW14    1098391410 N47080145E051483666+0030          -0074000055148 ITY  0000                                 ,SEEUP UATGUAGRW14    2S                            14989Y        L-0074                                                    
S,EEU,P,G,UATG,RW32,09839,3210,N47063741,E051494805,,-0072,0000,52,148,IAY,,S,Simulation application continuation,,,,43160,2306,SEEUP UATGUAGRW32    1098393210 N47063741E051494805               -0072000052148 IAY  0000                                 ,SEEUP UATGUAGRW32    2S                            32990Y        L-0072                                                    
S,EEU,P,G,UATT,RW12,10505,1240,N50152308,E057112249,,00718,0000,53,151,IAT,,S,Simulation application continuation,,,,43367,2102,SEEUP UATTUAGRW12    1105051240 N50152308E057112249               00718000053151 IAT  0000                                 ,SEEUP UATTUAGRW12    2S                            13513Y        L00718                                                    
S,EEU,P,G,UATT,RW30,10505,3040,N50140959,E057131651,,00740,0000,54,151,ITU,,S,Simulation application continuation,,,,43369,2102,SEEUP UATTUAGRW30    1105053040 N50140959E057131651               00740000054151 ITU  0000                                 ,SEEUP UATTUAGRW30    2S                            31516Y        L00740                                                    
S,EEU,P,G,UATZ,RW18,04593,1790,N46182901,E053254311,+0080,-0077,0000,50,098,,,S,Simulation application continuation,,,,43533,2403,SEEUP UATZUAGRW18    1045931790 N46182901E053254311+0080          -0077000050098      0000                                 ,SEEUP UATZUAGRW18    2S                            18800Y        L-0077                                                    
S,EEU,P,G,UATZ,RW36,04593,3590,N46174411,E053253400,-0080,-0080,0000,50,098,,,S,Simulation application continuation,,,,43535,2403,SEEUP UATZUAGRW36    1045933590 N46174411E053253400-0080          -0080000050098      0000                                 ,SEEUP UATZUAGRW36    2S                            00800Y        L-0080                                                    
S,EEU,P,G,UAUU,RW14,09229,1440,N53131274,E063322366,,00598,0000,49,148,IKT,,S,Simulation application continuation,,,,43744,2503,SEEUP UAUUUAGRW14    1092291440 N53131274E063322366               00598000049148 IKT  0000                                 ,SEEUP UAUUUAGRW14    2S                            15692Y        L00598                                                    
S,EEU,P,G,UAUU,RW32,09229,3240,N53114900,E063332308,,00572,0000,49,148,INA,,S,Simulation application continuation,,,,43746,2503,SEEUP UAUUUAGRW32    1092293240 N53114900E063332308               00572000049148 INA  0000                                 ,SEEUP UAUUUAGRW32    2S                            33694Y        L00572                                                    
S,EEU,P,G,UBBB,RW16,13123,1610,N40292755,E050014949,-0168,00004,0000,55,197,IBI,,S,Simulation application continuation,,,,44403,2507,SEEUP UBBBUBGRW16    1131231610 N40292755E050014949-0168          00004000055197 IBI  0295                                 ,SEEUP UBBBUBGRW16    2S                            16650Y        T00004                                                    
S,EEU,P,G,UBBB,RW17,10499,1730,N40290705,E050034611,-0230,00011,0000,50,148,IBU,,S,Simulation application continuation,,,,44405,2507,SEEUP UBBBUBGRW17    1104991730 N40290705E050034611-0230          00011000050148 IBU  0000                                 ,SEEUP UBBBUBGRW17    2S                            17934Y        T00011                                                    
S,EEU,P,G,UBBB,RW34,13123,3410,N40272128,E050022916,+0168,-0018,0000,55,197,IBN,,S,Simulation application continuation,,,,44407,2507,SEEUP UBBBUBGRW34    1131233410 N40272128E050022916+0168          -0018000055197 IBN  0295                                 ,SEEUP UBBBUBGRW34    2S                            34651Y        T-0015                                                    
S,EEU,P,G,UBBB,RW35,10499,3530,N40272766,E050034761,+0230,-0013,0443,50,148,IBA,,S,Simulation application continuation,,,,44409,2507,SEEUP UBBBUBGRW35    1104993530 N40272766E050034761+0230          -0013044350148 IBA  0246                                 ,SEEUP UBBBUBGRW35    2S                            35934Y        T-0011                                                    
S,EEU,P,G,UBBF,RW11,09843,1100,N39354825,E047111005,-1200,01247,0000,50,148,IFL,,S,Simulation application continuation,,,,44516,2509,SEEUP UBBFUBGRW11    1098431100 N39354825E047111005-1200          01247000050148 IFL  0197                                 ,SEEUP UBBFUBGRW11    2S                            11600Y        T01247                                                    
S,EEU,P,G,UBBF,RW29,09843,2900,N39350554,E047130301,+1200,01135,0000,50,148,IFZ,,S,Simulation application continuation,,,,44518,2509,SEEUP UBBFUBGRW29    1098432900 N39350554E047130301+1200          01135000050148 IFZ  0197                                 ,SEEUP UBBFUBGRW29    2S                            29600Y        T01163                                                    
S,EEU,P,G,UBBG,RW12,10827,1220,N40445286,E046181727,+0220,01057,0000,50,148,IGL,,S,Simulation application continuation,,,,44675,2210,SEEUP UBBGUBGRW12    1108271220 N40445286E046181727+0220          01057000050148 IGL  0197                                 ,SEEUP UBBGUBGRW12    2S                            12800Y        T01068                                                    
S,EEU,P,G,UBBG,RW30,10827,3020,N40434725,E046200770,-0220,01081,0000,50,148,IGR,,S,Simulation application continuation,,,,44677,2210,SEEUP UBBGUBGRW30    1108273020 N40434725E046200770-0220          01081000050148 IGR  0197                                 ,SEEUP UBBGUBGRW30    2S                            30800Y        L01081                                                    
S,EEU,P,G,UBBL,RW15,10827,1450,N38461819,E048474964,+0148,-0051,0000,50,148,,,S,Simulation application continuation,,,,44785,2507,SEEUP UBBLUBGRW15    1108271450 N38461819E048474964+0148          -0051000050148      0197                                 ,SEEUP UBBLUBGRW15    2S                            15103Y        L-0051                                                    
S,EEU,P,G,UBBL,RW33,10827,3250,N38444455,E048485580,-0148,-0034,0000,50,148,ILM,,S,Simulation application continuation,,,,44787,2507,SEEUP UBBLUBGRW33    1108273250 N38444455E048485580-0148          -0034000050148 ILM  0197                                 ,SEEUP UBBLUBGRW33    2S                            33103Y        L-0034                                                    
