record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,ils_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123
S,EEU,D,,UAKK,UA,,IKA,UA,11170,ITDN,,,IKA,N49403980,E073211500,,01800,0,02,108,WGE,KARAGANDA,S,Simulation application continuation,UU,E0088,01800,73291,1912,SEEUD UAKKUA IKA   UA111170 ITDN                   IKA N49403980E073211500     01800002108WGEKARAGANDA                     ,SEEUD UAKKUA IKA   UA2S    UU                                             E008801800                                       
S,EEU,D,,UAKK,UA,,IRG,UA,10990,ITDN,,,IRG,N49394940,E073190870,,01800,0,02,447,WGE,KARAGANDA,S,Simulation application continuation,UU,E0088,01800,73293,1912,SEEUD UAKKUA IRG   UA110990 ITDN                   IRG N49394940E073190870     01800002447WGEKARAGANDA                     ,SEEUD UAKKUA IRG   UA2S    UU                                             E008801800                                       
S,EEU,D,,UAOO,UA,,IKZ,UA,11110,ITDN,,,IKZ,N44420200,E065344740,,00400,0,02,401,WGE,KYZYLORDA,S,Simulation application continuation,UN,E0075,00400,73295,1912,SEEUD UAOOUA IKZ   UA111110 ITDN                   IKZ N44420200E065344740     00400002401WGEKYZYLORDA                     ,SEEUD UAOOUA IKZ   UA2S    UN                                             E007500400                                       
S,EEU,D,,UARR,UA,,ISK,UA,11130,ITDN,,,ISK,N51084260,E051315830,,00200,0,02,223,WGE,URALSK,S,Simulation application continuation,UU,E0114,00200,73297,1912,SEEUD UARRUA ISK   UA111130 ITDN                   ISK N51084260E051315830     00200002223WGEURALSK                        ,SEEUD UARRUA ISK   UA2S    UU                                             E011400200                                       
S,EEU,D,,UARR,UA,,IUR,UA,10970,ITDN,,,IUR,N51092550,E051332560,,00100,0,02,580,WGE,URALSK,S,Simulation application continuation,UU,E0114,00100,73299,1912,SEEUD UARRUA IUR   UA110970 ITDN                   IUR N51092550E051332560     00100002580WGEURALSK                        ,SEEUD UARRUA IUR   UA2S    UU                                             E011400100                                       
S,EEU,D,,UASK,UA,,ISI,UA,10970,ITDN,,,ISI,N50015040,E082302900,,00900,0,02,301,WGE,UST-KAMENOGORSK,S,Simulation application continuation,UN,E0061,00900,73301,2501,SEEUD UASKUA ISI   UA110970 ITDN                   ISI N50015040E082302900     00900002301WGEUST-KAMENOGORSK               ,SEEUD UASKUA ISI   UA2S    UN                                             E006100900                                       
S,EEU,D,,UASK,UA,,IUS,UA,11170,ITDN,,,IUS,N50023510,E082290660,,00900,0,02,354,WGE,UST-KAMENOGORSK,S,Simulation application continuation,UN,E0062,00900,73303,2509,SEEUD UASKUA IUS   UA111170 ITDN                   IUS N50023510E082290660     00900002354WGEUST-KAMENOGORSK               ,SEEUD UASKUA IUS   UA2S    UN                                             E006200900                                       
S,EEU,D,,UASP,UA,,IPW,UA,11070,IT N,,,IPW,N52120170,E077050440,,00400,0,,449,WGE,PAVLODAR,S,Simulation application continuation,UN,E0091,00400,73305,2310,SEEUD UASPUA IPW   UA111070 IT N                   IPW N52120170E077050440     004000  449WGEPAVLODAR                      ,SEEUD UASPUA IPW   UA2S    UN                                             E009100400                                       
S,EEU,D,,UASS,UA,,ISP,UA,11030,ITDN,,,ISP,N50210450,E080144530,,00700,0,02,403,WGE,SEMEY,S,Simulation application continuation,UN,E0071,00700,73307,1912,SEEUD UASSUA ISP   UA111030 ITDN                   ISP N50210450E080144530     00700002403WGESEMEY                         ,SEEUD UASSUA ISP   UA2S    UN                                             E007100700                                       
S,EEU,D,,UATE,UA,,IAU,UA,10950,ITDN,,,IAU,N43520160,E051044470,,00100,0,02,208,WGE,AKTAU,S,Simulation application continuation,UN,E0078,00100,73309,2208,SEEUD UATEUA IAU   UA110950 ITDN                   IAU N43520160E051044470     00100002208WGEAKTAU                         ,SEEUD UATEUA IAU   UA2S    UN                                             E007800100                                       
S,EEU,D,,UATE,UA,,ITA,UA,11110,ITDN,,,ITA,N43511880,E051061660,,00100,0,02,378,WGE,AKTAU,S,Simulation application continuation,UN,E0078,00100,73311,2302,SEEUD UATEUA ITA   UA111110 ITDN                   ITA N43511880E051061660     00100002378WGEAKTAU                         ,SEEUD UATEUA ITA   UA2S    UN                                             E007800100                                       
S,EEU,D,,UATG,UA,,IAY,UA,10830,IT N,,,IAY,N47064580,E051493420,,-0100,0,,313,WGE,ATYRAU,S,Simulation application continuation,UN,E0093,-0100,73313,2304,SEEUD UATGUA IAY   UA110830 IT N                   IAY N47064580E051493420     -01000  313WGEATYRAU                        ,SEEUD UATGUA IAY   UA2S    UN                                             E0093-0100                                       
S,EEU,D,,UATG,UA,,ITY,UA,10990,IT N,,,ITY,N47075070,E051483920,,-0100,0,,314,WGE,ATYRAU,S,Simulation application continuation,UN,E0093,-0100,73315,1912,SEEUD UATGUA ITY   UA110990 IT N                   ITY N47075070E051483920     -01000  314WGEATYRAU                        ,SEEUD UATGUA ITY   UA2S    UN                                             E0093-0100                                       
S,EEU,D,,UATT,UA,,IAT,UA,11170,ITDN,,,IAT,N50151270,E057112600,,00700,0,02,295,WGE,AKTOBE,S,Simulation application continuation,UN,E0110,00700,73317,2102,SEEUD UATTUA IAT   UA111170 ITDN                   IAT N50151270E057112600     00700002295WGEAKTOBE                        ,SEEUD UATTUA IAT   UA2S    UN                                             E011000700                                       
S,EEU,D,,UATT,UA,,ITU,UA,11050,ITDN,,,ITU,N50141350,E057125800,,00700,0,02,411,WGE,AKTOBE,S,Simulation application continuation,UN,E0110,00700,73319,2102,SEEUD UATTUA ITU   UA111050 ITDN                   ITU N50141350E057125800     00700002411WGEAKTOBE                        ,SEEUD UATTUA ITU   UA2S    UN                                             E011000700                                       
S,EEU,D,,UAUU,UA,,IKT,UA,11170,IT N,,,IKT,N53130110,E063322460,,00600,0,,232,WGE,KOSTANAY,S,Simulation application continuation,UN,E0126,00600,73321,2210,SEEUD UAUUUA IKT   UA111170 IT N                   IKT N53130110E063322460     006000  232WGEKOSTANAY                      ,SEEUD UAUUUA IKT   UA2S    UN                                             E012600600                                       
S,EEU,D,,UAUU,UA,,INA,UA,11070,ITDN,,,INA,N53115630,E063331060,,00600,0,02,247,WGE,KOSTANAY,S,Simulation application continuation,UU,E0126,00600,73323,2210,SEEUD UAUUUA INA   UA111070 ITDN                   INA N53115630E063331060     00600002247WGEKOSTANAY                      ,SEEUD UAUUUA INA   UA2S    UU                                             E012600600                                       
S,EEU,D,,UBBB,UB,,IBA,UB,10930,IT N,,,IBA,N40273800,E050034220,,00100,0,,173,WGE,HEYDAR ALIYEV,S,Simulation application continuation,UN,E0065,00100,73325,1703,SEEUD UBBBUB IBA   UB110930 IT N                   IBA N40273800E050034220     001000  173WGEHEYDAR ALIYEV                 ,SEEUD UBBBUB IBA   UB2S    UN                                             E006500100                                       
S,EEU,D,,UBBB,UB,,IBI,UB,10950,IT N,,,IBI,N40291500,E050014690,,00010,0,,208,WGE,HEYDAR ALIYEV INTL,S,Simulation application continuation,UN,E0066,00010,73327,1505,SEEUD UBBBUB IBI   UB110950 IT N                   IBI N40291500E050014690     000100  208WGEHEYDAR ALIYEV INTL            ,SEEUD UBBBUB IBI   UB2S    UN                                             E006600010                                       
S,EEU,D,,UBBB,UB,,IBN,UB,11170,IT N,,,IBN,N40273090,E050021960,,00010,0,,137,WGE,HEYDAR ALIYEV INTL,S,Simulation application continuation,UN,E0065,00010,73329,1505,SEEUD UBBBUB IBN   UB111170 IT N                   IBN N40273090E050021960     000100  137WGEHEYDAR ALIYEV INTL            ,SEEUD UBBBUB IBN   UB2S    UN                                             E006500010                                       
S,EEU,D,,UBBB,UB,,IBU,UB,11050,IT N,,,IBU,N40285570,E050034160,,00100,0,,272,WGE,HEYDAR ALIYEV,S,Simulation application continuation,UN,E0065,00100,73331,1703,SEEUD UBBBUB IBU   UB111050 IT N                   IBU N40285570E050034160     001000  272WGEHEYDAR ALIYEV                 ,SEEUD UBBBUB IBU   UB2S    UN                                             E006500100                                       
S,EEU,D,,UBBF,UB,,IFL,UB,10830,IT N,,,IFL,N39353910,E047112320,,01300,0,,191,WGE,FUZULI,S,Simulation application continuation,UN,E0063,01300,73333,2112,SEEUD UBBFUB IFL   UB110830 IT N                   IFL N39353910E047112320     013000  191WGEFUZULI                        ,SEEUD UBBFUB IFL   UB2S    UN                                             E006301300                                       
S,EEU,D,,UBBF,UB,,IFZ,UB,10890,IT N,,,IFZ,N39350600,E047125010,,01200,0,,152,WGE,FUZULI,S,Simulation application continuation,UN,E0063,01200,73335,2112,SEEUD UBBFUB IFZ   UB110890 IT N                   IFZ N39350600E047125010     012000  152WGEFUZULI                        ,SEEUD UBBFUB IFZ   UB2S    UN                                             E006301200                                       
S,EEU,D,,UBBG,UB,,IGL,UB,11130,IT N,,,IGL,N40444980,E046183050,,01100,0,,166,WGE,GANJA,S,Simulation application continuation,UU  G,E0067,01100,73337,1205,SEEUD UBBGUB IGL   UB111130 IT N                   IGL N40444980E046183050     011000  166WGEGANJA                         ,SEEUD UBBGUB IGL   UB2S    UU  G                                          E006701100                                       
S,EEU,D,,UBBG,UB,,IGR,UB,11090,IT N,,,IGR,N40435140,E046195210,,01100,0,,250,WGE,GANJA,S,Simulation application continuation,UU  G,E0067,01100,73339,1205,SEEUD UBBGUB IGR   UB111090 IT N                   IGR N40435140E046195210     011000  250WGEGANJA                         ,SEEUD UBBGUB IGR   UB2S    UU  G                                          E006701100                                       
S,EEU,D,,UBBL,UB,,ILM,UB,10990,IT N,,,ILM,N38445190,E048484490,,00100,0,,032,WGE,LENKORAN,S,Simulation application continuation,UN,E0060,00100,73341,2507,SEEUD UBBLUB ILM   UB110990 IT N                   ILM N38445190E048484490     001000  032WGELENKORAN                      ,SEEUD UBBLUB ILM   UB2S    UN                                             E006000100                                       
S,EEU,D,,UBBN,UB,,INL,UB,11110,IT N,,,INL,N39104610,E045275580,,02900,0,,217,WGE,NAKHCHIVAN,S,Simulation application continuation,UN,E0062,02900,73343,2010,SEEUD UBBNUB INL   UB111110 IT N                   INL N39104610E045275580     029000  217WGENAKHCHIVAN                    ,SEEUD UBBNUB INL   UB2S    UN                                             E006202900                                       
S,EEU,D,,UBBN,UB,,INO,UB,10910,IT N,,,INO,N39105210,E045280890,,02900,0,,152,WGE,NAKHCHIVAN,S,Simulation application continuation,UN,E0062,02900,73345,2010,SEEUD UBBNUB INO   UB110910 IT N                   INO N39105210E045280890     029000  152WGENAKHCHIVAN                    ,SEEUD UBBNUB INO   UB2S    UN                                             E006202900                                       
S,EEU,D,,UBBN,UB,,INR,UB,11170,IT N,,,INR,N39114380,E045264770,,02900,0,,219,WGE,NAKHCHIVAN,S,Simulation application continuation,UN,E0062,02900,73347,1912,SEEUD UBBNUB INR   UB111170 IT N                   INR N39114380E045264770     029000  219WGENAKHCHIVAN                    ,SEEUD UBBNUB INR   UB2S    UN                                             E006202900                                       
S,EEU,D,,UBBN,UB,,INT,UB,10950,IT N,,,INT,N39115340,E045265780,,02900,0,,225,WGE,NAKHCHIVAN,S,Simulation application continuation,UN,E0062,02900,73349,2010,SEEUD UBBNUB INT   UB110950 IT N                   INT N39115340E045265780     029000  225WGENAKHCHIVAN                    ,SEEUD UBBNUB INT   UB2S    UN                                             E006202900                                       
S,EEU,D,,UBBQ,UB,,IQL,UB,11190,IT N,,,IQL,N40491550,E047432360,,01200,0,,458,WGE,GABALA,S,Simulation application continuation,UU,E0067,01200,73351,1610,SEEUD UBBQUB IQL   UB111190 IT N                   IQL N40491550E047432360     012000  458WGEGABALA                        ,SEEUD UBBQUB IQL   UB2S    UU                                             E006701200                                       
S,EEU,D,,UBBQ,UB,,IQR,UB,11030,IT N,,,IQR,N40474810,E047434990,,01200,0,,136,WGE,GABALA,S,Simulation application continuation,UN,E0067,01200,73353,2010,SEEUD UBBQUB IQR   UB111030 IT N                   IQR N40474810E047434990     012000  136WGEGABALA                        ,SEEUD UBBQUB IQR   UB2S    UN                                             E006701200                                       
S,EEU,D,,UBBY,UB,,IZK,UB,10910,IT N,,,IZK,N41325270,E046402350,,01300,0,,152,WGE,ZAGATALA,S,Simulation application continuation,UN,E0070,01300,73355,2404,SEEUD UBBYUB IZK   UB110910 IT N                   IZK N41325270E046402350     013000  152WGEZAGATALA                      ,SEEUD UBBYUB IZK   UB2S    UN                                             E007001300                                       
S,EEU,D,,UBBZ,UB,,IZG,UB,10810,IT N,,,IZG,N39071880,E046450480,,01600,0,,126,WGE,ZANGILAN,S,Simulation application continuation,UN,E0062,01600,73357,2213,SEEUD UBBZUB IZG   UB110810 IT N                   IZG N39071880E046450480     016000  126WGEZANGILAN                      ,SEEUD UBBZUB IZG   UB2S    UN                                             E006201600                                       
S,EEU,D,,UBBZ,UB,,IZN,UB,10870,IT N,,,IZN,N39061340,E046441340,,01700,0,,261,WGE,ZANGILAN,S,Simulation application continuation,UN,E0062,01700,73359,2213,SEEUD UBBZUB IZN   UB110870 IT N                   IZN N39061340E046441340     017000  261WGEZANGILAN                      ,SEEUD UBBZUB IZN   UB2S    UN                                             E006201700                                       
S,EEU,D,,UBEE,UB,,IEV,UB,11010,IT N,,,IEV,N40375320,E047084920,,00100,0,,230,WGE,YEVLAKH,S,Simulation application continuation,UN,E0066,00100,73361,2103,SEEUD UBEEUB IEV   UB111010 IT N                   IEV N40375320E047084920     001000  230WGEYEVLAKH                       ,SEEUD UBEEUB IEV   UB2S    UN                                             E006600100                                       
S,EEU,D,,UBLC,UB,,ILN,UB,10930,IT N,,,ILN,N39522990,E046220690,,05690,0,,173,WGE,LACHIN,S,Simulation application continuation,UN,E0064,05690,73363,2507,SEEUD UBLCUB ILN   UB110930 IT N                   ILN N39522990E046220690     056900  173WGELACHIN                        ,SEEUD UBLCUB ILN   UB2S    UN                                             E006405690                                       
S,EEU,D,,UCFL,UC,,IKL,UC,10870,IT N,,,IKL,N42351874,E076431465,,05426,0,,540,WGE,ISSYK-KUL,S,Simulation application continuation,UN,E0050,05426,73365,1612,SEEUD UCFLUC IKL   UC110870 IT N                   IKL N42351874E076431465     054260  540WGEISSYK-KUL                     ,SEEUD UCFLUC IKL   UC2S    UN                                             E005005426                                       
S,EEU,D,,UCFL,UC,,ITM,UC,10990,IT N,,,ITM,N42345830,E076405796,,05426,0,,185,WGE,ISSYK-KUL,S,Simulation application continuation,UN,E0050,05426,73367,1612,SEEUD UCFLUC ITM   UC110990 IT N                   ITM N42345830E076405796     054260  185WGEISSYK-KUL                     ,SEEUD UCFLUC ITM   UC2S    UN                                             E005005426                                       
S,EEU,D,,UCFM,UC,,IBK,UC,11170,IT N,,,IBK,N43035549,E074295559,,02090,0,,002,WGE,MANAS,S,Simulation application continuation,UN,E0056,02090,73369,2409,SEEUD UCFMUC IBK   UC111170 IT N                   IBK N43035549E074295559     020900  002WGEMANAS                         ,SEEUD UCFMUC IBK   UC2S    UN                                             E005602090                                       
S,EEU,D,,UCFM,UC,,IMN,UC,11170,IT N,,,IMN,N43033535,E074271998,,02090,0,,002,WGE,MANAS,S,Simulation application continuation,UN,E0056,02090,73371,2409,SEEUD UCFMUC IMN   UC111170 IT N                   IMN N43033535E074271998     020900  002WGEMANAS                         ,SEEUD UCFMUC IMN   UC2S    UN                                             E005602090                                       
S,EEU,D,,UCFO,UC,,IOU,UC,11110,IT N,,,IOU,N40365460,E072470440,,02938,0,,162,WGE,OSH,S,Simulation application continuation,UN,E0049,02938,73373,2412,SEEUD UCFOUC IOU   UC111110 IT N                   IOU N40365460E072470440     029380  162WGEOSH                           ,SEEUD UCFOUC IOU   UC2S    UN                                             E004902938                                       
S,EEU,D,,UDSG,UD,,IGM,UD,11030,ITDN,,,IGM,N40442070,E043511570,,04941,0,02,075,WGE,SHIRAK,S,Simulation application continuation,UN,E0067,04941,73375,2004,SEEUD UDSGUD IGM   UD111030 ITDN                   IGM N40442070E043511570     04941002075WGESHIRAK                        ,SEEUD UDSGUD IGM   UD2S    UN                                             E006704941                                       
S,EEU,D,,UDYZ,UD,,IZR,UD,10810,ITDN,,,IZR,N40084590,E044223770,,02852,0,02,126,WGE,ZVARTNOTS,S,Simulation application continuation,UU,E0065,02852,73377,2407,SEEUD UDYZUD IZR   UD110810 ITDN                   IZR N40084590E044223770     02852002126WGEZVARTNOTS                     ,SEEUD UDYZUD IZR   UD2S    UU                                             E006502852                                       
S,EEU,D,,UECT,UE,,IDT,UE,11030,IT N,,,IDT,N59533410,E111023630,,01332,0,,123,WGE,TALAKAN,S,Simulation application continuation,UN,W0098,01332,73379,2310,SEEUD UECTUE IDT   UE111030 IT N                   IDT N59533410E111023630     013320  123WGETALAKAN                       ,SEEUD UECTUE IDT   UE2S    UN                                             W009801332                                       
S,EEU,D,,UEEE,UE,,IMF,UE,11170,ITDN,,,IMF,N62061270,E129473890,,00325,0,02,,WGE,YAKUTSK,S,Simulation application continuation,UN,W0164,00325,73381,2407,SEEUD UEEEUE IMF   UE111170 ITDN                   IMF N62061270E129473890     00325002   WGEYAKUTSK                       ,SEEUD UEEEUE IMF   UE2S    UN                                             W016400325                                       
S,EEU,D,,UELL,UE,,IRN,UE,11030,ITDN,,,IRN,N56543720,E124532650,,02854,0,02,360,WGE,CHULMAN,S,Simulation application continuation,UN,W0143,02854,73383,2408,SEEUD UELLUE IRN   UE111030 ITDN                   IRN N56543720E124532650     02854002360WGECHULMAN                       ,SEEUD UELLUE IRN   UE2S    UN                                             W014302854                                       
S,EEU,D,,UERL,UE,,IIG,UE,11030,ITDN,,,IIG,N60433440,E114501740,,00810,0,02,123,WGE,LENSK,S,Simulation application continuation,UN,W0121,00810,73385,2402,SEEUD UERLUE IIG   UE111030 ITDN                   IIG N60433440E114501740     00810002123WGELENSK                         ,SEEUD UERLUE IIG   UE2S    UN                                             W012100810                                       
S,EEU,D,,UGKO,UG,,IKO,UG,10870,ITDN,,,IKO,N42103760,E042293800,,00200,0,02,159,WGE,KOPITNARI,S,Simulation application continuation,UN,E0071,00200,73387,2305,SEEUD UGKOUG IKO   UG110870 ITDN                   IKO N42103760E042293800     00200002159WGEKOPITNARI                     ,SEEUD UGKOUG IKO   UG2S    UN                                             E007100200                                       
S,EEU,D,,UGKO,UG,,IKS,UG,11010,ITDN,,,IKS,N42102760,E042281780,,00200,0,02,230,WGE,KOPITNARI,S,Simulation application continuation,UN,E0071,00200,73389,2305,SEEUD UGKOUG IKS   UG111010 ITDN                   IKS N42102760E042281780     00200002230WGEKOPITNARI                     ,SEEUD UGKOUG IKS   UG2S    UN                                             E007100200                                       
S,EEU,D,,UGSB,UG,,ILU,UG,11030,ITDN,,,ILU,N41365180,E041352630,,00100,0,02,115,WGE,BATUMI,S,Simulation application continuation,UN,E0069,00100,73391,2503,SEEUD UGSBUG ILU   UG111030 ITDN                   ILU N41365180E041352630     00100002115WGEBATUMI                        ,SEEUD UGSBUG ILU   UG2S    UN                                             E006900100                                       
S,EEU,D,,UGTB,UG,,INA,UG,10890,ITDN,,,INA,N41393320,E044574120,,01600,0,02,100,WGE,TBILISI,S,Simulation application continuation,UN,E0070,01600,73393,2013,SEEUD UGTBUG INA   UG110890 ITDN                   INA N41393320E044574120     01600002100WGETBILISI                       ,SEEUD UGTBUG INA   UG2S    UN                                             E007001600                                       
S,EEU,D,,UGTB,UG,,IVP,UG,11030,ITDN,,,IVP,N41403040,E044562960,,01600,0,02,075,WGE,TBILISI,S,Simulation application continuation,UN,E0070,01600,73395,2013,SEEUD UGTBUG IVP   UG111030 ITDN                   IVP N41403040E044562960     01600002075WGETBILISI                       ,SEEUD UGTBUG IVP   UG2S    UN                                             E007001600                                       
S,EEU,D,,UHBB,UH,,IBM,UH,11110,ITDN,,,IBM,N50250200,E127251340,,00648,0,02,294,WGE,IGNATYEVO,S,Simulation application continuation,UN,W0128,00648,73397,2407,SEEUD UHBBUH IBM   UH111110 ITDN                   IBM N50250200E127251340     00648002294WGEIGNATYEVO                     ,SEEUD UHBBUH IBM   UH2S    UN                                             W012800648                                       
S,EEU,D,,UHBB,UH,,ILZ,UH,10870,ITDN,,,ILZ,N50261610,E127244920,,00648,0,02,461,WGE,IGNATYEVO,S,Simulation application continuation,UN,W0128,00648,73399,2312,SEEUD UHBBUH ILZ   UH110870 ITDN                   ILZ N50261610E127244920     00648002461WGEIGNATYEVO                     ,SEEUD UHBBUH ILZ   UH2S    UN                                             W012800648                                       
S,EEU,D,,UHHH,UH,,IHB,UH,11115,ITDN,,,IHB,N48321710,E135122550,,00246,0,02,,WGE,NOVY,S,Simulation application continuation,UN,W0123,00246,73401,2213,SEEUD UHHHUH IHB   UH111115 ITDN                   IHB N48321710E135122550     00246002   WGENOVY                          ,SEEUD UHHHUH IHB   UH2S    UN                                             W012300246                                       
S,EEU,D,,UHHH,UH,,IHI,UH,11090,ITDN,,,IHI,N48310870,E135101660,,00246,0,02,440,WGE,NOVY,S,Simulation application continuation,UN,W0123,00246,73403,2213,SEEUD UHHHUH IHI   UH111090 ITDN                   IHI N48310870E135101660     00246002440WGENOVY                          ,SEEUD UHHHUH IHI   UH2S    UN                                             W012300246                                       
S,EEU,D,,UHHH,UH,,IHW,UH,11130,ITDN,,,IHW,N48321800,E135115100,,00236,0,02,549,WGE,NOVY,S,Simulation application continuation,UN,W0123,00236,73405,2213,SEEUD UHHHUH IHW   UH111130 ITDN                   IHW N48321800E135115100     00236002549WGENOVY                          ,SEEUD UHHHUH IHW   UH2S    UN                                             W012300236                                       
S,EEU,D,,UHHH,UH,,IUF,UH,11030,ITDN,,,IUF,N48310260,E135102740,,00256,0,02,286,WGE,NOVY,S,Simulation application continuation,UN,W0123,00256,73407,2213,SEEUD UHHHUH IUF   UH111030 ITDN                   IUF N48310260E135102740     00256002286WGENOVY                          ,SEEUD UHHHUH IUF   UH2S    UN                                             W012300256                                       
S,EEU,D,,UHMA,UH,,IKB,UH,11030,ITDN,,,IKB,N64432110,E177435320,,00197,0,02,,WGE,UGOLNY,S,Simulation application continuation,UN,W0010,00197,73409,2401,SEEUD UHMAUH IKB   UH111030 ITDN                   IKB N64432110E177435320     00197002   WGEUGOLNY                        ,SEEUD UHMAUH IKB   UH2S    UN                                             W001000197                                       
S,EEU,D,,UHMM,UH,,IFK,UH,11030,ITDN,,,IFK,N59543810,E150414120,,00600,0,02,,WGE,SOKOL,S,Simulation application continuation,UN,W0119,00600,73411,2404,SEEUD UHMMUH IFK   UH111030 ITDN                   IFK N59543810E150414120     00600002   WGESOKOL                         ,SEEUD UHMMUH IFK   UH2S    UN                                             W011900600                                       
S,EEU,D,,UHNN,UH,,INC,UH,11010,ITDN,,,INC,N53092080,E140382530,,00187,0,01,573,WGE,NIKOLAYEVSK-NA-AMURE,S,Simulation application continuation,UN,W0129,00187,73413,2413,SEEUD UHNNUH INC   UH111010 ITDN                   INC N53092080E140382530     00187001573WGENIKOLAYEVSK-NA-AMURE          ,SEEUD UHNNUH INC   UH2S    UN                                             W012900187                                       
S,EEU,D,,UHPP,UH,,IKM,UH,10990,ITDN,,,IKM,N53105210,E158264000,,00098,0,02,,WGE,YELIZOVO,S,Simulation application continuation,UN,W0075,00098,73415,2302,SEEUD UHPPUH IKM   UH110990 ITDN                   IKM N53105210E158264000     00098002   WGEYELIZOVO                      ,SEEUD UHPPUH IKM   UH2S    UN                                             W007500098                                       
S,EEU,D,,UHSI,UH,,ITP,UH,11130,ITDN,,,ITP,N45153170,E147564210,,00387,0,02,400,WGE,ITURUP,S,Simulation application continuation,UN,W0090,00387,73417,1910,SEEUD UHSIUH ITP   UH111130 ITDN                   ITP N45153170E147564210     00387002400WGEITURUP                        ,SEEUD UHSIUH ITP   UH2S    UN                                             W009000387                                       
S,EEU,D,,UHSI,UH,,ITU,UH,11110,ITDN,,,ITU,N45150700,E147575290,,00387,0,02,260,WGE,ITURUP,S,Simulation application continuation,UN,W0090,00387,73419,1910,SEEUD UHSIUH ITU   UH111110 ITDN                   ITU N45150700E147575290     00387002260WGEITURUP                        ,SEEUD UHSIUH ITU   UH2S    UN                                             W009000387                                       
S,EEU,D,,UHSM,UH,,IMO,UH,11090,IT N,,,IMO,N43571420,E145410820,,00709,0,,188,WGE,MENDELEYEVO,S,Simulation application continuation,UN,W0092,00709,73421,2110,SEEUD UHSMUH IMO   UH111090 IT N                   IMO N43571420E145410820     007090  188WGEMENDELEYEVO                   ,SEEUD UHSMUH IMO   UH2S    UN                                             W009200709                                       
S,EEU,D,,UHSS,UH,,IPI,UH,11170,IT N,,,IPI,N46535300,E142425730,,00059,0,,251,WGE,KHOMUTOVO,S,Simulation application continuation,UN,W0108,00059,73423,1904,SEEUD UHSSUH IPI   UH111170 IT N                   IPI N46535300E142425730     000590  251WGEKHOMUTOVO                     ,SEEUD UHSSUH IPI   UH2S    UN                                             W010800059                                       
S,EEU,D,,UHWW,UH,,ILN,UH,11010,IT N,,,ILN,N43241510,E132095260,,00059,0,,283,WGE,KNEVICHI,S,Simulation application continuation,UN,W0109,00059,73425,2411,SEEUD UHWWUH ILN   UH111010 IT N                   ILN N43241510E132095260     000590  283WGEKNEVICHI                      ,SEEUD UHWWUH ILN   UH2S    UN                                             W010900059                                       
S,EEU,D,,UHWW,UH,,ILS,UH,10930,IT N,,,ILS,N43232980,E132080010,,00059,0,,121,WGE,KNEVICHI,S,Simulation application continuation,UN,W0109,00059,73427,2305,SEEUD UHWWUH ILS   UH110930 IT N                   ILS N43232980E132080010     000590  121WGEKNEVICHI                      ,SEEUD UHWWUH ILS   UH2S    UN                                             W010900059                                       
S,EEU,D,,UIAA,UI,,IDG,UI,11030,IT N,,,IDG,N52012330,E113191600,,02270,0,,217,WGE,KADALA,S,Simulation application continuation,UN,W0093,02270,73429,1513,SEEUD UIAAUI IDG   UI111030 IT N                   IDG N52012330E113191600     022700  217WGEKADALA                        ,SEEUD UIAAUI IDG   UI2S    UN                                             W009302270                                       
S,EEU,D,,UIBB,UI,,IBS,UI,11030,ITDN,,,IBS,N56215180,E101425920,,01575,0,02,263,WGE,BRATSK,S,Simulation application continuation,UN,W0033,01575,73431,2101,SEEUD UIBBUI IBS   UI111030 ITDN                   IBS N56215180E101425920     01575002263WGEBRATSK                        ,SEEUD UIBBUI IBS   UI2S    UN                                             W003301575                                       
S,EEU,D,,UIII,UI,,ICN,UI,11130,ITDN,,,ICN,N52161980,E104224870,,01594,0,02,116,WGE,IRKUTSK,S,Simulation application continuation,UN,W0048,01594,73433,2405,SEEUD UIIIUI ICN   UI111130 ITDN                   ICN N52161980E104224870     01594002116WGEIRKUTSK                       ,SEEUD UIIIUI ICN   UI2S    UN                                             W004801594                                       
S,EEU,D,,UIII,UI,,IIR,UI,11030,ITDN,,,IIR,N52155180,E104243410,,01663,0,02,116,WGE,IRKUTSK,S,Simulation application continuation,UN,W0048,01663,73435,2409,SEEUD UIIIUI IIR   UI111030 ITDN                   IIR N52155180E104243410     01663002116WGEIRKUTSK                       ,SEEUD UIIIUI IIR   UI2S    UN                                             W004801663                                       
S,EEU,D,,UITT,UI,,ICI,UI,10890,ITDN,,,ICI,N56512030,E105443220,,02165,0,02,,WGE,UST-KUT,S,Simulation application continuation,UN,W0060,02165,73437,2502,SEEUD UITTUI ICI   UI110890 ITDN                   ICI N56512030E105443220     02165002   WGEUST-KUT                       ,SEEUD UITTUI ICI   UI2S    UN                                             W006002165                                       
