record_type,area_code,sec,blank_6,icao,icao_code,sub,communications_type,communications_frequency,guard_transmit,frequency_units,cont_no_column_26,service_indicator,radar_service,modulation,signal_emission,latitude,longitude,magnetic_variation,facility_elevation,h24_indicator,sectorization,altitude_description,communication_altitude_1,communication_altitude_2,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,distance_description,communications_distance,remote_facility,remote_facility_icao,remote_facility_section,remote_facility_subsection,call_sign,sim_cont_appl_code,sim_cont_appl_label,cont#3_appl_code,cont#3_appl_label,cont#4_appl_code,cont#4_appl_label,cont#5_appl_code,cont#5_appl_label,primary_1_123,sim_cont_1_123,cont#3_1_123,cont#4_1_123,cont#5_1_123
S,EEU,P,,EEEI,EE,V,APP,0127905,,C,0,,R,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,,,,,TALLINN,,,,,,,,,SEEUP EEEIEEVAPP0127905 C0   RA N59244800E024495700E009000135Y                          00        TALLINN                  ,,,,
S,EEU,P,,EEEI,EE,V,ATI,0123880,T,C,0,,N,A,,N59154400,E024130700,E0090,00068,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP EEEIEEVATI0123880TC0   NA N59154400E024130700E009000068Y                          00                                 ,,,,
S,EEU,P,,EEEI,EE,V,TWR,0025780,,U,0,,N,F,,N59154400,E024130700,E0090,00068,Y,,,,,,,,,,00,,,,,AMARI,,,,,,,,,SEEUP EEEIEEVTWR0025780 U0   NF N59154400E024130700E009000068Y                          00        AMARI                    ,,,,
S,EEU,P,,EEEI,EE,V,TWR,0122100,,V,0,,N,A,,N59154400,E024130700,E0090,00068,Y,,,,,,,,,,00,,,,,AMARI,,,,,,,,,SEEUP EEEIEEVTWR0122100 V0   NA N59154400E024130700E009000068Y                          00        AMARI                    ,,,,
S,EEU,P,,EEHA,EE,V,RDR,0127905,,C,0,,R,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,,,,,TALLINN,,,,,,,,,SEEUP EEHAEEVRDR0127905 C0   RA N59244800E024495700E009000135Y                          00        TALLINN                  ,,,,
S,EEU,P,,EEJI,EE,V,INF,0128980,,C,0,F R,N,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,EETN,EE,P,A,TALLINN,,,,,,,,,SEEUP EEJIEEVINF0128980 C0F RNA N59244800E024495700E009000135Y                          00EETNEEPATALLINN                  ,,,,
S,EEU,P,,EEKA,EE,V,INF,0133405,,C,1,S,N,A,,N58592700,E022495100,E0080,00018,N,,,,,,,,,,00,,,,,KARDLA,,,,,,,,,SEEUP EEKAEEVINF0133405 C1S  NA N58592700E022495100E008000018N                          00        KARDLA                   ,SEEUP EEKAEEVINF0133405 C2 T  1504000830151300163006043009000713001630                                                     ,,,
S,EEU,P,,EEKE,EE,V,INF,0118055,,C,1,S,N,A,,N58134800,E022303400,E0080,00015,N,,,,,,,,,,00,,,,,KURESSAARE,,,,,,,,,SEEUP EEKEEEVINF0118055 C1S  NA N58134800E022303400E008000015N                          00        KURESSAARE               ,SEEUP EEKEEEVINF0118055 C2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,
S,EEU,P,,EEKU,EE,V,RDO,0135305,,C,1,,N,A,,N58085400,E024000900,E0060,00012,N,,,,,,,,,,00,,,,,KIHNU TRAFFIC,,,,,,,,,SEEUP EEKUEEVRDO0135305 C1   NA N58085400E024000900E006000012N                          00        KIHNU TRAFFIC            ,SEEUP EEKUEEVRDO0135305 C2 N  DURING HOURS OF SCHEDULED OPERATIONS                                                         ,,,
S,EEU,P,,EELM,EE,V,INF,0128980,,C,0,F R,N,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,EETN,EE,P,A,TALLINN,,,,,,,,,SEEUP EELMEEVINF0128980 C0F RNA N59244800E024495700E009000135Y                          00EETNEEPATALLINN                  ,,,,
S,EEU,P,,EELM,EE,V,INF,0133905,,C,1,S,N,A,,N58182700,E026411300,E0100,00220,N,,,,,,,,,,00,,,,,TARTU,,,,,,,,,SEEUP EELMEEVINF0133905 C1S  NA N58182700E026411300E010000220N                          00        TARTU                    ,SEEUP EELMEEVINF0133905 C2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,
S,EEU,P,,EELU,EE,V,RDR,0127905,,C,0,,R,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,,,,,TALLINN,,,,,,,,,SEEUP EELUEEVRDR0127905 C0   RA N59244800E024495700E009000135Y                          00        TALLINN                  ,,,,
S,EEU,P,,EENA,EE,V,INF,0128980,,C,0,F R,N,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,EETN,EE,P,A,TALLINN,,,,,,,,,SEEUP EENAEEVINF0128980 C0F RNA N59244800E024495700E009000135Y                          00EETNEEPATALLINN                  ,,,,
S,EEU,P,,EEPU,EE,V,INF,0135305,,C,1,S P,N,A,,N58250800,E024282200,E0080,00047,N,,,,,,,,,,00,,,,,PARNU,,,,,,,,,SEEUP EEPUEEVINF0135305 C1S PNA N58250800E024282200E008000047N                          00        PARNU                    ,SEEUP EEPUEEVINF0135305 C2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,
S,EEU,P,,EERA,EE,V,RDO,0131030,,C,1,,N,A,,N58592000,E024431300,E0100,00196,N,,,,,,,,,,00,,,,,RAPLA TRAFFIC,,,,,,,,,SEEUP EERAEEVRDO0131030 C1   NA N58592000E024431300E010000196N                          00        RAPLA TRAFFIC            ,SEEUP EERAEEVRDO0131030 C2 N  NO SPECIFIC WORKING HOURS & 01APR-31OCT SR-SS.                                               ,,,
S,EEU,P,,EERA,EE,V,RDR,0127905,,C,0,,R,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,,,,,TALLINN,,,,,,,,,SEEUP EERAEEVRDR0127905 C0   RA N59244800E024495700E009000135Y                          00        TALLINN                  ,,,,
S,EEU,P,,EERD,EE,V,INF,0128980,,C,0,F R,N,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,EETN,EE,P,A,TALLINN,,,,,,,,,SEEUP EERDEEVINF0128980 C0F RNA N59244800E024495700E009000135Y                          00EETNEEPATALLINN                  ,,,,
S,EEU,P,,EERI,EE,V,RDO,0118455,,C,1,L,N,A,,N57562300,E026584800,E0100,00329,N,,,,,,,,,,00,,,,,RIDALI,,,,,,,,,SEEUP EERIEEVRDO0118455 C1  LNA N57562300E026584800E010000329N                          00        RIDALI                   ,"SEEUP EERIEEVRDO0118455 C2 N  15 APR - 15 NOV SR-SS, O/T NO SPECIFIC WORKING HOURS                                         ",,,
S,EEU,P,,EERU,EE,V,RDO,0118055,,C,1,,N,A,,N57470800,E023154400,E0090,00010,N,,,,,,,,,,00,,,,,RUHNU,,,,,,,,,SEEUP EERUEEVRDO0118055 C1   NA N57470800E023154400E009000010N                          00        RUHNU                    ,SEEUP EERUEEVRDO0118055 C2 N  BY OPERATIONAL REQUIREMENTS.                                                                 ,,,
S,EEU,P,,EETI,EE,V,RDO,0118030,,C,1,,N,A,,N57570900,E026283200,E0090,00414,N,,,,,,,,,,00,,,,,TOUTSI,,,,,,,,,SEEUP EETIEEVRDO0118030 C1   NA N57570900E026283200E009000414N                          00        TOUTSI                   ,SEEUP EETIEEVRDO0118030 C2 N  15 APR - 15 NOV SR-SS.                                                                       ,,,
S,EEU,P,,EETN,EE,V,ATI,0124880,T,C,0,,N,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP EETNEEVATI0124880TC0   NA N59244800E024495700E009000135Y                          00                                 ,,,,
S,EEU,P,,EETN,EE,V,OPS,0121780,,C,0,,N,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,,,,,DE-ICING,,,,,,,,,SEEUP EETNEEVOPS0121780 C0   NA N59244800E024495700E009000135Y                          00        DE-ICING                 ,,,,
S,EEU,P,,EETN,EE,V,OPS,0131905,,C,0,,N,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,,,,,TALLIN HANDLING,,,,,,,,,SEEUP EETNEEVOPS0131905 C0   NA N59244800E024495700E009000135Y                          00        TALLIN HANDLING          ,,,,
S,EEU,P,,EETN,EE,V,RDR,0127905,,C,0,,R,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,,,,,TALLINN,,,,,,,,,SEEUP EETNEEVRDR0127905 C0   RA N59244800E024495700E009000135Y                          00        TALLINN                  ,,,,
S,EEU,P,,EETN,EE,V,TWR,0135905,,C,0,D,R,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,,,,,TALLINN,,,,,,,,,SEEUP EETNEEVTWR0135905 C0  DRA N59244800E024495700E009000135Y                          00        TALLINN                  ,,,,
S,EEU,P,,EETS,EE,V,RDR,0127905,,C,0,,R,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,,,,,TALLINN,,,,,,,,,SEEUP EETSEEVRDR0127905 C0   RA N59244800E024495700E009000135Y                          00        TALLINN                  ,,,,
S,EEU,P,,EETU,EE,V,ATI,0123130,T,C,0,,N,A,,N58182700,E026411300,E0100,00220,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP EETUEEVATI0123130TC0   NA N58182700E026411300E010000220Y                          00                                 ,,,,
S,EEU,P,,EETU,EE,V,INF,0133905,,C,1,S,N,A,,N58182700,E026411300,E0100,00220,N,,,,,,,,,,00,,,,,TARTU,,,,,,,,,SEEUP EETUEEVINF0133905 C1S  NA N58182700E026411300E010000220N                          00        TARTU                    ,SEEUP EETUEEVINF0133905 C2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,
S,EEU,P,,EEVI,EE,V,INF,0128980,,C,0,F R,N,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,EETN,EE,P,A,TALLINN,,,,,,,,,SEEUP EEVIEEVINF0128980 C0F RNA N59244800E024495700E009000135Y                          00EETNEEPATALLINN                  ,,,,
S,EEU,P,,EEVI,EE,V,RDO,0119180,,C,1,,N,A,,N58210000,E025293500,E0090,00251,N,,,,,,,,,,00,,,,,VILJANDI,,,,,,,,,SEEUP EEVIEEVRDO0119180 C1   NA N58210000E025293500E009000251N                          00        VILJANDI                 ,SEEUP EEVIEEVRDO0119180 C2 N  16 NOV - 14 APR NO SPECIFIC WORKING HOURS; 15 APR - 15 NOV SR-SS                             ,,,
S,EEU,P,,EEVO,EE,V,INF,0128980,,C,0,F R,N,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,EETN,EE,P,A,TALLINN,,,,,,,,,SEEUP EEVOEEVINF0128980 C0F RNA N59244800E024495700E009000135Y                          00EETNEEPATALLINN                  ,,,,
S,EEU,P,,EEVU,EE,V,INF,0128980,,C,0,F R,N,A,,N59244800,E024495700,E0090,00135,Y,,,,,,,,,,00,EETN,EE,P,A,TALLINN,,,,,,,,,SEEUP EEVUEEVINF0128980 C0F RNA N59244800E024495700E009000135Y                          00EETNEEPATALLINN                  ,,,,
S,EEU,P,,EPBA,EP,V,INF,0119275,,V,0,F R,N,A,,N50282700,E019044800,E0060,01008,Y,,,,,,,,,,00,EPKT,EP,P,A,KRAKOW,,,,,,,,,SEEUP EPBAEPVINF0119275 V0F RNA N50282700E019044800E006001008Y                          00EPKTEPPAKRAKOW                   ,,,,
S,EEU,P,,EPBA,EP,V,RDO,0118330,,C,1,,N,A,,N49481800,E019000700,E0060,01334,N,,,,,,,,,,00,,,,,BIELSKO,,,,,,,,,SEEUP EPBAEPVRDO0118330 C1   NA N49481800E019000700E006001334N                          00        BIELSKO                  ,SEEUP EPBAEPVRDO0118330 C2 N  PUBLISHED DAILY BY ATS(AUP).                                                                 ,,,
S,EEU,P,,EPBC,EP,V,INF,0118775,,V,0,F R,N,A,,N53285500,E020561600,E0060,00465,Y,,,,,,,,,,00,EPSY,EP,P,A,WARSAW,,,,,,,,,SEEUP EPBCEPVINF0118775 V0F RNA N53285500E020561600E006000465Y                          00EPSYEPPAWARSAW                   ,,,,
S,EEU,P,,EPBC,EP,V,INF,0119180,,C,0,S,N,A,,N52160900,E020542600,E0040,00352,Y,,,,,,,,,,00,,,,,BABICE,,,,,,,,,SEEUP EPBCEPVINF0119180 C0S  NA N52160900E020542600E004000352Y                          00        BABICE                   ,,,,
S,EEU,P,,EPBC,EP,V,INF,0128575,,V,0,F R,N,A,,N52090000,E020570000,E0060,00357,Y,,,,,,,,,,00,,,,,WARSAW,,,,,,,,,SEEUP EPBCEPVINF0128575 V0F RNA N52090000E020570000E006000357Y                          00        WARSAW                   ,,,,
S,EEU,P,,EPBC,EP,V,RDO,0126555,,C,1,,N,A,,N52160900,E020542600,E0040,00352,N,,,,,,,,,,00,,,,,BABICE,,,,,,,,,SEEUP EPBCEPVRDO0126555 C1   NA N52160900E020542600E004000352N                          00        BABICE                   ,SEEUP EPBCEPVRDO0126555 C2 N  NO SPECFIC WORKING HOURS                                                                     ,,,
S,EEU,P,,EPBK,EP,V,INF,0118775,,V,0,F R,N,A,,N53150000,E023030000,E0070,00712,Y,,,,,,,,,,00,,,,,WARSAW,,,,,,,,,SEEUP EPBKEPVINF0118775 V0F RNA N53150000E023030000E007000712Y                          00        WARSAW                   ,,,,
S,EEU,P,,EPBK,EP,V,RDO,0123205,,C,1,L,N,A,,N53060500,E023101400,E0050,00509,N,,,,,,,,,,00,,,,,BIALYSTOK,,,,,,,,,SEEUP EPBKEPVRDO0123205 C1  LNA N53060500E023101400E005000509N                          00        BIALYSTOK                ,SEEUP EPBKEPVRDO0123205 C2 T  1508001400                                                                                   ,,,
S,EEU,P,,EPBO,EP,V,INF,0125275,,V,0,F R,N,A,,N54150000,E016150000,E0050,00030,Y,,,,,,,,,,00,,,,,GDANSK,,,,,,,,,SEEUP EPBOEPVINF0125275 V0F RNA N54150000E016150000E005000030Y                          00        GDANSK                   ,,,,
S,EEU,P,,EPBO,EP,V,INF,0127150,,V,0,F R,N,A,,N54223900,E018275800,E0070,00488,Y,,,,,,,,,,00,EPGD,EP,P,A,GDANSK,,,,,,,,,SEEUP EPBOEPVINF0127150 V0F RNA N54223900E018275800E007000488Y                          00EPGDEPPAGDANSK                   ,,,,
S,EEU,P,,EPBY,EP,V,ATI,0129330,T,C,0,,N,A,,N53054800,E017584000,E0060,00237,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP EPBYEPVATI0129330TC0   NA N53054800E017584000E006000237Y                          00                                 ,,,,
S,EEU,P,,EPBY,EP,V,INF,0131005,,C,1,F,N,A,,N53054800,E017584000,E0060,00237,N,,,,,,,,,,00,,,,,BYDGOSZCZ,,,,,,,,,SEEUP EPBYEPVINF0131005 C1F  NA N53054800E017584000E006000237N                          00        BYDGOSZCZ                ,SEEUP EPBYEPVINF0131005 C2 T  122000053001210005302321000530362000053067173005300721000530                                 ,,,
S,EEU,P,,EPBY,EP,V,TWR,0131005,,C,1,,N,A,,N53054800,E017584000,E0060,00237,N,,,,,,,,,,00,,,,,BYDGOSZCZ,,,,,,,,,SEEUP EPBYEPVTWR0131005 C1   NA N53054800E017584000E006000237N                          00        BYDGOSZCZ                ,SEEUP EPBYEPVTWR0131005 C2 T  01053020000205302100350530200006053017300705302100                                           ,,,
S,EEU,P,,EPCD,EP,V,INF,0119450,,V,0,F R,N,A,,N51134900,E022415300,E0060,00930,Y,,,,,,,,,,00,,,,,WARSAW,,,,,,,,,SEEUP EPCDEPVINF0119450 V0F RNA N51134900E022415300E006000930Y                          00        WARSAW                   ,,,,
S,EEU,P,,EPCD,EP,V,RDO,0119580,,C,1,,N,A,,N51045500,E023261500,E0070,00728,N,,,,,,,,,,00,,,,,DEPULTYCZE,,,,,,,,,SEEUP EPCDEPVRDO0119580 C1   NA N51045500E023261500E007000728N                          00        DEPULTYCZE               ,SEEUP EPCDEPVRDO0119580 C2 T  1706301430                                                                                   ,,,
S,EEU,P,,EPCE,EP,V,APP,0132430,,C,0,,R,A,,N54245800,E017454800,E0060,00507,Y,,,,,,,,,,00,,,,,CEWICE,,,,,,,,,SEEUP EPCEEPVAPP0132430 C0   RA N54245800E017454800E006000507Y                          00        CEWICE                   ,,,,
S,EEU,P,,EPCE,EP,V,ATI,0128040,T,C,0,,N,A,,N54245800,E017454800,E0060,00507,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP EPCEEPVATI0128040TC0   NA N54245800E017454800E006000507Y                          00                                 ,,,,
S,EEU,P,,EPCE,EP,V,INF,0125275,,V,0,F R,N,A,,N54150000,E016150000,E0050,00030,Y,,,,,,,,,,00,,,,,GDANSK,,,,,,,,,SEEUP EPCEEPVINF0125275 V0F RNA N54150000E016150000E005000030Y                          00        GDANSK                   ,,,,
S,EEU,P,,EPCE,EP,V,INF,0127150,,V,0,F R,N,A,,N54223900,E018275800,E0070,00488,Y,,,,,,,,,,00,EPGD,EP,P,A,GDANSK,,,,,,,,,SEEUP EPCEEPVINF0127150 V0F RNA N54223900E018275800E007000488Y                          00EPGDEPPAGDANSK                   ,,,,
S,EEU,P,,EPCE,EP,V,RDR,0121180,,C,0,,R,A,,N54245800,E017454800,E0060,00507,Y,,,,,,,,,,00,,,,,CEWICE PRECISION,,,,,,,,,SEEUP EPCEEPVRDR0121180 C0   RA N54245800E017454800E006000507Y                          00        CEWICE PRECISION         ,,,,
S,EEU,P,,EPCE,EP,V,TWR,0126755,,C,0,,N,A,,N54245800,E017454800,E0060,00507,Y,,,,,,,,,,00,,,,,CEWICE,,,,,,,,,SEEUP EPCEEPVTWR0126755 C0   NA N54245800E017454800E006000507Y                          00        CEWICE                   ,,,,
S,EEU,P,,EPDA,EP,V,APP,0133005,,C,1,,R,A,,N54241700,E016211100,E0060,00010,N,,,,,,,,,,00,,,,,DARLOWO,,,,,,,,,SEEUP EPDAEPVAPP0133005 C1   RA N54241700E016211100E006000010N                          00        DARLOWO                  ,SEEUP EPDAEPVAPP0133005 C2 N  O/R 72H IN ADVANCE.                                                                          ,,,
S,EEU,P,,EPDA,EP,V,ATI,0123840,T,C,0,,N,A,,N54241700,E016211100,E0060,00010,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP EPDAEPVATI0123840TC0   NA N54241700E016211100E006000010Y                          00                                 ,,,,
S,EEU,P,,EPDA,EP,V,TWR,0129505,,C,0,,N,A,,N54241700,E016211100,E0060,00010,Y,,,,,,,,,,00,,,,,DARLOWO,,,,,,,,,SEEUP EPDAEPVTWR0129505 C0   NA N54241700E016211100E006000010Y                          00        DARLOWO                  ,,,,
S,EEU,P,,EPDE,EP,V,APP,0128255,,C,0,,R,A,,N51330400,E021533100,E0060,00394,Y,,,,,,,,,,00,,,,,DEBLIN,,,,,,,,,SEEUP EPDEEPVAPP0128255 C0   RA N51330400E021533100E006000394Y                          00        DEBLIN                   ,,,,
S,EEU,P,,EPDE,EP,V,ATI,0140350,T,V,0,M,N,A,,N51330400,E021533100,E0060,00394,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP EPDEEPVATI0140350TV0  MNA N51330400E021533100E006000394Y                          00                                 ,,,,
S,EEU,P,,EPDE,EP,V,CLD,0139825,,V,1,,N,A,,N51330400,E021533100,E0060,00394,N,,,,,,,,,,00,,,,,DEBLIN,,,,,,,,,SEEUP EPDEEPVCLD0139825 V1   NA N51330400E021533100E006000394N                          00        DEBLIN                   ,SEEUP EPDEEPVCLD0139825 V2 N  BY NOTAM.                                                                                    ,,,
S,EEU,P,,EPDE,EP,V,GND,0139825,,V,1,,N,A,,N51330400,E021533100,E0060,00394,N,,,,,,,,,,00,,,,,DEBLIN,,,,,,,,,SEEUP EPDEEPVGND0139825 V1   NA N51330400E021533100E006000394N                          00        DEBLIN                   ,SEEUP EPDEEPVGND0139825 V2 N  BY NOTAM                                                                                     ,,,
S,EEU,P,,EPDE,EP,V,RDO,0118130,,C,1,,N,A,,N51330400,E021533100,E0060,00394,N,,,,,,,,,,00,,,,,DEBLIN,,,,,,,,,SEEUP EPDEEPVRDO0118130 C1   NA N51330400E021533100E006000394N                          00        DEBLIN                   ,SEEUP EPDEEPVRDO0118130 C2 N  DURING INACTIVITY OF EPDE MCTR AND MTMA                                                      ,,,
S,EEU,P,,EPDE,EP,V,RDR,0118830,,C,0,,R,A,,N51330400,E021533100,E0060,00394,Y,,,,,,,,,,00,,,,,DEBLIN PRECISION,,,,,,,,,SEEUP EPDEEPVRDR0118830 C0   RA N51330400E021533100E006000394Y                          00        DEBLIN PRECISION         ,,,,
S,EEU,P,,EPDE,EP,V,TWR,0122755,,C,0,,N,A,,N51330400,E021533100,E0060,00394,Y,,,,,,,,,,00,,,,,DEBLIN,,,,,,,,,SEEUP EPDEEPVTWR0122755 C0   NA N51330400E021533100E006000394Y                          00        DEBLIN                   ,,,,
S,EEU,P,,EPEL,EP,V,INF,0127150,,V,0,F R,N,A,,N54223900,E018275800,E0070,00488,Y,,,,,,,,,,00,EPGD,EP,P,A,GDANSK,,,,,,,,,SEEUP EPELEPVINF0127150 V0F RNA N54223900E018275800E007000488Y                          00EPGDEPPAGDANSK                   ,,,,
S,EEU,P,,EPEL,EP,V,RDO,0122305,,C,1,,N,A,,N54082700,E019252400,E0040,00010,N,,,,,,,,,,00,,,,,ELBLAG,,,,,,,,,SEEUP EPELEPVRDO0122305 C1   NA N54082700E019252400E004000010N                          00        ELBLAG                   ,SEEUP EPELEPVRDO0122305 C2 T  1507001500                                                                                   ,,,
S,EEU,P,,EPGD,EP,V,APP,0127280,,C,0,,R,A,,N54223900,E018275800,E0070,00488,Y,,,,,,,,,,00,,,,,GDANSK,,,,,,,,,SEEUP EPGDEPVAPP0127280 C0   RA N54223900E018275800E007000488Y                          00        GDANSK                   ,,,,
S,EEU,P,,EPGD,EP,V,APP,0133660,,C,1,,R,A,,N54223900,E018275800,E0070,00488,N,,,,,,,,,,00,,,,,GDANSK,,,,,,,,,SEEUP EPGDEPVAPP0133660 C1   RA N54223900E018275800E007000488N                          00        GDANSK                   ,SEEUP EPGDEPVAPP0133660 C2 T  1705002200                                                                                   ,,,
S,EEU,P,,EPGD,EP,V,ATI,0129630,T,C,0,,N,A,,N54223900,E018275800,E0070,00488,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP EPGDEPVATI0129630TC0   NA N54223900E018275800E007000488Y                          00                                 ,,,,
S,EEU,P,,EPGD,EP,V,GND,0131330,,C,1,,R,A,,N54223900,E018275800,E0070,00488,N,,,,,,,,,,00,,,,,GDANSK,,,,,,,,,SEEUP EPGDEPVGND0131330 C1   RA N54223900E018275800E007000488N                          00        GDANSK                   ,SEEUP EPGDEPVGND0131330 C2 T  1705002100                                                                                   ,,,
S,EEU,P,,EPGD,EP,V,TWR,0118105,,C,0,,N,A,,N54223900,E018275800,E0070,00488,Y,,,,,,,,,,00,,,,,GDANSK,,,,,,,,,SEEUP EPGDEPVTWR0118105 C0   NA N54223900E018275800E007000488Y                          00        GDANSK                   ,,,,
S,EEU,P,,EPGE,EP,V,INF,0118775,,V,0,F R,N,A,,N53370000,E022270000,E0070,00496,Y,,,,,,,,,,00,,,,,WARSAW,,,,,,,,,SEEUP EPGEEPVINF0118775 V0F RNA N53370000E022270000E007000496Y                          00        WARSAW                   ,,,,
S,EEU,P,,EPGE,EP,V,RDO,0118055,,C,1,,N,A,,N53590000,E022240800,E0060,00500,N,,,,,,,,,,00,,,,,GIZE,,,,,,,,,SEEUP EPGEEPVRDO0118055 C1   NA N53590000E022240800E006000500N                          00        GIZE                     ,SEEUP EPGEEPVRDO0118055 C2 N  01 JUN - 30 SEP 0500-1800Z; 01 OCT - 31 MAY ON PPR.                                          ,,,
S,EEU,P,,EPGI,EP,V,INF,0127150,,V,0,F R,N,A,,N53310000,E018470000,E0060,00364,Y,,,,,,,,,,00,,,,,GDANSK,,,,,,,,,SEEUP EPGIEPVINF0127150 V0F RNA N53310000E018470000E006000364Y                          00        GDANSK                   ,,,,
S,EEU,P,,EPGI,EP,V,RDO,0119885,,C,1,L,N,A,,N53312800,E018505800,E0050,00106,N,,,,,,,,,,00,,,,,LISIE KATY,,,,,,,,,SEEUP EPGIEPVRDO0119885 C1  LNA N53312800E018505800E005000106N                          00        LISIE KATY               ,SEEUP EPGIEPVRDO0119885 C2 N  PUBLISHED DAILY BY ATS (AUP).                                                                ,,,
S,EEU,P,,EPGL,EP,V,INF,0119275,,V,0,F R,N,A,,N50282700,E019044800,E0060,01008,Y,,,,,,,,,,00,EPKT,EP,P,A,KRAKOW,,,,,,,,,SEEUP EPGLEPVINF0119275 V0F RNA N50282700E019044800E006001008Y                          00EPKTEPPAKRAKOW                   ,,,,
S,EEU,P,,EPGL,EP,V,RDO,0118260,,C,1,,N,A,,N50161000,E018402200,E0050,00850,N,,,,,,,,,,00,,,,,GLIWICE,,,,,,,,,SEEUP EPGLEPVRDO0118260 C1   NA N50161000E018402200E005000850N                          00        GLIWICE                  ,SEEUP EPGLEPVRDO0118260 C2 N  PUBLISHED DAILY BY ATS (AUP).                                                                ,,,
S,EEU,P,,EPGY,EP,V,INF,0118775,,V,0,F R,N,A,,N52480000,E020510000,E0060,00446,Y,,,,,,,,,,00,,,,,WARSAW,,,,,,,,,SEEUP EPGYEPVINF0118775 V0F RNA N52480000E020510000E006000446Y                          00        WARSAW                   ,,,,
S,EEU,P,,EPIN,EP,V,INF,0126300,,V,0,F R,N,A,,N52251600,E016493500,E0060,00309,Y,,,,,,,,,,00,EPPO,EP,P,A,POZNAN,,,,,,,,,SEEUP EPINEPVINF0126300 V0F RNA N52251600E016493500E006000309Y                          00EPPOEPPAPOZNAN                   ,,,,
S,EEU,P,,EPIN,EP,V,INF,0127150,,V,0,F R,N,A,,N53054800,E017584000,E0060,00237,Y,,,,,,,,,,00,EPBY,EP,P,A,GDANSK,,,,,,,,,SEEUP EPINEPVINF0127150 V0F RNA N53054800E017584000E006000237Y                          00EPBYEPPAGDANSK                   ,,,,
S,EEU,P,,EPIN,EP,V,RDO,0120810,,C,1,,N,A,,N52482300,E018170900,E0040,00279,N,,,,,,,,,,00,,,,,INOWROCLAW,,,,,,,,,SEEUP EPINEPVRDO0120810 C1   NA N52482300E018170900E004000279N                          00        INOWROCLAW               ,SEEUP EPINEPVRDO0120810 C2 N  PUBLISHED DAILY BY ATS (AUP).                                                                ,,,
S,EEU,P,,EPIR,EP,V,APP,0119290,,C,1,,R,A,,N52494300,E018194900,E0060,00276,N,,,,,,,,,,00,,,,,INOWROCLAW,,,,,,,,,SEEUP EPIREPVAPP0119290 C1   RA N52494300E018194900E006000276N                          00        INOWROCLAW               ,SEEUP EPIREPVAPP0119290 C2 T  1506301430                                                                                   ,,,
S,EEU,P,,EPIR,EP,V,ATI,0134660,T,C,1,,N,A,,N52494300,E018194900,E0060,00276,N,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP EPIREPVATI0134660TC1   NA N52494300E018194900E006000276N                          00                                 ,SEEUP EPIREPVATI0134660TC2 T  14050023000505001500                                                                         ,,,
S,EEU,P,,EPIR,EP,V,RDR,0133005,,C,1,,R,A,,N52494300,E018194900,E0060,00276,N,,,,,,,,,,00,,,,,INOWROCLAW PRECISION,,,,,,,,,SEEUP EPIREPVRDR0133005 C1   RA N52494300E018194900E006000276N                          00        INOWROCLAW PRECISION     ,SEEUP EPIREPVRDR0133005 C2 N  O/R 72 HRS PPR                                                                               ,,,
S,EEU,P,,EPIR,EP,V,TWR,0120030,,C,1,,N,A,,N52494300,E018194900,E0060,00276,N,,,,,,,,,,00,,,,,INOWROCLAW,,,,,,,,,SEEUP EPIREPVTWR0120030 C1   NA N52494300E018194900E006000276N                          00        INOWROCLAW               ,SEEUP EPIREPVTWR0120030 C2 T  1506301430                                                                                   ,,,
