record_type,area_code,sec,blank_6,icao,icao_code,sub,communications_type,communications_frequency,guard_transmit,frequency_units,cont_no_column_26,service_indicator,radar_service,modulation,signal_emission,latitude,longitude,magnetic_variation,facility_elevation,h24_indicator,sectorization,altitude_description,communication_altitude_1,communication_altitude_2,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,distance_description,communications_distance,remote_facility,remote_facility_icao,remote_facility_section,remote_facility_subsection,call_sign,sim_cont_appl_code,sim_cont_appl_label,cont#3_appl_code,cont#3_appl_label,cont#4_appl_code,cont#4_appl_label,cont#5_appl_code,cont#5_appl_label,primary_1_123,sim_cont_1_123,cont#3_1_123,cont#4_1_123,cont#5_1_123
S,EEU,P,,ZGSZ,ZG,V,APP,0126025,,V,1,S,R,A,,N22381800,E113484200,W0020,00013,Y,,,,,,,,,,00,,,,,ZHUHAI,,,,,,,,,SEEUP ZGSZZGVAPP0126025 V1 S RA N22381800E113484200W002000013Y                          00        ZHUHAI                   ,"SEEUP ZGSZZGVAPP0126025 V2 AP02, AP03, AP05                                                                                ",,,
S,EEU,P,,ZGZJ,ZG,V,APP,0119775,,V,1,,N,A,,N21290600,E110354200,W0020,00067,N,,,,,,,,,,00,,,,,ZHANJIANG,,,,,,,,,SEEUP ZGZJZGVAPP0119775 V1   NA N21290600E110354200W002000067N                          00        ZHANJIANG                ,SEEUP ZGZJZGVAPP0119775 V2 APP02                                                                                           ,SEEUP ZGZJZGVAPP0119775 V3 N  BY ATC                                                                                       ,,
S,EEU,P,,ZGZJ,ZG,V,APP,0120275,,V,1,S,N,A,,N21290600,E110354200,W0020,00067,Y,,,,,,,,,,00,,,,,ZHANJIANG,,,,,,,,,SEEUP ZGZJZGVAPP0120275 V1 S NA N21290600E110354200W002000067Y                          00        ZHANJIANG                ,"SEEUP ZGZJZGVAPP0120275 V2 APP01, APP02                                                                                    ",,,
S,EEU,P,,ZGZJ,ZG,V,APP,0120875,,V,1,,N,A,,N21290600,E110354200,W0020,00067,Y,,,,,,,,,,00,,,,,ZHANJIANG,,,,,,,,,SEEUP ZGZJZGVAPP0120875 V1   NA N21290600E110354200W002000067Y                          00        ZHANJIANG                ,SEEUP ZGZJZGVAPP0120875 V2 APP01                                                                                           ,,,
S,EEU,P,,ZGZJ,ZG,V,ATI,0126800,T,V,0,,N,A,,N21290600,E110354200,W0020,00067,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP ZGZJZGVATI0126800TV0   NA N21290600E110354200W002000067Y                          00                                 ,,,,
S,EEU,P,,ZGZJ,ZG,V,ATI,0131450,T,V,0,,N,A,,N21290600,E110354200,W0020,00067,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP ZGZJZGVATI0131450TV0   NA N21290600E110354200W002000067Y                          00                                 ,,,,
S,EEU,P,,ZGZJ,ZG,V,TWR,0118300,,V,0,S,N,A,,N21290600,E110354200,W0020,00067,Y,,,,,,,,,,00,,,,,ZHANJIANG,,,,,,,,,SEEUP ZGZJZGVTWR0118300 V0 S NA N21290600E110354200W002000067Y                          00        ZHANJIANG                ,,,,
S,EEU,P,,ZGZJ,ZG,V,TWR,0118750,,V,0,,N,A,,N21290600,E110354200,W0020,00067,Y,,,,,,,,,,00,,,,,ZHANJIANG,,,,,,,,,SEEUP ZGZJZGVTWR0118750 V0   NA N21290600E110354200W002000067Y                          00        ZHANJIANG                ,,,,
S,EEU,P,,ZHES,ZH,V,TWR,0118750,,V,0,,N,A,,N30191800,E109291200,W0030,01624,Y,,,,,,,,,,00,,,,,ENSHI,,,,,,,,,SEEUP ZHESZHVTWR0118750 V0   NA N30191800E109291200W003001624Y                          00        ENSHI                    ,,,,
S,EEU,P,,ZSLY,ZS,V,APP,0123875,,V,1,S,N,A,,N35030000,E118244800,W0060,00222,N,,,,,,,,,,00,,,,,LINYI,,,,,,,,,SEEUP ZSLYZSVAPP0123875 V1 S NA N35030000E118244800W006000222N                          00        LINYI                    ,SEEUP ZSLYZSVAPP0123875 V2 N  BY ATC                                                                                       ,,,
S,EEU,P,,ZSLY,ZS,V,APP,0125100,,V,1,,N,A,,N35030000,E118244800,W0060,00222,N,,,,,,,,,,00,,,,,LINYI,,,,,,,,,SEEUP ZSLYZSVAPP0125100 V1   NA N35030000E118244800W006000222N                          00        LINYI                    ,SEEUP ZSLYZSVAPP0125100 V2 N  BY ATC                                                                                       ,,,
S,EEU,P,,ZSNJ,ZS,V,APP,0124775,,V,1,,R,A,,N31443600,E118514800,W0060,00049,N,,,,,,,,,,00,,,,,NANJING,,,,,,,,,SEEUP ZSNJZSVAPP0124775 V1   RA N31443600E118514800W006000049N                          00        NANJING                  ,SEEUP ZSNJZSVAPP0124775 V2 AP06                                                                                            ,SEEUP ZSNJZSVAPP0124775 V3 N  BY ATC                                                                                       ,,
S,EEU,P,,ZSPD,ZS,V,APP,0119975,,V,1,,R,A,,N31114800,E121200600,W0060,00010,N,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSPDZSVAPP0119975 V1   RA N31114800E121200600W006000010N                          00        SHANGHAI                 ,SEEUP ZSPDZSVAPP0119975 V2 APP12                                                                                           ,SEEUP ZSPDZSVAPP0119975 V3 N  BY ATC                                                                                       ,,
S,EEU,P,,ZSPD,ZS,V,APP,0120825,,V,1,,R,A,,N31114800,E121200600,W0060,00010,N,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSPDZSVAPP0120825 V1   RA N31114800E121200600W006000010N                          00        SHANGHAI                 ,SEEUP ZSPDZSVAPP0120825 V2 APP13                                                                                           ,SEEUP ZSPDZSVAPP0120825 V3 N  BY ATC                                                                                       ,,
S,EEU,P,,ZSPD,ZS,V,APP,0124725,,V,1,,R,A,,N31114800,E121200600,W0060,00010,N,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSPDZSVAPP0124725 V1   RA N31114800E121200600W006000010N                          00        SHANGHAI                 ,SEEUP ZSPDZSVAPP0124725 V2 APP14                                                                                           ,SEEUP ZSPDZSVAPP0124725 V3 N  BY ATC                                                                                       ,,
S,EEU,P,,ZSPD,ZS,V,APP,0124875,,V,1,S,R,A,,N31114800,E121200600,W0060,00010,N,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSPDZSVAPP0124875 V1 S RA N31114800E121200600W006000010N                          00        SHANGHAI                 ,SEEUP ZSPDZSVAPP0124875 V2 APP13                                                                                           ,SEEUP ZSPDZSVAPP0124875 V3 N  BY ATC                                                                                       ,,
S,EEU,P,,ZSSS,ZS,V,APP,0124725,,V,1,,R,A,,N31114800,E121200600,W0060,00010,N,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSSSZSVAPP0124725 V1   RA N31114800E121200600W006000010N                          00        SHANGHAI                 ,SEEUP ZSSSZSVAPP0124725 V2 APP14                                                                                           ,SEEUP ZSSSZSVAPP0124725 V3 N  BY ATC                                                                                       ,,
S,EEU,P,,ZUTF,ZU,V,ATI,0131450,T,V,0,,N,A,,N30172400,E104263600,W0020,01452,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP ZUTFZUVATI0131450TV0   NA N30172400E104263600W002001452Y                          00                                 ,,,,
S,EEU,P,,ZWWW,ZW,V,CLD,0124300,,V,0,S,N,A,,N43543000,E087283000,E0030,02126,Y,,,,,,,,,,00,,,,,TIANSHAN,,,,,,,,,SEEUP ZWWWZWVCLD0124300 V0 S NA N43543000E087283000E003002126Y                          00        TIANSHAN                 ,,,,
S,EEU,P,,ZWWW,ZW,V,GND,0121550,,V,0,,N,A,,N43543000,E087283000,E0030,02126,Y,,,,,,,,,,00,,,,,TIANSHAN,,,,,,,,,SEEUP ZWWWZWVGND0121550 V0   NA N43543000E087283000E003002126Y                          00        TIANSHAN                 ,,,,
S,EEU,P,,ZWWW,ZW,V,GND,0124300,,V,0,S,N,A,,N43543000,E087283000,E0030,02126,Y,,,,,,,,,,00,,,,,TIANSHAN,,,,,,,,,SEEUP ZWWWZWVGND0124300 V0 S NA N43543000E087283000E003002126Y                          00        TIANSHAN                 ,,,,
S,EEU,P,,ZWWW,ZW,V,RMP,0121950,,V,1,,N,A,,N43543000,E087283000,E0030,02126,Y,,,,,,,,,,00,,,,,TIANSHAN APRON,,,,,,,,,SEEUP ZWWWZWVRMP0121950 V1   NA N43543000E087283000E003002126Y                          00        TIANSHAN APRON           ,SEEUP ZWWWZWVRMP0121950 V2 APN02                                                                                           ,,,
S,EEU,P,,ZWWW,ZW,V,TWR,0118750,,V,0,,N,A,,N43543000,E087283000,E0030,02126,Y,,,,,,,,,,00,,,,,TIANSHAN,,,,,,,,,SEEUP ZWWWZWVTWR0118750 V0   NA N43543000E087283000E003002126Y                          00        TIANSHAN                 ,,,,
S,EEU,P,,ZWWW,ZW,V,TWR,0124300,,V,0,S,N,A,,N43543000,E087283000,E0030,02126,Y,,,,,,,,,,00,,,,,TIANSHAN,,,,,,,,,SEEUP ZWWWZWVTWR0124300 V0 S NA N43543000E087283000E003002126Y                          00        TIANSHAN                 ,,,,
S,EEU,P,,ZYHB,ZY,V,RMP,0121550,,V,1,S,N,A,,N45373000,E126150600,W0110,00502,Y,,,,,,,,,,00,,,,,HARBIN APRON,,,,,,,,,SEEUP ZYHBZYVRMP0121550 V1 S NA N45373000E126150600W011000502Y                          00        HARBIN APRON             ,"SEEUP ZYHBZYVRMP0121550 V2 APN01(N), APN02(S)                                                                              ",,,
