record_type,area_code,sec,blank_6,icao,icao_code,sub,communications_type,communications_frequency,guard_transmit,frequency_units,cont_no_column_26,service_indicator,radar_service,modulation,signal_emission,latitude,longitude,magnetic_variation,facility_elevation,h24_indicator,sectorization,altitude_description,communication_altitude_1,communication_altitude_2,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,distance_description,communications_distance,remote_facility,remote_facility_icao,remote_facility_section,remote_facility_subsection,call_sign,sim_cont_appl_code,sim_cont_appl_label,cont#3_appl_code,cont#3_appl_label,cont#4_appl_code,cont#4_appl_label,cont#5_appl_code,cont#5_appl_label,primary_1_123,sim_cont_1_123,cont#3_1_123,cont#4_1_123,cont#5_1_123,changed_field_count,changed_fields
S,EEU,P,,ZMDZ,ZM,V,INF,0571500,,H,1,S,N,A,J,N43363200,E104220300,W0040,04790,N,,,,,,,,,,00,,,,,KHONGOR,,,,,,,,,SEEUP ZMDZZMVINF0571500 H1S  NAJN43363200E104220300W004004790N                          00        KHONGOR                  ,SEEUP ZMDZZMVINF0571500 H2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,,2,"facility_elevation,primary_1_123"
S,EEU,P,,ZMUH,ZM,V,INF,0132000,,V,1,S L,N,A,,N47182800,E110361700,W0070,03422,N,,,,,,,,,,00,,,,,KHERLEN,,,,,,,,,SEEUP ZMUHZMVINF0132000 V1S LNA N47182800E110361700W007003422N                          00        KHERLEN                  ,SEEUP ZMUHZMVINF0132000 V2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,,5,"latitude,longitude,magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,ZMUH,ZM,V,INF,0571500,,H,1,S L,N,A,J,N47182800,E110361700,W0070,03422,N,,,,,,,,,,00,,,,,KHERLEN,,,,,,,,,SEEUP ZMUHZMVINF0571500 H1S LNAJN47182800E110361700W007003422N                          00        KHERLEN                  ,SEEUP ZMUHZMVINF0571500 H2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,,5,"latitude,longitude,magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,ZPLJ,ZP,V,APP,0119050,,V,1,,N,A,,N26404200,E100144800,W0010,07358,Y,,,,,,,,,,00,,,,,LIJIANG,,,,,,,,,SEEUP ZPLJZPVAPP0119050 V1   NA N26404200E100144800W001007358Y                          00        LIJIANG                  ,SEEUP ZPLJZPVAPP0119050 V2 APP01                                                                                           ,,,,3,"h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,ZPLJ,ZP,V,APP,0120325,,V,1,S,N,A,,N26404200,E100144800,W0010,07358,Y,,,,,,,,,,00,,,,,LIJIANG,,,,,,,,,SEEUP ZPLJZPVAPP0120325 V1 S NA N26404200E100144800W001007358Y                          00        LIJIANG                  ,SEEUP ZPLJZPVAPP0120325 V2 APP01                                                                                           ,,,,3,"h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,ZSAM,ZS,V,RMP,0121800,,V,1,,N,A,,N24324200,E118073600,W0040,00059,N,,,,,,,,,,00,,,,,XIAMEN,,,,,,,,,SEEUP ZSAMZSVRMP0121800 V1   NA N24324200E118073600W004000059N                          00        XIAMEN                   ,"SEEUP ZSAMZSVRMP0121800 V2 T3, APN01                                                                                       ",SEEUP ZSAMZSVRMP0121800 V3 T  012230150017223015000722301500                                                               ,,,1,sim_cont_1_123
S,EEU,P,,ZSNJ,ZS,V,APP,0119525,,V,1,S,R,A,,N31443600,E118514800,W0060,00049,Y,,,,,,,,,,00,,,,,NANJING,,,,,,,,,SEEUP ZSNJZSVAPP0119525 V1 S RA N31443600E118514800W006000049Y                          00        NANJING                  ,"SEEUP ZSNJZSVAPP0119525 V2 AP04, AP06                                                                                      ",,,,3,"h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,ZSNJ,ZS,V,APP,0121300,,V,1,,R,A,,N31443600,E118514800,W0060,00049,Y,,,,,,,,,,00,,,,,NANJING,,,,,,,,,SEEUP ZSNJZSVAPP0121300 V1   RA N31443600E118514800W006000049Y                          00        NANJING                  ,SEEUP ZSNJZSVAPP0121300 V2 AP04                                                                                            ,,,,3,"h24_indicator,primary_1_123,cont#3_1_123"
S,EEU,P,,ZSNJ,ZS,V,APP,0126550,,V,1,,R,A,,N31443600,E118514800,W0060,00049,N,,,,,,,,,,00,,,,,NANJING,,,,,,,,,SEEUP ZSNJZSVAPP0126550 V1   RA N31443600E118514800W006000049N                          00        NANJING                  ,SEEUP ZSNJZSVAPP0126550 V2 AP02                                                                                            ,SEEUP ZSNJZSVAPP0126550 V3 N  BY ATC                                                                                       ,,,3,"h24_indicator,primary_1_123,cont#3_1_123"
S,EEU,P,,ZSPD,ZS,V,APP,0119200,,V,1,S,R,A,,N31114800,E121200600,W0060,00010,N,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSPDZSVAPP0119200 V1 S RA N31114800E121200600W006000010N                          00        SHANGHAI                 ,"SEEUP ZSPDZSVAPP0119200 V2 APP03, APP04                                                                                    ",SEEUP ZSPDZSVAPP0119200 V3 N  BY ATC                                                                                       ,,,2,"sim_cont_1_123,cont#3_1_123"
S,EEU,P,,ZSPD,ZS,V,APP,0119750,,V,1,S,R,A,,N31114800,E121200600,W0060,00010,N,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSPDZSVAPP0119750 V1 S RA N31114800E121200600W006000010N                          00        SHANGHAI                 ,"SEEUP ZSPDZSVAPP0119750 V2 APP01, APP07, APP14                                                                             ",SEEUP ZSPDZSVAPP0119750 V3 N  BY ATC                                                                                       ,,,2,"sim_cont_1_123,cont#3_1_123"
S,EEU,P,,ZSPD,ZS,V,APP,0120650,,V,1,S,R,A,,N31114800,E121200600,W0060,00010,N,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSPDZSVAPP0120650 V1 S RA N31114800E121200600W006000010N                          00        SHANGHAI                 ,"SEEUP ZSPDZSVAPP0120650 V2 APP06, APP10, APP12                                                                             ",SEEUP ZSPDZSVAPP0120650 V3 N  BY ATC                                                                                       ,,,2,"sim_cont_1_123,cont#3_1_123"
S,EEU,P,,ZSPD,ZS,V,APP,0124050,,V,1,S,R,A,,N31114800,E121200600,W0060,00010,Y,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSPDZSVAPP0124050 V1 S RA N31114800E121200600W006000010Y                          00        SHANGHAI                 ,"SEEUP ZSPDZSVAPP0124050 V2 APP02, APP08                                                                                    ",,,,3,"cont_no_column_26,primary_1_123,sim_cont_1_123"
S,EEU,P,,ZSPD,ZS,V,APP,0128050,,V,1,S,R,A,,N31114800,E121200600,W0060,00010,Y,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSPDZSVAPP0128050 V1 S RA N31114800E121200600W006000010Y                          00        SHANGHAI                 ,"SEEUP ZSPDZSVAPP0128050 V2 APP05, APP09, APP11                                                                             ",,,,3,"cont_no_column_26,primary_1_123,sim_cont_1_123"
S,EEU,P,,ZSSS,ZS,V,APP,0119200,,V,1,S,R,A,,N31114800,E121200600,W0060,00010,N,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSSSZSVAPP0119200 V1 S RA N31114800E121200600W006000010N                          00        SHANGHAI                 ,"SEEUP ZSSSZSVAPP0119200 V2 APP03, APP04                                                                                    ",SEEUP ZSSSZSVAPP0119200 V3 N  BY ATC                                                                                       ,,,2,"sim_cont_1_123,cont#3_1_123"
S,EEU,P,,ZSSS,ZS,V,APP,0119750,,V,1,S,R,A,,N31114800,E121200600,W0060,00010,N,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSSSZSVAPP0119750 V1 S RA N31114800E121200600W006000010N                          00        SHANGHAI                 ,"SEEUP ZSSSZSVAPP0119750 V2 APP01, APP07, APP14                                                                             ",SEEUP ZSSSZSVAPP0119750 V3 N  BY ATC                                                                                       ,,,2,"sim_cont_1_123,cont#3_1_123"
S,EEU,P,,ZSSS,ZS,V,APP,0119975,,V,1,,R,A,,N31114800,E121200600,W0060,00010,N,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSSSZSVAPP0119975 V1   RA N31114800E121200600W006000010N                          00        SHANGHAI                 ,SEEUP ZSSSZSVAPP0119975 V2 APP12                                                                                           ,SEEUP ZSSSZSVAPP0119975 V3 N  BY ATC                                                                                       ,,,2,"sim_cont_1_123,cont#3_1_123"
S,EEU,P,,ZSSS,ZS,V,APP,0120650,,V,1,S,R,A,,N31114800,E121200600,W0060,00010,N,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSSSZSVAPP0120650 V1 S RA N31114800E121200600W006000010N                          00        SHANGHAI                 ,"SEEUP ZSSSZSVAPP0120650 V2 APP06, APP10, APP12                                                                             ",SEEUP ZSSSZSVAPP0120650 V3 N  BY ATC                                                                                       ,,,2,"sim_cont_1_123,cont#3_1_123"
S,EEU,P,,ZSSS,ZS,V,APP,0124050,,V,1,S,R,A,,N31114800,E121200600,W0060,00010,Y,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSSSZSVAPP0124050 V1 S RA N31114800E121200600W006000010Y                          00        SHANGHAI                 ,"SEEUP ZSSSZSVAPP0124050 V2 APP02, APP08                                                                                    ",,,,3,"cont_no_column_26,primary_1_123,sim_cont_1_123"
S,EEU,P,,ZSSS,ZS,V,APP,0128050,,V,1,S,R,A,,N31114800,E121200600,W0060,00010,Y,,,,,,,,,,00,,,,,SHANGHAI,,,,,,,,,SEEUP ZSSSZSVAPP0128050 V1 S RA N31114800E121200600W006000010Y                          00        SHANGHAI                 ,"SEEUP ZSSSZSVAPP0128050 V2 APP05, APP09, APP11                                                                             ",,,,3,"cont_no_column_26,primary_1_123,sim_cont_1_123"
S,EEU,P,,ZSWZ,ZS,V,APP,0119625,,V,1,,R,A,,N27543600,E120511200,W0060,00017,Y,,,,,,,,,,00,,,,,WENZHOU,,,,,,,,,SEEUP ZSWZZSVAPP0119625 V1   RA N27543600E120511200W006000017Y                          00        WENZHOU                  ,SEEUP ZSWZZSVAPP0119625 V2 AP01                                                                                            ,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZSWZ,ZS,V,APP,0120250,,V,1,,R,A,,N27543600,E120511200,W0060,00017,N,,,,,,,,,,00,,,,,WENZHOU,,,,,,,,,SEEUP ZSWZZSVAPP0120250 V1   RA N27543600E120511200W006000017N                          00        WENZHOU                  ,SEEUP ZSWZZSVAPP0120250 V2 AP02                                                                                            ,SEEUP ZSWZZSVAPP0120250 V3 N  BY ATC                                                                                       ,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZSWZ,ZS,V,APP,0127975,,V,1,,R,A,,N27543600,E120511200,W0060,00017,N,,,,,,,,,,00,,,,,WENZHOU,,,,,,,,,SEEUP ZSWZZSVAPP0127975 V1   RA N27543600E120511200W006000017N                          00        WENZHOU                  ,SEEUP ZSWZZSVAPP0127975 V2 AP03                                                                                            ,SEEUP ZSWZZSVAPP0127975 V3 N  BY ATC                                                                                       ,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZSWZ,ZS,V,APP,0132150,,V,0,S,R,A,,N27543600,E120511200,W0060,00017,Y,,,,,,,,,,00,,,,,WENZHOU,,,,,,,,,SEEUP ZSWZZSVAPP0132150 V0 S RA N27543600E120511200W006000017Y                          00        WENZHOU                  ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZSWZ,ZS,V,ATI,0127050,T,V,0,,N,A,,N27543600,E120511200,W0060,00017,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP ZSWZZSVATI0127050TV0   NA N27543600E120511200W006000017Y                          00                                 ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZSWZ,ZS,V,ATI,0131450,T,V,0,,N,A,,N27543600,E120511200,W0060,00017,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP ZSWZZSVATI0131450TV0   NA N27543600E120511200W006000017Y                          00                                 ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZSWZ,ZS,V,GND,0121850,,V,1,,N,A,,N27543600,E120511200,W0060,00017,N,,,,,,,,,,00,,,,,WENZHOU,,,,,,,,,SEEUP ZSWZZSVGND0121850 V1   NA N27543600E120511200W006000017N                          00        WENZHOU                  ,SEEUP ZSWZZSVGND0121850 V2 T  1700301300                                                                                   ,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZSWZ,ZS,V,TWR,0118200,,V,0,S,N,A,,N27543600,E120511200,W0060,00017,Y,,,,,,,,,,00,,,,,WENZHOU,,,,,,,,,SEEUP ZSWZZSVTWR0118200 V0 S NA N27543600E120511200W006000017Y                          00        WENZHOU                  ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZSWZ,ZS,V,TWR,0118875,,V,0,,N,A,,N27543600,E120511200,W0060,00017,Y,,,,,,,,,,00,,,,,WENZHOU,,,,,,,,,SEEUP ZSWZZSVTWR0118875 V0   NA N27543600E120511200W006000017Y                          00        WENZHOU                  ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZULS,ZU,V,APP,0119000,,V,1,,N,A,,N29174800,E090544200,W0000,11715,N,,,,,,,,,,00,,,,,LHASA,,,,,,,,,SEEUP ZULSZUVAPP0119000 V1   NA N29174800E090544200W000011715N                          00        LHASA                    ,SEEUP ZULSZUVAPP0119000 V2 N  BY ATC                                                                                       ,,,,4,"cont_no_column_26,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,ZULS,ZU,V,APP,0120200,,V,1,S,N,A,,N29174800,E090544200,W0000,11715,N,,,,,,,,,,00,,,,,LHASA,,,,,,,,,SEEUP ZULSZUVAPP0120200 V1 S NA N29174800E090544200W000011715N                          00        LHASA                    ,SEEUP ZULSZUVAPP0120200 V2 N  BY ATC                                                                                       ,,,,4,"cont_no_column_26,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,ZWWW,ZW,V,CLD,0121900,,V,0,,N,A,,N43543000,E087283000,E0030,02126,Y,,,,,,,,,,00,,,,,TIANSHAN,,,,,,,,,SEEUP ZWWWZWVCLD0121900 V0   NA N43543000E087283000E003002126Y                          00        TIANSHAN                 ,,,,,5,"cont_no_column_26,h24_indicator,call_sign,primary_1_123,sim_cont_1_123"
S,EEU,P,,ZWWW,ZW,V,GND,0121650,,V,0,,N,A,,N43543000,E087283000,E0030,02126,Y,,,,,,,,,,00,,,,,TIANSHAN,,,,,,,,,SEEUP ZWWWZWVGND0121650 V0   NA N43543000E087283000E003002126Y                          00        TIANSHAN                 ,,,,,5,"cont_no_column_26,h24_indicator,call_sign,primary_1_123,sim_cont_1_123"
S,EEU,P,,ZWWW,ZW,V,RMP,0121800,,V,1,,N,A,,N43543000,E087283000,E0030,02126,Y,,,,,,,,,,00,,,,,TIANSHAN APRON,,,,,,,,,SEEUP ZWWWZWVRMP0121800 V1   NA N43543000E087283000E003002126Y                          00        TIANSHAN APRON           ,SEEUP ZWWWZWVRMP0121800 V2 APN01                                                                                           ,,,,2,"call_sign,primary_1_123"
S,EEU,P,,ZWWW,ZW,V,RMP,0122150,,V,1,,N,A,,N43543000,E087283000,E0030,02126,Y,,,,,,,,,,00,,,,,TIANSHAN APRON,,,,,,,,,SEEUP ZWWWZWVRMP0122150 V1   NA N43543000E087283000E003002126Y                          00        TIANSHAN APRON           ,SEEUP ZWWWZWVRMP0122150 V2 APN03                                                                                           ,,,,5,"h24_indicator,call_sign,primary_1_123,sim_cont_1_123,cont#3_1_123"
S,EEU,P,,ZWWW,ZW,V,TWR,0118100,,V,0,,N,A,,N43543000,E087283000,E0030,02126,Y,,,,,,,,,,00,,,,,TIANSHAN,,,,,,,,,SEEUP ZWWWZWVTWR0118100 V0   NA N43543000E087283000E003002126Y                          00        TIANSHAN                 ,,,,,2,"call_sign,primary_1_123"
S,EEU,P,,ZYCC,ZY,V,APP,0119450,,V,1,,R,A,,N43595400,E125411800,W0110,00706,Y,,,,,,,,,,00,,,,,CHANGCHUN,,,,,,,,,SEEUP ZYCCZYVAPP0119450 V1   RA N43595400E125411800W011000706Y                          00        CHANGCHUN                ,SEEUP ZYCCZYVAPP0119450 V2 AP01                                                                                            ,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZYCC,ZY,V,APP,0120200,,V,1,,R,A,,N43595400,E125411800,W0110,00706,N,,,,,,,,,,00,,,,,CHANGCHUN,,,,,,,,,SEEUP ZYCCZYVAPP0120200 V1   RA N43595400E125411800W011000706N                          00        CHANGCHUN                ,SEEUP ZYCCZYVAPP0120200 V2 AP03                                                                                            ,SEEUP ZYCCZYVAPP0120200 V3 N  BY ATC                                                                                       ,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZYCC,ZY,V,APP,0125250,,V,1,,R,A,,N43595400,E125411800,W0110,00706,N,,,,,,,,,,00,,,,,CHANGCHUN,,,,,,,,,SEEUP ZYCCZYVAPP0125250 V1   RA N43595400E125411800W011000706N                          00        CHANGCHUN                ,SEEUP ZYCCZYVAPP0125250 V2 AP02                                                                                            ,SEEUP ZYCCZYVAPP0125250 V3 N  BY ATC                                                                                       ,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZYCC,ZY,V,APP,0127900,,V,0,S,R,A,,N43595400,E125411800,W0110,00706,Y,,,,,,,,,,00,,,,,CHANGCHUN,,,,,,,,,SEEUP ZYCCZYVAPP0127900 V0 S RA N43595400E125411800W011000706Y                          00        CHANGCHUN                ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZYCC,ZY,V,ATI,0126250,T,V,1,,N,A,,N43595400,E125411800,W0110,00706,N,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP ZYCCZYVATI0126250TV1   NA N43595400E125411800W011000706N                          00                                 ,SEEUP ZYCCZYVATI0126250TV2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZYCC,ZY,V,ATI,0131450,T,V,1,,N,A,,N43595400,E125411800,W0110,00706,N,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP ZYCCZYVATI0131450TV1   NA N43595400E125411800W011000706N                          00                                 ,SEEUP ZYCCZYVATI0131450TV2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZYCC,ZY,V,CLD,0121750,,V,1,,N,A,,N43595400,E125411800,W0110,00706,N,,,,,,,,,,00,,,,,LONGJIA,,,,,,,,,SEEUP ZYCCZYVCLD0121750 V1   NA N43595400E125411800W011000706N                          00        LONGJIA                  ,SEEUP ZYCCZYVCLD0121750 V2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZYCC,ZY,V,GND,0121825,,V,1,,N,A,,N43595400,E125411800,W0110,00706,N,,,,,,,,,,00,,,,,DEICING COMMANDER,,,,,,,,,SEEUP ZYCCZYVGND0121825 V1   NA N43595400E125411800W011000706N                          00        DEICING COMMANDER        ,SEEUP ZYCCZYVGND0121825 V2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZYCC,ZY,V,GND,0121950,,V,1,,N,A,,N43595400,E125411800,W0110,00706,N,,,,,,,,,,00,,,,,CHANGCHUN,,,,,,,,,SEEUP ZYCCZYVGND0121950 V1   NA N43595400E125411800W011000706N                          00        CHANGCHUN                ,SEEUP ZYCCZYVGND0121950 V2 T  012300120017230012000723001200                                                               ,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZYCC,ZY,V,RMP,0121600,,V,1,,N,A,,N43595400,E125411800,W0110,00706,N,,,,,,,,,,00,,,,,CHANGCHUN,,,,,,,,,SEEUP ZYCCZYVRMP0121600 V1   NA N43595400E125411800W011000706N                          00        CHANGCHUN                ,"SEEUP ZYCCZYVRMP0121675 V2 NORTH APRON, RAMP02                                                                             ",SEEUP ZYCCZYVRMP0121675 V3 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,3,"magnetic_variation,primary_1_123,sim_cont_1_123"
S,EEU,P,,ZYCC,ZY,V,TWR,0118850,,V,1,,N,A,,N43595400,E125411800,W0110,00706,N,,,,,,,,,,00,,,,,LONGJIA,,,,,,,,,SEEUP ZYCCZYVTWR0118850 V1   NA N43595400E125411800W011000706N                          00        LONGJIA                  ,SEEUP ZYCCZYVTWR0118850 V2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZYCC,ZY,V,TWR,0124350,,V,1,S,N,A,,N43595400,E125411800,W0110,00706,N,,,,,,,,,,00,,,,,LONGJIA,,,,,,,,,SEEUP ZYCCZYVTWR0124350 V1 S NA N43595400E125411800W011000706N                          00        LONGJIA                  ,SEEUP ZYCCZYVTWR0124350 V2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,ZYHB,ZY,V,RMP,0121625,,V,1,,N,A,,N45373000,E126150600,W0110,00502,Y,,,,,,,,,,00,,,,,HARBIN APRON,,,,,,,,,SEEUP ZYHBZYVRMP0121625 V1   NA N45373000E126150600W011000502Y                          00        HARBIN APRON             ,SEEUP ZYHBZYVRMP0121625 V2 APN02(S)                                                                                        ,,,,1,sim_cont_1_123
S,EEU,P,,ZYHB,ZY,V,RMP,0121950,,V,1,,N,A,,N45373000,E126150600,W0110,00502,Y,,,,,,,,,,00,,,,,HARBIN APRON,,,,,,,,,SEEUP ZYHBZYVRMP0121950 V1   NA N45373000E126150600W011000502Y                          00        HARBIN APRON             ,SEEUP ZYHBZYVRMP0121950 V2 APN01(N)                                                                                        ,,,,1,sim_cont_1_123
