record_type,area_code,sec,blank_6,icao,icao_code,sub,communications_type,communications_frequency,guard_transmit,frequency_units,cont_no_column_26,service_indicator,radar_service,modulation,signal_emission,latitude,longitude,magnetic_variation,facility_elevation,h24_indicator,sectorization,altitude_description,communication_altitude_1,communication_altitude_2,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,distance_description,communications_distance,remote_facility,remote_facility_icao,remote_facility_section,remote_facility_subsection,call_sign,sim_cont_appl_code,sim_cont_appl_label,cont#3_appl_code,cont#3_appl_label,cont#4_appl_code,cont#4_appl_label,cont#5_appl_code,cont#5_appl_label,primary_1_123,sim_cont_1_123,cont#3_1_123,cont#4_1_123,cont#5_1_123,changed_field_count,changed_fields
S,EEU,P,,EPZA,EP,V,RDO,0122540,,C,1,,N,A,,N50420300,E023121700,E0070,00750,N,,-,FL155,,EPZA,EP,P,A,-,10,,,,,ZAMOSC,,,,,,,,,SEEUP EPZAEPVRDO0122540 C1   NA N50420300E023121700E007000750N      -FL155     EPZAEPPA-10        ZAMOSC                   ,SEEUP EPZAEPVRDO0122540 C2 ALL                                                                                             ,SEEUP EPZAEPVRDO0122540 C3 N  PUBLISHED DAILY BY ATS (AUP).                                                                ,,,12,"service_indicator,altitude_description,communication_altitude_1,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,distance_description,communications_distance,primary_1_123,sim_cont_1_123,cont#3_1_123"
S,EEU,P,,EPZE,EP,V,TWR,0121030,,C,0,M,N,A,,N52195500,E016580000,E0050,00276,Y,,,,,,,,,,00,,,,,KRZESINY,,,,,,,,,SEEUP EPZEEPVTWR0121030 C0  MNA N52195500E016580000E005000276Y                          00        KRZESINY                 ,,,,,3,"communications_frequency,frequency_units,primary_1_123"
S,EEU,P,,EPZP,EP,V,RDO,0130780,,C,1,,N,A,,N51584700,E015275100,E0050,00247,N,,,,,,,,,,00,,,,,PRZYLEP,,,,,,,,,SEEUP EPZPEPVRDO0130780 C1   NA N51584700E015275100E005000247N                          00        PRZYLEP                  ,SEEUP EPZPEPVRDO0130780 C2 N  PUBLISHED DAILY BY ATS (AUP).                                                                ,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,EPZR,EP,V,RDO,0122805,,C,1,L,N,A,,N49461600,E019130700,E0050,01290,N,,,,,,,,,,00,,,,,ZAR,,,,,,,,,SEEUP EPZREPVRDO0122805 C1  LNA N49461600E019130700E005001290N                          00        ZAR                      ,SEEUP EPZREPVRDO0122805 C2 N  PUBLISHED DAILY BY ATS (AUP).                                                                ,,,,4,"longitude,magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,LBBM,LB,V,TWR,0125500,,V,0,S,N,A,,N42040400,E024510300,E0060,00603,Y,,,,,,,,,,00,,,,,PLOVDIV,,,,,,,,,SEEUP LBBMLBVTWR0125500 V0 S NA N42040400E024510300E006000603Y                          00        PLOVDIV                  ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,LBBM,LB,V,TWR,0133600,,V,0,,N,A,,N42040400,E024510300,E0060,00603,Y,,,,,,,,,,00,,,,,PLOVDIV,,,,,,,,,SEEUP LBBMLBVTWR0133600 V0   NA N42040400E024510300E006000603Y                          00        PLOVDIV                  ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,LBKL,LB,V,RDO,0119055,,C,1,,N,A,,N42351000,E025253600,E0060,01089,N,,,,,,,,,,00,,,,,KAZANLAK,,,,,,,,,SEEUP LBKLLBVRDO0119055 C1   NA N42351000E025253600E006001089N                          00        KAZANLAK                 ,SEEUP LBKLLBVRDO0119055 C2 N  NO SPECIFIC WORKING HOURS.                                                                   ,,,,2,"facility_elevation,primary_1_123"
S,EEU,P,,LBPD,LB,V,ATI,0127205,T,C,0,,N,A,,N42040400,E024510300,E0060,00603,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP LBPDLBVATI0127205TC0   NA N42040400E024510300E006000603Y                          00                                 ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,LBPD,LB,V,TWR,0036255,,U,0,,N,F,,N42040400,E024510300,E0060,00603,Y,,,,,,,,,,00,,,,,PLOVDIV,,,,,,,,,SEEUP LBPDLBVTWR0036255 U0   NF N42040400E024510300E006000603Y                          00        PLOVDIV                  ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,LBPD,LB,V,TWR,0125500,,V,0,S,N,A,,N42040400,E024510300,E0060,00603,Y,,,,,,,,,,00,,,,,PLOVDIV,,,,,,,,,SEEUP LBPDLBVTWR0125500 V0 S NA N42040400E024510300E006000603Y                          00        PLOVDIV                  ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,LBPD,LB,V,TWR,0133600,,V,0,,N,A,,N42040400,E024510300,E0060,00603,Y,,,,,,,,,,00,,,,,PLOVDIV,,,,,,,,,SEEUP LBPDLBVTWR0133600 V0   NA N42040400E024510300E006000603Y                          00        PLOVDIV                  ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,LBWB,LB,V,RDO,0121130,,C,1,,N,A,,N43252800,E028105100,E0060,00617,N,,,,,,,,,,00,,,,,BALCHIK,,,,,,,,,SEEUP LBWBLBVRDO0121130 C1   NA N43252800E028105100E006000617N                          00        BALCHIK                  ,SEEUP LBWBLBVRDO0121130 C2 T  1706001500                                                                                   ,,,,2,"facility_elevation,primary_1_123"
S,EEU,P,,LBWN,LB,V,TWR,0118905,,C,0,S,N,A,,N43135500,E027493100,E0060,00230,Y,,,,,,,,,,00,,,,,VARNA,,,,,,,,,SEEUP LBWNLBVTWR0118905 C0 S NA N43135500E027493100E006000230Y                          00        VARNA                    ,,,,,3,"communications_frequency,frequency_units,primary_1_123"
S,EEU,P,,LBWN,LB,V,TWR,0119505,,C,0,,N,A,,N43135500,E027493100,E0060,00230,Y,,,,,,,,,,00,,,,,VARNA,,,,,,,,,SEEUP LBWNLBVTWR0119505 C0   NA N43135500E027493100E006000230Y                          00        VARNA                    ,,,,,3,"communications_frequency,frequency_units,primary_1_123"
S,EEU,P,,LHDC,LH,V,INF,0125910,,C,0,S,N,A,,N47292000,E021365500,E0060,00361,Y,,,,,,,,,,00,,,,,DEBRECEN,,,,,,,,,SEEUP LHDCLHVINF0125910 C0S  NA N47292000E021365500E006000361Y                          00        DEBRECEN                 ,,,,,4,"cont_no_column_26,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LHDC,LH,V,INF,0132965,,C,0,SS,N,A,,N47292000,E021365500,E0060,00361,Y,,,,,,,,,,00,,,,,DEBRECEN,,,,,,,,,SEEUP LHDCLHVINF0132965 C0SS NA N47292000E021365500E006000361Y                          00        DEBRECEN                 ,,,,,4,"cont_no_column_26,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LHNY,LH,V,INF,0133000,,V,0,F R,N,A,,N47262200,E019154300,E0050,00496,Y,,,,,,,,,,00,LHBP,LH,P,A,BUDAPEST INFORMATION NORT,,,,,,,,,SEEUP LHNYLHVINF0133000 V0F RNA N47262200E019154300E005000496Y                          00LHBPLHPABUDAPEST INFORMATION NORT,,,,,2,"call_sign,primary_1_123"
S,EEU,P,,LKCV,LK,V,RDR,0028360,,U,1,M,R,F,,N49562243,E015225496,E0050,00794,N,,,,,,,,,,00,,,,,CASLAV PRECISION,,,,,,,,,SEEUP LKCVLKVRDR0028360 U1  MRF N49562243E015225496E005000794N                          00        CASLAV PRECISION         ,"SEEUP LKCVLKVRDR0028360 U2 N  O/R, 30 MIN PNR.                                                                             ",,,,4,"cont_no_column_26,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LKCV,LK,V,RDR,0123300,,V,1,SM,R,A,,N49562243,E015225496,E0050,00794,N,,,,,,,,,,00,,,,,CASLAV PRECISION,,,,,,,,,SEEUP LKCVLKVRDR0123300 V1 SMRA N49562243E015225496E005000794N                          00        CASLAV PRECISION         ,"SEEUP LKCVLKVRDR0123300 V2 N  O/R, 30 MIN PNR.                                                                             ",,,,4,"cont_no_column_26,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LKKB,LK,V,RDR,0029105,,U,1,SM,R,F,,N50071692,E014323710,E0050,00939,N,,,,,,,,,,00,,,,,KBELY,,,,,,,,,SEEUP LKKBLKVRDR0029105 U1 SMRF N50071692E014323710E005000939N                          00        KBELY                    ,SEEUP LKKBLKVRDR0029105 U2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,,4,"cont_no_column_26,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LKKB,LK,V,RDR,0031500,,U,1,SM,R,F,,N50071692,E014323710,E0050,00939,N,,,,,,,,,,00,,,,,KBELY PRECISION,,,,,,,,,SEEUP LKKBLKVRDR0031500 U1 SMRF N50071692E014323710E005000939N                          00        KBELY PRECISION          ,"SEEUP LKKBLKVRDR0031500 U2 N  O/R, 30 MIN PNR.                                                                             ",,,,4,"cont_no_column_26,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LKKB,LK,V,RDR,0123300,,V,1,SM,R,A,,N50071692,E014323710,E0050,00939,N,,,,,,,,,,00,,,,,KBELY PRECISION,,,,,,,,,SEEUP LKKBLKVRDR0123300 V1 SMRA N50071692E014323710E005000939N                          00        KBELY PRECISION          ,"SEEUP LKKBLKVRDR0123300 V2 N  O/R, 30 MIN PNR.                                                                             ",,,,4,"cont_no_column_26,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LKKB,LK,V,RDR,0124680,,C,1,,R,A,,N50071692,E014323710,E0050,00939,N,,,,,,,,,,00,,,,,KBELY,,,,,,,,,SEEUP LKKBLKVRDR0124680 C1   RA N50071692E014323710E005000939N                          00        KBELY                    ,SEEUP LKKBLKVRDR0124680 C2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,,4,"cont_no_column_26,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LKKB,LK,V,RDR,0126760,,C,1,M,R,A,,N50071692,E014323710,E0050,00939,N,,,,,,,,,,00,,,,,KBELY PRECISION,,,,,,,,,SEEUP LKKBLKVRDR0126760 C1  MRA N50071692E014323710E005000939N                          00        KBELY PRECISION          ,"SEEUP LKKBLKVRDR0126760 C2 N  O/R, 30 MIN PNR.                                                                             ",,,,4,"cont_no_column_26,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LKKM,LK,V,RDO,0122205,,C,1,S L,N,A,,N49170800,E017245700,E0030,00617,N,,,,,,,,,,00,,,,,KROMERIZ,,,,,,,,,SEEUP LKKMLKVRDO0122205 C1S LNA N49170800E017245700E003000617N                          00        KROMERIZ                 ,SEEUP LKKMLKVRDO0122205 C2 N  BY OPERATIONAL REQUIREMENTS & O/T O/R 24 HRS.                                                ,,,,1,sim_cont_1_123
S,EEU,P,,LKLT,LK,V,RDO,0120335,,C,1,S,N,A,,N50075300,E014313200,E0050,00912,N,,,,,,,,,,00,,,,,LETNANY,,,,,,,,,SEEUP LKLTLKVRDO0120335 C1S  NA N50075300E014313200E005000912N                          00        LETNANY                  ,"SEEUP LKLTLKVRDO0120335 C2 N  01 MAY - 01 OCT MON-SUN 0700-1700Z, 02 OCT - 30 APR MON-SUN 0800-1600Z                       ","SEEUP LKLTLKVRDO0120335 C3 N  , O/T O/R BY OPERATIONAL REQUIREMENTS.                                                       ",,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,LKNA,LK,V,RDR,0028390,,U,1,M,R,F,,N49095835,E016072778,E0050,01547,N,,,,,,,,,,00,,,,,NAMEST PRECISION,,,,,,,,,SEEUP LKNALKVRDR0028390 U1  MRF N49095835E016072778E005001547N                          00        NAMEST PRECISION         ,"SEEUP LKNALKVRDR0028390 U2 N  O/R, 30 MIN PNR.                                                                             ",,,,4,"cont_no_column_26,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LKNA,LK,V,RDR,0123300,,V,1,SM,R,A,,N49095835,E016072778,E0050,01547,N,,,,,,,,,,00,,,,,NAMEST PRECISION,,,,,,,,,SEEUP LKNALKVRDR0123300 V1 SMRA N49095835E016072778E005001547N                          00        NAMEST PRECISION         ,"SEEUP LKNALKVRDR0123300 V2 N  O/R, 30 MIN PNR.                                                                             ",,,,4,"cont_no_column_26,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LKPD,LK,V,OPS,0138000,,V,1,,N,A,,N50004845,E015441886,E0050,00741,N,,,,,,,,,,00,,,,,PARDUBICE,,,,,,,,,SEEUP LKPDLKVOPS0138000 V1   NA N50004845E015441886E005000741N                          00        PARDUBICE                ,SEEUP LKPDLKVOPS0138000 V2 N  O/R                                                                                          ,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,LKPD,LK,V,RDR,0026730,,U,1,M,R,F,,N50004845,E015441886,E0050,00741,N,,,,,,,,,,00,,,,,PARDUBICE,,,,,,,,,SEEUP LKPDLKVRDR0026730 U1  MRF N50004845E015441886E005000741N                          00        PARDUBICE                ,SEEUP LKPDLKVRDR0026730 U2 N  O/R                                                                                          ,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,LKPD,LK,V,RDR,0029682,,U,1,M,R,F,,N50004845,E015441886,E0050,00741,N,,,,,,,,,,00,,,,,PARDUBICE PRECISION,,,,,,,,,SEEUP LKPDLKVRDR0029682 U1  MRF N50004845E015441886E005000741N                          00        PARDUBICE PRECISION      ,"SEEUP LKPDLKVRDR0029682 U2 N  O/R, 30 MIN PNR.                                                                             ",,,,5,"cont_no_column_26,magnetic_variation,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LKPD,LK,V,RDR,0123300,,V,1,SM,R,A,,N50004845,E015441886,E0050,00741,N,,,,,,,,,,00,,,,,PARDUBICE PRECISION,,,,,,,,,SEEUP LKPDLKVRDR0123300 V1 SMRA N50004845E015441886E005000741N                          00        PARDUBICE PRECISION      ,"SEEUP LKPDLKVRDR0123300 V2 N  O/R, 30 MIN PNR.                                                                             ",,,,5,"cont_no_column_26,magnetic_variation,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LKPD,LK,V,RDR,0128365,,C,0,,R,A,,N50004845,E015441886,E0050,00741,Y,,,,,,,,,,00,,,,,PARDUBICE,,,,,,,,,SEEUP LKPDLKVRDR0128365 C0   RA N50004845E015441886E005000741Y                          00        PARDUBICE                ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,LKPD,LK,V,TWR,0120155,,C,0,,N,A,,N50004845,E015441886,E0050,00741,Y,,,,,,,,,,00,,,,,PARDUBICE,,,,,,,,,SEEUP LKPDLKVTWR0120155 C0   NA N50004845E015441886E005000741Y                          00        PARDUBICE                ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,LKPD,LK,V,TWR,0120205,,C,0,S,N,A,,N50004845,E015441886,E0050,00741,Y,,,,,,,,,,00,,,,,PARDUBICE,,,,,,,,,SEEUP LKPDLKVTWR0120205 C0 S NA N50004845E015441886E005000741Y                          00        PARDUBICE                ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,LKVY,LK,V,RDO,0120330,,C,1,S L,N,A,,N49180100,E017013100,E0060,00915,N,,,,,,,,,,00,,,,,VYSKOV,,,,,,,,,SEEUP LKVYLKVRDO0120330 C1S LNA N49180100E017013100E006000915N                          00        VYSKOV                   ,"SEEUP LKVYLKVRDO0120330 C2 N  15 APR-15 OCT SAT, SUN AND HOL 0800-1500Z, O/T O/R 24HR PPR.                                 ",,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,LRBC,LR,V,APP,0118600,,V,0,S,R,A,,N46311900,E026543700,E0070,00608,Y,,,,,,,,,,00,,,,,BACAU,,,,,,,,,SEEUP LRBCLRVAPP0118600 V0 S RA N46311900E026543700E007000608Y                          00        BACAU                    ,,,,,6,"cont_no_column_26,magnetic_variation,facility_elevation,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LRBC,LR,V,APP,0120980,,C,0,,R,A,,N46311900,E026543700,E0070,00608,Y,,,,,,,,,,00,,,,,BACAU,,,,,,,,,SEEUP LRBCLRVAPP0120980 C0   RA N46311900E026543700E007000608Y                          00        BACAU                    ,,,,,6,"cont_no_column_26,magnetic_variation,facility_elevation,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LRBC,LR,V,TWR,0118600,,V,0,S,R,A,,N46311900,E026543700,E0070,00608,Y,,,,,,,,,,00,,,,,BACAU,,,,,,,,,SEEUP LRBCLRVTWR0118600 V0 S RA N46311900E026543700E007000608Y                          00        BACAU                    ,,,,,6,"cont_no_column_26,magnetic_variation,facility_elevation,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LRBC,LR,V,TWR,0120980,,C,0,,R,A,,N46311900,E026543700,E0070,00608,Y,,,,,,,,,,00,,,,,BACAU,,,,,,,,,SEEUP LRBCLRVTWR0120980 C0   RA N46311900E026543700E007000608Y                          00        BACAU                    ,,,,,6,"cont_no_column_26,magnetic_variation,facility_elevation,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LRBM,LR,V,TWR,0118100,,V,1,S,N,A,,N47393000,E023275800,E0060,00606,N,,,,,,,,,,00,,,,,BAIA MARE,,,,,,,,,SEEUP LRBMLRVTWR0118100 V1 S NA N47393000E023275800E006000606N                          00        BAIA MARE                ,SEEUP LRBMLRVTWR0118100 V2 T  1705001700                                                                                   ,,,,4,"cont_no_column_26,h24_indicator,primary_1_123,sim_cont_1_123"
S,EEU,P,,LRBM,LR,V,TWR,0118800,,V,1,S,N,A,,N47421200,E022530800,E0050,00414,N,,,,,,,,,,00,,,,,SATU MARE,,,,,,,,,SEEUP LRBMLRVTWR0118800 V1 S NA N47421200E022530800E005000414N                          00        SATU MARE                ,SEEUP LRBMLRVTWR0118855 C2 T  1705001700                                                                                   ,,,,1,sim_cont_1_123
S,EEU,P,,LZTN,LZ,V,RDO,0119175,,V,1,SL,N,A,,N48515100,E017593200,E0060,00676,N,,,,,,,,,,00,,,,,TRENCIN TRAFFIC,,,,,,,,,SEEUP LZTNLZVRDO0119175 V1 SLNA N48515100E017593200E006000676N                          00        TRENCIN TRAFFIC          ,SEEUP LZTNLZVRDO0119175 V2 N  MON-FRI 0700-1100Z & OUTSIDE OPR HR: O/R 48 HR PNR.                                          ,,,,1,sim_cont_1_123
S,EEU,P,,LZTN,LZ,V,RDO,0132015,,C,1,L,N,A,,N48515100,E017593200,E0060,00676,N,,,,,,,,,,00,,,,,TRENCIN TRAFFIC,,,,,,,,,SEEUP LZTNLZVRDO0132015 C1  LNA N48515100E017593200E006000676N                          00        TRENCIN TRAFFIC          ,SEEUP LZTNLZVRDO0132015 C2 N  MON-FRI 0700-1100Z & OUTSIDE OPR HR: O/R 48 HR PNR.                                          ,,,,1,sim_cont_1_123
S,EEU,P,,UBBL,UB,V,ATI,0128200,T,V,0,,N,A,,N38453100,E048482300,E0060,-0035,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP UBBLUBVATI0128200TV0   NA N38453100E048482300E0060-0035Y                          00                                 ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UBBL,UB,V,TWR,0119000,,V,0,,N,A,,N38453100,E048482300,E0060,-0035,Y,,,,,,,,,,00,,,,,LENKORAN,,,,,,,,,SEEUP UBBLUBVTWR0119000 V0   NA N38453100E048482300E0060-0035Y                          00        LENKORAN                 ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UBBL,UB,V,TWR,0126400,,V,0,,N,A,,N38453100,E048482300,E0060,-0035,Y,,,,,,,,,,00,,,,,LENKORAN,,,,,,,,,SEEUP UBBLUBVTWR0126400 V0   NA N38453100E048482300E0060-0035Y                          00        LENKORAN                 ,,,,,2,"magnetic_variation,primary_1_123"
S,EEU,P,,UCFK,UC,V,TWR,0118500,,V,1,S,N,A,,N42302992,E078242810,E0050,05593,N,,,,,,,,,,00,,,,,KARAKOL,,,,,,,,,SEEUP UCFKUCVTWR0118500 V1 S NA N42302992E078242810E005005593N                          00        KARAKOL                  ,"SEEUP UCFKUCVTWR0118500 V2 N  01 APR-30 SEP 0130-1030Z, 01 OCT-31 MAR 0200-1030Z                                           ",,,,7,"service_indicator,latitude,longitude,magnetic_variation,facility_elevation,primary_1_123,sim_cont_1_123"
S,EEU,P,,UHSN,UH,V,ATI,0127800,T,V,1,,N,A,,N51470200,E143083100,W0110,00128,N,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP UHSNUHVATI0127800TV1   NA N51470200E143083100W011000128N                          00                                 ,SEEUP UHSNUHVATI0127800TV2 N  DURING HOURS OF SCHEDULED OPERATIONS                                                         ,,,,1,sim_cont_1_123
S,EEU,P,,UHSN,UH,V,TWR,0129000,,V,1,SL,N,A,,N51470200,E143083100,W0110,00128,N,,,,,,,,,,00,,,,,NOGLIKI VYSHKA,,,,,,,,,SEEUP UHSNUHVTWR0129000 V1 SLNA N51470200E143083100W011000128N                          00        NOGLIKI VYSHKA           ,SEEUP UHSNUHVTWR0129000 V2 N  DURING HOURS OF SCHEDULED OPERATIONS                                                         ,,,,1,sim_cont_1_123
S,EEU,P,,UHSN,UH,V,TWR,0132000,,V,1,L,N,A,,N51470200,E143083100,W0110,00128,N,,,,,,,,,,00,,,,,NOGLIKI VYSHKA,,,,,,,,,SEEUP UHSNUHVTWR0132000 V1  LNA N51470200E143083100W011000128N                          00        NOGLIKI VYSHKA           ,SEEUP UHSNUHVTWR0132000 V2 N  DURING HOURS OF SCHEDULED OPERATIONS                                                         ,,,,1,sim_cont_1_123
S,EEU,P,,UIUU,UI,V,APP,0124000,,V,0,S,R,A,,N51483500,E107262600,W0060,01700,Y,,,,,,,,,,00,,,,,ULAN-UDE,,,,,,,,,SEEUP UIUUUIVAPP0124000 V0 S RA N51483500E107262600W006001700Y                          00        ULAN-UDE                 ,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,UIUU,UI,V,APP,0129000,,V,0,S,R,A,,N51483500,E107262600,W0060,01700,Y,,,,,,,,,,00,,,,,ULAN-UDE,,,,,,,,,SEEUP UIUUUIVAPP0129000 V0 S RA N51483500E107262600W006001700Y                          00        ULAN-UDE                 ,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,UIUU,UI,V,APP,0129300,,V,0,,R,A,,N51483500,E107262600,W0060,01700,Y,,,,,,,,,,00,,,,,ULAN-UDE,,,,,,,,,SEEUP UIUUUIVAPP0129300 V0   RA N51483500E107262600W006001700Y                          00        ULAN-UDE                 ,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,UIUU,UI,V,ATI,0126600,T,V,0,L,N,A,,N51483500,E107262600,W0060,01700,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP UIUUUIVATI0126600TV0  LNA N51483500E107262600W006001700Y                          00                                 ,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,UIUU,UI,V,OPS,0131800,,V,0,L,N,A,,N51483500,E107262600,W0060,01700,Y,,,,,,,,,,00,,,,,ULAN-UDE TRANSIT,,,,,,,,,SEEUP UIUUUIVOPS0131800 V0  LNA N51483500E107262600W006001700Y                          00        ULAN-UDE TRANSIT         ,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,UIUU,UI,V,RMP,0118800,,V,0,,N,A,,N51483500,E107262600,W0060,01700,Y,,,,,,,,,,00,,,,,ULAN-UDE GROUND,,,,,,,,,SEEUP UIUUUIVRMP0118800 V0   NA N51483500E107262600W006001700Y                          00        ULAN-UDE GROUND          ,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,UIUU,UI,V,TWR,0118100,,V,0,,N,A,,N51483500,E107262600,W0060,01700,Y,,,,,,,,,,00,,,,,ULAN-UDE,,,,,,,,,SEEUP UIUUUIVTWR0118100 V0   NA N51483500E107262600W006001700Y                          00        ULAN-UDE                 ,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,UIUU,UI,V,TWR,0124000,,V,0,S,N,A,,N51483500,E107262600,W0060,01700,Y,,,,,,,,,,00,,,,,ULAN-UDE,,,,,,,,,SEEUP UIUUUIVTWR0124000 V0 S NA N51483500E107262600W006001700Y                          00        ULAN-UDE                 ,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,UIUU,UI,V,TWR,0129000,,V,0,S,N,A,,N51483500,E107262600,W0060,01700,Y,,,,,,,,,,00,,,,,ULAN-UDE,,,,,,,,,SEEUP UIUUUIVTWR0129000 V0 S NA N51483500E107262600W006001700Y                          00        ULAN-UDE                 ,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,EEU,P,,ULAA,UL,V,APP,0122000,,V,1,,R,A,,N64360100,E040430000,E0180,00064,N,,,,,,,,,,00,,,,,ARKHANGELSK,,,,,,,,,SEEUP ULAAULVAPP0122000 V1   RA N64360100E040430000E018000064N                          00        ARKHANGELSK              ,SEEUP ULAAULVAPP0122000 V2 T  1705301900                                                                                   ,,,,2,"facility_elevation,primary_1_123"
S,EEU,P,,ULAA,UL,V,APP,0124000,,V,0,S,R,A,,N64360100,E040430000,E0180,00064,Y,,,,,,,,,,00,,,,,ARKHANGELSK,,,,,,,,,SEEUP ULAAULVAPP0124000 V0 S RA N64360100E040430000E018000064Y                          00        ARKHANGELSK              ,,,,,2,"facility_elevation,primary_1_123"
S,EEU,P,,ULAA,UL,V,APP,0129000,,V,0,S,R,A,,N64360100,E040430000,E0180,00064,Y,,,,,,,,,,00,,,,,ARKHANGELSK,,,,,,,,,SEEUP ULAAULVAPP0129000 V0 S RA N64360100E040430000E018000064Y                          00        ARKHANGELSK              ,,,,,2,"facility_elevation,primary_1_123"
S,EEU,P,,ULAA,UL,V,ATI,0126675,T,V,1,L,N,A,,N64360100,E040430000,E0180,00064,N,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP ULAAULVATI0126675TV1  LNA N64360100E040430000E018000064N                          00                                 ,SEEUP ULAAULVATI0126675TV2 T  1704001900                                                                                   ,,,,2,"facility_elevation,primary_1_123"
S,EEU,P,,ULAA,UL,V,ATI,0130675,T,V,1,,N,A,,N64360100,E040430000,E0180,00064,N,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP ULAAULVATI0130675TV1   NA N64360100E040430000E018000064N                          00                                 ,SEEUP ULAAULVATI0130675TV2 T  1704001900                                                                                   ,,,,2,"facility_elevation,primary_1_123"
S,EEU,P,,ULAA,UL,V,TWR,0121800,,V,0,,N,A,,N64360100,E040430000,E0180,00064,Y,,,,,,,,,,00,,,,,ARKHANGELSK,,,,,,,,,SEEUP ULAAULVTWR0121800 V0   NA N64360100E040430000E018000064Y                          00        ARKHANGELSK              ,,,,,2,"facility_elevation,primary_1_123"
S,EEU,P,,ULAA,UL,V,TWR,0124000,,V,0,S,N,A,,N64360100,E040430000,E0180,00064,Y,,,,,,,,,,00,,,,,ARKHANGELSK,,,,,,,,,SEEUP ULAAULVTWR0124000 V0 S NA N64360100E040430000E018000064Y                          00        ARKHANGELSK              ,,,,,2,"facility_elevation,primary_1_123"
S,EEU,P,,ULAA,UL,V,TWR,0129000,,V,0,S,N,A,,N64360100,E040430000,E0180,00064,Y,,,,,,,,,,00,,,,,ARKHANGELSK,,,,,,,,,SEEUP ULAAULVTWR0129000 V0 S NA N64360100E040430000E018000064Y                          00        ARKHANGELSK              ,,,,,2,"facility_elevation,primary_1_123"
S,EEU,P,,ULMM,UL,V,ATI,0127400,T,V,0,L,N,A,,N68465400,E032450400,E0170,00267,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP ULMMULVATI0127400TV0  LNA N68465400E032450400E017000267Y                          00                                 ,,,,,3,"service_indicator,magnetic_variation,primary_1_123"
