record_type,area_code,sec,blank_6,icao,icao_code,sub,communications_type,communications_frequency,guard_transmit,frequency_units,cont_no_column_26,service_indicator,radar_service,modulation,signal_emission,latitude,longitude,magnetic_variation,facility_elevation,h24_indicator,sectorization,altitude_description,communication_altitude_1,communication_altitude_2,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,distance_description,communications_distance,remote_facility,remote_facility_icao,remote_facility_section,remote_facility_subsection,call_sign,sim_cont_appl_code,sim_cont_appl_label,cont#3_appl_code,cont#3_appl_label,cont#4_appl_code,cont#4_appl_label,cont#5_appl_code,cont#5_appl_label,primary_1_123,sim_cont_1_123,cont#3_1_123,cont#4_1_123,cont#5_1_123
S,EEU,P,,UTTC,UT,V,TWR,0124000,,V,1,L,N,A,,N41310106,E069343181,E0060,02370,N,,,,,,,,,,00,,,,,CHIRCHIK,,,,,,,,,SEEUP UTTCUTVTWR0124000 V1  LNA N41310106E069343181E006002370N                          00        CHIRCHIK                 ,SEEUP UTTCUTVTWR0124000 V2 N  BY OPERATIONAL REQUIREMENTS                                                                  ,,,
S,EEU,P,,UTTT,UT,V,APP,0119400,,V,0,,R,A,,N41152400,E069165400,E0050,01417,Y,,,,,,,,,,00,,,,,TASHKENT,,,,,,,,,SEEUP UTTTUTVAPP0119400 V0   RA N41152400E069165400E005001417Y                          00        TASHKENT                 ,,,,
S,EEU,P,,UTTT,UT,V,ATI,0126800,T,V,0,,N,A,,N41152400,E069165400,E0050,01417,Y,,,,,,,,,,00,,,,,,,,,,,,,,SEEUP UTTTUTVATI0126800TV0   NA N41152400E069165400E005001417Y                          00                                 ,,,,
S,EEU,P,,UTTT,UT,V,CLD,0129400,,V,0,,N,A,,N41152400,E069165400,E0050,01417,Y,,,,,,,,,,00,,,,,TASHKENT,,,,,,,,,SEEUP UTTTUTVCLD0129400 V0   NA N41152400E069165400E005001417Y                          00        TASHKENT                 ,,,,
S,EEU,P,,UTTT,UT,V,GND,0121700,,V,0,,N,A,,N41152400,E069165400,E0050,01417,Y,,,,,,,,,,00,,,,,TASHKENT,,,,,,,,,SEEUP UTTTUTVGND0121700 V0   NA N41152400E069165400E005001417Y                          00        TASHKENT                 ,,,,
S,EEU,P,,UTTT,UT,V,OPS,0131800,,V,0,,N,A,,N41152400,E069165400,E0050,01417,Y,,,,,,,,,,00,,,,,TASHKENT TRANSIT,,,,,,,,,SEEUP UTTTUTVOPS0131800 V0   NA N41152400E069165400E005001417Y                          00        TASHKENT TRANSIT         ,,,,
S,EEU,P,,UTTT,UT,V,RDR,0122900,,V,0,,R,A,,N41152400,E069165400,E0050,01417,Y,,,,,,,,,,00,,,,,TASHKENT,,,,,,,,,SEEUP UTTTUTVRDR0122900 V0   RA N41152400E069165400E005001417Y                          00        TASHKENT                 ,,,,
S,EEU,P,,UTTT,UT,V,TWR,0120400,,V,0,,N,A,,N41152400,E069165400,E0050,01417,Y,,,,,,,,,,00,,,,,TASHKENT,,,,,,,,,SEEUP UTTTUTVTWR0120400 V0   NA N41152400E069165400E005001417Y                          00        TASHKENT                 ,,,,
S,EEU,P,,UUOK,UU,V,TWR,0120600,,V,1,,N,A,,N51450200,E036174500,E0080,00686,N,,,,,,,,,,00,,,,,KURSK,,,,,,,,,SEEUP UUOKUUVTWR0120600 V1   NA N51450200E036174500E008000686N                          00        KURSK                    ,SEEUP UUOKUUVTWR0120600 V2 N  DURING HOURS OF SCHEDULED OPERATIONS                                                         ,,,
S,EEU,P,,VMMC,VM,V,APP,0119775,,V,0,S,R,A,,N22381800,E113484200,W0020,00013,Y,,,,,,,,,,00,,,,,ZHUHAI,,,,,,,,,SEEUP VMMCVMVAPP0119775 V0 S RA N22381800E113484200W002000013Y                          00        ZHUHAI                   ,,,,
S,EEU,P,,VMMC,VM,V,APP,0120350,,V,1,,R,A,,N22381800,E113484200,W0020,00013,N,,,,,,,,,,00,,,,,ZHUHAI,,,,,,,,,SEEUP VMMCVMVAPP0120350 V1   RA N22381800E113484200W002000013N                          00        ZHUHAI                   ,SEEUP VMMCVMVAPP0120350 V2 T  1700301700                                                                                   ,,,
S,EEU,P,,ZGSZ,ZG,V,APP,0119775,,V,1,S,R,A,,N22381800,E113484200,W0020,00013,Y,,,,,,,,,,00,,,,,ZHUHAI,,,,,,,,,SEEUP ZGSZZGVAPP0119775 V1 S RA N22381800E113484200W002000013Y                          00        ZHUHAI                   ,"SEEUP ZGSZZGVAPP0119775 V2 AP02, AP03, AP05                                                                                ",,,
S,EEU,P,,ZWWW,ZW,V,TWR,0125000,,V,0,S,N,A,,N43543000,E087283000,E0030,02126,Y,,,,,,,,,,00,,,,,DIWOPU,,,,,,,,,SEEUP ZWWWZWVTWR0125000 V0 S NA N43543000E087283000E003002126Y                          00        DIWOPU                   ,,,,
