record_type,area_code,sec,icao,icao_code,sub,localizer_identifier,ils_category,localizer_frequency,runway_identifier,localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,localizer_position_reference,glide_slope_position,localizer_width,glide_slope_angle,station_declination,glide_slope_height_lthr,glide_slope_elevation,supporting_facility_id,supporting_facility_icao,supporting_facility_section,supporting_facility_subsection,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123,changed_field_count,changed_fields
S,EUR,P,EFMA,EF,I,SD,1,10890,RW21,N60064556,E019532359,1950,N60074026,E019540214,0680,,1023,0000,350,E0090,54,00064,,,,,SEURP EFMAEFISD  1   110890RW21 N60064556E0195323591950N60074026E0195402140680 10230000350E00905400064                     ,S,Simulation application continuation,SEURP EFMAEFISD  1   2S    U  N                    20400N                              140                                 ,4,"localizer_bearing,station_declination,primary_1_123,cont#2_1_123"
S,EUR,P,EFUT,EF,I,UT,1,11050,RW25,N60533852,E026545580,2470,N60534766,E026570268,0880,,1094,0000,350,E0110,61,00340,,,,,SEURP EFUTEFIUT  1   111050RW25 N60533852E0265455802470N60534766E0265702680880 10940000350E01106100340                     ,S,Simulation application continuation,SEURP EFUTEFIUT  1   2S    U  N                    25800N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,EGDR,EG,I,ICUL,1,10975,RW29,N50052098,W005160475,2930,N50045564,W005144081,0543,,0486,0000,300,W0010,22,00268,,,,,SEURP EGDREGIICUL1   110975RW29 N50052098W0051604752930N50045564W0051440810543 04860000300W00102200268                     ,S,Simulation application continuation,SEURP EGDREGIICUL1   2S    U  N                    29200N                              140                                 ,3,"localizer_bearing,primary_1_123,cont#2_1_123"
S,EUR,P,EGGP,EG,I,ILQ,3,11175,RW27,N53195765,W002521362,2660,N53195906,W002501421,0767,,1033,0000,300,E0000,54,00127,,,,,SEURP EGGPEGIILQ 3   111175RW27 N53195765W0025213622660N53195906W0025014210767 10330000300E00005400127                     ,S,Simulation application continuation,SEURP EGGPEGIILQ 3   2S    U  N                    26600N                              140                                 ,3,"station_declination,primary_1_123,cont#2_1_123"
S,EUR,P,EGGP,EG,I,ILVR,1,11175,RW09,N53200464,W002494159,0860,N53195523,W002514153,0985,,0972,0000,300,E0000,54,00059,,,,,SEURP EGGPEGIILVR1   111175RW09 N53200464W0024941590860N53195523W0025141530985 09720000300E00005400059                     ,S,Simulation application continuation,SEURP EGGPEGIILVR1   2S    U  N                    08600N                              140                                 ,3,"station_declination,primary_1_123,cont#2_1_123"
S,EUR,P,EGNO,EG,I,IWQ,1,10990,RW25,N53442612,W002541930,2510,N53444881,W002521402,0939,,1033,0000,300,W0000,46,00055,,,,,SEURP EGNOEGIIWQ 1   110990RW25 N53442612W0025419302510N53444881W0025214020939 10330000300W00004600055                     ,S,Simulation application continuation,SEURP EGNOEGIIWQ 1   2S    U  N                    25100N                              140                                 ,4,"localizer_bearing,station_declination,primary_1_123,cont#2_1_123"
S,EUR,P,EGQL,EG,I,ILU,1,10855,RW26,N56222157,W002531161,2620,N56222970,W002504099,1006,,0972,0500,300,W0000,53,00022,,,,,SEURP EGQLEGIILU 1   110855RW26 N56222157W0025311612620N56222970W0025040991006 09720500300W00005300022                     ,S,Simulation application continuation,SEURP EGQLEGIILU 1   2S    U  N                    26200N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,EGTC,EG,I,ICR,0,10890,RW21,N52034601,W000373378,2110,,,1051,,,0000,,E0010,,,,,,,SEURP EGTCEGIICR 0   110890RW21 N52034601W0003733782110                   1051     0000   E0010                            ,S,Simulation application continuation,SEURP EGTCEGIICR 0   2S    U  N                    21200N                                                                  ,3,"station_declination,primary_1_123,cont#2_1_123"
S,EUR,P,EGTK,EG,I,IOXF,1,10835,RW19,N51494519,W001192029,1910,N51502734,W001191281,0243,,0729,0000,300,E0000,39,00258,,,,,SEURP EGTKEGIIOXF1   110835RW19 N51494519W0011920291910N51502734W0011912810243 07290000300E00003900258                     ,S,Simulation application continuation,SEURP EGTKEGIIOXF1   2S    U  N                    19100N                              140                                 ,2,"localizer_position,primary_1_123"
S,EUR,P,EGUB,EG,I,IBO,1,11095,RW19,N51360789,W001055526,1870,N51371317,W001053364,1744,,0972,0000,300,E0010,46,00203,,,,,SEURP EGUBEGIIBO 1   111095RW19 N51360789W0010555261870N51371317W0010533641744 09720000300E00104600203                     ,S,Simulation application continuation,SEURP EGUBEGIIBO 1   2S    U  N                    18800N                              140                                 ,3,"station_declination,primary_1_123,cont#2_1_123"
S,EUR,P,EGUW,EG,I,IWAT,1,10995,RW23,N52073047,E000565651,2310,N52080000,E000575085,2488,-,0971,0000,300,E0010,56,00275,,,,,SEURP EGUWEGIIWAT1   110995RW23 N52073047E0005656512310N52080000E0005750852488-09710000300E00105600275                     ,S,Simulation application continuation,SEURP EGUWEGIIWAT1   2S    U  N                    23200N                              140                                 ,3,"localizer_bearing,primary_1_123,cont#2_1_123"
S,EUR,P,EGVA,EG,I,IFFD,1,11110,RW09,N51410275,W001454594,0900,N51410335,W001482383,1186,,1236,0358,331,W0020,59,00281,,,,,SEURP EGVAEGIIFFD1   111110RW09 N51410275W0014545940900N51410335W0014823831186 12360358331W00205900281                     ,S,Simulation application continuation,SEURP EGVAEGIIFFD1   2S    U  N                    08800Y                              140                                 ,3,"glide_slope_angle,glide_slope_height_lthr,primary_1_123"
S,EUR,P,EGYM,EG,I,IMR,1,11075,RW23,N52381639,E000313218,2340,N52391740,E000334479,2134,,1033,0000,300,E0010,63,00070,,,,,SEURP EGYMEGIIMR 1   111075RW23 N52381639E0003132182340N52391740E0003344792134 10330000300E00106300070                     ,S,Simulation application continuation,SEURP EGYMEGIIMR 1   2S    U  N                    23500N                              140                                 ,3,"localizer_bearing,primary_1_123,cont#2_1_123"
S,EUR,P,EHDL,EH,I,DNS,1,10870,RW19,N52024538,E005515442,1940,N52040294,E005522731,6704,,1033,0000,300,E0030,56,00201,,,,,SEURP EHDLEHIDNS 1   110870RW19 N52024538E0055154421940N52040294E0055227316704 10330000300E00305600201                     ,S,Simulation application continuation,SEURP EHDLEHIDNS 1   2S    U  N                    19700N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,EHLW,EH,I,LOB,1,10975,RW27,N53134290,E005441677,2670,N53133938,E005455462,0394,,0972,0000,300,E0030,49,00003,,,,,SEURP EHLWEHILOB 1   110975RW27 N53134290E0054416772670N53133938E0054554620394 09720000300E00304900003                     ,S,Simulation application continuation,SEURP EHLWEHILOB 1   2S    U  N                    27000N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,EHLW,EH,I,LWO,1,11175,RW23,N53130437,E005440489,2330,N53135075,E005454646,0833,,0912,0000,300,E0030,47,00004,,,,,SEURP EHLWEHILWO 1   111175RW23 N53130437E0054404892330N53135075E0054546460833 09120000300E00304700004                     ,S,Simulation application continuation,SEURP EHLWEHILWO 1   2S    U  N                    23600N                              140                                 ,3,"station_declination,primary_1_123,cont#2_1_123"
S,EUR,P,EHLW,EH,I,LWZ,1,11175,RW05,N53135914,E005461718,0530,N53131766,E005442750,0904,,1093,0000,300,E0030,55,00004,,,,,SEURP EHLWEHILWZ 1   111175RW05 N53135914E0054617180530N53131766E0054427500904 10930000300E00305500004                     ,S,Simulation application continuation,SEURP EHLWEHILWZ 1   2S    U  N                    05600N                              140                                 ,3,"station_declination,primary_1_123,cont#2_1_123"
S,EUR,P,EHLW,EH,I,WOL,1,10975,RW09,N53134254,E005462019,0870,N53133959,E005444345,0561,,1215,0000,300,E0030,52,00003,,,,,SEURP EHLWEHIWOL 1   110975RW09 N53134254E0054620190870N53133959E0054443450561 12150000300E00305200003                     ,S,Simulation application continuation,SEURP EHLWEHIWOL 1   2S    U  N                    09000N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,EHWO,EH,I,WDO,1,10815,RW25,N51264078,E004192534,2480,N51271040,E004211324,0490,,1033,0000,300,E0020,54,00107,,,,,SEURP EHWOEHIWDO 1   110815RW25 N51264078E0041925342480N51271040E0042113240490 10330000300E00205400107                     ,S,Simulation application continuation,SEURP EHWOEHIWDO 1   2S    U  N                    25000N                              140                                 ,2,"localizer_position,primary_1_123"
S,EUR,P,EHWO,EH,I,WDZ,1,10815,RW07,N51271350,E004214440,0680,N51264332,E004194959,0912,,1033,0000,300,E0020,54,00092,,,,,SEURP EHWOEHIWDZ 1   110815RW07 N51271350E0042144400680N51264332E0041949590912 10330000300E00205400092                     ,S,Simulation application continuation,SEURP EHWOEHIWDZ 1   2S    U  N                    07000N                              140                                 ,2,"localizer_position,primary_1_123"
S,EUR,P,EICK,EI,I,ICN,1,10915,RW34,N51510483,W008294945,3440,N51500574,W008292133,0417,,1154,0000,300,W0040,54,00470,,,,,SEURP EICKEIIICN 1   110915RW34 N51510483W0082949453440N51500574W0082921330417 11540000300W00405400470                     ,S,Simulation application continuation,SEURP EICKEIIICN 1   2S    U  N                    34000N                              140                                 ,2,"glide_slope_elevation,primary_1_123"
S,EUR,P,EICK,EI,I,ICS,2,10990,RW16,N51495008,W008290525,1640,N51505002,W008294820,0656,,1033,0000,300,W0040,57,00510,,,,,SEURP EICKEIIICS 2   110990RW16 N51495008W0082905251640N51505002W0082948200656 10330000300W00405700510                     ,S,Simulation application continuation,SEURP EICKEIIICS 2   2S    U  N                    16000N                              140                                 ,7,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_elevation,primary_1_123"
S,EUR,P,EIDL,EI,I,IFN,0,11030,RW20,N55021590,W008204260,2030,,,0052,,,0000,,W0020,,,,,,,SEURP EIDLEIIIFN 0   111030RW20 N55021590W0082042602030                   0052     0000   W0020                            ,S,Simulation application continuation,SEURP EIDLEIIIFN 0   2S    U  N                    20100N                                                                  ,6,"runway_identifier,localizer_bearing,localizer_position,station_declination,primary_1_123,cont#2_1_123"
S,EUR,P,EIDW,EI,I,IAC,1,11150,RW16,N53250570,W006145430,1590,N53260270,W006154320,0657,,0972,0000,300,W0020,50,00280,,,,,SEURP EIDWEIIIAC 1   111150RW16 N53250570W0061454301590N53260270W0061543200657 09720000300W00205000280                     ,S,Simulation application continuation,SEURP EIDWEIIIAC 1   2S    U  N                    15700N                              140                                 ,3,"localizer_longitude,localizer_position,primary_1_123"
S,EUR,P,EIDW,EI,I,IDE,3,10890,RW10R,N53251180,W006144090,0970,N53251550,W006170550,1288,,1154,0000,300,W0020,54,00294,,,,,SEURP EIDWEIIIDE 3   110890RW10RN53251180W0061440900970N53251550W0061705501288 11540000300W00205400294                     ,S,Simulation application continuation,SEURP EIDWEIIIDE 3   2S    U  N                    09500N                              140                                 ,3,"localizer_longitude,localizer_position,primary_1_123"
S,EUR,P,EIDW,EI,I,IDW,3,11135,RW28L,N53252180,W006174360,2780,N53250960,W006151840,1176,,0972,0000,300,W0020,54,00259,,,,,SEURP EIDWEIIIDW 3   111135RW28LN53252180W0061743602780N53250960W0061518401176 09720000300W00205400259                     ,S,Simulation application continuation,SEURP EIDWEIIIDW 3   2S    U  N                    27600N                              140                                 ,3,"localizer_longitude,localizer_position,primary_1_123"
S,EUR,P,EIKN,EI,I,ICK,2,11070,RW26,N53542850,W008501900,2640,N53543870,W008482380,0356,,1215,0000,300,W0050,49,00695,,,,,SEURP EIKNEIIICK 2   111070RW26 N53542850W0085019002640N53543870W0084823800356 12150000300W00504900695                     ,S,Simulation application continuation,SEURP EIKNEIIICK 2   2S    U  N                    25900N                              140                                 ,2,"localizer_position,primary_1_123"
S,EUR,P,EINN,EI,I,ISW,2,11095,RW24,N52412940,W008564940,2370,N52423210,W008544770,0994,,1215,0000,300,W0040,59,00070,,,,,SEURP EINNEIIISW 2   111095RW24 N52412940W0085649402370N52423210W0085447700994 12150000300W00405900070                     ,S,Simulation application continuation,SEURP EINNEIIISW 2   2S    U  N                    23300N                              140                                 ,3,"localizer_longitude,localizer_position,primary_1_123"
S,EUR,P,EKCH,EK,I,CH,2,11050,RW04L,N55370509,E012383682,0370,N55353571,E012362997,0849,,0911,0000,300,E0040,49,00014,,,,,SEURP EKCHEKICH  2   111050RW04LN55370509E0123836820370N55353571E0123629970849 09110000300E00404900014                     ,S,Simulation application continuation,SEURP EKCHEKICH  2   2S    U  N                    04100Y                              140                                 ,3,"localizer_position,glide_slope_position,primary_1_123"
S,EUR,P,EKCH,EK,I,KLK,1,11090,RW22R,N55352337,E012355951,2170,N55363485,E012380143,1153,,0911,0000,300,E0040,47,00014,,,,,SEURP EKCHEKIKLK 1   111090RW22RN55352337E0123559512170N55363485E0123801431153 09110000300E00404700014                     ,S,Simulation application continuation,SEURP EKCHEKIKLK 1   2S    U  N                    22100Y                              140                                 ,2,"glide_slope_position,primary_1_123"
S,EUR,P,ESSV,ES,I,SV,1,10915,RW21,N57385000,E018200620,1940,N57400510,E018210770,2815,,1060,0000,300,E0070,57,00137,,,,,SEURP ESSVESISV  1   110915RW21 N57385000E0182006201940N57400510E0182107702815 10600000300E00705700137                     ,S,Simulation application continuation,SEURP ESSVESISV  1   2S    U  N                    20100Y                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,ETNN,ET,I,IWNN,1,10970,RW24,N50493175,E006381308,2440,N50500776,E006401023,1312,,0971,0000,300,E0030,51,00330,,,,,SEURP ETNNETIIWNN1   110970RW24 N50493175E0063813082440N50500776E0064010231312 09710000300E00305100330                     ,S,Simulation application continuation,SEURP ETNNETIIWNN1   2S    U  N                    24700N                              140                                 ,3,"localizer_position,glide_slope_position,primary_1_123"
S,EUR,P,ETNT,ET,I,INTW,1,10995,RW25,N53324165,E007383823,2550,N53325556,E007405759,1214,,0669,0000,300,E0030,32,00019,,,,,SEURP ETNTETIINTW1   110995RW25 N53324165E0073838232550N53325556E0074057591214 06690000300E00303200019                     ,S,Simulation application continuation,SEURP ETNTETIINTW1   2S    U  N                    25800N                              140                                 ,2,"runway_identifier,primary_1_123"
S,EUR,P,LEBB,LE,I,IBL,1,11030,RW30,N43182740,W002554210,2960,N43175290,W002541970,1024,,1033,0000,340,E0010,64,00148,,,,,SEURP LEBBLEIIBL 1   111030RW30 N43182740W0025542102960N43175290W0025419701024 10330000340E00106400148                     ,S,Simulation application continuation,SEURP LEBBLEIIBL 1   2S    U  N                    29700N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,LEBB,LE,I,IBO,1,11155,RW12,N43174350,W002534240,1160,N43181500,W002552070,1860,,0972,0000,310,E0010,54,00136,,,,,SEURP LEBBLEIIBO 1   111155RW12 N43174350W0025342401160N43181500W0025520701860 09720000310E00105400136                     ,S,Simulation application continuation,SEURP LEBBLEIIBO 1   2S    U  N                    11700N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,LEBL,LE,I,BLE,3,11075,RW06R,N41173460,E002061950,0640,N41165700,E002044140,0646,,0981,0000,300,E0010,54,00030,,,,,SEURP LEBLLEIBLE 3   111075RW06RN41173460E0020619500640N41165700E0020441400646 09810000300E00105400030                     ,S,Simulation application continuation,SEURP LEBLLEIBLE 3   2S    U  N                    06500Y                              140                                 ,2,"glide_slope_latitude,primary_1_123"
S,EUR,P,LEBL,LE,I,BLW,3,11150,RW24L,N41165370,E002042010,2440,N41172460,E002060220,0640,,0981,0000,300,E0010,54,00030,,,,,SEURP LEBLLEIBLW 3   111150RW24LN41165370E0020420102440N41172460E0020602200640 09810000300E00105400030                     ,S,Simulation application continuation,SEURP LEBLLEIBLW 3   2S    U  N                    24500N                              140                                 ,3,"localizer_longitude,glide_slope_latitude,primary_1_123"
S,EUR,P,LEBL,LE,I,QAA,3,11030,RW06L,N41182490,E002062600,0640,N41174840,E002043000,1050,,1050,0000,300,E0010,53,00020,,,,,SEURP LEBLLEIQAA 3   111030RW06LN41182490E0020626000640N41174840E0020430001050 10500000300E00105300020                     ,S,Simulation application continuation,SEURP LEBLLEIQAA 3   2S    U  N                    06500N                              140                                 ,2,"glide_slope_longitude,primary_1_123"
S,EUR,P,LECO,LE,I,LCO,2,10990,RW21,N43172580,W008231230,2120,N43182450,W008222770,0512,,0892,0000,300,W0010,54,00295,,,,,SEURP LECOLEILCO 2   110990RW21 N43172580W0082312302120N43182450W0082227700512 08920000300W00105400295                     ,S,Simulation application continuation,SEURP LECOLEILCO 2   2S    U  N                    21100N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,LEGE,LE,I,IGN,3,10990,RW19,N41533230,E002452620,1940,N41544180,E002454750,0988,,1132,0000,300,E0020,54,00472,,,,,SEURP LEGELEIIGN 3   110990RW19 N41533230E0024526201940N41544180E0024547500988 11320000300E00205400472                     ,S,Simulation application continuation,SEURP LEGELEIIGN 3   2S    U  N                    19578N                              140                                 ,2,"station_declination,primary_1_123"
S,EUR,P,LESA,LE,I,IALR,1,11010,RW21,N40562330,W005303810,2080,N40573670,W005295310,0919,,0984,0000,300,W0000,53,02608,,,,,SEURP LESALEIIALR1   111010RW21 N40562330W0053038102080N40573670W0052953100919 09840000300W00005302608                     ,S,Simulation application continuation,SEURP LESALEIIALR1   2S    U  N                    20800N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,LEST,LE,I,IGO,2,11030,RW17,N42525410,W008243680,1670,N42543040,W008250370,1293,,0965,0000,300,W0010,57,01181,,,,,SEURP LESTLEIIGO 2   111030RW17 N42525410W0082436801670N42543040W0082503701293 09650000300W00105701181                     ,S,Simulation application continuation,SEURP LESTLEIIGO 2   2S    U  N                    16600N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,LEST,LE,I,ISO,1,11150,RW35,N42544700,W008251470,3470,N42531740,W008243920,0863,,1043,0000,300,W0010,62,01220,,,,,SEURP LESTLEIISO 1   111150RW35 N42544700W0082514703470N42531740W0082439200863 10430000300W00106201220                     ,S,Simulation application continuation,SEURP LESTLEIISO 1   2S    U  N                    34600N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,LEVT,LE,I,VTO,2,10890,RW04,N42535230,W002423480,0350,N42521810,W002440050,1017,,1033,0000,300,E0010,51,01663,,,,,SEURP LEVTLEIVTO 2   110890RW04 N42535230W0024234800350N42521810W0024400501017 10330000300E00105101663                     ,S,Simulation application continuation,SEURP LEVTLEIVTO 2   2S    U  N                    03600N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,LEVX,LE,I,VIG,3,11090,RW19,N42131230,W008374790,1930,N42142330,W008372590,0512,,0965,0000,300,W0010,56,00856,,,,,SEURP LEVXLEIVIG 3   111090RW19 N42131230W0083747901930N42142330W0083725900512 09650000300W00105600856                     ,S,Simulation application continuation,SEURP LEVXLEIVIG 3   2S    U  N                    19200N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,LEXJ,LE,I,STA,1,11090,RW29,N43255300,W003501020,2900,N43253230,W003483670,0635,,1033,0000,300,E0000,58,00030,,,,,SEURP LEXJLEISTA 1   111090RW29 N43255300W0035010202900N43253230W0034836700635 10330000300E00005800030                     ,S,Simulation application continuation,SEURP LEXJLEISTA 1   2S    U  N                    29000N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,LFBL,LF,I,LG,3,11010,RW21,N45510350,E001101610,2120,N45520700,E001110900,0656,,1020,0000,300,E0010,54,01292,,,,,SEURP LFBLLFILG  3   111010RW21 N45510350E0011016102120N45520700E0011109000656 10200000300E00105401292                     ,S,Simulation application continuation,SEURP LFBLLFILG  3   2S    U  N                    21300N                              140                                 ,3,"localizer_bearing,primary_1_123,cont#2_1_123"
S,EUR,P,LFBO,LF,I,TBN,1,10930,RW32L,N43385410,E001202940,3210,N43371860,E001221730,1943,,0911,0000,300,E0020,50,00495,,,,,SEURP LFBOLFITBN 1   110930RW32LN43385410E0012029403210N43371860E0012217301943 09110000300E00205000495                     ,S,Simulation application continuation,SEURP LFBOLFITBN 1   2S    U  N                    32300Y                              140                                 ,4,"localizer_bearing,station_declination,glide_slope_height_lthr,primary_1_123"
S,EUR,P,LFBO,LF,I,TBS,3,11070,RW14R,N43365300,E001223550,1410,N43383280,E001205850,1938,,1094,0000,300,E0020,56,00485,,,,,SEURP LFBOLFITBS 3   111070RW14RN43365300E0012235501410N43383280E0012058501938 10940000300E00205600485                     ,S,Simulation application continuation,SEURP LFBOLFITBS 3   2S    U  N                    14300Y                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,LFBO,LF,I,TD,1,10835,RW32R,N43382210,E001211950,3210,N43370110,E001223650,0965,,0911,0000,300,E0020,50,00486,,,,,SEURP LFBOLFITD  1   110835RW32RN43382210E0012119503210N43370110E0012236500965 09110000300E00205000486                     ,S,Simulation application continuation,SEURP LFBOLFITD  1   2S    U  N                    32300Y                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,LFBO,LF,I,TG,1,10890,RW14L,N43365000,E001225540,1410,N43380430,E001212970,0801,,0911,0000,300,E0020,50,00489,,,,,SEURP LFBOLFITG  1   110890RW14LN43365000E0012255401410N43380430E0012129700801 09110000300E00205000489                     ,S,Simulation application continuation,SEURP LFBOLFITG  1   2S    U  N                    14300Y                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,EUR,P,LFBU,LF,I,AM,1,10935,RW28,N45435060,E000121660,2760,N45434750,E000133480,0479,,0984,0000,300,E0010,49,00412,,,,,SEURP LFBULFIAM  1   110935RW28 N45435060E0001216602760N45434750E0001334800479 09840000300E00104900412                     ,S,Simulation application continuation,SEURP LFBULFIAM  1   2S    U  N                    27700N                              140                                 ,2,"glide_slope_height_lthr,primary_1_123"
S,EUR,P,LFKF,LF,I,GR,1,11050,RW23,N41294210,E009050550,2270,N41303220,E009061640,0335,-,0988,0000,350,E0030,49,00075,,,,,SEURP LFKFLFIGR  1   111050RW23 N41294210E0090505502270N41303220E0090616400335-09880000350E00304900075                     ,S,Simulation application continuation,SEURP LFKFLFIGR  1   2S    U  U                    23000N                              140                                 ,1,cont#2_1_123
S,EUR,P,LFKJ,LF,I,AC,1,11030,RW02,N41555770,E008482850,0220,N41545360,E008475500,0479,,1148,0000,300,E0030,51,00011,,,,,SEURP LFKJLFIAC  1   111030RW02 N41555770E0084828500220N41545360E0084755000479 11480000300E00305100011                     ,S,Simulation application continuation,SEURP LFKJLFIAC  1   2S    U  N                    02500N                              140                                 ,2,"glide_slope_elevation,primary_1_123"
S,EUR,P,LFPO,LF,I,OLW,3,11175,RW25,N48430690,E002211490,2540,N48432730,E002233370,1116,,1061,0000,300,E0010,54,00286,,,,,SEURP LFPOLFIOLW 3   111175RW25 N48430690E0022114902540N48432730E0022333701116 10610000300E00105400286                     ,S,Simulation application continuation,SEURP LFPOLFIOLW 3   2S    U  N                    25500N                              140                                 ,3,"localizer_bearing,primary_1_123,cont#2_1_123"
S,EUR,P,LGTG,LG,I,ITGR,1,11150,RW28C,N38203559,E023324394,2790,N38201255,E023343838,0768,,1155,0000,300,E0040,49,00449,,,,,SEURP LGTGLGIITGR1   111150RW28CN38203559E0233243942790N38201255E0233438380768 11550000300E00404900449                     ,S,Simulation application continuation,SEURP LGTGLGIITGR1   2S    U  N                    28300N                              140                                 ,2,"localizer_position,primary_1_123"
S,EUR,P,LIPA,LI,I,IAVI,1,10950,RW05,N46022568,E012364082,0460,N46012643,E012351379,0807,,0973,0420,250,E0020,43,00332,,,,,SEURP LIPALIIIAVI1   110950RW05 N46022568E0123640820460N46012643E0123513790807 09730420250E00204300332                     ,S,Simulation application continuation,SEURP LIPALIIIAVI1   2S    U  N                    04800N                              140                                 ,3,"localizer_position,glide_slope_position,primary_1_123"
S,EUR,P,LIRL,LI,I,LAI,1,11035,RW12,N41321600,E012550500,1220,N41323990,E012541260,0166,,1155,0000,300,E0020,54,00094,,,,,SEURP LIRLLIILAI 1   111035RW12 N41321600E0125505001220N41323990E0125412600166 11550000300E00205400094                     ,S,Simulation application continuation,SEURP LIRLLIILAI 1   2S    U  N                    12400N                              140                                 ,2,"glide_slope_elevation,primary_1_123"
S,EUR,P,LJLJ,LJ,I,LJB,3,11050,RW30,N46140430,E014261100,3020,N46125640,E014281430,1256,,1033,0000,300,E0050,49,01198,,,,,SEURP LJLJLJILJB 3   111050RW30 N46140430E0142611003020N46125640E0142814301256 10330000300E00504901198                     ,S,Simulation application continuation,SEURP LJLJLJILJB 3   2S    U  N                    30600N                              140                                 ,2,"station_declination,primary_1_123"
S,EUR,P,LJMB,LJ,I,MAR,1,11010,RW32,N46292970,E015402900,3210,N46281930,E015412960,1070,,0972,0500,300,E0050,49,00856,,,,,SEURP LJMBLJIMAR 1   111010RW32 N46292970E0154029003210N46281930E0154129601070 09720500300E00504900856                     ,S,Simulation application continuation,SEURP LJMBLJIMAR 1   2S    U  N                    32600N                              140                                 ,3,"localizer_bearing,station_declination,primary_1_123"
S,LAM,P,MDSD,MD,I,ICDO,0,10890,RW17,N18245088,W069394769,1730,,,0471,,,0500,,W0120,,,,,,,SLAMP MDSDMDIICDO0   110890RW17 N18245088W0693947691730                   0471     0500   W0120                            ,S,Simulation application continuation,SLAMP MDSDMDIICDO0   2S    U  U                    16100N                                                                  ,3,"localizer_bearing,primary_1_123,cont#2_1_123"
S,LAM,P,MMTO,MM,I,ITLC,3,10950,RW15,N19190648,W099332748,1530,N19210839,W099341763,0466,,1051,0500,300,E0040,55,08459,,,,,SLAMP MMTOMMIITLC3   110950RW15 N19190648W0993327481530N19210839W0993417630466 10510500300E00405508459                     ,S,Simulation application continuation,SLAMP MMTOMMIITLC3   2S    U  U                    15700N                              140                                 ,2,"localizer_position,primary_1_123"
S,LAM,P,MPSM,MP,I,ASM,1,11030,RW35,N08233285,W080075935,3480,N08222093,W080073483,0656,,1050,0500,300,W0040,60,00106,,,,,SLAMP MPSMMPIASM 1   111030RW35 N08233285W0800759353480N08222093W0800734830656 10500500300W00406000106                     ,S,Simulation application continuation,SLAMP MPSMMPIASM 1   2S    U  U                    34400N                              140                                 ,8,"localizer_latitude,localizer_longitude,glide_slope_latitude,glide_slope_longitude,localizer_position,glide_slope_position,glide_slope_elevation,primary_1_123"
S,LAM,P,MSLP,MS,I,ILAN,1,10990,RW25,N13260406,W089042615,2500,N13263809,W089023885,1624,,1000,0000,300,E0000,50,00117,,,,,SLAMP MSLPMSIILAN1   110990RW25 N13260406W0890426152500N13263809W0890238851624 10000000300E00005000117                     ,S,Simulation application continuation,SLAMP MSLPMSIILAN1   2S    U  N                    25000Y                              140                                 ,1,cont#2_1_123
S,LAM,P,MUCU,MU,I,ICU,1,11070,RW10,N19581993,W075491594,0950,N19581496,W075505762,1765,-,0864,0500,300,W0090,50,00210,,,,,SLAMP MUCUMUIICU 1   111070RW10 N19581993W0754915940950N19581496W0755057621765-08640500300W00905000210                     ,S,Simulation application continuation,SLAMP MUCUMUIICU 1   2S    U  U                    08600N                              140                                 ,2,"localizer_position,primary_1_123"
S,LAM,P,MUHA,MU,I,IHA,1,11050,RW06,N23000395,W082232790,0600,N22584401,W082251821,0887,,0935,0500,300,W0060,50,00226,,,,,SLAMP MUHAMUIIHA 1   111050RW06 N23000395W0822327900600N22584401W0822518210887 09350500300W00605000226                     ,S,Simulation application continuation,SLAMP MUHAMUIIHA 1   2S    U  N                    05400N                              140                                 ,3,"station_declination,primary_1_123,cont#2_1_123"
