record_type,area_code,sec,sub,icao,runway_id,rwy_length_ft,rwy_mag_brg_tenths,lat_raw,lon_raw,rwy_grad_pct100,lthr_elev_ft,dthr_ft,tch_raw,rwy_width_ft,loc_mls_gls_ident,loc_cat_class,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123,changed_field_count,changed_fields
S,EEU,P,G,ZUXC,RW36,11811,3590,N27582174,E102110574,,05074,0000,49,164,IGO,,SEEUP ZUXCZUGRW36    1118113590 N27582174E102110574               05074000049164 IGO  0000                                 ,S,Simulation application continuation,SEEUP ZUXCZUGRW36    2S                            35797Y        L05074                                                    ,1,cont#2_1_123
S,EEU,P,G,ZYCC,RW06,10499,0600,N43591299,E125401233,,00706,0000,49,148,IDD,,SEEUP ZYCCZYGRW06    1104990600 N43591299E125401233               00706000049148 IDD  0000                                 ,S,Simulation application continuation,SEEUP ZYCCZYGRW06    2S                            04900Y        L00706                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EEU,P,G,ZYCC,RW24,10499,2400,N44002056,E125420124,,00646,0000,54,148,IPP,,SEEUP ZYCCZYGRW24    1104992400 N44002056E125420124               00646000054148 IPP  0000                                 ,S,Simulation application continuation,SEEUP ZYCCZYGRW24    2S                            22900Y        T00648                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EEU,P,G,ZYTL,RW10,10827,1030,N38580103,E121311864,,00106,0656,59,148,IZF,,SEEUP ZYTLZYGRW10    1108271030 N38580103E121311864               00106065659148 IZF  0000                                 ,S,Simulation application continuation,SEEUP ZYTLZYGRW10    2S                            09600Y        T00104                                                    ,1,primary_1_123
S,EEU,P,G,ZYTL,RW28,10827,2830,N38575215,E121331445,,00089,0984,49,148,IKD,,SEEUP ZYTLZYGRW28    1108272830 N38575215E121331445               00089098449148 IKD  0000                                 ,S,Simulation application continuation,SEEUP ZYTLZYGRW28    2S                            27600Y        T00093                                                    ,1,primary_1_123
S,EUR,P,G,BIAR,RW01,07874,0060,N65384503,W018041181,+0000,00007,0000,84,148,IAL,,SEURP BIARBIGRW01    1078740060 N65384503W018041181+0000          00007000084148 IAL  0000                                 ,S,Simulation application continuation,SEURP BIARBIGRW01    2S                            35554Y        T00007                                                    ,3,"rwy_mag_brg_tenths,primary_1_123,cont#2_1_123"
S,EUR,P,G,BIAR,RW19,07874,1860,N65400229,W018042640,+0000,00005,0000,52,148,IAR,,SEURP BIARBIGRW19    1078741860 N65400229W018042640+0000    +0067700005000052148 IAR  0000                                 ,S,Simulation application continuation,SEURP BIARBIGRW19    2S                            17554Y        L00005                                                    ,3,"rwy_mag_brg_tenths,primary_1_123,cont#2_1_123"
S,EUR,P,G,BIGJ,RW04,03150,0410,N65592931,W021195543,-0900,00082,0000,40,075,,,SEURP BIGJBIGRW04    1031500410 N65592931W021195543-0900          00082000040075      0000                                 ,S,Simulation application continuation,SEURP BIGJBIGRW04    2S                            02827Y        L00082                                                    ,5,"lat_raw,lon_raw,lthr_elev_ft,primary_1_123,cont#2_1_123"
S,EUR,P,G,BIGJ,RW22,03150,2210,N65595659,W021191940,+0900,00052,0000,40,075,,,SEURP BIGJBIGRW22    1031502210 N65595659W021191940+0900          00052000040075      0000                                 ,S,Simulation application continuation,SEURP BIGJBIGRW22    2S                            20828Y        L00052                                                    ,5,"lat_raw,lon_raw,lthr_elev_ft,primary_1_123,cont#2_1_123"
S,EUR,P,G,BITN,RW01,03934,0118,N66124708,W015200738,+0300,00051,0000,50,098,,,SEURP BITNBIGRW01    1039340118 N66124708W015200738+0300    +0079800051000050098      0000                                 ,S,Simulation application continuation,SEURP BITNBIGRW01    2S                            00287Y        L00051                                                    ,1,primary_1_123
S,EUR,P,G,EBAW,RW29,04954,2890,N51111575,E004282345,-0080,00031,0000,52,148,IAD,,SEURP EBAWEBGRW29    1049542890 N51111575E004282345-0080    +0054500031000052148 IAD  0000                                 ,S,Simulation application continuation,SEURP EBAWEBGRW29    2S                            28980Y        T00031                                                    ,1,cont#2_1_123
S,EUR,P,G,EBMB,RW07L,11936,0640,N50540054,E004273580,-0210,00121,0946,50,148,,,SEURP EBMBEBGRW07L   1119360640 N50540054E004273580-0210    +0082300121094650148      0000                                 ,S,Simulation application continuation,SEURP EBMBEBGRW07L   2S                            06535Y        L00121                                                    ,1,cont#2_1_123
S,EUR,P,G,EBMB,RW07R,10531,0690,N50532189,E004285540,-0150,00166,0401,50,148,,,SEURP EBMBEBGRW07R   1105310690 N50532189E004285540-0150    +0096300166040150148      0000                                 ,S,Simulation application continuation,SEURP EBMBEBGRW07R   2S                            06989Y        L00166                                                    ,3,"rwy_length_ft,primary_1_123,cont#2_1_123"
S,EUR,P,G,EBMB,RW25L,10531,2490,N50535618,E004312384,+0150,00150,0000,59,148,,,SEURP EBMBEBGRW25L   1105312490 N50535618E004312384+0150    +0091300150000059148      0000                                 ,S,Simulation application continuation,SEURP EBMBEBGRW25L   2S                            24989Y        T00157                                                    ,4,"rwy_length_ft,lat_raw,lon_raw,primary_1_123"
S,EUR,P,G,EDAJ,RW06,03002,0590,N50524663,E012074721,,01015,0000,40,079,,,SEURP EDAJEDGRW06    1030020590 N50524663E012074721               01015000040079      0000                                 ,S,Simulation application continuation,SEURP EDAJEDGRW06    2S                            06400N        A01015                                                    ,5,"rwy_length_ft,rwy_mag_brg_tenths,lat_raw,lon_raw,primary_1_123"
S,EUR,P,G,EDAJ,RW24,03002,2390,N50525812,E012082444,,01015,0344,40,079,,,SEURP EDAJEDGRW24    1030022390 N50525812E012082444               01015034440079      0000                                 ,S,Simulation application continuation,SEURP EDAJEDGRW24    2S                            24400N        A01015                                                    ,6,"rwy_length_ft,rwy_mag_brg_tenths,lat_raw,lon_raw,dthr_ft,primary_1_123"
S,EUR,P,G,EDCJ,RW06,02953,0600,N50444453,E012495343,,01202,0000,40,066,,,SEURP EDCJEDGRW06    1029530600 N50444453E012495343               01202000040066      0000                                 ,S,Simulation application continuation,SEURP EDCJEDGRW06    2S                            06500N        A01202                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDCJ,RW24,02953,2400,N50445687,E012503514,,01202,0000,40,066,,,SEURP EDCJEDGRW24    1029532400 N50445687E012503514               01202000040066      0000                                 ,S,Simulation application continuation,SEURP EDCJEDGRW24    2S                            24500N        A01202                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDCV,RW09,02953,0850,N53301999,E013563142,,00072,0000,40,075,,,SEURP EDCVEDGRW09    1029530850 N53301999E013563142               00072000040075      0000                                 ,S,Simulation application continuation,SEURP EDCVEDGRW09    2S                            09000N        A00072                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDCV,RW27,02953,2650,N53301999,E013572026,,00072,0000,40,075,,,SEURP EDCVEDGRW27    1029532650 N53301999E013572026               00072000040075      0000                                 ,S,Simulation application continuation,SEURP EDCVEDGRW27    2S                            27000N        A00072                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDDF,RW18,13123,1760,N50020301,E008313335,,00325,0000,50,148,,,SEURP EDDFEDGRW18    1131231760 N50020301E008313335               00325000050148      0000                                 ,S,Simulation application continuation,SEURP EDDFEDGRW18    2S                            17963Y        L00325                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDDG,RW07,07119,0700,N52075347,E007401218,,00156,0000,56,148,IMOE,,SEURP EDDGEDGRW07    1071190700 N52075347E007401218         +0091500156000056148 IMOE 0000                                 ,S,Simulation application continuation,SEURP EDDGEDGRW07    2S                            07105Y        L00156                                                    ,1,primary_1_123
S,EUR,P,G,EDDG,RW25,07119,2500,N52081416,E007415012,,00159,0656,54,148,IMOW,,SEURP EDDGEDGRW25    1071192500 N52081416E007415012         +0092300159065654148 IMOW 0000                                 ,S,Simulation application continuation,SEURP EDDGEDGRW25    2S                            25105Y        L00159                                                    ,1,primary_1_123
S,EUR,P,G,EDDL,RW05R,09833,0500,N51165245,E006451947,,00120,0985,52,148,IDSE,,SEURP EDDLEDGRW05R   1098330500 N51165245E006451947         +0082400120098552148 IDSE 0984                                 ,S,Simulation application continuation,SEURP EDDLEDGRW05R   2S                            05280Y        L00120                                                    ,2,"rwy_length_ft,primary_1_123"
S,EUR,P,G,EDDL,RW23L,09833,2300,N51173943,E006465807,,00138,0985,58,148,IDSW,,SEURP EDDLEDGRW23L   1098332300 N51173943E006465807         +0087900138098558148 IDSW 0984                                 ,S,Simulation application continuation,SEURP EDDLEDGRW23L   2S                            23280Y        T00138                                                    ,2,"rwy_length_ft,primary_1_123"
S,EUR,P,G,EDDW,RW09,06693,0860,N53024767,E008462803,,00013,0000,51,148,IBRE,,SEURP EDDWEDGRW09    1066930860 N53024767E008462803         +0044700013000051148 IBRE 0000                                 ,S,Simulation application continuation,SEURP EDDWEDGRW09    2S                            08784Y        L00013                                                    ,2,"tch_raw,primary_1_123"
S,EUR,P,G,EDFH,RW03,12467,0290,N49560122,E007145677,,01637,0984,50,148,IHAE,,SEURP EDFHEDGRW03    1124670290 N49560122E007145677         +0547801637098450148 IHAE 0000                                 ,S,Simulation application continuation,SEURP EDFHEDGRW03    2S                            03247Y        L01637                                                    ,4,"rwy_mag_brg_tenths,lthr_elev_ft,primary_1_123,cont#2_1_123"
S,EUR,P,G,EDFH,RW21,12467,2090,N49572861,E007162295,,01594,0984,54,148,IHAW,,SEURP EDFHEDGRW21    1124672090 N49572861E007162295         +0534801594098454148 IHAW 0000                                 ,S,Simulation application continuation,SEURP EDFHEDGRW21    2S                            21247Y        L01594                                                    ,4,"rwy_mag_brg_tenths,lthr_elev_ft,primary_1_123,cont#2_1_123"
S,EUR,P,G,EDHL,RW07,06896,0680,N53480876,E010421519,,00053,0590,49,197,ILUE,,SEURP EDHLEDGRW07    1068960680 N53480876E010421519         +0055600053059049197 ILUE 0000                                 ,S,Simulation application continuation,SEURP EDHLEDGRW07    2S                            07199Y        L00053                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDHL,RW25,06896,2480,N53482797,E010435504,,00048,0000,51,197,ILUW,,SEURP EDHLEDGRW25    1068962480 N53482797E010435504         +0054100048000051197 ILUW 0000                                 ,S,Simulation application continuation,SEURP EDHLEDGRW25    2S                            25199Y        L00048                                                    ,3,"rwy_mag_brg_tenths,tch_raw,primary_1_123"
S,EUR,P,G,EDLD,RW08,04921,0820,N51365611,E006510682,,00213,0328,40,098,,,SEURP EDLDEDGRW08    1049210820 N51365611E006510682               00213032840098      0000                                 ,S,Simulation application continuation,SEURP EDLDEDGRW08    2S                            08500N        A00213                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDLD,RW26,04921,2620,N51365952,E006521418,,00213,0328,40,098,,,SEURP EDLDEDGRW26    1049212620 N51365952E006521418               00213032840098      0000                                 ,S,Simulation application continuation,SEURP EDLDEDGRW26    2S                            26500N        A00213                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDMA,RW07,05230,0670,N48252419,E010552478,,01510,0466,50,098,,,SEURP EDMAEDGRW07    1052300670 N48252419E010552478         +0506701510046650098      0000                                 ,S,Simulation application continuation,SEURP EDMAEDGRW07    2S                            07149Y        L01510                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDMA,RW25,05230,2470,N48253737,E010562375,,01514,0564,48,098,IAGW,,SEURP EDMAEDGRW25    1052302470 N48253737E010562375         +0507901514056448098 IAGW 0000                                 ,S,Simulation application continuation,SEURP EDMAEDGRW25    2S                            25149Y        L01514                                                    ,4,"rwy_mag_brg_tenths,lthr_elev_ft,primary_1_123,cont#2_1_123"
S,EUR,P,G,EDRZ,RW03,08776,0270,N49120066,E007233270,,01127,0902,50,148,,,SEURP EDRZEDGRW03    1087760270 N49120066E007233270         +0392101127090250148      0000                                 ,S,Simulation application continuation,SEURP EDRZEDGRW03    2S                            03000Y        L01127                                                    ,4,"rwy_mag_brg_tenths,lthr_elev_ft,primary_1_123,cont#2_1_123"
S,EUR,P,G,EDRZ,RW21,08776,2070,N49130791,E007243199,,01116,0000,50,148,,,SEURP EDRZEDGRW21    1087762070 N49130791E007243199         +0389001116000050148      0000                                 ,S,Simulation application continuation,SEURP EDRZEDGRW21    2S                            21000Y        L01116                                                    ,4,"rwy_mag_brg_tenths,lthr_elev_ft,primary_1_123,cont#2_1_123"
S,EUR,P,G,EDWJ,RW07,02297,0730,N53404989,E007030488,,00008,0000,40,066,,,SEURP EDWJEDGRW07    1022970730 N53404989E007030488               00008000040066      0000                                 ,S,Simulation application continuation,SEURP EDWJEDGRW07    2S                            07600N        A00008                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDWJ,RW25,02297,2530,N53405527,E007034192,,00008,0000,40,066,,,SEURP EDWJEDGRW25    1022972530 N53405527E007034192               00008000040066      0000                                 ,S,Simulation application continuation,SEURP EDWJEDGRW25    2S                            25600N        A00008                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDWQ,RW08,02743,0740,N53020731,E008295956,,00096,0121,40,072,,,SEURP EDWQEDGRW08    1027430740 N53020731E008295956               00096012140072      0000                                 ,S,Simulation application continuation,SEURP EDWQEDGRW08    2S                            07800N        A00096                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDWQ,RW26,02743,2540,N53021244,E008303950,,00096,0121,40,072,,,SEURP EDWQEDGRW26    1027432540 N53021244E008303950               00096012140072      0000                                 ,S,Simulation application continuation,SEURP EDWQEDGRW26    2S                            25800N        A00096                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDWR,RW13,03281,1280,N53354941,E006423667,,00003,0000,40,066,,,SEURP EDWREDGRW13    1032811280 N53354941E006423667               00003000040066      0000                                 ,S,Simulation application continuation,SEURP EDWREDGRW13    2S                            13100N        A00003                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDWR,RW31,03281,3080,N53352865,E006431839,,00003,0000,40,066,,,SEURP EDWREDGRW31    1032813080 N53352865E006431839               00003000040066      0000                                 ,S,Simulation application continuation,SEURP EDWREDGRW31    2S                            31100N        A00003                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDXH,RW06,00846,0550,N54110851,E007544851,,00008,0000,40,039,,,SEURP EDXHEDGRW06    1008460550 N54110851E007544851               00008000040039      0000                                 ,S,Simulation application continuation,SEURP EDXHEDGRW06    2S                            05900N        A00008                                                    ,1,cont#2_1_123
S,EUR,P,G,EDXH,RW15,01575,1450,N54111174,E007544603,,00008,0000,40,098,,,SEURP EDXHEDGRW15    1015751450 N54111174E007544603               00008000040098      0000                                 ,S,Simulation application continuation,SEURP EDXHEDGRW15    2S                            14900N        A00008                                                    ,1,cont#2_1_123
S,EUR,P,G,EDXH,RW24,00846,2350,N54111357,E007550040,,00008,0000,40,039,,,SEURP EDXHEDGRW24    1008462350 N54111357E007550040               00008000040039      0000                                 ,S,Simulation application continuation,SEURP EDXHEDGRW24    2S                            23900N        A00008                                                    ,1,cont#2_1_123
S,EUR,P,G,EDXH,RW33,01575,3250,N54105915,E007550137,,00008,0000,40,098,,,SEURP EDXHEDGRW33    1015753250 N54105915E007550137               00008000040098      0000                                 ,S,Simulation application continuation,SEURP EDXHEDGRW33    2S                            32900N        A00008                                                    ,1,cont#2_1_123
S,EUR,P,G,EDXJ,RW03,04757,0320,N54302072,E009080029,,00062,0509,40,098,,,SEURP EDXJEDGRW03    1047570320 N54302072E009080029               00062050940098      0000                                 ,S,Simulation application continuation,SEURP EDXJEDGRW03    2S                            03600N        A00062                                                    ,1,cont#2_1_123
S,EUR,P,G,EDXJ,RW21,04757,2120,N54305128,E009083571,,00062,0509,40,098,,,SEURP EDXJEDGRW21    1047572120 N54305128E009083571               00062050940098      0000                                 ,S,Simulation application continuation,SEURP EDXJEDGRW21    2S                            21600N        A00062                                                    ,1,cont#2_1_123
S,EUR,P,G,EDXM,RW07,02297,0720,N53583991,E009082446,,00124,0000,40,059,,,SEURP EDXMEDGRW07    1022970720 N53583991E009082446               00124000040059      0000                                 ,S,Simulation application continuation,SEURP EDXMEDGRW07    2S                            07600N        A00124                                                    ,1,cont#2_1_123
S,EUR,P,G,EDXM,RW25,02297,2520,N53584338,E009090228,,00124,0000,40,059,,,SEURP EDXMEDGRW25    1022972520 N53584338E009090228               00124000040059      0000                                 ,S,Simulation application continuation,SEURP EDXMEDGRW25    2S                            25600N        A00124                                                    ,1,cont#2_1_123
S,EUR,P,G,EDXO,RW07,02198,0670,N54182782,E008405505,,00005,0000,40,098,,,SEURP EDXOEDGRW07    1021980670 N54182782E008405505               00005000040098      0000                                 ,S,Simulation application continuation,SEURP EDXOEDGRW07    2S                            07200N        A00005                                                    ,3,"rwy_mag_brg_tenths,primary_1_123,cont#2_1_123"
S,EUR,P,G,EDXO,RW25,02198,2470,N54183622,E008412899,,00005,0000,40,098,,,SEURP EDXOEDGRW25    1021982470 N54183622E008412899               00005000040098      0000                                 ,S,Simulation application continuation,SEURP EDXOEDGRW25    2S                            25200N        A00005                                                    ,3,"rwy_mag_brg_tenths,primary_1_123,cont#2_1_123"
S,EUR,P,G,EDXP,RW08,01673,0810,N53422301,E007485932,,00007,0000,40,066,,,SEURP EDXPEDGRW08    1016730810 N53422301E007485932               00007000040066      0000                                 ,S,Simulation application continuation,SEURP EDXPEDGRW08    2S                            08500N        A00007                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EDXP,RW26,01673,2610,N53422465,E007492689,,00007,0000,40,066,,,SEURP EDXPEDGRW26    1016732610 N53422465E007492689               00007000040066      0000                                 ,S,Simulation application continuation,SEURP EDXPEDGRW26    2S                            26500N        A00007                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFJO,RW10,08202,0970,N62395252,E029355159,,00399,0000,50,171,,,SEURP EFJOEFGRW10    1082020970 N62395252E029355159         +0139100399000050171      0000                                 ,S,Simulation application continuation,SEURP EFJOEFGRW10    2S                            11030Y        L00399                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFJO,RW28,08202,2770,N62392448,E029383622,,00365,0000,49,171,JO,,SEURP EFJOEFGRW28    1082022770 N62392448E029383622         +0128700365000049171 JO   0000                                 ,S,Simulation application continuation,SEURP EFJOEFGRW28    2S                            29034Y        T00380                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFJY,RW12,08533,1230,N62242718,E025393650,,00453,0000,50,197,,,SEURP EFJYEFGRW12    1085331230 N62242718E025393650         +0156600453000050197      0000                                 ,S,Simulation application continuation,SEURP EFJYEFGRW12    2S                            13393Y        T00460                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFJY,RW30,08533,3030,N62232887,E025414690,,00408,0000,55,197,JY,,SEURP EFJYEFGRW30    1085333030 N62232887E025414690         +0142800408000055197 JY   0000                                 ,S,Simulation application continuation,SEURP EFJYEFGRW30    2S                            31396Y        T00439                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFKT,RW16,08202,1530,N67424285,E024502315,,00633,0000,50,148,HOU,,SEURP EFKTEFGRW16    1082021530 N67424285E024502315         +0216300633000050148 HOU  0000                                 ,S,Simulation application continuation,SEURP EFKTEFGRW16    2S                            16610Y        L00633                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFKT,RW34,08202,3330,N67412451,E024511416,,00645,0000,58,148,KT,,SEURP EFKTEFGRW34    1082023330 N67412451E024511416         +0220000645000058148 KT   0000                                 ,S,Simulation application continuation,SEURP EFKTEFGRW34    2S                            34612Y        L00645                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFKU,RW15,09186,1450,N63010509,E027471552,,00307,0000,50,197,,,SEURP EFKUEFGRW15    1091861450 N63010509E027471552         +0111900307000050197      0000                                 ,S,Simulation application continuation,SEURP EFKUEFGRW15    2S                            15717Y        T00324                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFKU,RW33,09186,3250,N62594174,E027483267,,00317,0000,57,197,KU,,SEURP EFKUEFGRW33    1091863250 N62594174E027483267         +0114700317000057197 KU   0000                                 ,S,Simulation application continuation,SEURP EFKUEFGRW33    2S                            33719Y        T00318                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFLP,RW06,08202,0550,N61022443,E028072332,,00349,0000,53,197,LP,,SEURP EFLPEFGRW06    1082020550 N61022443E028072332         +0122000349000053197 LP   0000                                 ,S,Simulation application continuation,SEURP EFLPEFGRW06    2S                            06672Y        L00349                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFLP,RW24,08202,2350,N61025633,E028095636,,00349,0000,50,197,,,SEURP EFLPEFGRW24    1082022350 N61025633E028095636         +0122100349000050197      0000                                 ,S,Simulation application continuation,SEURP EFLPEFGRW24    2S                            24676Y        T00350                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFMA,RW03,06243,0150,N60065171,E019532892,,00005,0000,50,197,,,SEURP EFMAEFGRW03    1062430150 N60065171E019532892         +0020300005000050197      0000                                 ,S,Simulation application continuation,SEURP EFMAEFGRW03    2S                            02337Y        T00009                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFMA,RW21,06243,1950,N60074815,E019541781,,00018,0000,54,197,SD,,SEURP EFMAEFGRW21    1062431950 N60074815E019541781         +0024200018000054197 SD   0000                                 ,S,Simulation application continuation,SEURP EFMAEFGRW21    2S                            20338Y        L00018                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFNU,RW04,03983,0300,N60193760,E024165871,,00362,0108,50,066,,,SEURP EFNUEFGRW04    1039830300 N60193760E024165871               00362010850066      0000                                 ,S,Simulation application continuation,SEURP EFNUEFGRW04    2S                            04069Y        L00362                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFNU,RW22,03983,2100,N60200654,E024174892,,00370,0000,40,066,,,SEURP EFNUEFGRW22    1039832100 N60200654E024174892               00370000040066      0000                                 ,S,Simulation application continuation,SEURP EFNUEFGRW22    2S                            22070Y        L00370                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFSO,RW16,04921,1510,N67240555,E026365297,,00599,0000,50,098,,,SEURP EFSOEFGRW16    1049211510 N67240555E026365297         +0202700599000050098      0000                                 ,S,Simulation application continuation,SEURP EFSOEFGRW16    2S                            16535Y        L00599                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFSO,RW34,04921,3310,N67231869,E026372479,,00598,0000,50,098,,,SEURP EFSOEFGRW34    1049213310 N67231869E026372479         +0202300598000050098      0000                                 ,S,Simulation application continuation,SEURP EFSOEFGRW34    2S                            34536Y        L00598                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFUT,RW07,06562,0670,N60534032,E026551319,,00329,0000,50,148,,,SEURP EFUTEFGRW07    1065620670 N60534032E026551319         +0115700329000050148      0000                                 ,S,Simulation application continuation,SEURP EFUTEFGRW07    2S                            07803Y        T00332                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EFUT,RW25,06562,2470,N60535371,E026572296,,00340,0000,61,148,UT,,SEURP EFUTEFGRW25    1065622470 N60535371E026572296         +0118900340000061148 UT   0000                                 ,S,Simulation application continuation,SEURP EFUTEFGRW25    2S                            25806Y        L00340                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EGAB,RW14,03996,1410,N54240916,W007392644,,00154,0000,40,098,,,SEURP EGABEGGRW14    1039961410 N54240916W007392644               00154000040098      0000                                 ,S,Simulation application continuation,SEURP EGABEGGRW14    2S                            13967Y        L00154                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EGAB,RW32,03996,3210,N54234471,W007385087,,00154,0741,40,098,,,SEURP EGABEGGRW32    1039963210 N54234471W007385087               00154074140098      0000                                 ,S,Simulation application continuation,SEURP EGABEGGRW32    2S                            31968Y        L00154                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EGAD,RW03,02595,0320,N54344067,W005414272,,00009,0000,40,059,,,SEURP EGADEGGRW03    1025950320 N54344067W005414272               00009000040059      0000                                 ,S,Simulation application continuation,SEURP EGADEGGRW03    2S                            03117Y        L00009                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EGAD,RW08,01857,0780,N54344851,W005415008,,00009,0000,40,059,,,SEURP EGADEGGRW08    1018570780 N54344851W005415008               00009000040059      0000                                 ,S,Simulation application continuation,SEURP EGADEGGRW08    2S                            07690Y        L00009                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EGAD,RW15,02100,1500,N54350506,W005413265,,00009,0279,40,059,,,SEURP EGADEGGRW15    1021001500 N54350506W005413265               00009027940059      0000                                 ,S,Simulation application continuation,SEURP EGADEGGRW15    2S                            14951Y        L00009                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EGAD,RW21,02595,2120,N54350046,W005412211,,00009,0243,40,059,,,SEURP EGADEGGRW21    1025952120 N54350046W005412211               00009024340059      0000                                 ,S,Simulation application continuation,SEURP EGADEGGRW21    2S                            21117Y        L00009                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EGAD,RW26,01857,2580,N54345265,W005411944,,00009,0000,40,059,,,SEURP EGADEGGRW26    1018572580 N54345265W005411944               00009000040059      0000                                 ,S,Simulation application continuation,SEURP EGADEGGRW26    2S                            25691Y        L00009                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EGAD,RW33,02100,3300,N54345174,W005411915,,00009,0256,40,059,,,SEURP EGADEGGRW33    1021003300 N54345174W005411915               00009025640059      0000                                 ,S,Simulation application continuation,SEURP EGADEGGRW33    2S                            32952Y        L00009                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EGBE,RW05,05988,0460,N52215362,W001291826,,00267,0000,50,151,,,SEURP EGBEEGGRW05    1059880460 N52215362W001291826               00267000050151      0590                                 ,S,Simulation application continuation,SEURP EGBEEGGRW05    2S                            04735Y        L00267                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EGBE,RW23,05988,2260,N52222903,W001281543,,00265,0686,50,151,,,SEURP EGBEEGGRW23    1059882260 N52222903W001281543               00265068650151      0305                                 ,S,Simulation application continuation,SEURP EGBEEGGRW23    2S                            22737Y        L00265                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EGBN,RW03,02694,0280,N52545900,W001044600,,00114,0000,40,076,,,SEURP EGBNEGGRW03    1026940280 N52545900W001044600               00114000040076      0000                                 ,S,Simulation application continuation,SEURP EGBNEGGRW03    2S                            02870Y        L00114                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,EUR,P,G,EGBN,RW09,03445,0870,N52551400,W001050700,,00127,0499,40,098,,,SEURP EGBNEGGRW09    1034450870 N52551400W001050700               00127049940098      0000                                 ,S,Simulation application continuation,SEURP EGBNEGGRW09    2S                            08810Y        L00127                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
