record_type,area_code,sec,sub,icao,runway_id,rwy_length_ft,rwy_mag_brg_tenths,lat_raw,lon_raw,rwy_grad_pct100,lthr_elev_ft,dthr_ft,tch_raw,rwy_width_ft,loc_mls_gls_ident,loc_cat_class,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123,changed_field_count,changed_fields
S,AFR,P,G,DFFD,RW04,09888,0350,N12203024,W001311200,,01034,0000,49,148,OG,,SAFRP DFFDDFGRW04    1098880350 N12203024W001311200         +0341101034000049148 OG   0000                                 ,S,Simulation application continuation,SAFRP DFFDDFGRW04    2S                            03340Y        T01037                                                    ,1,cont#2_1_123
S,AFR,P,G,DFFD,RW22,09888,2150,N12215214,W001301712,,00981,0000,49,148,,,SAFRP DFFDDFGRW22    1098882150 N12215214W001301712         +0325200981000049148      0000                                 ,S,Simulation application continuation,SAFRP DFFDDFGRW22    2S                            21340Y        L00981                                                    ,3,"rwy_grad_pct100,primary_1_123,cont#2_1_123"
S,AFR,P,G,DGAA,RW03,11175,0260,N05352630,W000102356,,00176,0000,50,197,,,SAFRP DGAADGGRW03    1111750260 N05352630W000102356               00176000050197      1030                                 ,S,Simulation application continuation,SAFRP DGAADGGRW03    2S                            02239Y        T00184                                                    ,2,"lthr_elev_ft,primary_1_123"
S,AFR,P,G,DGAA,RW21,11175,2060,N05365640,W000094650,,00197,1322,50,197,IACA,,SAFRP DGAADGGRW21    1111752060 N05365640W000094650               00197132250197 IACA 0341                                 ,S,Simulation application continuation,SAFRP DGAADGGRW21    2S                            20239Y        T00204                                                    ,2,"dthr_ft,primary_1_123"
S,AFR,P,G,DNAA,RW04,11844,0350,N08593640,E007151346,,01087,0000,50,148,IAC,,SAFRP DNAADNGRW04    1118440350 N08593640E007151346               01087000050148 IAC  0000                                 ,S,Simulation application continuation,SAFRP DNAADNGRW04    2S                            03515Y        L01087                                                    ,1,cont#2_1_123
S,AFR,P,G,DNAA,RW22,11844,2150,N09011253,E007162140,,01122,0000,50,148,IAB,,SAFRP DNAADNGRW22    1118442150 N09011253E007162140               01122000050148 IAB  0000                                 ,S,Simulation application continuation,SAFRP DNAADNGRW22    2S                            21515Y        L01122                                                    ,1,cont#2_1_123
S,AFR,P,G,DNAK,RW03,09186,0260,N07140671,E005174481,+0460,01065,0000,50,148,,,SAFRP DNAKDNGRW03    1091860260 N07140671E005174481+0460          01065000050148      0000                                 ,S,Simulation application continuation,SAFRP DNAKDNGRW03    2S                            02423Y        L01065                                                    ,1,cont#2_1_123
S,AFR,P,G,DNAK,RW21,09186,2060,N07152985,E005182225,-0460,01108,0000,50,148,,,SAFRP DNAKDNGRW21    1091862060 N07152985E005182225-0460          01108000050148      0000                                 ,S,Simulation application continuation,SAFRP DNAKDNGRW21    2S                            20423Y        L01108                                                    ,1,cont#2_1_123
S,AFR,P,G,DNIM,RW17,08858,1700,N05262061,E007121191,,00372,0000,50,148,,,SAFRP DNIMDNGRW17    1088581700 N05262061E007121191               00372000050148      0000                                 ,S,Simulation application continuation,SAFRP DNIMDNGRW17    2S                            16800N        L00372                                                    ,2,"loc_mls_gls_ident,primary_1_123"
S,AFR,P,G,DNKN,RW05,08530,0450,N12021992,E008311874,,01532,0492,50,148,,,SAFRP DNKNDNGRW05    1085300450 N12021992E008311874               01532049250148      0000                                 ,S,Simulation application continuation,SAFRP DNKNDNGRW05    2S                            04465Y        L01532                                                    ,1,cont#2_1_123
S,AFR,P,G,DNKN,RW06,10827,0620,N12022981,E008302393,-0499,01560,0000,50,197,IKN,,SAFRP DNKNDNGRW06    1108270620 N12022981E008302393-0499          01560000050197 IKN  0000                                 ,S,Simulation application continuation,SAFRP DNKNDNGRW06    2S                            06113Y        L01560                                                    ,1,cont#2_1_123
S,AFR,P,G,DNKN,RW23,08530,2250,N12031666,E008321568,,01500,0000,50,148,,,SAFRP DNKNDNGRW23    1085302250 N12031666E008321568               01500000050148      0000                                 ,S,Simulation application continuation,SAFRP DNKNDNGRW23    2S                            22465Y        L01500                                                    ,1,cont#2_1_123
S,AFR,P,G,DNKN,RW24,10827,2420,N12032169,E008315956,+0499,01506,0000,50,197,IKK,,SAFRP DNKNDNGRW24    1108272420 N12032169E008315956+0499          01506000050197 IKK  0000                                 ,S,Simulation application continuation,SAFRP DNKNDNGRW24    2S                            24113Y        L01506                                                    ,1,cont#2_1_123
S,AFR,P,G,DXXX,RW04,09843,0420,N06091846,E001144447,,00062,0000,49,148,,,SAFRP DXXXDXGRW04    1098430420 N06091846E001144447               00062000049148      0197                                 ,S,Simulation application continuation,SAFRP DXXXDXGRW04    2S                            03860Y        T00062                                                    ,2,"lthr_elev_ft,primary_1_123"
S,AFR,P,G,FABE,RW08,08209,0860,S32541211,E027160549,,01944,0000,50,197,,,SAFRP FABEFAGRW08    1082090860 S32541211E027160549               01944000050197      0000                                 ,S,Simulation application continuation,SAFRP FABEFAGRW08    2S                            05700Y        L01944                                                    ,3,"rwy_mag_brg_tenths,primary_1_123,cont#2_1_123"
S,AFR,P,G,FABE,RW26,08209,2660,S32532732,E027172580,,01948,0000,50,197,,,SAFRP FABEFAGRW26    1082092660 S32532732E027172580               01948000050197      0000                                 ,S,Simulation application continuation,SAFRP FABEFAGRW26    2S                            23700Y        L01948                                                    ,3,"rwy_mag_brg_tenths,primary_1_123,cont#2_1_123"
S,AFR,P,G,FACT,RW01,10502,0110,S33591586,E018363201,+0029,00144,0000,60,200,CTI,,SAFRP FACTFAGRW01    1105020110 S33591586E018363201+0029          00144000060200 CTI  0000                                 ,S,Simulation application continuation,SAFRP FACTFAGRW01    2S                            34500Y        T00144                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FACT,RW16,05581,1610,S33574096,E018355089,,00143,0000,50,151,,,SAFRP FACTFAGRW16    1055811610 S33574096E018355089               00143000050151      0000                                 ,S,Simulation application continuation,SAFRP FACTFAGRW16    2S                            13500Y        L00143                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FACT,RW19,10502,1910,S33573543,E018360018,-0029,00147,0000,57,200,KSI,,SAFRP FACTFAGRW19    1105021910 S33573543E018360018-0029          00147000057200 KSI  0000                                 ,S,Simulation application continuation,SAFRP FACTFAGRW19    2S                            16500Y        T00147                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FACT,RW34,05581,3410,S33582014,E018363756,,00151,0000,50,151,,,SAFRP FACTFAGRW34    1055813410 S33582014E018363756               00151000050151      0000                                 ,S,Simulation application continuation,SAFRP FACTFAGRW34    2S                            31500Y        L00151                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FAEL,RW29,06355,2920,S33020517,E027495691,,00386,0000,53,148,ELI,,SAFRP FAELFAGRW29    1063552920 S33020517E027495691               00386000053148 ELI  0000                                 ,S,Simulation application continuation,SAFRP FAELFAGRW29    2S                            26200Y        T00397                                                    ,2,"tch_raw,primary_1_123"
S,AFR,P,G,FAGG,RW11,06562,1160,S34002130,E022215901,+0400,00622,0000,55,148,GEI,,SAFRP FAGGFAGRW11    1065621160 S34002130E022215901+0400          00622000055148 GEI  0197                                 ,S,Simulation application continuation,SAFRP FAGGFAGRW11    2S                            08800Y        L00622                                                    ,2,"tch_raw,primary_1_123"
S,AFR,P,G,FALA,RW07,09829,0670,S25565384,E027545555,-1300,04521,0000,44,148,LAI,,SAFRP FALAFAGRW07    1098290670 S25565384E027545555-1300          04521000044148 LAI  0000                                 ,S,Simulation application continuation,SAFRP FALAFAGRW07    2S                            04700Y        L04521                                                    ,4,"rwy_mag_brg_tenths,tch_raw,primary_1_123,cont#2_1_123"
S,AFR,P,G,FALA,RW25,09829,2470,S25554955,E027561298,+1300,04394,0233,50,148,,,SAFRP FALAFAGRW25    1098292470 S25554955E027561298+1300          04394023350148      0000                                 ,S,Simulation application continuation,SAFRP FALAFAGRW25    2S                            22700Y        L04394                                                    ,3,"rwy_mag_brg_tenths,primary_1_123,cont#2_1_123"
S,AFR,P,G,FALE,RW06,12139,0620,S29373019,E031062789,+0110,00287,0000,58,197,TNI,,SAFRP FALEFAGRW06    1121390620 S29373019E031062789+0110          00287000058197 TNI  0000                                 ,S,Simulation application continuation,SAFRP FALEFAGRW06    2S                            03700Y        L00287                                                    ,2,"tch_raw,primary_1_123"
S,AFR,P,G,FALE,RW24,12139,2420,S29355456,E031075116,-0115,00301,0000,56,197,TGI,,SAFRP FALEFAGRW24    1121392420 S29355456E031075116-0115          00301000056197 TGI  0000                                 ,S,Simulation application continuation,SAFRP FALEFAGRW24    2S                            21700Y        L00301                                                    ,2,"tch_raw,primary_1_123"
S,AFR,P,G,FAOR,RW03R,11171,0340,S26095317,E028145322,,05509,0000,50,197,JNI,,SAFRP FAORFAGRW03R   1111710340 S26095317E028145322               05509000050197 JNI  0000                                 ,S,Simulation application continuation,SAFRP FAORFAGRW03R   2S                            01600Y        L05509                                                    ,4,"lthr_elev_ft,tch_raw,primary_1_123,cont#2_1_123"
S,AFR,P,G,FAOR,RW21L,11171,2140,S26080664,E028152620,,05493,0000,51,197,JAI,,SAFRP FAORFAGRW21L   1111712140 S26080664E028152620               05493000051197 JAI  0000                                 ,S,Simulation application continuation,SAFRP FAORFAGRW21L   2S                            19600Y        L05493                                                    ,4,"lthr_elev_ft,tch_raw,primary_1_123,cont#2_1_123"
S,AFR,P,G,FAOR,RW21R,14505,2140,S26064286,E028144209,,05505,1476,51,197,JBI,,SAFRP FAORFAGRW21R   1145052140 S26064286E028144209               05505147651197 JBI  0000                                 ,S,Simulation application continuation,SAFRP FAORFAGRW21R   2S                            19600Y        L05505                                                    ,3,"dthr_ft,tch_raw,primary_1_123"
S,AFR,P,G,FAPE,RW08,06496,0860,S33593789,E025360000,,00229,0000,49,151,PEI,,SAFRP FAPEFAGRW08    1064960860 S33593789E025360000               00229000049151 PEI  0197                                 ,S,Simulation application continuation,SAFRP FAPEFAGRW08    2S                            05800Y        L00229                                                    ,2,"tch_raw,primary_1_123"
S,AFR,P,G,FAPM,RW16,05043,1680,S29383635,E030233776,,02350,0000,50,098,,,SAFRP FAPMFAGRW16    1050431680 S29383635E030233776               02350000050098      0426                                 ,S,Simulation application continuation,SAFRP FAPMFAGRW16    2S                            14200Y        L02350                                                    ,4,"rwy_mag_brg_tenths,lthr_elev_ft,primary_1_123,cont#2_1_123"
S,AFR,P,G,FAPM,RW34,05043,3480,S29391573,E030241294,,02423,0000,50,098,,,SAFRP FAPMFAGRW34    1050433480 S29391573E030241294               02423000050098      0000                                 ,S,Simulation application continuation,SAFRP FAPMFAGRW34    2S                            32200Y        L02423                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FAPP,RW05,07612,0540,S23513171,E029264972,+0276,04014,0000,49,148,,,SAFRP FAPPFAGRW05    1076120540 S23513171E029264972+0276          04014000049148      2805                                 ,S,Simulation application continuation,SAFRP FAPPFAGRW05    2S                            03800Y        L04014                                                    ,2,"loc_mls_gls_ident,primary_1_123"
S,AFR,P,G,FAUT,RW14,08530,1410,S31322990,E028394589,,02380,0000,50,148,,,SAFRP FAUTFAGRW14    1085301410 S31322990E028394589               02380000050148      0197                                 ,S,Simulation application continuation,SAFRP FAUTFAGRW14    2S                            11300Y        L02380                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FAUT,RW32,08530,3210,S31330307,E028411638,,02417,0000,50,148,,,SAFRP FAUTFAGRW32    1085303210 S31330307E028411638               02417000050148      0197                                 ,S,Simulation application continuation,SAFRP FAUTFAGRW32    2S                            29300Y        L02417                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FGSL,RW04,09646,0440,N03444345,E008415949,,00076,0000,50,148,,,SAFRP FGSLFGGRW04    1096460440 N03444345E008415949               00076000050148      0164                                 ,S,Simulation application continuation,SAFRP FGSLFGGRW04    2S                            04190Y        L00076                                                    ,2,"lon_raw,primary_1_123"
S,AFR,P,G,FGSL,RW22,09646,2240,N03455466,E008430316,+0340,00043,0000,50,148,MBO,,SAFRP FGSLFGGRW22    1096462240 N03455466E008430316+0340          00043000050148 MBO  0164                                 ,S,Simulation application continuation,SAFRP FGSLFGGRW22    2S                            22190Y        T00076                                                    ,3,"lat_raw,lon_raw,primary_1_123"
S,AFR,P,G,FJDG,RW13,12004,1297,S07181649,E072234907,+0000,00013,0000,51,200,,,SAFRP FJDGFJGRW13    1120041297 S07181649E072234907+0000    +0070600013000051200      0000                                 ,S,Simulation application continuation,SAFRP FJDGFJGRW13    2S                            12170Y        L00013                                                    ,1,primary_1_123
S,AFR,P,G,FJDG,RW31,12004,3097,S07191907,E072253055,+0000,00013,0000,59,200,INKW,,SAFRP FJDGFJGRW31    1120043097 S07191907E072253055+0000    +0070600013000059200 INKW 0000                                 ,S,Simulation application continuation,SAFRP FJDGFJGRW31    2S                            30170Y        T00013                                                    ,1,primary_1_123
S,AFR,P,G,FKKD,RW12,09357,1170,N04004273,E009422897,,00034,0000,49,148,,,SAFRP FKKDFKGRW12    1093571170 N04004273E009422897               00034000049148      0157                                 ,S,Simulation application continuation,SAFRP FKKDFKGRW12    2S                            11678Y        L00034                                                    ,5,"rwy_mag_brg_tenths,lthr_elev_ft,tch_raw,primary_1_123,cont#2_1_123"
S,AFR,P,G,FKKD,RW30,09357,2970,N04000088,E009435152,,00014,0000,49,148,DL,,SAFRP FKKDFKGRW30    1093572970 N04000088E009435152               00014000049148 DL   0000                                 ,S,Simulation application continuation,SAFRP FKKDFKGRW30    2S                            29678Y        T00023                                                    ,5,"rwy_mag_brg_tenths,rwy_grad_pct100,lthr_elev_ft,tch_raw,primary_1_123"
S,AFR,P,G,FMCI,RW13,04265,1310,S12174150,E043454107,,00079,0000,40,098,,,SAFRP FMCIFMGRW13    1042651310 S12174150E043454107               00079000040098      0000                                 ,S,Simulation application continuation,SAFRP FMCIFMGRW13    2S                            12300N        L00079                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FMCI,RW31,04265,3110,S12180461,E043461717,,00066,0000,40,098,,,SAFRP FMCIFMGRW31    1042653110 S12180461E043461717               00066000040098      0000                                 ,S,Simulation application continuation,SAFRP FMCIFMGRW31    2S                            30300N        L00066                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FMCV,RW10,04406,1030,S12074992,E044252783,,00043,0000,40,098,,,SAFRP FMCVFMGRW10    1044061030 S12074992E044252783               00043000040098      0000                                 ,S,Simulation application continuation,SAFRP FMCVFMGRW10    2S                            09500N        L00043                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FMCV,RW28,04406,2830,S12075364,E044261210,,00075,0000,40,098,,,SAFRP FMCVFMGRW28    1044062830 S12075364E044261210               00075000040098      0000                                 ,S,Simulation application continuation,SAFRP FMCVFMGRW28    2S                            27500N        L00075                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FMNM,RW14,07218,1440,S15393784,E046203883,,00035,0000,50,148,,,SAFRP FMNMFMGRW14    1072181440 S15393784E046203883               00035000050148      0000                                 ,S,Simulation application continuation,SAFRP FMNMFMGRW14    2S                            13190Y        L00035                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FMNM,RW32,07218,3240,S15402579,E046213389,,00087,0000,50,148,,,SAFRP FMNMFMGRW32    1072183240 S15402579E046213389               00087000050148      0000                                 ,S,Simulation application continuation,SAFRP FMNMFMGRW32    2S                            31190Y        T00087                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FMSK,RW05,03937,0540,S22072748,E048010559,,00031,0000,40,082,,,SAFRP FMSKFMGRW05    1039370540 S22072748E048010559               00031000040082      0095                                 ,S,Simulation application continuation,SAFRP FMSKFMGRW05    2S                            03400Y        L00031                                                    ,1,cont#2_1_123
S,AFR,P,G,FMSK,RW23,03937,2340,S22065512,E048012901,,00028,0000,40,082,,,SAFRP FMSKFMGRW23    1039372340 S22065512E048012901               00028000040082      0095                                 ,S,Simulation application continuation,SAFRP FMSKFMGRW23    2S                            21400Y        L00028                                                    ,1,cont#2_1_123
S,AFR,P,G,FNCT,RW02,12139,0160,S12294550,E013290308,,00013,0000,50,148,,,SAFRP FNCTFNGRW02    1121390160 S12294550E013290308               00013000050148      0000                                 ,S,Simulation application continuation,SAFRP FNCTFNGRW02    2S                            01000N        L00013                                                    ,4,"rwy_length_ft,lat_raw,lon_raw,primary_1_123"
S,AFR,P,G,FNCT,RW20,12139,1960,S12274710,E013292503,,00013,0000,50,148,,,SAFRP FNCTFNGRW20    1121391960 S12274710E013292503               00013000050148      0000                                 ,S,Simulation application continuation,SAFRP FNCTFNGRW20    2S                            19000N        L00013                                                    ,4,"rwy_length_ft,lat_raw,lon_raw,primary_1_123"
S,AFR,P,G,FOOL,RW16,09843,1550,N00281493,E009242286,+0000,00029,0000,49,148,LB,,SAFRP FOOLFOGRW16    1098431550 N00281493E009242286+0000          00029000049148 LB   0000                                 ,S,Simulation application continuation,SAFRP FOOLFOGRW16    2S                            15400Y        L00029                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FOOL,RW34,09843,3350,N00264709,E009250534,+0000,00030,0000,50,148,,,SAFRP FOOLFOGRW34    1098433350 N00264709E009250534+0000          00030000050148      0000                                 ,S,Simulation application continuation,SAFRP FOOLFOGRW34    2S                            33400Y        T00039                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FOOT,RW15,06562,1460,S02525624,E010570470,,00269,0000,50,098,,,SAFRP FOOTFOGRW15    1065621460 S02525624E010570470               00269000050098      0328                                 ,S,Simulation application continuation,SAFRP FOOTFOGRW15    2S                            14500N        L00269                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FOOT,RW33,06562,3260,S02534967,E010574166,,00266,0000,50,098,,,SAFRP FOOTFOGRW33    1065623260 S02534967E010574166               00266000050098      0328                                 ,S,Simulation application continuation,SAFRP FOOTFOGRW33    2S                            32500N        L00266                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,FQTT,RW01,08202,0080,S16065771,E033382410,,00454,0000,50,148,,,SAFRP FQTTFQGRW01    1082020080 S16065771E033382410               00454000050148      0000                                 ,S,Simulation application continuation,SAFRP FQTTFQGRW01    2S                            00100N        L00454                                                    ,2,"rwy_width_ft,primary_1_123"
S,AFR,P,G,FQTT,RW19,08202,1880,S16053639,E033382612,,00503,0000,50,148,,,SAFRP FQTTFQGRW19    1082021880 S16053639E033382612               00503000050148      0000                                 ,S,Simulation application continuation,SAFRP FQTTFQGRW19    2S                            18100N        L00503                                                    ,2,"rwy_width_ft,primary_1_123"
S,AFR,P,G,FTTD,RW04,09843,0350,N08370412,E016040024,,01384,0000,40,148,,,SAFRP FTTDFTGRW04    1098430350 N08370412E016040024               01384000040148      0328                                 ,S,Simulation application continuation,SAFRP FTTDFTGRW04    2S                            03700Y        T01388                                                    ,7,"rwy_mag_brg_tenths,lat_raw,lon_raw,lthr_elev_ft,tch_raw,primary_1_123,cont#2_1_123"
S,AFR,P,G,FTTD,RW22,09843,2150,N08382423,E016045642,,01424,0000,40,148,,,SAFRP FTTDFTGRW22    1098432150 N08382423E016045642               01424000040148      0328                                 ,S,Simulation application continuation,SAFRP FTTDFTGRW22    2S                            21700Y        L01424                                                    ,7,"rwy_mag_brg_tenths,lat_raw,lon_raw,lthr_elev_ft,tch_raw,primary_1_123,cont#2_1_123"
S,AFR,P,G,FYWH,RW08,14990,0760,S22292308,E017265843,,05642,0000,50,148,,,SAFRP FYWHFYGRW08    1149900760 S22292308E017265843               05642000050148      0000                                 ,S,Simulation application continuation,SAFRP FYWHFYGRW08    2S                            06337Y        L05642                                                    ,3,"lthr_elev_ft,primary_1_123,cont#2_1_123"
S,AFR,P,G,GAGO,RW06L,08202,0630,N16143576,W000005666,,00837,0000,49,148,,,SAFRP GAGOGAGRW06L   1082020630 N16143576W000005666               00837000049148      0656                                 ,S,Simulation application continuation,SAFRP GAGOGAGRW06L   2S                            06250Y        L00837                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,GAGO,RW24R,08202,2430,N16151337,E000001817,,00863,0000,49,148,,,SAFRP GAGOGAGRW24R   1082022430 N16151337E000001817               00863000049148      0656                                 ,S,Simulation application continuation,SAFRP GAGOGAGRW24R   2S                            24250Y        T00869                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,GANR,RW08,04921,0750,N15141212,W009345968,,00763,0000,40,098,,,SAFRP GANRGAGRW08    1049210750 N15141212W009345968               00763000040098      0197                                 ,S,Simulation application continuation,SAFRP GANRGAGRW08    2S                            07200N        L00763                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,GANR,RW26,04921,2550,N15142689,W009341155,,00785,0000,40,098,,,SAFRP GANRGAGRW26    1049212550 N15142689W009341155               00785000040098      0230                                 ,S,Simulation application continuation,SAFRP GANRGAGRW26    2S                            25200N        L00785                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,GBYD,RW14,11811,1370,N13205444,W016395353,-0119,00088,0000,49,148,,,SAFRP GBYDGBGRW14    1118111370 N13205444W016395353-0119          00088000049148      0394                                 ,S,Simulation application continuation,SAFRP GBYDGBGRW14    2S                            13100Y        L00088                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,GBYD,RW32,11811,3170,N13193817,W016382271,+0119,00074,0000,49,148,IYM,,SAFRP GBYDGBGRW32    1118113170 N13193817W016382271+0119          00074000049148 IYM  0197                                 ,S,Simulation application continuation,SAFRP GBYDGBGRW32    2S                            31100Y        T00088                                                    ,2,"rwy_mag_brg_tenths,primary_1_123"
S,AFR,P,G,GCFV,RW01,11175,0050,N28263074,W013515084,,00037,3281,51,148,IFV,,SAFRP GCFVGCGRW01    1111750050 N28263074W013515084         +0056000037328151148 IFV  0000                                 ,S,Simulation application continuation,SAFRP GCFVGCGRW01    2S                            00167Y        T00066                                                    ,1,primary_1_123
S,AFR,P,G,GCFV,RW19,11175,1850,N28273373,W013514876,,00083,1529,50,148,IFA,,SAFRP GCFVGCGRW19    1111751850 N28273373W013514876         +0070200083152950148 IFA  3281                                 ,S,Simulation application continuation,SAFRP GCFVGCGRW19    2S                            18167Y        T00083                                                    ,1,primary_1_123
S,AFR,P,G,GCLA,RW18,07388,1830,N28380936,W017452085,,00067,0171,50,148,,,SAFRP GCLAGCGRW18    1073881830 N28380936W017452085               00067017150148      0000                                 ,S,Simulation application continuation,SAFRP GCLAGCGRW18    2S                            17901Y        L00067                                                    ,4,"rwy_mag_brg_tenths,lat_raw,lon_raw,primary_1_123"
S,AFR,P,G,GCLA,RW36,07388,0030,N28370255,W017451955,,00104,0466,49,148,,,SAFRP GCLAGCGRW36    1073880030 N28370255W017451955         +0074800104046649148      0000                                 ,S,Simulation application continuation,SAFRP GCLAGCGRW36    2S                            35901Y        L00104                                                    ,4,"rwy_mag_brg_tenths,lat_raw,lon_raw,primary_1_123"
S,AFR,P,G,GCLP,RW21L,10167,2060,N27563920,W015224386,,00026,0000,49,148,,,SAFRP GCLPGCGRW21L   1101672060 N27563920W015224386         +0051700026000049148      0000                                 ,S,Simulation application continuation,SAFRP GCLPGCGRW21L   2S                            20143Y        L00026                                                    ,2,"tch_raw,primary_1_123"
S,AFR,P,G,GFLL,RW12,10505,1150,N08371450,W013123403,,00084,0000,50,148,,,SAFRP GFLLGFGRW12    1105051150 N08371450W013123403               00084000050148      0000                                 ,S,Simulation application continuation,SAFRP GFLLGFGRW12    2S                            10677Y        L00084                                                    ,6,"rwy_length_ft,lat_raw,lon_raw,lthr_elev_ft,primary_1_123,cont#2_1_123"
S,AFR,P,G,GFLL,RW30,10505,2950,N08364396,W013105391,,00088,0000,55,148,ISH,,SAFRP GFLLGFGRW30    1105052950 N08364396W013105391               00088000055148 ISH  0000                                 ,S,Simulation application continuation,SAFRP GFLLGFGRW30    2S                            28677Y        L00088                                                    ,6,"rwy_length_ft,lat_raw,lon_raw,lthr_elev_ft,primary_1_123,cont#2_1_123"
S,AFR,P,G,GLRB,RW04,11000,0370,N06131491,W010221251,,00029,0000,49,148,ISK,,SAFRP GLRBGLGRW04    1110000370 N06131491W010221251               00029000049148 ISK  0000                                 ,S,Simulation application continuation,SAFRP GLRBGLGRW04    2S                            03100Y        L00029                                                    ,5,"lat_raw,lon_raw,rwy_width_ft,loc_mls_gls_ident,primary_1_123"
S,AFR,P,G,GLRB,RW22,11000,2170,N06143822,W010212229,,00025,1200,49,148,,,SAFRP GLRBGLGRW22    1110002170 N06143822W010212229               00025120049148      0000                                 ,S,Simulation application continuation,SAFRP GLRBGLGRW22    2S                            21100Y        L00025                                                    ,2,"rwy_width_ft,primary_1_123"
S,AFR,P,G,HEAL,RW31L,13123,3070,N30544577,E028282593,,00139,0000,55,148,IALM,,SAFRP HEALHEGRW31L   1131233070 N30544577E028282593         +0057900139000055148 IALM 0000                                 ,S,Simulation application continuation,SAFRP HEALHEGRW31L   2S                            31076Y        L00139                                                    ,3,"tch_raw,loc_mls_gls_ident,primary_1_123"
S,AFR,P,G,HECA,RW05L,10830,0440,N30071103,E031224888,,00190,0000,50,197,IZFL,,SAFRP HECAHEGRW05L   1108300440 N30071103E031224888               00190000050197 IZFL 0000                                 ,S,Simulation application continuation,SAFRP HECAHEGRW05L   2S                            04943Y        L00190                                                    ,2,"tch_raw,primary_1_123"
S,AFR,P,G,HESH,RW04L,10108,0390,N27580660,E034225746,,00134,0000,49,148,KIL,,SAFRP HESHHEGRW04L   1101080390 N27580660E034225746         +0056100134000049148 KIL  0000                                 ,S,Simulation application continuation,SAFRP HESHHEGRW04L   2S                            04280Y        L00134                                                    ,2,"tch_raw,primary_1_123"
S,AFR,P,G,HESX,RW34L,11975,3410,N30053200,E030540144,,00533,0000,53,197,IPSX,,SAFRP HESXHEGRW34L   1119753410 N30053200E030540144               00533000053197 IPSX 0000                                 ,S,Simulation application continuation,SAFRP HESXHEGRW34L   2S                            34600Y        L00533                                                    ,2,"tch_raw,primary_1_123"
S,AFR,P,G,HKHB,RW14,03707,1380,S00350190,E034282470,,04280,0000,40,075,,,SAFRP HKHBHKGRW14    1037071380 S00350190E034282470               04280000040075      0000                                 ,S,Simulation application continuation,SAFRP HKHBHKGRW14    2S                            13900N        A04280                                                    ,6,"rwy_length_ft,lat_raw,lon_raw,lthr_elev_ft,primary_1_123,cont#2_1_123"
S,AFR,P,G,HKHB,RW32,03707,3180,S00352930,E034284840,,04280,0000,40,075,,,SAFRP HKHBHKGRW32    1037073180 S00352930E034284840               04280000040075      0000                                 ,S,Simulation application continuation,SAFRP HKHBHKGRW32    2S                            31900N        A04280                                                    ,4,"rwy_length_ft,lthr_elev_ft,primary_1_123,cont#2_1_123"
S,AFR,P,G,HLLB,RW33L,11811,3270,N32045535,E020163956,,00433,0000,55,148,,,SAFRP HLLBHLGRW33L   1118113270 N32045535E020163956               00433000055148      0984                                 ,S,Simulation application continuation,SAFRP HLLBHLGRW33L   2S                            33000Y        L00433                                                    ,2,"loc_mls_gls_ident,primary_1_123"
S,AFR,P,G,HLLQ,RW10,11811,1010,N32473954,E021560270,,02157,0000,50,131,,,SAFRP HLLQHLGRW10    1118111010 N32473954E021560270               02157000050131      0000                                 ,S,Simulation application continuation,SAFRP HLLQHLGRW10    2S                            10300Y        L02157                                                    ,2,"rwy_width_ft,primary_1_123"
