record_type,area_code,sec,blank_6,icao,icao_code,sub,communications_type,communications_frequency,guard_transmit,frequency_units,cont_no_column_26,service_indicator,radar_service,modulation,signal_emission,latitude,longitude,magnetic_variation,facility_elevation,h24_indicator,sectorization,altitude_description,communication_altitude_1,communication_altitude_2,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,distance_description,communications_distance,remote_facility,remote_facility_icao,remote_facility_section,remote_facility_subsection,call_sign,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123,cont#3_appl_code,cont#3_appl_label,cont#3_1_123,cont#4_appl_code,cont#4_appl_label,cont#4_1_123,cont#5_appl_code,cont#5_appl_label,cont#5_1_123,cont#6_appl_code,cont#6_appl_label,cont#6_1_123,changed_field_count,changed_fields
S,USA,P,,9R5,K4,V,MUL,0122900,,V,0,C,N,A,,N27531101,W097205844,E0070,00038,Y,,,,,,,,,,00,,,,,HUNT,SUSAP 9R5 K4VMUL0122900 V0 C NA N27531101W097205844E007000038Y                          00        HUNT                     ,,,,,,,,,,,,,,,,4,"latitude,longitude,facility_elevation,primary_1_123"
S,USA,P,,A51,K7,V,MUL,0122900,,V,0,C,N,A,,N29453076,W085172071,W0000,00013,Y,,,,,,,,,,00,,,,,COSTIN,SUSAP A51 K7VMUL0122900 V0 C NA N29453076W085172071W000000013Y                          00        COSTIN                   ,,,,,,,,,,,,,,,,4,"latitude,longitude,magnetic_variation,primary_1_123"
S,USA,P,,C03,K5,V,UNI,0123000,,V,0,CP,N,A,,N41264617,W085560977,E0000,00860,Y,,,,,,,,,,00,,,,,NAPPANEE MUN,SUSAP C03 K5VUNI0123000 V0 CPNA N41264617W085560977E000000860Y                          00        NAPPANEE MUN             ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,USA,P,,C25,K3,V,ACC,0118900,,V,1,SG,R,A,,N42324300,W092234890,W0010,00873,N,,,,,,,,,,00,,,,,MINNEAPOLIS,SUSAP C25 K3VACC0118900 V1 SGRA N42324300W092234890W001000873N                          00        MINNEAPOLIS              ,,,SUSAP C25 K3VACC0118900 V2 N  OPERATES WHEN DES MOINES APCH CONTROL IS CLOSED.                                             ,,,,,,,,,,,,,7,"service_indicator,latitude,longitude,magnetic_variation,call_sign,primary_1_123,cont#2_1_123"
S,USA,P,,C25,K3,V,APP,0118900,,V,0,,R,A,,N41320230,W093394706,E0010,00958,Y,,,,,,,,,,00,,,,,DES MOINES,SUSAP C25 K3VAPP0118900 V0   RA N41320230W093394706E001000958Y                          00        DES MOINES               ,,,,,,,,,,,,,,,,9,"cont_no_column_26,latitude,longitude,magnetic_variation,facility_elevation,h24_indicator,call_sign,primary_1_123,cont#2_1_123"
S,USA,P,,C25,K3,V,DEP,0118900,,V,0,,R,A,,N41320230,W093394706,E0010,00958,Y,,,,,,,,,,00,,,,,DES MOINES,SUSAP C25 K3VDEP0118900 V0   RA N41320230W093394706E001000958Y                          00        DES MOINES               ,,,,,,,,,,,,,,,,9,"cont_no_column_26,latitude,longitude,magnetic_variation,facility_elevation,h24_indicator,call_sign,primary_1_123,cont#2_1_123"
S,USA,P,,C56,K5,V,ATI,0132750,T,V,0,S,N,A,,N41470832,W087450982,W0040,00620,Y,,,,,,,,,,00,,,,,,SUSAP C56 K5VATI0132750TV0 S NA N41470832W087450982W004000620Y                          00                                 ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,USA,P,,D07,K3,V,UNI,0122800,,V,0,CP,N,A,,N45020660,W102011447,E0110,02584,Y,,,,,,,,,,00,,,,,FAITH,SUSAP D07 K3VUNI0122800 V0 CPNA N45020660W102011447E011002584Y                          00        FAITH                    ,,,,,,,,,,,,,,,,3,"longitude,magnetic_variation,primary_1_123"
S,USA,P,,D14,K3,V,ACC,0132150,,V,1,G,R,A,,N47562593,W097090228,E0030,00850,N,,,,,,,,,,00,,,,,MINNEAPOLIS,SUSAP D14 K3VACC0132150 V1  GRA N47562593W097090228E003000850N                          00        MINNEAPOLIS              ,,,SUSAP D14 K3VACC0132150 V2 T  1705301200                                                                                   ,,,,,,,,,,,,,1,cont#2_1_123
S,USA,P,,D14,K3,V,APP,0118100,,V,1,,R,A,,N47574061,W097240293,E0030,00911,N,,,,,,,,,,00,,,,,GRAND FORKS,SUSAP D14 K3VAPP0118100 V1   RA N47574061W097240293E003000911N                          00        GRAND FORKS              ,,,SUSAP D14 K3VAPP0118100 V2 H  011200053017120005300712000530                                                               ,,,,,,,,,,,,,1,cont#2_1_123
S,USA,P,,D14,K3,V,DEP,0118100,,V,1,,R,A,,N47574061,W097240293,E0030,00911,N,,,,,,,,,,00,,,,,GRAND FORKS,SUSAP D14 K3VDEP0118100 V1   RA N47574061W097240293E003000911N                          00        GRAND FORKS              ,,,SUSAP D14 K3VDEP0118100 V2 H  011200053017120005300712000530                                                               ,,,,,,,,,,,,,1,cont#2_1_123
S,USA,P,,D37,K3,V,ACC,0132150,,V,1,G,R,A,,N47562593,W097090228,E0030,00850,N,,,,,,,,,,00,,,,,MINNEAPOLIS,SUSAP D37 K3VACC0132150 V1  GRA N47562593W097090228E003000850N                          00        MINNEAPOLIS              ,,,SUSAP D37 K3VACC0132150 V2 T  1705301200                                                                                   ,,,,,,,,,,,,,1,cont#2_1_123
S,USA,P,,D37,K3,V,APP,0118100,,V,1,,R,A,,N47574061,W097240293,E0030,00911,N,,,,,,,,,,00,,,,,GRAND FORKS,SUSAP D37 K3VAPP0118100 V1   RA N47574061W097240293E003000911N                          00        GRAND FORKS              ,,,SUSAP D37 K3VAPP0118100 V2 H  011200053017120005300712000530                                                               ,,,,,,,,,,,,,1,cont#2_1_123
S,USA,P,,D37,K3,V,DEP,0118100,,V,1,,R,A,,N47574061,W097240293,E0030,00911,N,,,,,,,,,,00,,,,,GRAND FORKS,SUSAP D37 K3VDEP0118100 V1   RA N47574061W097240293E003000911N                          00        GRAND FORKS              ,,,SUSAP D37 K3VDEP0118100 V2 H  011200053017120005300712000530                                                               ,,,,,,,,,,,,,1,cont#2_1_123
S,USA,P,,D50,K3,V,AWO,0118025,T,V,0,,N,A,,N48554188,W103175129,E0070,01953,Y,,,,,,,,,,00,,,,,,SUSAP D50 K3VAWO0118025TV0   NA N48554188W103175129E007001953Y                          00                                 ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,USA,P,,D50,K3,V,MUL,0122900,,V,0,CP,N,A,,N48554188,W103175129,E0070,01953,Y,,,,,,,,,,00,,,,,CROSBY MUN,SUSAP D50 K3VMUL0122900 V0 CPNA N48554188W103175129E007001953Y                          00        CROSBY MUN               ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,USA,P,,D98,K5,V,APP,0119600,,V,1,,R,A,,N42365002,W082501287,W0060,00580,N,,,,,,,,,,00,,,,,SELFRIDGE,SUSAP D98 K5VAPP0119600 V1   RA N42365002W082501287W006000580N                          00        SELFRIDGE                ,,,SUSAP D98 K5VAPP0119600 V2 T  011200040017120004000712000400                                                               ,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,USA,P,,D98,K5,V,DEP,0119600,,V,1,,R,A,,N42365002,W082501287,W0060,00580,N,,,,,,,,,,00,,,,,SELFRIDGE,SUSAP D98 K5VDEP0119600 V1   RA N42365002W082501287W006000580N                          00        SELFRIDGE                ,,,SUSAP D98 K5VDEP0119600 V2 T  011200040017120004000712000400                                                               ,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,USA,P,,E01,K4,V,ACC,0133100,,V,0,G,R,A,,N31550912,W102144092,E0060,02881,Y,,,,,,,,,,00,,,,,FT WORTH,SUSAP E01 K4VACC0133100 V0  GRA N31550912W102144092E006002881Y                          00        FT WORTH                 ,,,,,,,,,,,,,,,,4,"latitude,longitude,facility_elevation,primary_1_123"
S,USA,P,,E11,K4,V,ACC,0133100,,V,1,G,R,A,,N31550912,W102144092,E0060,02881,N,,,,,,,,,,00,,,,,FT WORTH,SUSAP E11 K4VACC0133100 V1  GRA N31550912W102144092E006002881N                          00        FT WORTH                 ,,,SUSAP E11 K4VACC0133100 V2 T  1706001200                                                                                   ,,,,,,,,,,,,,4,"latitude,longitude,facility_elevation,primary_1_123"
S,USA,P,,E14,K2,V,MUL,0122900,,V,0,CP,N,A,,N36013403,W106024350,E0110,05760,Y,,,,,,,,,,00,,,,,OHKAY OWINGEH,SUSAP E14 K2VMUL0122900 V0 CPNA N36013403W106024350E011005760Y                          00        OHKAY OWINGEH            ,,,,,,,,,,,,,,,,3,"longitude,facility_elevation,primary_1_123"
S,USA,P,,F05,K4,V,ACC,0128400,,V,1,G,R,A,,N35202618,W099122730,E0040,01929,N,,,,,,,,,,00,,,,,FT WORTH,SUSAP F05 K4VACC0128400 V1  GRA N35202618W099122730E004001929N                          00        FT WORTH                 ,,,SUSAP F05 K4VACC0128400 V2 N  WHEN ALTUS APPROACH CLOSED.                                                                  ,,,,,,,,,,,,,1,cont#2_1_123
S,USA,P,,F05,K4,V,ACC,0133500,,V,1,G,R,A,,N33585052,W098401380,E0040,01103,N,,,,,,,,,,00,,,,,FT WORTH,SUSAP F05 K4VACC0133500 V1  GRA N33585052W098401380E004001103N                          00        FT WORTH                 ,,,SUSAP F05 K4VACC0133500 V2 N  WHEN ALTUS APPROACH CLOSED.                                                                  ,,,,,,,,,,,,,5,"latitude,longitude,facility_elevation,primary_1_123,cont#2_1_123"
S,USA,P,,F14,K4,V,ACC,0133500,,V,1,G,R,A,,N33585052,W098401380,E0040,01103,N,,,,,,,,,,00,,,,,FT WORTH,SUSAP F14 K4VACC0133500 V1  GRA N33585052W098401380E004001103N                          00        FT WORTH                 ,,,SUSAP F14 K4VACC0133500 V2 N  WHEN SHEPPARD APPROACH CLOSED.                                                               ,,,,,,,,,,,,,5,"latitude,longitude,facility_elevation,primary_1_123,cont#2_1_123"
S,USA,P,,F35,K4,V,AWO,0118225,T,V,0,S,N,A,,N33151530,W097344980,E0030,01047,Y,,,,,,,,,,00,,,,,,SUSAP F35 K4VAWO0118225TV0 S NA N33151530W097344980E003001047Y                          00                                 ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,USA,P,,F44,K4,V,ACC,0135250,,V,0,G,R,A,,N32205500,W095235700,E0020,00545,Y,,,,,,,,,,00,,,,,FT WORTH,SUSAP F44 K4VACC0135250 V0  GRA N32205500W095235700E002000545Y                          00        FT WORTH                 ,,,,,,,,,,,,,,,,4,"latitude,longitude,facility_elevation,primary_1_123"
S,USA,P,,FD88,K7,V,MUL,0122900,,V,0,CP,N,A,,N27203115,W080311920,W0030,00025,Y,,,,,,,,,,00,,,,,AERO ACRES,SUSAP FD88K7VMUL0122900 V0 CPNA N27203115W080311920W003000025Y                          00        AERO ACRES               ,,,,,,,,,,,,,,,,2,"service_indicator,primary_1_123"
S,USA,P,,FL59,K7,V,MUL,0122900,,V,0,C,N,A,,N26385162,W081423479,W0020,00020,Y,,,,,,,,,,00,,,,,BUCKINGHAM,SUSAP FL59K7VMUL0122900 V0 C NA N26385162W081423479W002000020Y                          00        BUCKINGHAM               ,,,,,,,,,,,,,,,,4,"latitude,longitude,facility_elevation,primary_1_123"
S,USA,P,,FL59,K7,V,MUL,0123500,,V,0,P,N,A,,N26385162,W081423479,W0020,00020,Y,,,,,,,,,,00,,,,,BUCKINGHAM,SUSAP FL59K7VMUL0123500 V0  PNA N26385162W081423479W002000020Y                          00        BUCKINGHAM               ,,,,,,,,,,,,,,,,4,"latitude,longitude,facility_elevation,primary_1_123"
S,USA,P,,H79,K3,V,AWO,0135325,T,V,0,S,N,A,,N38054570,W092325813,E0000,00869,Y,,,,,,,,,,00,,,,,,SUSAP H79 K3VAWO0135325TV0 S NA N38054570W092325813E000000869Y                          00                                 ,,,,,,,,,,,,,,,,2,"longitude,primary_1_123"
S,USA,P,,I42,K5,V,UNI,0122800,,V,0,CP,N,A,,N38350529,W086275381,W0020,00816,Y,,,,,,,,,,00,,,,,PAOLI MUN,SUSAP I42 K5VUNI0122800 V0 CPNA N38350529W086275381W002000816Y                          00        PAOLI MUN                ,,,,,,,,,,,,,,,,2,"call_sign,primary_1_123"
S,USA,P,,I67,K5,V,ASO,0121425,T,V,0,S,N,A,,N39214950,W084311900,W0060,00632,Y,,,,,,,,,,00,,,,,,SUSAP I67 K5VASO0121425TV0 S NA N39214950W084311900W006000632Y                          00                                 ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,USA,P,,I83,K5,V,UNI,0123000,,V,0,CP,N,A,,N38361467,W086090811,W0040,00840,Y,,,,,,,,,,00,,,,,SALEM MUN,SUSAP I83 K5VUNI0123000 V0 CPNA N38361467W086090811W004000840Y                          00        SALEM MUN                ,,,,,,,,,,,,,,,,2,"call_sign,primary_1_123"
S,USA,P,,K15,K3,V,AWO,0135325,T,V,0,S,N,A,,N38054570,W092325813,E0000,00869,Y,,,,,,,,,,00,,,,,,SUSAP K15 K3VAWO0135325TV0 S NA N38054570W092325813E000000869Y                          00                                 ,,,,,,,,,,,,,,,,2,"longitude,primary_1_123"
S,USA,P,,K15,K3,V,UNI,0122800,,V,0,CP,N,A,,N38063760,W092405001,E0020,00876,Y,,,,,,,,,,00,,,,,GRAND GLAIZE-OSAGE BEACH,SUSAP K15 K3VUNI0122800 V0 CPNA N38063760W092405001E002000876Y                          00        GRAND GLAIZE-OSAGE BEACH ,,,,,,,,,,,,,,,,2,"longitude,primary_1_123"
S,USA,P,,K61,K3,V,AWO,0118225,T,V,0,,N,A,,N39282050,W098074202,E0050,01418,Y,,,,,,,,,,00,,,,,,SUSAP K61 K3VAWO0118225TV0   NA N39282050W098074202E005001418Y                          00                                 ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,USA,P,,K61,K3,V,UNI,0122800,,V,0,CP,N,A,,N39282050,W098074202,E0050,01418,Y,,,,,,,,,,00,,,,,MORITZ MEML,SUSAP K61 K3VUNI0122800 V0 CPNA N39282050W098074202E005001418Y                          00        MORITZ MEML              ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,USA,P,,K78,K3,V,AWO,0124125,T,V,0,,N,A,,N38541460,W097140910,E0030,01153,Y,,,,,,,,,,00,,,,,,SUSAP K78 K3VAWO0124125TV0   NA N38541460W097140910E003001153Y                          00                                 ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,USA,P,,K78,K3,V,UNI,0122800,,V,0,CP,N,A,,N38541460,W097140910,E0030,01153,Y,,,,,,,,,,00,,,,,ABILENE MUN,SUSAP K78 K3VUNI0122800 V0 CPNA N38541460W097140910E003001153Y                          00        ABILENE MUN              ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,USA,P,,KAAF,K7,V,ACC,0120825,,V,1,G,R,A,,N30050573,W085371973,W0040,00033,N,,,,,,,,,,00,,,,,JACKSONVILLE,SUSAP KAAFK7VACC0120825 V1  GRA N30050573W085371973W004000033N                          00        JACKSONVILLE             ,,,SUSAP KAAFK7VACC0120825 V2 N  WHEN TYNDALL APPROACH CONTROL IS CLOSED.                                                     ,,,,,,,,,,,,,5,"cont_no_column_26,radar_service,h24_indicator,primary_1_123,cont#2_1_123"
S,USA,P,,KAAF,K7,V,APP,0124150,,V,1,I,R,A,,N30040857,W085342993,W0040,00017,N,,,,,,,,,,00,,,,,TYNDALL,SUSAP KAAFK7VAPP0124150 V1I  RA N30040857W085342993W004000017N                          00        TYNDALL                  ,,,"SUSAP KAAFK7VAPP0124150 V2 N  MON-THU 1100-0300Z, FRI 1100-2300Z; CLOSED WEEKENDS, HOLIDAYS, AND ACC                       ",,,SUSAP KAAFK7VAPP0124150 V3 N   DOWN DAYS.                                                                                  ,,,,,,,,,,11,"latitude,longitude,magnetic_variation,facility_elevation,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,primary_1_123,cont#2_1_123,cont#3_1_123"
S,USA,P,,KAAF,K7,V,APP,0125200,,V,1,,R,A,,N30040857,W085342993,W0040,00017,N,,,,,,,,,,00,,,,,TYNDALL,SUSAP KAAFK7VAPP0125200 V1   RA N30040857W085342993W004000017N                          00        TYNDALL                  ,,,"SUSAP KAAFK7VAPP0125200 V2 N  MON-THU 1100-0300Z, FRI 1100-2300Z; CLOSED WEEKENDS, HOLIDAYS, AND ACC                       ",,,SUSAP KAAFK7VAPP0125200 V3 N   DOWN DAYS.                                                                                  ,,,,,,,,,,11,"latitude,longitude,magnetic_variation,facility_elevation,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,primary_1_123,cont#2_1_123,cont#3_1_123"
S,USA,P,,KAAF,K7,V,DEP,0124150,,V,1,I,R,A,,N30040857,W085342993,W0040,00017,N,,,,,,,,,,00,,,,,TYNDALL,SUSAP KAAFK7VDEP0124150 V1I  RA N30040857W085342993W004000017N                          00        TYNDALL                  ,,,"SUSAP KAAFK7VDEP0124150 V2 N  MON-THU 1100-0300Z, FRI 1100-2300Z; CLOSED WEEKENDS, HOLIDAYS, AND ACC                       ",,,SUSAP KAAFK7VDEP0124150 V3 N   DOWN DAYS.                                                                                  ,,,,,,,,,,11,"latitude,longitude,magnetic_variation,facility_elevation,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,primary_1_123,cont#2_1_123,cont#3_1_123"
S,USA,P,,KAAF,K7,V,DEP,0125200,,V,1,,R,A,,N30040857,W085342993,W0040,00017,N,,,,,,,,,,00,,,,,TYNDALL,SUSAP KAAFK7VDEP0125200 V1   RA N30040857W085342993W004000017N                          00        TYNDALL                  ,,,"SUSAP KAAFK7VDEP0125200 V2 N  MON-THU 1100-0300Z, FRI 1100-2300Z; CLOSED WEEKENDS, HOLIDAYS, AND ACC                       ",,,SUSAP KAAFK7VDEP0125200 V3 N   DOWN DAYS.                                                                                  ,,,,,,,,,,11,"latitude,longitude,magnetic_variation,facility_elevation,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,primary_1_123,cont#2_1_123,cont#3_1_123"
S,USA,P,,KACP,K4,V,APP,0123700,,V,0,,R,A,,N31024122,W093112991,E0020,00330,Y,,,,,,,,,,00,,,,,MAKS,SUSAP KACPK4VAPP0123700 V0   RA N31024122W093112991E002000330Y                          00        MAKS                     ,,,,,,,,,,,,,,,,2,"latitude,primary_1_123"
S,USA,P,,KACP,K4,V,DEP,0123700,,V,0,,R,A,,N31024122,W093112991,E0020,00330,Y,,,,,,,,,,00,,,,,MAKS,SUSAP KACPK4VDEP0123700 V0   RA N31024122W093112991E002000330Y                          00        MAKS                     ,,,,,,,,,,,,,,,,2,"latitude,primary_1_123"
S,USA,P,,KACY,K6,V,RSA,0029220,,U,0,M,R,F,,N39272727,W074343776,W0100,00075,Y,310129,,,,KACY,K6,P,A,,00,,,,,ATLANTIC CITY,SUSAP KACYK6VRSA0029220 U0  MRF N39272727W074343776W010000075Y310129           KACYK6PA 00        ATLANTIC CITY            ,,,,,,,,,,,,,,,,3,"cont_no_column_26,primary_1_123,cont#2_1_123"
S,USA,P,,KACZ,K7,V,AWO,0121075,T,V,0,,N,A,,N34430432,W078001397,W0090,00038,Y,,,,,,,,,,00,,,,,,SUSAP KACZK7VAWO0121075TV0   NA N34430432W078001397W009000038Y                          00                                 ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,USA,P,,KACZ,K7,V,UNI,0122800,,V,0,CP,N,A,,N34430432,W078001397,W0090,00038,Y,,,,,,,,,,00,,,,,WALLACE-PENDER,SUSAP KACZK7VUNI0122800 V0 CPNA N34430432W078001397W009000038Y                          00        WALLACE-PENDER           ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,USA,P,,KADC,K3,V,AWO,0118875,T,V,0,,N,A,,N46265054,W095124081,E0040,01368,Y,,,,,,,,,,00,,,,,,SUSAP KADCK3VAWO0118875TV0   NA N46265054W095124081E004001368Y                          00                                 ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,USA,P,,KADC,K3,V,GCO,0121725,,V,0,,N,A,,N46265054,W095124081,E0040,01368,Y,,,,,,,,,,00,,,,,MINNEAPOLIS CENTER / FSS,SUSAP KADCK3VGCO0121725 V0   NA N46265054W095124081E004001368Y                          00        MINNEAPOLIS CENTER / FSS ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,USA,P,,KADC,K3,V,UNI,0122800,,V,0,CP,N,A,,N46265054,W095124081,E0040,01368,Y,,,,,,,,,,00,,,,,WADENA MUN,SUSAP KADCK3VUNI0122800 V0 CPNA N46265054W095124081E004001368Y                          00        WADENA MUN               ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,USA,P,,KAEX,K4,V,APP,0125400,,V,0,,R,A,,N31024122,W093112991,E0020,00330,Y,,,,,,,,,,00,,,,,MAKS,SUSAP KAEXK4VAPP0125400 V0   RA N31024122W093112991E002000330Y                          00        MAKS                     ,,,,,,,,,,,,,,,,2,"latitude,primary_1_123"
S,USA,P,,KAEX,K4,V,DEP,0125400,,V,0,,R,A,,N31024122,W093112991,E0020,00330,Y,,,,,,,,,,00,,,,,MAKS,SUSAP KAEXK4VDEP0125400 V0   RA N31024122W093112991E002000330Y                          00        MAKS                     ,,,,,,,,,,,,,,,,2,"latitude,primary_1_123"
S,USA,P,,KAFF,K2,V,ATI,0026937,T,U,0,M,N,F,,N38582421,W104491212,E0070,06576,Y,,,,,,,,,,00,,,,,,SUSAP KAFFK2VATI0026937TU0  MNF N38582421W104491212E007006576Y                          00                                 ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,USA,P,,KAFF,K2,V,ATI,0128525,T,V,0,,N,A,,N38582421,W104491212,E0070,06576,Y,,,,,,,,,,00,,,,,,SUSAP KAFFK2VATI0128525TV0   NA N38582421W104491212E007006576Y                          00                                 ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,USA,P,,KAFF,K2,V,GND,0118125,,V,1,,N,A,,N38582421,W104491212,E0070,06576,N,,,,,,,,,,00,,,,,ACADEMY,SUSAP KAFFK2VGND0118125 V1   NA N38582421W104491212E007006576N                          00        ACADEMY                  ,,,SUSAP KAFFK2VGND0118125 V2 N  MON-THU: SR OR 1345Z (WHICHEVER IS LATER) TO SS OR 0200Z (WHICHEVER IS                       ,,,"SUSAP KAFFK2VGND0118125 V3 N   EARLIER), FRI:  SR OR 1345Z (WHICHEVER IS LATER) TO SS OR 0300Z (WHIC                       ",,,"SUSAP KAFFK2VGND0118125 V4 N  HEVER IS EARLIER) SAT: 1430-2130Z, (ONLY WHEN NEEDED TO SUPPORT 306 FT                       ",,,SUSAP KAFFK2VGND0118125 V5 N  G OPS)  CLOSED SUN AND HOLIDAYS.                                                             ,,,,2,"magnetic_variation,primary_1_123"
S,USA,P,,KAFF,K2,V,OPS,0037600,,U,1,M,N,F,,N38582421,W104491212,E0070,06576,N,,,,,,,,,,00,,,,,SKYTRAIN,SUSAP KAFFK2VOPS0037600 U1  MNF N38582421W104491212E007006576N                          00        SKYTRAIN                 ,,,SUSAP KAFFK2VOPS0037600 U2 N  MON-THU: SR OR 1345Z (WHICHEVER IS LATER) TO SS OR 0200Z (WHICHEVER IS                       ,,,"SUSAP KAFFK2VOPS0037600 U3 N   EARLIER), FRI:  SR OR 1345Z (WHICHEVER IS LATER) TO SS OR 0300Z (WHIC                       ",,,"SUSAP KAFFK2VOPS0037600 U4 N  HEVER IS EARLIER) SAT: 1430-2130Z, (ONLY WHEN NEEDED TO SUPPORT 306 FT                       ",,,SUSAP KAFFK2VOPS0037600 U5 N  G OPS)  CLOSED SUN AND HOLIDAYS.                                                             ,,,,2,"magnetic_variation,primary_1_123"
S,USA,P,,KAFF,K2,V,OPS,0127150,,V,1,,N,A,,N38582421,W104491212,E0070,06576,N,,,,,,,,,,00,,,,,SKYTRAIN,SUSAP KAFFK2VOPS0127150 V1   NA N38582421W104491212E007006576N                          00        SKYTRAIN                 ,,,SUSAP KAFFK2VOPS0127150 V2 N  MON-THU: SR OR 1345Z (WHICHEVER IS LATER) TO SS OR 0200Z (WHICHEVER IS                       ,,,"SUSAP KAFFK2VOPS0127150 V3 N   EARLIER), FRI:  SR OR 1345Z (WHICHEVER IS LATER) TO SS OR 0300Z (WHIC                       ",,,"SUSAP KAFFK2VOPS0127150 V4 N  HEVER IS EARLIER) SAT: 1430-2130Z, (ONLY WHEN NEEDED TO SUPPORT 306 FT                       ",,,SUSAP KAFFK2VOPS0127150 V5 N  G OPS)  CLOSED SUN AND HOLIDAYS.                                                             ,,,,2,"magnetic_variation,primary_1_123"
S,USA,P,,KAFF,K2,V,TWR,0031925,,U,1,M,N,F,,N38582421,W104491212,E0070,06576,N,,,,,,,,,,00,,,,,ACADEMY,SUSAP KAFFK2VTWR0031925 U1  MNF N38582421W104491212E007006576N                          00        ACADEMY                  ,,,SUSAP KAFFK2VTWR0031925 U2 N  MON-THU: SR OR 1345Z (WHICHEVER IS LATER) TO SS OR 0200Z (WHICHEVER IS                       ,,,"SUSAP KAFFK2VTWR0031925 U3 N   EARLIER), FRI:  SR OR 1345Z (WHICHEVER IS LATER) TO SS OR 0300Z (WHIC                       ",,,"SUSAP KAFFK2VTWR0031925 U4 N  HEVER IS EARLIER) SAT: 1430-2130Z, (ONLY WHEN NEEDED TO SUPPORT 306 FT                       ",,,SUSAP KAFFK2VTWR0031925 U5 N  G OPS)  CLOSED SUN AND HOLIDAYS.                                                             ,,,,2,"magnetic_variation,primary_1_123"
S,USA,P,,KAFF,K2,V,TWR,0124150,,V,1,C,N,A,,N38582421,W104491212,E0070,06576,N,,,,,,,,,,00,,,,,ACADEMY,SUSAP KAFFK2VTWR0124150 V1 C NA N38582421W104491212E007006576N                          00        ACADEMY                  ,,,SUSAP KAFFK2VTWR0124150 V2 N  MON-THU: SR OR 1345Z (WHICHEVER IS LATER) TO SS OR 0200Z (WHICHEVER IS                       ,,,"SUSAP KAFFK2VTWR0124150 V3 N   EARLIER), FRI:  SR OR 1345Z (WHICHEVER IS LATER) TO SS OR 0300Z (WHIC                       ",,,"SUSAP KAFFK2VTWR0124150 V4 N  HEVER IS EARLIER) SAT: 1430-2130Z, (ONLY WHEN NEEDED TO SUPPORT 306 FT                       ",,,SUSAP KAFFK2VTWR0124150 V5 N  G OPS)  CLOSED SUN AND HOLIDAYS.                                                             ,,,,2,"magnetic_variation,primary_1_123"
S,USA,P,,KAGZ,K3,V,AWO,0119050,T,V,0,,N,A,,N42550004,W097230935,E0030,01306,Y,,,,,,,,,,00,,,,,,SUSAP KAGZK3VAWO0119050TV0   NA N42550004W097230935E003001306Y                          00                                 ,,,,,,,,,,,,,,,,2,"service_indicator,primary_1_123"
S,USA,P,,KAIO,K3,V,AWO,0118325,T,V,0,S,N,A,,N41350369,W095202292,E0050,01231,Y,,,,,,,,,,00,,,,,,SUSAP KAIOK3VAWO0118325TV0 S NA N41350369W095202292E005001231Y                          00                                 ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,USA,P,,KAIZ,K3,V,AWO,0135325,T,V,0,,N,A,,N38054570,W092325813,E0000,00869,Y,,,,,,,,,,00,,,,,,SUSAP KAIZK3VAWO0135325TV0   NA N38054570W092325813E000000869Y                          00                                 ,,,,,,,,,,,,,,,,2,"longitude,primary_1_123"
S,USA,P,,KAIZ,K3,V,UNI,0122800,,V,0,CP,N,A,,N38054570,W092325813,E0000,00869,Y,,,,,,,,,,00,,,,,FINE MEML,SUSAP KAIZK3VUNI0122800 V0 CPNA N38054570W092325813E000000869Y                          00        FINE MEML                ,,,,,,,,,,,,,,,,2,"longitude,primary_1_123"
