record_type,area_code,sec,blank_6,icao,icao_code,sub,communications_type,communications_frequency,guard_transmit,frequency_units,cont_no_column_26,service_indicator,radar_service,modulation,signal_emission,latitude,longitude,magnetic_variation,facility_elevation,h24_indicator,sectorization,altitude_description,communication_altitude_1,communication_altitude_2,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,distance_description,communications_distance,remote_facility,remote_facility_icao,remote_facility_section,remote_facility_subsection,call_sign,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123,cont#3_appl_code,cont#3_appl_label,cont#3_1_123,cont#4_appl_code,cont#4_appl_label,cont#4_1_123,cont#5_appl_code,cont#5_appl_label,cont#5_1_123,cont#6_appl_code,cont#6_appl_label,cont#6_1_123,changed_field_count,changed_fields
S,AFR,P,,DFFD,DF,V,APP,0120300,,V,0,R,R,A,,N12211300,W001304300,W0020,01038,Y,,,,,,,,,,00,DFFD,DF,P,A,OUAGA CONTROL,SAFRP DFFDDFVAPP0120300 V0  RRA N12211300W001304300W002001038Y                          00DFFDDFPAOUAGA CONTROL            ,,,,,,,,,,,,,,,,2,"call_sign,primary_1_123"
S,AFR,P,,DNKN,DN,V,APP,0125700,,V,0,,R,A,,N12025300,E008312500,W0000,01560,Y,,,,,,,,,,00,,,,,KANO,SAFRP DNKNDNVAPP0125700 V0   RA N12025300E008312500W000001560Y                          00        KANO                     ,,,,,,,,,,,,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,AFR,P,,DNKN,DN,V,ATI,0123600,T,V,0,,N,A,,N12025300,E008312500,W0000,01560,Y,,,,,,,,,,00,,,,,,SAFRP DNKNDNVATI0123600TV0   NA N12025300E008312500W000001560Y                          00                                 ,,,,,,,,,,,,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,AFR,P,,DNKN,DN,V,TWR,0118100,,V,0,,R,A,,N12025300,E008312500,W0000,01560,Y,,,,,,,,,,00,,,,,KANO,SAFRP DNKNDNVTWR0118100 V0   RA N12025300E008312500W000001560Y                          00        KANO                     ,,,,,,,,,,,,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,AFR,P,,DNKN,DN,V,TWR,0119100,,V,0,S,R,A,,N12025300,E008312500,W0000,01560,Y,,,,,,,,,,00,,,,,KANO,SAFRP DNKNDNVTWR0119100 V0 S RA N12025300E008312500W000001560Y                          00        KANO                     ,,,,,,,,,,,,,,,,3,"magnetic_variation,facility_elevation,primary_1_123"
S,AFR,P,,FABL,FA,V,APP,0120100,,V,1,,R,A,,S29053764,E026181427,W0220,04457,N,,,,,,,,,,00,,,,,BLOEMFONTEIN,SAFRP FABLFAVAPP0120100 V1   RA S29053764E026181427W022004457N                          00        BLOEMFONTEIN             ,,,SAFRP FABLFAVAPP0120100 V2 T  150445180006070014000707001800                                                               ,,,,,,,,,,,,,1,cont#2_1_123
S,AFR,P,,FABL,FA,V,APP,0124300,,V,1,D,R,A,,S29053764,E026181427,W0220,04457,N,,,,,,,,,,00,,,,,BLOEMFONTEIN,SAFRP FABLFAVAPP0124300 V1  DRA S29053764E026181427W022004457N                          00        BLOEMFONTEIN             ,,,SAFRP FABLFAVAPP0124300 V2 T  150445180006070014000707001800                                                               ,,,,,,,,,,,,,1,cont#2_1_123
S,AFR,P,,FABL,FA,V,ATI,0126450,T,V,1,,N,A,,S29053764,E026181427,W0220,04457,N,,,,,,,,,,00,,,,,,SAFRP FABLFAVATI0126450TV1   NA S29053764E026181427W022004457N                          00                                 ,,,SAFRP FABLFAVATI0126450TV2 T  150445180006070014000707001800                                                               ,,,,,,,,,,,,,1,cont#2_1_123
S,AFR,P,,FABL,FA,V,TWR,0120800,,V,1,P,N,A,,S29053764,E026181427,W0220,04457,N,,,,,,,,,,00,,,,,BLOEMFONTEIN,SAFRP FABLFAVTWR0120800 V1  PNA S29053764E026181427W022004457N                          00        BLOEMFONTEIN             ,,,SAFRP FABLFAVTWR0120800 V2 T  150445180006070014000707001800                                                               ,,,,,,,,,,,,,1,cont#2_1_123
S,AFR,P,,FACT,FA,V,APP,0119700,,V,0,,R,A,,S33581693,E018361545,W0260,00151,Y,,,,,,,,,,00,,,,,CAPE TOWN,SAFRP FACTFAVAPP0119700 V0   RA S33581693E018361545W026000151Y                          00        CAPE TOWN                ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FACT,FA,V,APP,0120050,,V,0,,R,A,,S33581693,E018361545,W0260,00151,Y,,,,,,,,,,00,,,,,CAPE TOWN,SAFRP FACTFAVAPP0120050 V0   RA S33581693E018361545W026000151Y                          00        CAPE TOWN                ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FACT,FA,V,ATI,0127000,T,V,1,,N,A,,S33581693,E018361545,W0260,00151,N,,,,,,,,,,00,,,,,,SAFRP FACTFAVATI0127000TV1   NA S33581693E018361545W026000151N                          00                                 ,,,SAFRP FACTFAVATI0127000TV2 T  1703302200                                                                                   ,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FACT,FA,V,CLD,0122100,,V,1,,N,A,,S33581693,E018361545,W0260,00151,N,,,,,,,,,,00,,,,,CAPE TOWN,SAFRP FACTFAVCLD0122100 V1   NA S33581693E018361545W026000151N                          00        CAPE TOWN                ,,,SAFRP FACTFAVCLD0122100 V2 T  150330170006050015000705001700                                                               ,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FACT,FA,V,DIR,0124350,,V,1,,N,A,,S33581693,E018361545,W0260,00151,N,,,,,,,,,,00,,,,,CAPE TOWN,SAFRP FACTFAVDIR0124350 V1   NA S33581693E018361545W026000151N                          00        CAPE TOWN                ,,,SAFRP FACTFAVDIR0124350 V2 N  H24 BY ATC                                                                                   ,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FACT,FA,V,GND,0121900,,V,0,,N,A,,S33581693,E018361545,W0260,00151,Y,,,,,,,,,,00,,,,,CAPE TOWN,SAFRP FACTFAVGND0121900 V0   NA S33581693E018361545W026000151Y                          00        CAPE TOWN                ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FACT,FA,V,INF,0131125,,V,1,F R,N,A,,S33581693,E018361545,W0260,00151,N,,,,,,,,,,00,FACT,FA,P,A,CAPE TOWN INFORMATION,SAFRP FACTFAVINF0131125 V1F RNA S33581693E018361545W026000151N                          00FACTFAPACAPE TOWN INFORMATION    ,,,SAFRP FACTFAVINF0131125 V2 T  1705001700                                                                                   ,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FACT,FA,V,RMP,0122650,,V,0,,N,A,,S33581693,E018361545,W0260,00151,Y,,,,,,,,,,00,,,,,CAPE TOWN,SAFRP FACTFAVRMP0122650 V0   NA S33581693E018361545W026000151Y                          00        CAPE TOWN                ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FACT,FA,V,TWR,0118100,,V,0,,N,A,,S33581693,E018361545,W0260,00151,Y,,,,,,,,,,00,,,,,CAPE TOWN,SAFRP FACTFAVTWR0118100 V0   NA S33581693E018361545W026000151Y                          00        CAPE TOWN                ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FAGM,FA,V,ACC,0134400,,V,0,R,R,A,,S26080130,E028143234,W0180,05559,Y,,,,,,,,,,00,FAOR,FA,P,A,JOHANNESBURG NORTH-EAST,SAFRP FAGMFAVACC0134400 V0  RRA S26080130E028143234W018005559Y                          00FAORFAPAJOHANNESBURG NORTH-EAST  ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAGM,FA,V,APP,0123700,,V,1,,R,A,,S26080130,E028143234,W0180,05559,N,,,,,,,,,,00,,,,,JOHANNESBURG,SAFRP FAGMFAVAPP0123700 V1   RA S26080130E028143234W018005559N                          00        JOHANNESBURG             ,,,SAFRP FAGMFAVAPP0123700 V2 T  1705001700                                                                                   ,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAGM,FA,V,APP,0124500,,V,0,,R,A,,S26080130,E028143234,W0180,05559,Y,,,,,,,,,,00,,,,,JOHANNESBURG,SAFRP FAGMFAVAPP0124500 V0   RA S26080130E028143234W018005559Y                          00        JOHANNESBURG             ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAGY,FA,V,APP,0125750,,V,0,,R,A,,S29364238,E031070953,W0250,00301,Y,,,,,,,,,,00,,,,,DURBAN,SAFRP FAGYFAVAPP0125750 V0   RA S29364238E031070953W025000301Y                          00        DURBAN                   ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FALA,FA,V,APP,0124000,,V,0,,N,A,,S25562289,E027553207,W0200,04521,Y,,,,,,,,,,00,,,,,LANSERIA,SAFRP FALAFAVAPP0124000 V0   NA S25562289E027553207W020004521Y                          00        LANSERIA                 ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FALA,FA,V,ATI,0127650,T,V,0,,N,A,,S25562289,E027553207,W0200,04521,Y,,,,,,,,,,00,,,,,,SAFRP FALAFAVATI0127650TV0   NA S25562289E027553207W020004521Y                          00                                 ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FALA,FA,V,GND,0121650,,V,1,,N,A,,S25562289,E027553207,W0200,04521,N,,,,,,,,,,00,,,,,LANSERIA,SAFRP FALAFAVGND0121650 V1   NA S25562289E027553207W020004521N                          00        LANSERIA                 ,,,SAFRP FALAFAVGND0121650 V2 T  1704001700                                                                                   ,,,,,,,,,,,,,3,"magnetic_variation,primary_1_123,cont#2_1_123"
S,AFR,P,,FALA,FA,V,RMP,0122850,,V,0,,N,A,,S25562289,E027553207,W0200,04521,Y,,,,,,,,,,00,,,,,LANSERIA APRON,SAFRP FALAFAVRMP0122850 V0   NA S25562289E027553207W020004521Y                          00        LANSERIA APRON           ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FALA,FA,V,TWR,0124000,,V,0,,N,A,,S25562289,E027553207,W0200,04521,Y,,,,,,,,,,00,,,,,LANSERIA,SAFRP FALAFAVTWR0124000 V0   NA S25562289E027553207W020004521Y                          00        LANSERIA                 ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FALE,FA,V,ATI,0127000,T,V,0,,N,A,,S29364238,E031070953,W0250,00301,Y,,,,,,,,,,00,,,,,,SAFRP FALEFAVATI0127000TV0   NA S29364238E031070953W025000301Y                          00                                 ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FALE,FA,V,GND,0121650,,V,0,,N,A,,S29364238,E031070953,W0250,00301,Y,,,,,,,,,,00,,,,,KING SHAKA INTL,SAFRP FALEFAVGND0121650 V0   NA S29364238E031070953W025000301Y                          00        KING SHAKA INTL          ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FALE,FA,V,RMP,0122650,,V,0,,N,A,,S29364238,E031070953,W0250,00301,Y,,,,,,,,,,00,,,,,APRON CONTROL,SAFRP FALEFAVRMP0122650 V0   NA S29364238E031070953W025000301Y                          00        APRON CONTROL            ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FALE,FA,V,TWR,0118450,,V,0,,N,A,,S29364238,E031070953,W0250,00301,Y,,,,,,,,,,00,,,,,KING SHAKA INTL,SAFRP FALEFAVTWR0118450 V0   NA S29364238E031070953W025000301Y                          00        KING SHAKA INTL          ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAMN,FA,V,ACC,0128900,,V,0,R,R,A,,S26080130,E028143234,W0180,05559,Y,,,,,,,,,,00,FAOR,FA,P,A,JOHANNESBURG NORTH-EAST,SAFRP FAMNFAVACC0128900 V0  RRA S26080130E028143234W018005559Y                          00FAORFAPAJOHANNESBURG NORTH-EAST  ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAOR,FA,V,ATI,0126200,T,V,0,,N,A,,S26080130,E028143234,W0180,05559,Y,,,,,,,,,,00,,,,,,SAFRP FAORFAVATI0126200TV0   NA S26080130E028143234W018005559Y                          00                                 ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAOR,FA,V,CLD,0121700,,V,1,,N,A,,S26080130,E028143234,W0180,05559,N,,,,,,,,,,00,,,,,JOHANNESBURG,SAFRP FAORFAVCLD0121700 V1   NA S26080130E028143234W018005559N                          00        JOHANNESBURG             ,,,SAFRP FAORFAVCLD0121700 V2 T  15040018306705001830                                                                         ,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAOR,FA,V,DIR,0121400,,V,1,,R,A,,S26080130,E028143234,W0180,05559,N,,,,,,,,,,00,,,,,JOHANNESBURG,SAFRP FAORFAVDIR0121400 V1   RA S26080130E028143234W018005559N                          00        JOHANNESBURG             ,,,SAFRP FAORFAVDIR0121400 V2 N  AS REQUIRED DURING PEAK HOURS.                                                               ,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAOR,FA,V,GND,0121900,,V,0,,N,A,,S26080130,E028143234,W0180,05559,Y,,,,,,,,,,00,,,,,O.R. TAMBO,SAFRP FAORFAVGND0121900 V0   NA S26080130E028143234W018005559Y                          00        O.R. TAMBO               ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAOR,FA,V,RDR,0123700,,V,1,,R,A,,S26080130,E028143234,W0180,05559,N,,,,,FAOR,FA,P,A,,00,,,,,JOHANNESBURG,SAFRP FAORFAVRDR0123700 V1   RA S26080130E028143234W018005559N                 FAORFAPA 00        JOHANNESBURG             ,,,SAFRP FAORFAVRDR0123700 V2 W                                                                                               ,,,SAFRP FAORFAVRDR0123700 V3 T  1705001700                                                                                   ,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAOR,FA,V,RDR,0124500,,V,1,,R,A,,S26080130,E028143234,W0180,05559,Y,,,,,FAOR,FA,P,A,,00,,,,,JOHANNESBURG,SAFRP FAORFAVRDR0124500 V1   RA S26080130E028143234W018005559Y                 FAORFAPA 00        JOHANNESBURG             ,,,"SAFRP FAORFAVRDR0124500 V2 E, S                                                                                            ",,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAOR,FA,V,RDR,0125400,,V,0,,R,A,,S26080130,E028143234,W0180,05559,Y,,,,,,,,,,00,,,,,JOHANNESBURG,SAFRP FAORFAVRDR0125400 V0   RA S26080130E028143234W018005559Y                          00        JOHANNESBURG             ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAOR,FA,V,RDR,0125600,,V,0,,R,A,,S26080130,E028143234,W0180,05559,Y,,,,,,,,,,00,,,,,JOHANNESBURG,SAFRP FAORFAVRDR0125600 V0   RA S26080130E028143234W018005559Y                          00        JOHANNESBURG             ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAOR,FA,V,RDR,0125800,,V,0,,R,A,,S26080130,E028143234,W0180,05559,Y,,,,,,,,,,00,,,,,JOHANNESBURG,SAFRP FAORFAVRDR0125800 V0   RA S26080130E028143234W018005559Y                          00        JOHANNESBURG             ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAOR,FA,V,RMP,0122650,,V,0,,N,A,,S26080130,E028143234,W0180,05559,Y,,,,,,,,,,00,,,,,O.R. TAMBO APRON,SAFRP FAORFAVRMP0122650 V0   NA S26080130E028143234W018005559Y                          00        O.R. TAMBO APRON         ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAOR,FA,V,TWR,0118100,,V,1,,N,A,,S26080130,E028143234,W0180,05559,N,,,,,FAOR,FA,P,A,,00,,,,,JOHANNESBURG,SAFRP FAORFAVTWR0118100 V1   NA S26080130E028143234W018005559N                 FAORFAPA 00        JOHANNESBURG             ,,,SAFRP FAORFAVTWR0118100 V2 W                                                                                               ,,,SAFRP FAORFAVTWR0118100 V3 T  1704001900                                                                                   ,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAOR,FA,V,TWR,0118600,,V,1,,N,A,,S26080130,E028143234,W0180,05559,N,,,,,FAOR,FA,P,A,,00,,,,,JOHANNESBURG,SAFRP FAORFAVTWR0118600 V1   NA S26080130E028143234W018005559N                 FAORFAPA 00        JOHANNESBURG             ,,,SAFRP FAORFAVTWR0118600 V2 E                                                                                               ,,,SAFRP FAORFAVTWR0118600 V3 T  150500170006070016000707001700                                                               ,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAOR,FA,V,TWR,0121900,,V,1,,N,A,,S26080130,E028143234,W0180,05559,N,,,,,,,,,,00,,,,,JOHANNESBURG,SAFRP FAORFAVTWR0121900 V1   NA S26080130E028143234W018005559N                          00        JOHANNESBURG             ,,,SAFRP FAORFAVTWR0121900 V2 T  011900040017190004000719000400                                                               ,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAPM,FA,V,APP,0125750,,V,0,,R,A,,S29364238,E031070953,W0250,00301,Y,,,,,,,,,,00,,,,,DURBAN,SAFRP FAPMFAVAPP0125750 V0   RA S29364238E031070953W025000301Y                          00        DURBAN                   ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAPM,FA,V,TWR,0122000,,V,1,P,N,A,,S29384844,E030235198,W0260,02423,N,,,,,,,,,,00,,,,,PIETERMARITZBURG,SAFRP FAPMFAVTWR0122000 V1  PNA S29384844E030235198W026002423N                          00        PIETERMARITZBURG         ,,,"SAFRP FAPMFAVTWR0122000 V2 N  MON-FRI 0430-1800Z, SAT 0600-1300Z, SUN 0830-1800Z, HOL BY NOTAM, FOR                        ",,,SAFRP FAPMFAVTWR0122000 V3 N  AFTER HOURS PNR 24 HRS                                                                       ,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FARB,FA,V,APP,0125750,,V,0,,R,A,,S29364238,E031070953,W0250,00301,Y,,,,,,,,,,00,,,,,DURBAN,SAFRP FARBFAVAPP0125750 V0   RA S29364238E031070953W025000301Y                          00        DURBAN                   ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FAUT,FA,V,TWR,0121300,,V,1,,N,A,,S31324649,E028403114,W0280,02429,N,,,,,,,,,,00,,,,,MTHATHA,SAFRP FAUTFAVTWR0121300 V1   NA S31324649E028403114W028002429N                          00        MTHATHA                  ,,,"SAFRP FAUTFAVTWR0121300 V2 N  MON-FRI & HOL 0430-1600Z, SAT 0530-1030Z, SUN 1130-1630Z                                     ",,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FAVG,FA,V,APP,0125750,,V,0,,R,A,,S29364238,E031070953,W0250,00301,Y,,,,,,,,,,00,,,,,DURBAN,SAFRP FAVGFAVAPP0125750 V0   RA S29364238E031070953W025000301Y                          00        DURBAN                   ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FBJW,FB,V,RDO,0131000,,V,1,S,N,A,,S24355271,E024415678,W0170,03917,N,,,,,,,,,,00,,,,,JWANENG,SAFRP FBJWFBVRDO0131000 V1S  NA S24355271E024415678W017003917N                          00        JWANENG                  ,,,SAFRP FBJWFBVRDO0131000 V2 T  15053010451511451430                                                                         ,,,,,,,,,,,,,8,"cont_no_column_26,service_indicator,latitude,longitude,magnetic_variation,facility_elevation,primary_1_123,cont#2_1_123"
S,AFR,P,,FBOR,FB,V,RDO,0131000,,V,1,S,N,A,,S21161084,E025194517,W0120,03114,N,,,,,,,,,,00,,,,,ORAPA,SAFRP FBORFBVRDO0131000 V1S  NA S21161084E025194517W012003114N                          00        ORAPA                    ,,,SAFRP FBORFBVRDO0131000 V2 T  15053010451511451430                                                                         ,,,,,,,,,,,,,8,"cont_no_column_26,service_indicator,latitude,longitude,magnetic_variation,facility_elevation,primary_1_123,cont#2_1_123"
S,AFR,P,,FBSP,FB,V,INF,0125500,,V,1,S,N,A,,S22032376,E027491365,W0120,02925,N,,,,,,,,,,00,,,,,SELEBI,SAFRP FBSPFBVINF0125500 V1S  NA S22032376E027491365W012002925N                          00        SELEBI                   ,,,SAFRP FBSPFBVINF0125500 V2 T  17073010451711451630                                                                         ,,,,,,,,,,,,,1,cont#2_1_123
S,AFR,P,,FCOM,FC,V,INF,0118100,,V,1,S,N,A,,S00010900,E015345500,E0000,01286,N,,,,,,,,,,00,,,,,MAKOUA,SAFRP FCOMFCVINF0118100 V1S  NA S00010900E015345500E000001286N                          00        MAKOUA                   ,,,SAFRP FCOMFCVINF0118100 V2 T  1706001600                                                                                   ,,,,,,,,,,,,,3,"magnetic_variation,primary_1_123,cont#2_1_123"
S,AFR,P,,FCOU,FC,V,INF,0118100,,V,1,S,N,A,,N01363542,E016020998,E0000,01168,N,,,,,,,,,,00,,,,,OUESSO,SAFRP FCOUFCVINF0118100 V1S  NA N01363542E016020998E000001168N                          00        OUESSO                   ,,,SAFRP FCOUFCVINF0118100 V2 T  1706001600                                                                                   ,,,,,,,,,,,,,4,"cont_no_column_26,h24_indicator,primary_1_123,cont#2_1_123"
S,AFR,P,,FCPD,FC,V,TWR,0120200,,V,1,,N,A,,S04124320,E012395671,W0010,01079,N,,,,,,,,,,00,,,,,DOLISIE,SAFRP FCPDFCVTWR0120200 V1   NA S04124320E012395671W001001079N                          00        DOLISIE                  ,,,SAFRP FCPDFCVTWR0120200 V2 T  1706001600                                                                                   ,,,,,,,,,,,,,3,"magnetic_variation,primary_1_123,cont#2_1_123"
S,AFR,P,,FEFF,FE,V,APP,0119700,,V,0,,N,A,,N04235200,E018311100,E0010,01208,Y,,,,,,,,,,00,,,,,BANGUI,SAFRP FEFFFEVAPP0119700 V0   NA N04235200E018311100E001001208Y                          00        BANGUI                   ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FEFF,FE,V,TWR,0119700,,V,0,,N,A,,N04235200,E018311100,E0010,01208,Y,,,,,,,,,,00,,,,,BANGUI,SAFRP FEFFFEVTWR0119700 V0   NA N04235200E018311100E001001208Y                          00        BANGUI                   ,,,,,,,,,,,,,,,,2,"facility_elevation,primary_1_123"
S,AFR,P,,FGBT,FG,V,APP,0118800,,V,0,,N,A,,N01540100,E009481700,W0020,00016,Y,,,,,,,,,,00,,,,,BATA,SAFRP FGBTFGVAPP0118800 V0   NA N01540100E009481700W002000016Y                          00        BATA                     ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,AFR,P,,FGBT,FG,V,RDO,0666600,,H,0,,N,A,J,N01540100,E009481700,W0020,00016,Y,,,,,,,,,,00,,,,,BATA,SAFRP FGBTFGVRDO0666600 H0   NAJN01540100E009481700W002000016Y                          00        BATA                     ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,AFR,P,,FGBT,FG,V,TWR,0118800,,V,0,,N,A,,N01540100,E009481700,W0020,00016,Y,,,,,,,,,,00,,,,,BATA,SAFRP FGBTFGVTWR0118800 V0   NA N01540100E009481700W002000016Y                          00        BATA                     ,,,,,,,,,,,,,,,,3,"latitude,longitude,primary_1_123"
S,AFR,P,,FGMY,FG,V,APP,0118900,,V,0,,N,A,,N01404200,E011012900,W0020,02159,Y,,,,,,,,,,00,,,,,MONGOMEYEN,SAFRP FGMYFGVAPP0118900 V0   NA N01404200E011012900W002002159Y                          00        MONGOMEYEN               ,,,,,,,,,,,,,,,,2,"latitude,primary_1_123"
S,AFR,P,,FGMY,FG,V,RDO,0666600,,H,0,,N,A,J,N01404200,E011012900,W0020,02159,Y,,,,,,,,,,00,,,,,MONGOMEYEN,SAFRP FGMYFGVRDO0666600 H0   NAJN01404200E011012900W002002159Y                          00        MONGOMEYEN               ,,,,,,,,,,,,,,,,2,"latitude,primary_1_123"
S,AFR,P,,FGMY,FG,V,RDO,0821700,,H,0,,N,A,J,N01404200,E011012900,W0020,02159,Y,,,,,,,,,,00,,,,,MONGOMEYEN,SAFRP FGMYFGVRDO0821700 H0   NAJN01404200E011012900W002002159Y                          00        MONGOMEYEN               ,,,,,,,,,,,,,,,,2,"latitude,primary_1_123"
S,AFR,P,,FGMY,FG,V,RDO,0890300,,H,0,,N,A,J,N01404200,E011012900,W0020,02159,Y,,,,,,,,,,00,,,,,MONGOMEYEN,SAFRP FGMYFGVRDO0890300 H0   NAJN01404200E011012900W002002159Y                          00        MONGOMEYEN               ,,,,,,,,,,,,,,,,2,"latitude,primary_1_123"
S,AFR,P,,FGMY,FG,V,RDO,0988300,,H,0,,N,A,J,N01404200,E011012900,W0020,02159,Y,,,,,,,,,,00,,,,,MONGOMEYEN,SAFRP FGMYFGVRDO0988300 H0   NAJN01404200E011012900W002002159Y                          00        MONGOMEYEN               ,,,,,,,,,,,,,,,,2,"latitude,primary_1_123"
S,AFR,P,,FGMY,FG,V,RDO,1255500,,H,0,,N,A,J,N01404200,E011012900,W0020,02159,Y,,,,,,,,,,00,,,,,MONGOMEYEN,SAFRP FGMYFGVRDO1255500 H0   NAJN01404200E011012900W002002159Y                          00        MONGOMEYEN               ,,,,,,,,,,,,,,,,2,"latitude,primary_1_123"
S,AFR,P,,FGMY,FG,V,TWR,0118900,,V,1,,N,A,,N01404200,E011012900,W0020,02159,N,,,,,,,,,,00,,,,,MONGOMEYEN,SAFRP FGMYFGVTWR0118900 V1   NA N01404200E011012900W002002159N                          00        MONGOMEYEN               ,,,SAFRP FGMYFGVTWR0118900 V2 N  H12                                                                                          ,,,,,,,,,,,,,2,"latitude,primary_1_123"
S,AFR,P,,FHSH,FH,V,TWR,0118200,,V,1,S,N,A,,S15572930,W005384545,W0160,01017,N,,,,,,,,,,00,,,,,ST HELENA,SAFRP FHSHFHVTWR0118200 V1 S NA S15572930W005384545W016001017N                          00        ST HELENA                ,,,SAFRP FHSHFHVTWR0118200 V2 T  240800160005120016000604001600                                                               ,,,,,,,,,,,,,2,"service_indicator,primary_1_123"
S,AFR,P,,FKKD,FK,V,APP,0119700,,V,0,,N,A,,N04002200,E009431000,W0000,00034,Y,,,,,,,,,,00,,,,,DOUALA,SAFRP FKKDFKVAPP0119700 V0   NA N04002200E009431000W000000034Y                          00        DOUALA                   ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FKKD,FK,V,APP,0129500,,V,0,,N,A,,N04002200,E009431000,W0000,00034,Y,,,,,,,,,,00,,,,,DOUALA,SAFRP FKKDFKVAPP0129500 V0   NA N04002200E009431000W000000034Y                          00        DOUALA                   ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FKKD,FK,V,TWR,0119700,,V,0,,N,A,,N04002200,E009431000,W0000,00034,Y,,,,,,,,,,00,,,,,DOUALA,SAFRP FKKDFKVTWR0119700 V0   NA N04002200E009431000W000000034Y                          00        DOUALA                   ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
S,AFR,P,,FKKD,FK,V,TWR,0129500,,V,0,S,N,A,,N04002200,E009431000,W0000,00034,Y,,,,,,,,,,00,,,,,DOUALA,SAFRP FKKDFKVTWR0129500 V0 S NA N04002200E009431000W000000034Y                          00        DOUALA                   ,,,,,,,,,,,,,,,,2,"magnetic_variation,primary_1_123"
