record_type,area_code,sec,blank_6,icao,icao_code,sub,communications_type,communications_frequency,guard_transmit,frequency_units,cont_no_column_26,service_indicator,radar_service,modulation,signal_emission,latitude,longitude,magnetic_variation,facility_elevation,h24_indicator,sectorization,altitude_description,communication_altitude_1,communication_altitude_2,sector_facility,sector_facility_icao,sector_facility_section,sector_facility_subsection,distance_description,communications_distance,remote_facility,remote_facility_icao,remote_facility_section,remote_facility_subsection,call_sign,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123,cont#3_appl_code,cont#3_appl_label,cont#3_1_123,cont#4_appl_code,cont#4_appl_label,cont#4_1_123,cont#5_appl_code,cont#5_appl_label,cont#5_1_123,cont#6_appl_code,cont#6_appl_label,cont#6_1_123
S,AFR,P,,DIKO,DI,V,INF,0118200,,V,1,S,N,A,,N09231530,W005331490,W0040,01213,N,,,,,,,,,,00,,,,,KORHOGO,SAFRP DIKODIVINF0118200 V1S  NA N09231530W005331490W004001213N                          00        KORHOGO                  ,,,SAFRP DIKODIVINF0118200 V2 T  1707002000                                                                                   ,,,,,,,,,,,,
S,AFR,P,,DNEN,DN,V,APP,0123300,,V,1,,N,A,,N06282500,E007333200,W0020,00514,N,,,,,,,,,,00,,,,,ENUGU,SAFRP DNENDNVAPP0123300 V1   NA N06282500E007333200W002000514N                          00        ENUGU                    ,,,SAFRP DNENDNVAPP0123300 V2 T  1706001800                                                                                   ,,,,,,,,,,,,
S,AFR,P,,DNKN,DN,V,APP,0118100,,V,0,,R,A,,N12025300,E008312500,W0010,01562,Y,,,,,,,,,,00,,,,,KANO,SAFRP DNKNDNVAPP0118100 V0   RA N12025300E008312500W001001562Y                          00        KANO                     ,,,,,,,,,,,,,,,
S,AFR,P,,DNKN,DN,V,TWR,0124900,,V,1,,R,A,,N12025300,E008312500,W0010,01562,N,,,,,,,,,,00,,,,,KANO,SAFRP DNKNDNVTWR0124900 V1   RA N12025300E008312500W001001562N                          00        KANO                     ,,,SAFRP DNKNDNVTWR0124900 V2 N  NO SPECIFIC WORKING HOURS                                                                    ,,,,,,,,,,,,
S,AFR,P,,DNPO,DN,V,RDR,0121700,,V,0,,R,A,,N05005600,E006565800,W0020,00091,Y,,,,,,,,,,00,,,,,PORT HARCOURT,SAFRP DNPODNVRDR0121700 V0   RA N05005600E006565800W002000091Y                          00        PORT HARCOURT            ,,,,,,,,,,,,,,,
S,AFR,P,,DNPO,DN,V,TWR,0118900,,V,0,S,N,A,,N05005600,E006565800,W0020,00091,Y,,,,,,,,,,00,,,,,PORT HARCOURT,SAFRP DNPODNVTWR0118900 V0 S NA N05005600E006565800W002000091Y                          00        PORT HARCOURT            ,,,,,,,,,,,,,,,
S,AFR,P,,FBSP,FB,V,GND,0121950,,V,1,,N,A,,S22032376,E027491365,W0120,02925,N,,,,,,,,,,00,,,,,SELEBI,SAFRP FBSPFBVGND0121950 V1   NA S22032376E027491365W012002925N                          00        SELEBI                   ,,,"SAFRP FBSPFBVGND0121950 V2 N  MON - FRI 0530-1045Z, 1145-1430Z.                                                            ",,,,,,,,,,,,
S,AFR,P,,FCOD,FC,V,INF,0118700,,V,1,S,N,A,,S01131700,E015544900,W0000,01073,N,,,,,,,,,,00,,,,,OLLOMBO,SAFRP FCODFCVINF0118700 V1S  NA S01131700E015544900W000001073N                          00        OLLOMBO                  ,,,"SAFRP FCODFCVINF0118700 V2 N  MON-SUN 0600-1800Z, O/T O/R                                                                  ",,,,,,,,,,,,
S,AFR,P,,FCOD,FC,V,INF,0119100,,V,1,S,N,A,,S01131700,E015544900,W0000,01073,N,,,,,,,,,,00,,,,,OLLOMBO,SAFRP FCODFCVINF0119100 V1S  NA S01131700E015544900W000001073N                          00        OLLOMBO                  ,,,"SAFRP FCODFCVINF0119100 V2 N  MON-SUN 0600-1800Z, O/T O/R                                                                  ",,,,,,,,,,,,
S,AFR,P,,FHSH,FH,V,GND,0118200,,V,1,,N,A,,S15572930,W005384545,W0160,01017,N,,,,,,,,,,00,,,,,ST HELENA,SAFRP FHSHFHVGND0118200 V1   NA S15572930W005384545W016001017N                          00        ST HELENA                ,,,SAFRP FHSHFHVGND0118200 V2 T  240800160005120016000604001600                                                               ,,,,,,,,,,,,
S,AFR,P,,FNLU,FN,V,APP,0133650,,V,1,,N,A,,S08511970,E013140201,W0030,00238,N,,,,,,,,,,00,,,,,LUANDA,SAFRP FNLUFNVAPP0133650 V1   NA S08511970E013140201W003000238N                          00        LUANDA                   ,,,SAFRP FNLUFNVAPP0133650 V2 T  1705001700                                                                                   ,,,,,,,,,,,,
S,AFR,P,,FSIA,FS,V,GND,0121900,,V,0,,N,A,,S04402764,E055311867,W0050,00012,Y,,,,,,,,,,00,,,,,SEYCHELLES TOWER,SAFRP FSIAFSVGND0121900 V0   NA S04402764E055311867W005000012Y                          00        SEYCHELLES TOWER         ,,,,,,,,,,,,,,,
S,AFR,P,,GCHI,GC,V,INF,0118100,,V,1,S,N,A,,N27485300,W017531300,W0050,00106,N,,,,,,,,,,00,,,,,HIERRO,SAFRP GCHIGCVINF0118100 V1S  NA N27485300W017531300W005000106N                          00        HIERRO                   ,,,"SAFRP GCHIGCVINF0118100 V2 N  WINTER: SAT-SUN 0810-1800Z, 90 MIN PPR; SUMMER: MAR-JUN & OCT SAT-SUN                        ",,,"SAFRP GCHIGCVINF0118100 V3 N  0710-1700Z, 90 MIN PPR;  JUL-SEP SAT-SUN 0710-1800Z, 90 MIN PPR.                             ",,,,,,,,,
S,AFR,P,,GCHI,GC,V,TWR,0118100,,V,1,,R,A,,N27485300,W017531300,W0050,00106,N,,,,,,,,,,00,,,,,HIERRO,SAFRP GCHIGCVTWR0118100 V1   RA N27485300W017531300W005000106N                          00        HIERRO                   ,,,"SAFRP GCHIGCVTWR0118100 V2 N  WINTER: MON-FRI 0810-1800Z, 90 MIN PPR; SUMMER: MAR-JUN & OCT MON-FRI                        ",,,"SAFRP GCHIGCVTWR0118100 V3 N  0710-1700Z, 90 MIN PPR;  JUL-SEP MON-FRI 0710-1800Z, 90 MIN PPR.                             ",,,,,,,,,
S,AFR,P,,GCLB,GC,V,APP,0121300,,V,0,,R,A,,N27555500,W015231200,W0040,00077,Y,,,,,,,,,,00,,,,,GRAN CANARIA,SAFRP GCLBGCVAPP0121300 V0   RA N27555500W015231200W004000077Y                          00        GRAN CANARIA             ,,,,,,,,,,,,,,,
S,AFR,P,,GCLB,GC,V,APP,0124300,,V,0,,R,A,,N27555500,W015231200,W0040,00077,Y,,,,,,,,,,00,,,,,GRAN CANARIA,SAFRP GCLBGCVAPP0124300 V0   RA N27555500W015231200W004000077Y                          00        GRAN CANARIA             ,,,,,,,,,,,,,,,
S,AFR,P,,GCLB,GC,V,APP,0124700,,V,0,,R,A,,N27555500,W015231200,W0040,00077,Y,,,,,,,,,,00,,,,,GRAN CANARIA,SAFRP GCLBGCVAPP0124700 V0   RA N27555500W015231200W004000077Y                          00        GRAN CANARIA             ,,,,,,,,,,,,,,,
S,AFR,P,,HEAR,HE,V,RDR,0123725,,V,1,,R,A,,N31042400,E033500900,E0050,00121,N,,,,,,,,,,00,,,,,EL ARISH,SAFRP HEARHEVRDR0123725 V1   RA N31042400E033500900E005000121N                          00        EL ARISH                 ,,,SAFRP HEARHEVRDR0123725 V2 T  1706001800                                                                                   ,,,,,,,,,,,,
S,AFR,P,,HEAR,HE,V,RDR,0125000,,V,1,S,R,A,,N31042400,E033500900,E0050,00121,N,,,,,,,,,,00,,,,,EL ARISH,SAFRP HEARHEVRDR0125000 V1 S RA N31042400E033500900E005000121N                          00        EL ARISH                 ,,,SAFRP HEARHEVRDR0125000 V2 T  1706001800                                                                                   ,,,,,,,,,,,,
S,AFR,P,,HEBA,HE,V,APP,0122800,,V,0,,R,A,,N30550500,E029414500,E0050,00177,Y,,,,,,,,,,00,,,,,BORG EL ARAB,SAFRP HEBAHEVAPP0122800 V0   RA N30550500E029414500E005000177Y                          00        BORG EL ARAB             ,,,,,,,,,,,,,,,
S,AFR,P,,HEBA,HE,V,GND,0121900,,V,0,,N,A,,N30550500,E029414500,E0050,00177,Y,,,,,,,,,,00,,,,,BORG EL ARAB,SAFRP HEBAHEVGND0121900 V0   NA N30550500E029414500E005000177Y                          00        BORG EL ARAB             ,,,,,,,,,,,,,,,
S,AFR,P,,HEBA,HE,V,RDR,0122300,,V,0,,R,A,,N30550500,E029414500,E0050,00177,Y,,,,,,,,,,00,,,,,ALEX,SAFRP HEBAHEVRDR0122300 V0   RA N30550500E029414500E005000177Y                          00        ALEX                     ,,,,,,,,,,,,,,,
S,AFR,P,,HEBA,HE,V,RDR,0122800,,V,0,S,R,A,,N30550500,E029414500,E0050,00177,Y,,,,,,,,,,00,,,,,ALEX,SAFRP HEBAHEVRDR0122800 V0 S RA N30550500E029414500E005000177Y                          00        ALEX                     ,,,,,,,,,,,,,,,
S,AFR,P,,HEBA,HE,V,TWR,0118900,,V,0,S,N,A,,N30550500,E029414500,E0050,00177,Y,,,,,,,,,,00,,,,,BORG EL ARAB,SAFRP HEBAHEVTWR0118900 V0 S NA N30550500E029414500E005000177Y                          00        BORG EL ARAB             ,,,,,,,,,,,,,,,
S,AFR,P,,HEBA,HE,V,TWR,0119100,,V,0,,N,A,,N30550500,E029414500,E0050,00177,Y,,,,,,,,,,00,,,,,BORG EL ARAB,SAFRP HEBAHEVTWR0119100 V0   NA N30550500E029414500E005000177Y                          00        BORG EL ARAB             ,,,,,,,,,,,,,,,
S,AFR,P,,HLGD,HL,V,APP,0128600,,V,0,,N,A,,N31033620,E016353051,E0020,00270,Y,,,,,,,,,,00,,,,,GHARDABIYA,SAFRP HLGDHLVAPP0128600 V0   NA N31033620E016353051E002000270Y                          00        GHARDABIYA               ,,,,,,,,,,,,,,,
S,AFR,P,,HLGD,HL,V,GND,0121900,,V,0,,N,A,,N31033620,E016353051,E0020,00270,Y,,,,,,,,,,00,,,,,GHARDABIYA,SAFRP HLGDHLVGND0121900 V0   NA N31033620E016353051E002000270Y                          00        GHARDABIYA               ,,,,,,,,,,,,,,,
S,AFR,P,,HLGD,HL,V,TWR,0128600,,V,0,,N,A,,N31033620,E016353051,E0020,00270,N,,,,,,,,,,00,,,,,GHARDABIYA,SAFRP HLGDHLVTWR0128600 V0   NA N31033620E016353051E002000270N                          00        GHARDABIYA               ,,,,,,,,,,,,,,,
S,AFR,P,,HLLM,HL,V,APP,0124000,,V,0,,R,A,,N32394892,E013093298,E0020,00263,Y,,,,,,,,,,00,,,,,TRIPOLI,SAFRP HLLMHLVAPP0124000 V0   RA N32394892E013093298E002000263Y                          00        TRIPOLI                  ,,,,,,,,,,,,,,,
S,AFR,P,,HLLT,HL,V,APP,0124000,,V,0,,R,A,,N32394892,E013093298,E0020,00263,Y,,,,,,,,,,00,,,,,TRIPOLI,SAFRP HLLTHLVAPP0124000 V0   RA N32394892E013093298E002000263Y                          00        TRIPOLI                  ,,,,,,,,,,,,,,,
S,AFR,P,,HLLT,HL,V,ATI,0127000,T,V,0,,N,A,,N32394892,E013093298,E0020,00263,Y,,,,,,,,,,00,,,,,,SAFRP HLLTHLVATI0127000TV0   NA N32394892E013093298E002000263Y                          00                                 ,,,,,,,,,,,,,,,
S,AFR,P,,HTAR,HT,V,GND,0121700,,V,1,,N,A,,S03215962,E036372501,W0000,04583,N,,,,,,,,,,00,,,,,ARUSHA,SAFRP HTARHTVGND0121700 V1   NA S03215962E036372501W000004583N                          00        ARUSHA                   ,,,SAFRP HTARHTVGND0121700 V2 N  NO SPECIFIC WORKING HOURS                                                                    ,,,,,,,,,,,,
S,AFR,P,,HTGW,HT,V,TWR,0118100,,V,1,S,N,A,,S08551179,E033162675,W0020,04416,N,,,,,,,,,,00,,,,,SONGWE,SAFRP HTGWHTVTWR0118100 V1 S NA S08551179E033162675W002004416N                          00        SONGWE                   ,,,SAFRP HTGWHTVTWR0118100 V2 T  1704301530                                                                                   ,,,,,,,,,,,,
S,AFR,P,,HTGW,HT,V,TWR,0118400,,V,1,,N,A,,S08551179,E033162675,W0020,04416,N,,,,,,,,,,00,,,,,SONGWE,SAFRP HTGWHTVTWR0118400 V1   NA S08551179E033162675W002004416N                          00        SONGWE                   ,,,SAFRP HTGWHTVTWR0118400 V2 T  1704301530                                                                                   ,,,,,,,,,,,,
S,AFR,P,,HTIR,HT,V,TWR,0118100,,V,1,,N,A,,S07400282,E035450862,W0020,04670,N,,,,,,,,,,00,,,,,IRINGA,SAFRP HTIRHTVTWR0118100 V1   NA S07400282E035450862W002004670N                          00        IRINGA                   ,,,SAFRP HTIRHTVTWR0118100 V2 N  MON-FRI 0430-1530Z; SAT-SUN & HOL: DURING HOURS OF SCHEDULED OPERATION                       ,,,SAFRP HTIRHTVTWR0118100 V3 N  S OR 2HRS PNR                                                                                ,,,,,,,,,
S,AFR,P,,HTKJ,HT,V,APP,0133400,,V,0,S,N,A,,S03254586,E037042806,W0000,02937,Y,,,,,,,,,,00,,,,,KILI,SAFRP HTKJHTVAPP0133400 V0 S NA S03254586E037042806W000002937Y                          00        KILI                     ,,,,,,,,,,,,,,,
S,AFR,P,,HTKJ,HT,V,ATI,0119400,T,V,0,,N,A,,S03254586,E037042806,W0000,02937,Y,,,,,,,,,,00,,,,,,SAFRP HTKJHTVATI0119400TV0   NA S03254586E037042806W000002937Y                          00                                 ,,,,,,,,,,,,,,,
S,AFR,P,,HTKJ,HT,V,TWR,0119900,,V,0,,N,A,,S03254586,E037042806,W0000,02937,Y,,,,,,,,,,00,,,,,KILI,SAFRP HTKJHTVTWR0119900 V0   NA S03254586E037042806W000002937Y                          00        KILI                     ,,,,,,,,,,,,,,,
S,AFR,P,,HTMT,HT,V,TWR,0118100,,V,1,,N,A,,S10201007,E040105524,W0050,00380,N,,,,,,,,,,00,,,,,MTWARA,SAFRP HTMTHTVTWR0118100 V1   NA S10201007E040105524W005000380N                          00        MTWARA                   ,,,SAFRP HTMTHTVTWR0118100 V2 N  0430-1530Z. FOR NIGHT OPS 6 HR PN.                                                           ,,,,,,,,,,,,
S,AFR,P,,HTMW,HT,V,APP,0121000,,V,0,S,N,A,,S02263952,E032555628,E0010,03774,Y,,,,,,,,,,00,,,,,MWANZA,SAFRP HTMWHTVAPP0121000 V0 S NA S02263952E032555628E001003774Y                          00        MWANZA                   ,,,,,,,,,,,,,,,
S,AFR,P,,HTTG,HT,V,GND,0121700,,V,1,,N,A,,S05053158,E039041774,W0010,00129,N,,,,,,,,,,00,,,,,TANGA,SAFRP HTTGHTVGND0121700 V1   NA S05053158E039041774W001000129N                          00        TANGA                    ,,,SAFRP HTTGHTVGND0121700 V2 N  NO SPECIFIC WORKING HOURS                                                                    ,,,,,,,,,,,,
S,AFR,P,,HTTG,HT,V,TWR,0118600,,V,1,,N,A,,S05053158,E039041774,W0010,00129,N,,,,,,,,,,00,,,,,TANGA,SAFRP HTTGHTVTWR0118600 V1   NA S05053158E039041774W001000129N                          00        TANGA                    ,,,SAFRP HTTGHTVTWR0118600 V2 T  1704301530                                                                                   ,,,,,,,,,,,,
S,AFR,P,,HTTG,HT,V,TWR,0122100,,V,1,,N,A,,S05053158,E039041774,W0010,00129,N,,,,,,,,,,00,,,,,TANGA,SAFRP HTTGHTVTWR0122100 V1   NA S05053158E039041774W001000129N                          00        TANGA                    ,,,SAFRP HTTGHTVTWR0122100 V2 T  1704301530                                                                                   ,,,,,,,,,,,,
S,CAN,P,,CBB6,CY,V,MUL,0123200,,V,0,A,N,A,,N56234259,W129564231,E0190,01452,Y,,-,04500,,CBB6,CY,P,A,-,05,,,,,BOWSER TRAFFIC,SCANP CBB6CYVMUL0123200 V0 A NA N56234259W129564231E019001452Y      -04500     CBB6CYPA-05        BOWSER TRAFFIC           ,,,,,,,,,,,,,,,
S,CAN,P,,CCB6,CY,V,MUL,0122800,,V,0,A,N,A,,N44404000,W065361700,W0200,00050,Y,,,,,,,,,,00,,,,,CLEMENTSPORT MAPLECOVE,SCANP CCB6CYVMUL0122800 V0 A NA N44404000W065361700W020000050Y                          00        CLEMENTSPORT MAPLECOVE   ,,,,,,,,,,,,,,,
S,CAN,P,,CCG4,CY,V,MUL,0122800,,V,1,A,N,A,,N46091400,W064460700,W0180,00214,N,,-,03200,,CCG4,CY,P,A,-,05,,,,,MCEWEN TRAFFIC,SCANP CCG4CYVMUL0122800 V1 A NA N46091400W064460700W018000214N      -03200     CCG4CYPA-05        MCEWEN TRAFFIC           ,,,SCANP CCG4CYVMUL0122800 V2 5NM 3200' AMSL EXCLUDING THAT PORTION IN THE MONCTON CONTROL                                    ,,,SCANP CCG4CYVMUL0122800 V3  ZONE.                                                                                          ,,,SCANP CCG4CYVMUL0122800 V4 N  WHEN UNICOM INOPERATIVE.                                                                     ,,,,,,
S,CAN,P,,CCG4,CY,V,UNI,0122800,,V,1,A,N,A,,N46091400,W064460700,W0180,00214,N,,-,03200,,CCG4,CY,P,A,-,05,,,,,MCEWEN UNICOM,SCANP CCG4CYVUNI0122800 V1 A NA N46091400W064460700W018000214N      -03200     CCG4CYPA-05        MCEWEN UNICOM            ,,,SCANP CCG4CYVUNI0122800 V2 5NM 3200' AMSL EXCLUDING THAT PORTION IN THE MONCTON CONTROL                                    ,,,SCANP CCG4CYVUNI0122800 V3  ZONE.                                                                                          ,,,SCANP CCG4CYVUNI0122800 V4 N  LIMITED HOURS.                                                                               ,,,,,,
S,CAN,P,,CDA3,CY,V,MUL,0123200,,V,1,A,N,A,,N45234800,W063125600,W0210,00175,Y,,-,03200,,CDA3,CY,P,A,-,05,,,,,VALLEY TRAFFIC,SCANP CDA3CYVMUL0123200 V1 A NA N45234800W063125600W021000175Y      -03200     CDA3CYPA-05        VALLEY TRAFFIC           ,,,"SCANP CDA3CYVMUL0123200 V2 ALL, 5NM 3200 ASL                                                                               ",,,,,,,,,,,,
S,CAN,P,,CDO2,CY,V,MUL,0123200,,V,1,A,N,A,,N51174320,W112363780,E0140,02900,Y,,-,05900,,CDO2,CY,P,A,-,05,,,,,DRUMHELLER/OSTERGARD'S TR,SCANP CDO2CYVMUL0123200 V1 A NA N51174320W112363780E014002900Y      -05900     CDO2CYPA-05        DRUMHELLER/OSTERGARD'S TR,,,"SCANP CDO2CYVMUL0123200 V2 ALL, 5NM 5900 ASL                                                                               ",,,,,,,,,,,,
S,CAN,P,,CFP5,CY,V,MUL,0123200,,V,1,A,N,A,,N54161500,W111040000,E0140,01835,Y,,-,04900,,CFP5,CY,P,A,-,05,,,,,GLENDON,SCANP CFP5CYVMUL0123200 V1 A NA N54161500W111040000E014001835Y      -04900     CFP5CYPA-05        GLENDON                  ,,,"SCANP CFP5CYVMUL0123200 V2 ALL, 5NM 4900 ASL                                                                               ",,,,,,,,,,,,
S,CAN,P,,CJB2,CY,V,MUL,0123200,,V,1,A,N,A,,N49292900,W098010700,E0040,00882,Y,,-,03900,,CJB2,CY,P,A,-,05,,,,,CARMAN TRAFFIC,SCANP CJB2CYVMUL0123200 V1 A NA N49292900W098010700E004000882Y      -03900     CJB2CYPA-05        CARMAN TRAFFIC           ,,,"SCANP CJB2CYVMUL0123200 V2 ALL, 5NM 3900 ASL                                                                               ",,,,,,,,,,,,
S,CAN,P,,COR8,CY,V,MUL,0123200,,V,0,A,N,A,,N43540741,W080012554,W0100,01500,Y,,-,04500,,COR8,CY,P,A,-,04,,,,,ROSEHILL TRAFFIC,SCANP COR8CYVMUL0123200 V0 A NA N43540741W080012554W010001500Y      -04500     COR8CYPA-04        ROSEHILL TRAFFIC         ,,,,,,,,,,,,,,,
S,CAN,P,,CVS2,CY,V,MUL,0123200,,V,1,A,N,A,,N53013200,W111565500,E0140,02242,Y,,-,05300,,CVS2,CY,P,A,-,05,,,,,VIKING SOUTH,SCANP CVS2CYVMUL0123200 V1 A NA N53013200W111565500E014002242Y      -05300     CVS2CYPA-05        VIKING SOUTH             ,,,"SCANP CVS2CYVMUL0123200 V2 ALL, 5NM 5300 MSL                                                                               ",,,,,,,,,,,,
S,CAN,P,,CYHU,CY,V,CTA,0134150,,V,0,,R,A,,N45280500,W073442900,W0151,,Y,,,,,,,,,,00,,,,,MONTREAL,SCANP CYHUCYVCTA0134150 V0   RA N45280500W073442900W0151     Y                          00        MONTREAL                 ,,,,,,,,,,,,,,,
S,CAN,P,,CYJN,CY,V,CTA,0134150,,V,0,,R,A,,N45280500,W073442900,W0151,,Y,,,,,,,,,,00,,,,,MONTREAL,SCANP CYJNCYVCTA0134150 V0   RA N45280500W073442900W0151     Y                          00        MONTREAL                 ,,,,,,,,,,,,,,,
S,CAN,P,,CYME,CY,V,MUL,0122800,,V,1,AP,N,A,,N48512264,W067270829,W0190,00103,N,,-,03200,,CYME,CY,P,A,-,05,,,,,RUSSELL-BURNETT TRAFFIC,SCANP CYMECYVMUL0122800 V1 APNA N48512264W067270829W019000103N      -03200     CYMECYPA-05        RUSSELL-BURNETT TRAFFIC  ,,,SCANP CYMECYVMUL0122800 V2 N  WHEN UNICOM INOPERATIVE                                                                      ,,,,,,,,,,,,
S,CAN,P,,CYME,CY,V,UNI,0122800,,V,1,AP,N,A,,N48512264,W067270829,W0190,00103,N,,-,03200,,CYME,CY,P,A,-,05,,,,,RUSSELL-BURNETT,SCANP CYMECYVUNI0122800 V1 APNA N48512264W067270829W019000103N      -03200     CYMECYPA-05        RUSSELL-BURNETT          ,,,SCANP CYMECYVUNI0122800 V2 N  LIMITED HRS                                                                                  ,,,,,,,,,,,,
S,CAN,P,,CYSE,CY,V,UNI,0122800,,V,1,A,N,A,,N49465400,W123094300,E0170,00171,Y,,-,02500,,CYSE,CY,P,A,-,03,,,,,SQUAMISH UNICOM,SCANP CYSECYVUNI0122800 V1 A NA N49465400W123094300E017000171Y      -02500     CYSECYPA-03        SQUAMISH UNICOM          ,,,"SCANP CYSECYVUNI0122800 V2 ALL, 3NM 2500 ASL                                                                               ",,,,,,,,,,,,
S,CAN,P,,LFVP,CF,V,GND,0118500,,V,1,,N,A,,N46454700,W056102700,W0178,00028,N,,,,,,,,,,00,,,,,ST PIERRE,SCANP LFVPCFVGND0118500 V1   NA N46454700W056102700W017800028N                          00        ST PIERRE                ,,,"SCANP LFVPCFVGND0118500 V2 N  MON-SAT 1100-2100Z, SUN 1800-2100Z. O/T PPR PNR 12 HRS.                                      ",,,,,,,,,,,,
S,CAN,P,,PAIN,PA,V,MUL,0122700,,V,1,,N,A,,N63435735,W148543830,E0270,01720,Y,,,,,,,,,,00,,,,,DENALI PARK,SCANP PAINPAVMUL0122700 V1   NA N63435735W148543830E027001720Y                          00        DENALI PARK              ,,,SCANP PAINPAVMUL0122725 V2 NORTH                                                                                           ,,,,,,,,,,,,
S,EEU,P,,EPDE,EP,V,CLD,0121750,,V,1,,N,A,,N51330400,E021533100,E0060,00394,N,,,,,,,,,,00,,,,,DEBLIN,SEEUP EPDEEPVCLD0121750 V1   NA N51330400E021533100E006000394N                          00        DEBLIN                   ,,,SEEUP EPDEEPVCLD0121750 V2 N  BY NOTAM.                                                                                    ,,,,,,,,,,,,
S,EEU,P,,EPDE,EP,V,GND,0121750,,V,1,,N,A,,N51330400,E021533100,E0060,00394,N,,,,,,,,,,00,,,,,DEBLIN,SEEUP EPDEEPVGND0121750 V1   NA N51330400E021533100E006000394N                          00        DEBLIN                   ,,,SEEUP EPDEEPVGND0121750 V2 N  BY NOTAM                                                                                     ,,,,,,,,,,,,
S,EEU,P,,EPKS,EP,V,GND,0121750,,V,1,,N,A,,N52195500,E016580000,E0050,00276,N,,,,,,,,,,00,,,,,KRZESINY,SEEUP EPKSEPVGND0121750 V1   NA N52195500E016580000E005000276N                          00        KRZESINY                 ,,,SEEUP EPKSEPVGND0121750 V2 H  14070015000507001300                                                                         ,,,,,,,,,,,,
S,EEU,P,,EPLU,EP,V,INF,0126300,,V,0,FSR,N,A,,N51061000,E016530900,E0050,00406,Y,,,,,,,,,,00,EPWR,EP,P,A,POZNAN,SEEUP EPLUEPVINF0126300 V0FSRNA N51061000E016530900E005000406Y                          00EPWREPPAPOZNAN                   ,,,,,,,,,,,,,,,
S,EEU,P,,EPLY,EP,V,TWR,0128025,,V,0,,N,A,,N52001800,E019083800,E0060,00404,Y,,,,,,,,,,00,,,,,LECZYCA,SEEUP EPLYEPVTWR0128025 V0   NA N52001800E019083800E006000404Y                          00        LECZYCA                  ,,,,,,,,,,,,,,,
S,EEU,P,,EPMI,EP,V,RDR,0023407,,U,1,M,R,F,,N53234200,E016045800,E0050,00495,N,,,,,,,,,,00,,,,,MIROSLAWIEC PRECISION,SEEUP EPMIEPVRDR0023407 U1  MRF N53234200E016045800E005000495N                          00        MIROSLAWIEC PRECISION    ,,,SEEUP EPMIEPVRDR0023407 U2 N  PPR                                                                                          ,,,,,,,,,,,,
S,EEU,P,,EPMR,EP,V,INF,0126300,,V,0,FSR,N,A,,N51061000,E016530900,E0050,00406,Y,,,,,,,,,,00,EPWR,EP,P,A,POZNAN,SEEUP EPMREPVINF0126300 V0FSRNA N51061000E016530900E005000406Y                          00EPWREPPAPOZNAN                   ,,,,,,,,,,,,,,,
S,EEU,P,,EPNC,EP,V,RDO,0122205,,C,1,,N,A,,N52342600,E020521800,E0060,00375,N,,,,,,,,,,00,,,,,CHRCYNNO,SEEUP EPNCEPVRDO0122205 C1   NA N52342600E020521800E006000375N                          00        CHRCYNNO                 ,,,SEEUP EPNCEPVRDO0122205 C2 N  NO SPECIFIC WORKING HOURS.                                                                   ,,,,,,,,,,,,
S,EEU,P,,EPRA,EP,V,GND,0121750,,V,1,M,N,A,,N51232000,E021124200,E0070,00625,N,,,,,,,,,,00,,,,,RADOM,SEEUP EPRAEPVGND0121750 V1  MNA N51232000E021124200E007000625N                          00        RADOM                    ,,,"SEEUP EPRAEPVGND0121750 V2 N  MON, THU 1900-2200Z; TUE, FRI 0700-1400Z & 1700-2000Z & BY NOTAM.                            ",,,,,,,,,,,,
S,EEU,P,,EPSI,EP,V,INF,0127250,,V,0,F R,N,A,,N51350000,E018430000,E0050,00504,Y,,,,,,,,,,00,,,,,POZNAN,SEEUP EPSIEPVINF0127250 V0F RNA N51350000E018430000E005000504Y                          00        POZNAN                   ,,,,,,,,,,,,,,,
S,EEU,P,,EPSN,EP,V,RDR,0131175,,V,0,,R,A,,N53472600,E015493500,E0050,00394,Y,,,,,,,,,,00,,,,,SWIDWIN PRECISION,SEEUP EPSNEPVRDR0131175 V0   RA N53472600E015493500E005000394Y                          00        SWIDWIN PRECISION        ,,,,,,,,,,,,,,,
S,EEU,P,,EPTM,EP,V,INF,0128575,,V,0,F R,N,A,,N51431900,E019235300,E0060,00607,Y,,,,,,,,,,00,EPLL,EP,P,A,WARSAW,SEEUP EPTMEPVINF0128575 V0F RNA N51431900E019235300E006000607Y                          00EPLLEPPAWARSAW                   ,,,,,,,,,,,,,,,
S,EEU,P,,EPWR,EP,V,CLD,0121805,,C,1,,N,A,,N51061000,E016530900,E0050,00406,N,,,,,,,,,,00,,,,,WROCLAW,SEEUP EPWREPVCLD0121805 C1   NA N51061000E016530900E005000406N                          00        WROCLAW                  ,,,SEEUP EPWREPVCLD0121805 C2 T  1706302200                                                                                   ,,,,,,,,,,,,
S,EEU,P,,LBBG,LB,V,APP,0119650,,V,0,S,R,A,,N42341300,E027305500,E0060,00135,Y,,,,,,,,,,00,,,,,BURGAS,SEEUP LBBGLBVAPP0119650 V0 S RA N42341300E027305500E006000135Y                          00        BURGAS                   ,,,,,,,,,,,,,,,
S,EEU,P,,LBBG,LB,V,APP,0125100,,V,0,,R,A,,N42341300,E027305500,E0060,00135,Y,,,,,,,,,,00,,,,,BURGAS,SEEUP LBBGLBVAPP0125100 V0   RA N42341300E027305500E006000135Y                          00        BURGAS                   ,,,,,,,,,,,,,,,
