record_type,area_code,sec,icao,icao_code,sub,localizer_identifier,ils_category,localizer_frequency,runway_identifier,localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,localizer_position_reference,glide_slope_position,localizer_width,glide_slope_angle,station_declination,glide_slope_height_lthr,glide_slope_elevation,supporting_facility_id,supporting_facility_icao,supporting_facility_section,supporting_facility_subsection,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123
S,AFR,P,DAAE,DA,I,BJ,1,11050,RW26,N36423628,E005031337,2610,N36424468,E005044725,0868,,1033,0000,300,E0010,49,00057,,,,,SAFRP DAAEDAIBJ  1   111050RW26 N36423628E0050313372610N36424468E0050447250868 10330000300E00104900057                     ,S,Simulation application continuation,SAFRP DAAEDAIBJ  1   2S    U  N                    26200Y                              140                                 
S,AFR,P,DAAG,DA,I,AG,3,11030,RW23,N36413196,E003130306,2310,N36423654,E003145700,0984,,1125,0000,300,E0020,56,00131,,,,,SAFRP DAAGDAIAG  3   111030RW23 N36413196E0031303062310N36423654E0031457000984 11250000300E00205600131                     ,S,Simulation application continuation,SAFRP DAAGDAIAG  3   2S    U  N                    23300N                              140                                 
S,AFR,P,DAAG,DA,I,AL,1,10950,RW27,N36413175,E003100184,2700,N36412448,E003122357,1063,,0971,0000,300,E0020,49,00082,,,,,SAFRP DAAGDAIAL  1   110950RW27 N36413175E0031001842700N36412448E0031223571063 09710000300E00204900082                     ,S,Simulation application continuation,SAFRP DAAGDAIAL  1   2S    U  N                    27200N                              140                                 
S,AFR,P,DAAG,DA,I,HB,2,10850,RW09,N36412778,E003124789,0900,N36412740,E003102740,0984,,0984,0000,300,E0020,52,00082,,,,,SAFRP DAAGDAIHB  2   110850RW09 N36412778E0031247890900N36412740E0031027400984 09840000300E00205200082                     ,S,Simulation application continuation,SAFRP DAAGDAIHB  2   2S    U  N                    09200N                              140                                 
S,AFR,P,DAAJ,DA,I,DJ,1,10990,RW12,N24163034,E009284769,1240,N24173036,E009272149,1146,,0971,0000,300,E0010,50,03199,,,,,SAFRP DAAJDAIDJ  1   110990RW12 N24163034E0092847691240N24173036E0092721491146 09710000300E00105003199                     ,S,Simulation application continuation,SAFRP DAAJDAIDJ  1   2S    U  N                    12500N                              140                                 
S,AFR,P,DAAS,DA,I,ST,0,11090,RW27,N36103969,E005184344,2660,,,0524,,,0000,,E0010,,,,,,,SAFRP DAASDAIST  0   111090RW27 N36103969E0051843442660                   0524     0000   E0010                            ,S,Simulation application continuation,SAFRP DAASDAIST  0   2S    U  N                    26700N                                                                  
S,AFR,P,DAAT,DA,I,TA,1,10970,RW08,N22484193,E005272026,0810,N22483010,E005253282,0840,,1033,0000,300,E0010,46,04524,,,,,SAFRP DAATDAITA  1   110970RW08 N22484193E0052720260810N22483010E0052532820840 10330000300E00104604524                     ,S,Simulation application continuation,SAFRP DAATDAITA  1   2S    U  N                    08200N                              140                                 
S,AFR,P,DAAT,DA,I,TM,1,10850,RW20,N22474300,E005263900,2010,N22492600,E005271900,0394,,0984,0000,328,E0010,50,04518,,,,,SAFRP DAATDAITM  1   110850RW20 N22474300E0052639002010N22492600E0052719000394 09840000328E00105004518                     ,S,Simulation application continuation,SAFRP DAATDAITM  1   2S    U  N                    20200N                              140                                 
S,AFR,P,DAAV,DA,I,JL,1,10810,RW17,N36465430,E005523406,1690,N36481217,E005522370,0993,,0971,0000,300,E0020,49,00036,,,,,SAFRP DAAVDAIJL  1   110810RW17 N36465430E0055234061690N36481217E0055223700993 09710000300E00204900036                     ,S,Simulation application continuation,SAFRP DAAVDAIJL  1   2S    U  N                    17100Y                              140                                 
S,AFR,P,DABB,DA,I,AN,1,10970,RW18,N36485920,E007483060,1850,N36503290,E007484039,0669,,1033,0000,300,E0020,49,00016,,,,,SAFRP DABBDAIAN  1   110970RW18 N36485920E0074830601850N36503290E0074840390669 10330000300E00204900016                     ,S,Simulation application continuation,SAFRP DABBDAIAN  1   2S    U  N                    18700N                              140                                 
S,AFR,P,DABC,DA,I,CNT,1,10830,RW34,N36172490,E006363450,3370,N36155334,E006371277,0869,,0911,0000,315,E0020,56,02316,,,,,SAFRP DABCDAICNT 1   110830RW34 N36172490E0063634503370N36155334E0063712770869 09110000315E00205602316                     ,S,Simulation application continuation,SAFRP DABCDAICNT 1   2S    U  N                    33900Y                              140                                 
S,AFR,P,DABC,DA,I,CT,1,10930,RW31,N36171089,E006364523,3140,N36161936,E006375314,0955,,1215,0000,300,E0020,56,02316,,,,,SAFRP DABCDAICT  1   110930RW31 N36171089E0063645233140N36161936E0063753140955 12150000300E00205602316                     ,S,Simulation application continuation,SAFRP DABCDAICT  1   2S    U  N                    31600Y                              140                                 
S,AFR,P,DABT,DA,I,BT,1,11070,RW23,N35443421,E006173707,2330,N35452652,E006191433,0778,,1033,0000,300,E0020,43,02700,,,,,SAFRP DABTDAIBT  1   111070RW23 N35443421E0061737072330N35452652E0061914330778 10330000300E00204302700                     ,S,Simulation application continuation,SAFRP DABTDAIBT  1   2S    U  N                    23500N                              140                                 
S,AFR,P,DAOF,DA,I,TF,1,11010,RW26R,N27415158,W008110676,2580,N27421195,W008092000,0964,,0971,0000,300,W0020,49,01483,,,,,SAFRP DAOFDAITF  1   111010RW26RN27415158W0081106762580N27421195W0080920000964 09710000300W00204901483                     ,S,Simulation application continuation,SAFRP DAOFDAITF  1   2S    U  N                    25600N                              140                                 
S,AFR,P,DAON,DA,I,LT,1,10910,RW25,N35003106,W001282376,2490,N35005619,W001264713,0852,,0971,0000,300,E0010,56,00860,,,,,SAFRP DAONDAILT  1   110910RW25 N35003106W0012823762490N35005619W0012647130852 09710000300E00105600860                     ,S,Simulation application continuation,SAFRP DAONDAILT  1   2S    U  N                    25000N                              140                                 
S,AFR,P,DAOO,DA,I,OR,1,10990,RW25L,N35364700,W000383790,2460,N35372830,W000365200,0951,,1138,0000,300,E0010,59,00299,,,,,SAFRP DAOODAIOR  1   110990RW25LN35364700W0003837902460N35372830W0003652000951 11380000300E00105900299                     ,S,Simulation application continuation,SAFRP DAOODAIOR  1   2S    U  N                    24700Y                              140                                 
S,AFR,P,DAOO,DA,I,RN,1,10870,RW25R,N35365603,W000384307,2460,N35374404,W000363528,1047,,1214,0000,300,E0010,52,00299,,,,,SAFRP DAOODAIRN  1   110870RW25RN35365603W0003843072460N35374404W0003635281047 12140000300E00105200299                     ,S,Simulation application continuation,SAFRP DAOODAIRN  1   2S    U  N                    24700N                              140                                 
S,AFR,P,DAOR,DA,I,BC,1,10810,RW18,N31374526,W002153954,1800,N31392177,W002153605,1056,,0971,0000,300,E0000,54,02661,,,,,SAFRP DAORDAIBC  1   110810RW18 N31374526W0021539541800N31392177W0021536051056 09710000300E00005402661                     ,S,Simulation application continuation,SAFRP DAORDAIBC  1   2S    U  N                    18000N                              140                                 
S,AFR,P,DAUA,DA,I,AD,1,10970,RW04,N27505962,W000103015,0410,N27494821,W000114269,0850,,0971,0000,300,W0010,49,00974,,,,,SAFRP DAUADAIAD  1   110970RW04 N27505962W0001030150410N27494821W0001142690850 09710000300W00104900974                     ,S,Simulation application continuation,SAFRP DAUADAIAD  1   2S    U  N                    04000N                              140                                 
S,AFR,P,DAUB,DA,I,BI,1,11090,RW31,N34481626,E005431879,3090,N34470512,E005445593,0986,,0971,0000,300,E0010,50,00246,,,,,SAFRP DAUBDAIBI  1   111090RW31 N34481626E0054318793090N34470512E0054455930986 09710000300E00105000246                     ,S,Simulation application continuation,SAFRP DAUBDAIBI  1   2S    U  N                    31000Y                              140                                 
S,AFR,P,DAUG,DA,I,GH,1,10950,RW30,N32230494,E003473315,3010,N32220990,E003491000,0738,,0854,0000,300,E0010,49,01512,,,,,SAFRP DAUGDAIGH  1   110950RW30 N32230494E0034733153010N32220990E0034910000738 08540000300E00104901512                     ,S,Simulation application continuation,SAFRP DAUGDAIGH  1   2S    U  N                    30200N                              140                                 
S,AFR,P,DAUH,DA,I,HM,1,10910,RW36L,N31412100,E006083000,0020,N31394500,E006081700,1001,+,1155,0000,300,E0020,50,00459,,,,,SAFRP DAUHDAIHM  1   110910RW36LN31412100E0060830000020N31394500E0060817001001+11550000300E00205000459                     ,S,Simulation application continuation,SAFRP DAUHDAIHM  1   2S    U  N                    00400N                              140                                 
S,AFR,P,DAUK,DA,I,GT,1,10870,RW01,N33052210,E006053290,0070,N33034708,E006051132,0941,,1033,0000,300,E0020,52,00322,,,,,SAFRP DAUKDAIGT  1   110870RW01 N33052210E0060532900070N33034708E0060511320941 10330000300E00205200322                     ,S,Simulation application continuation,SAFRP DAUKDAIGT  1   2S    U  N                    00900N                              140                                 
S,AFR,P,DAUO,DA,I,EO,1,10830,RW13,N33302990,E006472114,1280,N33312967,E006454931,0980,,0971,0000,300,E0020,49,00249,,,,,SAFRP DAUODAIEO  1   110830RW13 N33302990E0064721141280N33312967E0064549310980 09710000300E00204900249                     ,S,Simulation application continuation,SAFRP DAUODAIEO  1   2S    U  N                    13000N                              140                                 
S,AFR,P,DAUU,DA,I,OG,2,10890,RW36,N31555460,E005250080,3580,N31541855,E005250421,0984,,0984,0000,300,E0020,49,00550,,,,,SAFRP DAUUDAIOG  2   110890RW36 N31555460E0052500803580N31541855E0052504210984 09840000300E00204900550                     ,S,Simulation application continuation,SAFRP DAUUDAIOG  2   2S    U  N                    36000N                              140                                 
S,AFR,P,DAUZ,DA,I,IM,1,10950,RW05,N28035492,E009393394,0450,N28024595,E009381729,0945,,1033,0000,300,E0020,49,01873,,,,,SAFRP DAUZDAIIM  1   110950RW05 N28035492E0093933940450N28024595E0093817290945 10330000300E00204901873                     ,S,Simulation application continuation,SAFRP DAUZDAIIM  1   2S    U  N                    04700N                              140                                 
S,AFR,P,DBBB,DB,I,CN,2,10950,RW24,N06210014,E002222971,2350,N06214650,E002232484,0377,,1017,0000,300,W0020,49,00074,,,,,SAFRP DBBBDBICN  2   110950RW24 N06210014E0022229712350N06214650E0022324840377 10170000300W00204900074                     ,S,Simulation application continuation,SAFRP DBBBDBICN  2   2S    U  N                    23300N                              140                                 
S,AFR,P,DFFD,DF,I,OG,1,11010,RW04,N12215977,W001301201,0350,N12204019,W001311008,0922,,0951,0000,300,W0020,49,01093,,,,,SAFRP DFFDDFIOG  1   111010RW04 N12215977W0013012010350N12204019W0013110080922 09510000300W00204901093                     ,S,Simulation application continuation,SAFRP DFFDDFIOG  1   2S    U  N                    03300N                              140                                 
S,AFR,P,DFOO,DF,I,BO,2,10970,RW06,N11101570,W004185860,0570,N11091228,W004202960,1303,,1033,0000,300,W0040,49,01476,,,,,SAFRP DFOODFIBO  2   110970RW06 N11101570W0041858600570N11091228W0042029601303 10330000300W00404901476                     ,S,Simulation application continuation,SAFRP DFOODFIBO  2   2S    U  N                    05300N                              140                                 
S,AFR,P,DGAA,DG,I,IACA,1,10990,RW21,N05351775,W000102708,2060,N05364706,W000094648,0932,,0851,0000,300,W0040,50,00250,,,,,SAFRP DGAADGIIACA1   110990RW21 N05351775W0001027082060N05364706W0000946480932 08510000300W00405000250                     ,S,Simulation application continuation,SAFRP DGAADGIIACA1   2S    U  N                    20200Y                              140                                 
S,AFR,P,DGLE,DG,I,ITM,1,11190,RW23,N09322841,W000524446,2270,N09334508,W000512322,0974,,0912,0000,300,W0030,50,00548,,,,,SAFRP DGLEDGIITM 1   111190RW23 N09322841W0005244462270N09334508W0005123220974 09120000300W00305000548                     ,S,Simulation application continuation,SAFRP DGLEDGIITM 1   2S    U  N                    22400N                              140                                 
S,AFR,P,DGSI,DG,I,IKU,1,10890,RW20,N06421034,W001353559,1960,N06431350,W001352639,1067,,1214,0000,300,W0040,50,00963,,,,,SAFRP DGSIDGIIKU 1   110890RW20 N06421034W0013535591960N06431350W0013526391067 12140000300W00405000963                     ,S,Simulation application continuation,SAFRP DGSIDGIIKU 1   2S    U  N                    19200N                              140                                 
S,AFR,P,DIAP,DI,I,AN,2,11030,RW21,N05144578,W003555570,2070,N05161440,W003551460,1050,,1033,0000,300,W0040,50,00039,,,,,SAFRP DIAPDIIAN  2   111030RW21 N05144578W0035555702070N05161440W0035514601050 10330000300W00405000039                     ,S,Simulation application continuation,SAFRP DIAPDIIAN  2   2S    U  N                    20300N                              140                                 
S,AFR,P,DIYO,DI,I,YKS,1,10950,RW05,N06545425,W005211970,0460,N06534046,W005222012,0877,,1155,0000,300,W0040,49,00702,,,,,SAFRP DIYODIIYKS 1   110950RW05 N06545425W0052119700460N06534046W0052220120877 11550000300W00404900702                     ,S,Simulation application continuation,SAFRP DIYODIIYKS 1   2S    U  N                    04200N                              140                                 
S,AFR,P,DNAA,DN,I,IAB,2,10930,RW22,N08592490,E007150540,2150,N09010530,E007161130,1342,,1155,0000,300,W0000,50,01161,,,,,SAFRP DNAADNIIAB 2   110930RW22 N08592490E0071505402150N09010530E0071611301342 11550000300W00005001161                     ,S,Simulation application continuation,SAFRP DNAADNIIAB 2   2S    U  N                    21500N                              140                                 
S,AFR,P,DNAA,DN,I,IAC,2,11190,RW04,N09012350,E007162910,0350,N08594780,E007151560,1358,,1178,0000,300,W0000,50,01115,,,,,SAFRP DNAADNIIAC 2   111190RW04 N09012350E0071629100350N08594780E0071515601358 11780000300W00005001115                     ,S,Simulation application continuation,SAFRP DNAADNIIAC 2   2S    U  N                    03500N                              140                                 
S,AFR,P,DNAI,DN,I,IAK,1,10890,RW21,N04511850,E008050670,2080,N04530030,E008060110,0982,,1155,0000,300,W0020,50,00180,,,,,SAFRP DNAIDNIIAK 1   110890RW21 N04511850E0080506702080N04530030E0080601100982 11550000300W00205000180                     ,S,Simulation application continuation,SAFRP DNAIDNIIAK 1   2S    U  N                    20600N                              140                                 
S,AFR,P,DNAN,DN,I,IAN,2,10875,RW24,N06152949,E006511675,2430,N06162868,E006525975,0815,,0971,0000,300,W0010,50,00238,,,,,SAFRP DNANDNIIAN 2   110875RW24 N06152949E0065116752430N06162868E0065259750815 09710000300W00105000238                     ,S,Simulation application continuation,SAFRP DNANDNIIAN 2   2S    U  N                    24200N                              140                                 
S,AFR,P,DNAS,DN,I,IAS,1,10830,RW11,N06115311,E006410138,1090,N06122379,E006391589,0958,,1033,0000,300,W0010,50,00252,,,,,SAFRP DNASDNIIAS 1   110830RW11 N06115311E0064101381090N06122379E0063915890958 10330000300W00105000252                     ,S,Simulation application continuation,SAFRP DNASDNIIAS 1   2S    U  N                    10800N                              140                                 
S,AFR,P,DNBC,DN,I,IBT,2,11130,RW35,N10300240,E009442700,3510,N10281280,E009444170,0987,,0971,0000,300,W0010,50,01995,,,,,SAFRP DNBCDNIIBT 2   111130RW35 N10300240E0094427003510N10281280E0094441700987 09710000300W00105001995                     ,S,Simulation application continuation,SAFRP DNBCDNIIBT 2   2S    U  N                    35000N                              140                                 
S,AFR,P,DNBE,DN,I,IBE,1,10970,RW23,N06182740,E005352330,2290,N06192220,E005361390,0697,,1093,0000,300,W0030,50,00335,,,,,SAFRP DNBEDNIIBE 1   110970RW23 N06182740E0053523302290N06192220E0053613900697 10930000300W00305000335                     ,S,Simulation application continuation,SAFRP DNBEDNIIBE 1   2S    U  N                    22600N                              140                                 
S,AFR,P,DNBK,DN,I,IRK,1,11050,RW06,N12291510,E004230290,0610,N12282110,E004213520,0990,,0997,0000,300,W0010,50,00770,,,,,SAFRP DNBKDNIIRK 1   111050RW06 N12291510E0042302900610N12282110E0042135200990 09970000300W00105000770                     ,S,Simulation application continuation,SAFRP DNBKDNIIRK 1   2S    U  N                    06000N                              140                                 
S,AFR,P,DNCA,DN,I,ICL,1,10910,RW21,N04575030,E008202830,2080,N04590020,E008205970,0889,,1220,0000,300,W0010,50,00246,,,,,SAFRP DNCADNIICL 1   110910RW21 N04575030E0082028302080N04590020E0082059700889 12200000300W00105000246                     ,S,Simulation application continuation,SAFRP DNCADNIICL 1   2S    U  N                    20700N                              140                                 
S,AFR,P,DNDS,DN,I,IDT,2,10850,RW06,N11481150,E009185250,0600,N11472650,E009172990,0692,,1233,0000,300,W0010,50,01406,,,,,SAFRP DNDSDNIIDT 2   110850RW06 N11481150E0091852500600N11472650E0091729900692 12330000300W00105001406                     ,S,Simulation application continuation,SAFRP DNDSDNIIDT 2   2S    U  N                    05900N                              140                                 
S,AFR,P,DNEN,DN,I,IEN,1,10830,RW26,N06281520,E007323670,2620,N06283540,E007341000,0755,,0980,0000,300,W0020,50,00469,,,,,SAFRP DNENDNIIEN 1   110830RW26 N06281520E0073236702620N06283540E0073410000755 09800000300W00205000469                     ,S,Simulation application continuation,SAFRP DNENDNIIEN 1   2S    U  N                    26000N                              140                                 
S,AFR,P,DNGO,DN,I,IGM,1,10810,RW05,N10183160,E010544750,0540,N10173000,E010531910,0947,,1033,0000,300,W0010,50,01535,,,,,SAFRP DNGODNIIGM 1   110810RW05 N10183160E0105447500540N10173000E0105319100947 10330000300W00105001535                     ,S,Simulation application continuation,SAFRP DNGODNIIGM 1   2S    U  N                    05300N                              140                                 
S,AFR,P,DNIL,DN,I,IIL,2,10990,RW05,N08270160,E004302160,0510,N08260100,E004290500,0650,,1089,0000,300,W0020,49,01158,,,,,SAFRP DNILDNIIIL 2   110990RW05 N08270160E0043021600510N08260100E0042905000650 10890000300W00204901158                     ,S,Simulation application continuation,SAFRP DNILDNIIIL 2   2S    U  N                    04900N                              140                                 
S,AFR,P,DNJO,DN,I,IJS,2,11070,RW10,N09381800,E008530690,0960,N09383070,E008513030,0934,,1102,0000,300,W0010,50,04255,,,,,SAFRP DNJODNIIJS 2   111070RW10 N09381800E0085306900960N09383070E0085130300934 11020000300W00105004255                     ,S,Simulation application continuation,SAFRP DNJODNIIJS 2   2S    U  N                    09500N                              140                                 
S,AFR,P,DNKA,DN,I,IKA,1,11010,RW05,N10422220,E007195680,0510,N10412290,E007183990,0853,,1070,0000,300,W0010,50,02100,,,,,SAFRP DNKADNIIKA 1   111010RW05 N10422220E0071956800510N10412290E0071839900853 10700000300W00105002100                     ,S,Simulation application continuation,SAFRP DNKADNIIKA 1   2S    U  N                    05000N                              140                                 
S,AFR,P,DNKN,DN,I,IKK,2,11110,RW24,N12022520,E008301540,2420,N12031200,E008314950,0966,,1335,0000,300,W0000,50,01539,,,,,SAFRP DNKNDNIIKK 2   111110RW24 N12022520E0083015402420N12031200E0083149500966 13350000300W00005001539                     ,S,Simulation application continuation,SAFRP DNKNDNIIKK 2   2S    U  N                    24200Y                              140                                 
S,AFR,P,DNKN,DN,I,IKN,2,10950,RW06,N12032530,E008320610,0620,N12023820,E008303120,0604,,1037,0000,300,W0000,50,01588,,,,,SAFRP DNKNDNIIKN 2   110950RW06 N12032530E0083206100620N12023820E0083031200604 10370000300W00005001588                     ,S,Simulation application continuation,SAFRP DNKNDNIIKN 2   2S    U  N                    06200Y                              140                                 
S,AFR,P,DNKT,DN,I,IKT,1,10810,RW05,N13011320,E007402560,0460,N12595330,E007390980,0950,,1276,0000,300,W0010,50,01820,,,,,SAFRP DNKTDNIIKT 1   110810RW05 N13011320E0074025600460N12595330E0073909800950 12760000300W00105001820                     ,S,Simulation application continuation,SAFRP DNKTDNIIKT 1   2S    U  N                    04500N                              140                                 
S,AFR,P,DNMA,DN,I,IMA,1,11030,RW05,N11515820,E013053490,0450,N11505500,E013042120,0879,,1096,0000,300,E0010,50,01119,,,,,SAFRP DNMADNIIMA 1   111030RW05 N11515820E0130534900450N11505500E0130421200879 10960000300E00105001119                     ,S,Simulation application continuation,SAFRP DNMADNIIMA 1   2S    U  N                    04600N                              140                                 
S,AFR,P,DNMM,DN,I,ILA,2,11030,RW18L,N06341040,E003194500,1810,N06353800,E003194010,0965,,1132,0000,300,W0020,50,00161,,,,,SAFRP DNMMDNIILA 2   111030RW18LN06341040E0031945001810N06353800E0031940100965 11320000300W00205000161                     ,S,Simulation application continuation,SAFRP DNMMDNIILA 2   2S    U  N                    17900N                              140                                 
S,AFR,P,DNPO,DN,I,IPC,1,11030,RW21,N05000410,E006563070,2100,N05013330,E006571410,0984,,1178,0000,300,W0020,50,00115,,,,,SAFRP DNPODNIIPC 1   111030RW21 N05000410E0065630702100N05013330E0065714100984 11780000300W00205000115                     ,S,Simulation application continuation,SAFRP DNPODNIIPC 1   2S    U  N                    20800N                              140                                 
S,AFR,P,DNSO,DN,I,ISK,1,10950,RW08,N12551083,E005132350,0780,N12544460,E005114750,1033,,1112,0000,310,W0010,54,01027,,,,,SAFRP DNSODNIISK 1   110950RW08 N12551083E0051323500780N12544460E0051147501033 11120000310W00105401027                     ,S,Simulation application continuation,SAFRP DNSODNIISK 1   2S    U  N                    07670Y                              140                                 
S,AFR,P,DNYO,DN,I,IYL,1,10990,RW17,N09143000,E012255920,1710,N09160650,E012254700,0991,,1089,0000,300,W0000,50,00608,,,,,SAFRP DNYODNIIYL 1   110990RW17 N09143000E0122559201710N09160650E0122547000991 10890000300W00005000608                     ,S,Simulation application continuation,SAFRP DNYODNIIYL 1   2S    U  N                    17100N                              140                                 
S,AFR,P,DRRN,DR,I,NM,1,10990,RW09R,N13290035,E002123154,0880,N13285025,E002102119,1512,,1093,0000,300,W0010,49,00787,,,,,SAFRP DRRNDRINM  1   110990RW09RN13290035E0021231540880N13285025E0021021191512 10930000300W00104900787                     ,S,Simulation application continuation,SAFRP DRRNDRINM  1   2S    U  N                    08700N                              140                                 
S,AFR,P,DTKA,DT,I,TAB,1,11070,RW27,N36585140,E008512540,2700,N36584180,E008531550,0587,,0971,0000,300,E0030,49,00300,,,,,SAFRP DTKADTITAB 1   111070RW27 N36585140E0085125402700N36584180E0085315500587 09710000300E00304900300                     ,S,Simulation application continuation,SAFRP DTKADTITAB 1   2S    U  N                    27300N                              140                                 
S,AFR,P,DTMB,DT,I,MIS,1,10990,RW07,N35454380,E010461930,0710,N35452150,E010442910,0705,,1093,0000,300,E0030,56,00009,,,,,SAFRP DTMBDTIMIS 1   110990RW07 N35454380E0104619300710N35452150E0104429100705 10930000300E00305600009                     ,S,Simulation application continuation,SAFRP DTMBDTIMIS 1   2S    U  N                    07400N                              140                                 
S,AFR,P,DTNH,DT,I,EBI,2,10810,RW27,N36043290,E010250130,2680,N36042830,E010271240,0959,,1020,0000,300,E0030,53,00021,,,,,SAFRP DTNHDTIEBI 2   110810RW27 N36043290E0102501302680N36042830E0102712400959 10200000300E00305300021                     ,S,Simulation application continuation,SAFRP DTNHDTIEBI 2   2S    U  N                    27100N                              140                                 
S,AFR,P,DTNH,DT,I,NZI,2,10930,RW09,N36043220,E010273650,0880,N36042880,E010252540,0959,,1024,0000,300,E0030,53,00021,,,,,SAFRP DTNHDTINZI 2   110930RW09 N36043220E0102736500880N36042880E0102525400959 10240000300E00305300021                     ,S,Simulation application continuation,SAFRP DTNHDTINZI 2   2S    U  N                    09100N                              140                                 
S,AFR,P,DTTA,DT,I,TBL,1,11110,RW01,N36520890,E010135490,0090,N36503120,E010132340,0722,,0984,0000,300,E0030,52,00021,,,,,SAFRP DTTADTITBL 1   111110RW01 N36520890E0101354900090N36503120E0101323400722 09840000300E00305200021                     ,S,Simulation application continuation,SAFRP DTTADTITBL 1   2S    U  N                    01200N                              140                                 
S,AFR,P,DTTA,DT,I,TKE,2,10850,RW29,N36511870,E010125360,2890,N36505000,E010143270,0885,,1033,0000,300,E0030,53,00021,,,,,SAFRP DTTADTITKE 2   110850RW29 N36511870E0101253602890N36505000E0101432700885 10330000300E00305300021                     ,S,Simulation application continuation,SAFRP DTTADTITKE 2   2S    U  N                    29200N                              140                                 
S,AFR,P,DTTA,DT,I,TSI,1,11030,RW19,N36501200,E010132310,1890,N36515080,E010135520,0895,,1083,0000,300,E0030,57,00021,,,,,SAFRP DTTADTITSI 1   111030RW19 N36501200E0101323101890N36515080E0101355200895 10830000300E00305700021                     ,S,Simulation application continuation,SAFRP DTTADTITSI 1   2S    U  N                    19200N                              140                                 
S,AFR,P,DTTJ,DT,I,JAZ,2,10950,RW09,N33523330,E010474650,0850,N33523420,E010454870,0696,,1033,0000,300,E0030,52,00029,,,,,SAFRP DTTJDTIJAZ 2   110950RW09 N33523330E0104746500850N33523420E0104548700696 10330000300E00305200029                     ,S,Simulation application continuation,SAFRP DTTJDTIJAZ 2   2S    U  N                    08800N                              140                                 
S,AFR,P,DTTZ,DT,I,TOZ,2,11050,RW09,N33562340,E008071630,0880,N33562660,E008051290,0780,,1001,0000,300,E0020,52,00287,,,,,SAFRP DTTZDTITOZ 2   111050RW09 N33562340E0080716300880N33562660E0080512900780 10010000300E00205200287                     ,S,Simulation application continuation,SAFRP DTTZDTITOZ 2   2S    U  N                    09000N                              140                                 
S,AFR,P,DXNG,DX,I,NM,1,11030,RW03,N09465459,E001055088,0250,N09453647,E001051300,1624,,1106,0000,300,W0020,49,01562,,,,,SAFRP DXNGDXINM  1   111030RW03 N09465459E0010550880250N09453647E0010513001624 11060000300W00204901562                     ,S,Simulation application continuation,SAFRP DXNGDXINM  1   2S    U  N                    02300N                              140                                 
S,AFR,P,DXXX,DX,I,LO,2,11010,RW22,N06091078,E001143835,2220,N06102843,E001153511,0984,,1149,0000,300,W0030,49,00079,,,,,SAFRP DXXXDXILO  2   111010RW22 N06091078E0011438352220N06102843E0011535110984 11490000300W00304900079                     ,S,Simulation application continuation,SAFRP DXXXDXILO  2   2S    U  N                    21900N                              140                                 
S,AFR,P,FACT,FA,I,CTI,3,11030,RW01,S33572410,E018355660,0110,S33590360,E018363420,1188,,1154,0000,300,W0260,60,00144,,,,,SAFRP FACTFAICTI 3   111030RW01 S33572410E0183556600110S33590360E0183634201188 11540000300W02606000144                     ,S,Simulation application continuation,SAFRP FACTFAICTI 3   2S    U  N                    34500N                              140                                 
S,AFR,P,FACT,FA,I,KSI,2,10910,RW19,S33592450,E018363480,1910,S33574530,E018360810,0907,,1154,0000,320,W0260,57,00147,,,,,SAFRP FACTFAIKSI 2   110910RW19 S33592450E0183634801910S33574530E0183608100907 11540000320W02605700147                     ,S,Simulation application continuation,SAFRP FACTFAIKSI 2   2S    U  N                    16500N                              140                                 
S,AFR,P,FAEL,FA,I,BSI,1,11090,RW11,S33020381,E027500831,1120,S33020853,E027485569,0980,,1155,0000,300,W0300,53,00427,,,,,SAFRP FAELFAIBSI 1   111090RW11 S33020381E0275008311120S33020853E0274855690980 11550000300W03005300427                     ,S,Simulation application continuation,SAFRP FAELFAIBSI 1   2S    U  N                    08200Y                              140                                 
S,AFR,P,FAEL,FA,I,ELI,1,10990,RW29,S33021506,E027483369,2920,S33020258,E027494559,0801,,0911,0000,300,W0300,53,00391,,,,,SAFRP FAELFAIELI 1   110990RW29 S33021506E0274833692920S33020258E0274945590801 09110000300W03005300391                     ,S,Simulation application continuation,SAFRP FAELFAIELI 1   2S    U  N                    26200Y                              140                                 
S,AFR,P,FAGG,FA,I,GEI,1,10950,RW11,S34001845,E022232906,1160,S34002483,E022221088,1024,,0972,0000,300,W0280,55,00668,,,,,SAFRP FAGGFAIGEI 1   110950RW11 S34001845E0222329061160S34002483E0222210881024 09720000300W02805500668                     ,S,Simulation application continuation,SAFRP FAGGFAIGEI 1   2S    U  N                    08800Y                              140                                 
S,AFR,P,FAGG,FA,I,GGI,2,11010,RW29,S34002205,E022213526,2960,S34001501,E022230444,2001,,1033,0000,300,W0280,47,00686,,,,,SAFRP FAGGFAIGGI 2   111010RW29 S34002205E0222135262960S34001501E0222304442001 10330000300W02804700686                     ,S,Simulation application continuation,SAFRP FAGGFAIGGI 2   2S    U  N                    26800Y                              140                                 
