record_type,area_code,sec,icao,icao_code,sub,localizer_identifier,ils_category,localizer_frequency,runway_identifier,localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,localizer_position_reference,glide_slope_position,localizer_width,glide_slope_angle,station_declination,glide_slope_height_lthr,glide_slope_elevation,supporting_facility_id,supporting_facility_icao,supporting_facility_section,supporting_facility_subsection,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123
S,USA,P,KPDX,K1,I,IVDG,1,11130,RW10L,N45345553,W122334686,1030,N45353976,W122353017,1010,,0946,0420,300,E0160,49,00031,,,,,SUSAP KPDXK1IIVDG1   111130RW10LN45345553W1223346861030N45353976W1223530171010 09460420300E01604900031                     ,S,Simulation application continuation,SUSAP KPDXK1IIVDG1   2S    U  U                    11900N                              140                                 
S,USA,P,KPGD,K7,I,IPGD,1,10975,RW04,N26554793,W081584734,0350,N26544300,W081592265,1050,,0960,0486,300,W0060,50,00021,,,,,SUSAP KPGDK7IIPGD1   110975RW04 N26554793W0815847340350N26544300W0815922651050 09600486300W00605000021                     ,S,Simulation application continuation,SUSAP KPGDK7IIPGD1   2S    U  U                    02900N                              140                                 
S,USA,P,KPGV,K7,I,IPGV,1,11070,RW20,N35372709,W077230986,1970,N35383427,W077230228,0615,,0974,0600,300,W0090,50,00025,,,,,SUSAP KPGVK7IIPGV1   111070RW20 N35372709W0772309861970N35383427W0772302280615 09740600300W00905000025                     ,S,Simulation application continuation,SUSAP KPGVK7IIPGV1   2S    U  U                    18800N                              140                                 
S,USA,P,KPHF,K6,I,IDHY,1,11010,RW25,N37072433,W076301627,2470,N37080895,W076285401,1080,,1042,0410,300,W0090,55,00036,,,,,SUSAP KPHFK6IIDHY1   111010RW25 N37072433W0763016272470N37080895W0762854011080 10420410300W00905500036                     ,S,Simulation application continuation,SUSAP KPHFK6IIDHY1   2S    U  N                    23800N                              140                                 
S,USA,P,KPHF,K6,I,IFJQ,0,10930,RW20,N37071808,W076300066,2020,,,1023,,,0531,,W0090,,,,,,,SUSAP KPHFK6IIFJQ0   110930RW20 N37071808W0763000662020                   1023     0531   W0090                            ,S,Simulation application continuation,SUSAP KPHFK6IIFJQ0   2S    U  N                    19300N                                                                  
S,USA,P,KPHF,K6,I,IPHF,1,11010,RW07,N37082139,W076282309,0670,N37073369,W076295180,1747,,1100,0410,300,W0090,59,00032,,,,,SUSAP KPHFK6IIPHF1   111010RW07 N37082139W0762823090670N37073369W0762951801747 11000410300W00905900032                     ,S,Simulation application continuation,SUSAP KPHFK6IIPHF1   2S    U  U                    05800N                              140                                 
S,USA,P,KPHL,K6,I,IGLC,1,10930,RW27L,N39513626,W075164395,2670,N39515728,W075143773,1068,,1094,0368,300,W0120,57,00009,,,,,SUSAP KPHLK6IIGLC1   110930RW27LN39513626W0751643952670N39515728W0751437731068 10940368300W01205700009                     ,S,Simulation application continuation,SUSAP KPHLK6IIGLC1   2S    U  U                    25500N                              140                                 
S,USA,P,KPHL,K6,I,ILLH,1,11155,RW26,N39524238,W075133183,2650,N39524937,W075125835,1234,-,1063,0600,315,W0120,50,00021,,,,,SUSAP KPHLK6IILLH1   111155RW26 N39524238W0751331832650N39524937W0751258351234-10630600315W01205000021                     ,S,Simulation application continuation,SUSAP KPHLK6IILLH1   2S    U  U                    25300N                              140                                 
S,USA,P,KPHL,K6,I,IMYY,1,10875,RW17,N39520632,W075133553,1710,N39530590,W075140869,1003,,0948,0534,300,W0120,50,00006,,,,,SUSAP KPHLK6IIMYY1   110875RW17 N39520632W0751335531710N39530590W0751408691003 09480534300W01205000006                     ,S,Simulation application continuation,SUSAP KPHLK6IIMYY1   2S    U  U                    15900N                              140                                 
S,USA,P,KPHL,K6,I,IPDP,2,10895,RW27R,N39520475,W075153293,2680,N39522405,W075133581,1011,,1181,0381,300,W0120,52,00008,,,,,SUSAP KPHLK6IIPDP2   110895RW27RN39520475W0751532932680N39522405W0751335811011 11810381300W01205200008                     ,S,Simulation application continuation,SUSAP KPHLK6IIPDP2   2S    U  U                    25600N                              140                                 
S,USA,P,KPHL,K6,I,IPHL,3,10930,RW09R,N39521116,W075134914,0870,N39513782,W075161573,1013,,1103,0308,300,W0120,58,00013,,,,,SUSAP KPHLK6IIPHL3   110930RW09RN39521116W0751349140870N39513782W0751615731013 11030308300W01205800013                     ,S,Simulation application continuation,SUSAP KPHLK6IIPHL3   2S    U  U                    07500N                              140                                 
S,USA,P,KPHL,K6,I,IVII,1,10895,RW09L,N39523352,W075130878,0870,N39520603,W075150606,1100,,1050,0380,300,W0120,58,00009,,,,,SUSAP KPHLK6IIVII1   110895RW09LN39523352W0751308780870N39520603W0751506061100 10500380300W01205800009                     ,S,Simulation application continuation,SUSAP KPHLK6IIVII1   2S    U  U                    07500N                              140                                 
S,USA,P,KPHN,K5,I,IPHN,1,11090,RW04,N42550537,W082311874,0430,N42542626,W082320427,1002,,0910,0600,300,W0070,55,00641,,,,,SUSAP KPHNK5IIPHN1   111090RW04 N42550537W0823118740430N42542626W0823204271002 09100600300W00705500641                     ,S,Simulation application continuation,SUSAP KPHNK5IIPHN1   2S    U  U                    03600N                              140                                 
S,USA,P,KPHX,K2,I,IAHA,1,11075,RW07R,N33254383,W111595229,0780,N33254663,W112012509,1123,,1057,0474,300,E0120,57,01107,,,,,SUSAP KPHXK2IIAHA1   111075RW07RN33254383W1115952290780N33254663W1120125091123 10570474300E01205701107                     ,S,Simulation application continuation,SUSAP KPHXK2IIAHA1   2S    U  N                    09000N                              140                                 
S,USA,P,KPHX,K2,I,ICWJ,1,11175,RW26,N33262711,W112015923,2580,N33262960,W111594443,1014,,1080,0340,300,E0120,55,01129,,,,,SUSAP KPHXK2IICWJ1   111175RW26 N33262711W1120159232580N33262960W1115944431014 10800340300E01205501129                     ,S,Simulation application continuation,SUSAP KPHXK2IICWJ1   2S    U  U                    27000N                              140                                 
S,USA,P,KPHX,K2,I,IPHX,1,11150,RW07L,N33255172,W111592037,0780,N33254905,W112012521,1329,,1047,0345,300,E0120,57,01107,,,,,SUSAP KPHXK2IIPHX1   111150RW07LN33255172W1115920370780N33254905W1120125211329 10470345300E01205701107                     ,S,Simulation application continuation,SUSAP KPHXK2IIPHX1   2S    U  N                    09000N                              140                                 
S,USA,P,KPHX,K2,I,IRJG,1,11075,RW25L,N33254390,W112014964,2580,N33254093,W112001687,1023,,0960,0449,300,E0120,49,01120,,,,,SUSAP KPHXK2IIRJG1   111075RW25LN33254390W1120149642580N33254093W1120016871023 09600449300E01204901120                     ,S,Simulation application continuation,SUSAP KPHXK2IIRJG1   2S    U  N                    27000N                              140                                 
S,USA,P,KPHX,K2,I,ISYQ,1,11175,RW08,N33262695,W111591974,0780,N33262965,W112012463,1012,-,1019,0346,300,E0120,55,01112,,,,,SUSAP KPHXK2IISYQ1   111175RW08 N33262695W1115919740780N33262965W1120124631012-10190346300E01205501112                     ,S,Simulation application continuation,SUSAP KPHXK2IISYQ1   2S    U  U                    09000N                              140                                 
S,USA,P,KPIA,K5,I,IGZX,1,10990,RW13,N40391999,W089405400,1290,N40401197,W089423492,1012,,1235,0378,300,W0020,56,00619,,,,,SUSAP KPIAK5IIGZX1   110990RW13 N40391999W0894054001290N40401197W0894234921012 12350378300W00205600619                     ,S,Simulation application continuation,SUSAP KPIAK5IIGZX1   2S    U  Y                    12700N                              140                                 
S,USA,P,KPIA,K5,I,IPIA,1,10990,RW31,N40403351,W089430443,3090,N40392829,W089411757,1390,,0947,0349,300,W0020,55,00641,,,,,SUSAP KPIAK5IIPIA1   110990RW31 N40403351W0894304433090N40392829W0894117571390 09470349300W00205500641                     ,S,Simulation application continuation,SUSAP KPIAK5IIPIA1   2S    U  Y                    30700N                              140                                 
S,USA,P,KPIA,K5,I,IRNX,1,11055,RW04,N40402280,W089402932,0410,N40392001,W089412865,0842,,1027,0453,300,W0020,55,00642,,,,,SUSAP KPIAK5IIRNX1   111055RW04 N40402280W0894029320410N40392001W0894128650842 10270453300W00205500642                     ,S,Simulation application continuation,SUSAP KPIAK5IIRNX1   2S    U  U                    03900N                              140                                 
S,USA,P,KPIB,K7,I,IPIB,1,10950,RW18,N31270436,W089201333,1810,N31282244,W089201805,2545,,1158,0443,300,W0010,60,00293,,,,,SUSAP KPIBK7IIPIB1   110950RW18 N31270436W0892013331810N31282244W0892018052545 11580443300W00106000293                     ,S,Simulation application continuation,SUSAP KPIBK7IIPIB1   2S    U  N                    18000N                              140                                 
S,USA,P,KPIE,K7,I,ICWT,1,10870,RW36,N27553754,W082412882,3560,N27540853,W082411643,1353,,1100,0397,300,W0050,55,00008,,,,,SUSAP KPIEK7IICWT1   110870RW36 N27553754W0824128823560N27540853W0824116431353 11000397300W00505500008                     ,S,Simulation application continuation,SUSAP KPIEK7IICWT1   2S    U  U                    35100N                              140                                 
S,USA,P,KPIE,K7,I,IPIE,2,10910,RW18,N27534315,W082410914,1760,N27551510,W082412045,0603,,1000,0388,300,W0050,53,00004,,,,,SUSAP KPIEK7IIPIE2   110910RW18 N27534315W0824109141760N27551510W0824120450603 10000388300W00505300004                     ,S,Simulation application continuation,SUSAP KPIEK7IIPIE2   2S    U  U                    17100N                              140                                 
S,USA,P,KPIH,K1,I,IPIH,1,11030,RW21,N42535910,W112361237,2110,N42545986,W112344256,1008,,0989,0398,300,E0140,56,04450,,,,,SUSAP KPIHK1IIPIH1   111030RW21 N42535910W1123612372110N42545986W1123442561008 09890398300E01405604450                     ,S,Simulation application continuation,SUSAP KPIHK1IIPIH1   2S    U  U                    22500N                              140                                 
S,USA,P,KPIR,K3,I,IPIR,1,11190,RW31,N44232094,W100175530,3130,N44222359,W100164235,2011,,1060,0450,300,E0080,56,01714,,,,,SUSAP KPIRK3IIPIR1   111190RW31 N44232094W1001755303130N44222359W1001642352011 10600450300E00805601714                     ,S,Simulation application continuation,SUSAP KPIRK3IIPIR1   2S    U  U                    32100N                              140                                 
S,USA,P,KPIT,K6,I,IGUT,3,10890,RW10R,N40290822,W080123412,1010,N40291535,W080145378,0310,,0999,0339,300,W0090,51,01129,,,,,SUSAP KPITK6IIGUT3   110890RW10RN40290822W0801234121010N40291535W0801453780310 09990339300W00905101129                     ,S,Simulation application continuation,SUSAP KPITK6IIGUT3   2S    U  U                    09200N                              140                                 
S,USA,P,KPIT,K6,I,IHFE,2,11170,RW28R,N40300879,W080163133,2810,N40300872,W080141463,1164,,1111,0344,300,W0090,55,01171,,,,,SUSAP KPITK6IIHFE2   111170RW28RN40300879W0801631332810N40300872W0801414631164 11110344300W00905501171                     ,S,Simulation application continuation,SUSAP KPITK6IIHFE2   2S    U  U                    27200N                              140                                 
S,USA,P,KPIT,K6,I,ILXB,3,11170,RW10L,N40300452,W080134714,1010,N40301192,W080155990,1025,,1251,0348,300,W0090,59,01195,,,,,SUSAP KPITK6IILXB3   111170RW10LN40300452W0801347141010N40301192W0801559901025 12510348300W00905901195                     ,S,Simulation application continuation,SUSAP KPITK6IILXB3   2S    U  U                    09200N                              140                                 
S,USA,P,KPIT,K6,I,IPFS,1,10890,RW28L,N40291264,W080152303,2810,N40290473,W080125127,1250,,1002,0314,300,W0090,54,01120,,,,,SUSAP KPITK6IIPFS1   110890RW28LN40291264W0801523032810N40290473W0801251271250 10020314300W00905401120                     ,S,Simulation application continuation,SUSAP KPITK6IIPFS1   2S    U  U                    27200N                              140                                 
S,USA,P,KPIT,K6,I,ITQW,1,11130,RW32,N40295041,W080133546,3250,N40285266,W080122914,0673,,0664,0457,300,W0090,37,01112,,,,,SUSAP KPITK6IITQW1   111130RW32 N40295041W0801335463250N40285266W0801229140673 06640457300W00903701112                     ,S,Simulation application continuation,SUSAP KPITK6IITQW1   2S    U  U                    31600N                              140                                 
S,USA,P,KPKB,K6,I,IPKB,1,11070,RW03,N39210993,W081261250,0270,N39202143,W081263773,1151,-,0796,0500,300,W0070,49,00805,,,,,SUSAP KPKBK6IIPKB1   111070RW03 N39210993W0812612500270N39202143W0812637731151-07960500300W00704900805                     ,S,Simulation application continuation,SUSAP KPKBK6IIPKB1   2S    U  U                    02000N                              140                                 
S,USA,P,KPKD,K3,I,IPKD,1,11090,RW31,N46543134,W095050241,3110,N46534957,W095040993,1023,,0950,0600,300,E0040,53,01436,,,,,SUSAP KPKDK3IIPKD1   111090RW31 N46543134W0950502413110N46534957W0950409931023 09500600300E00405301436                     ,S,Simulation application continuation,SUSAP KPKDK3IIPKD1   2S    U  N                    31500N                              140                                 
S,USA,P,KPLN,K5,I,IPLN,1,11130,RW32,N45344013,W084483541,3210,N45335162,W084473358,1059,,0989,0529,300,W0060,54,00706,,,,,SUSAP KPLNK5IIPLN1   111130RW32 N45344013W0844835413210N45335162W0844733581059 09890529300W00605400706                     ,S,Simulation application continuation,SUSAP KPLNK5IIPLN1   2S    U  U                    31500N                              140                                 
S,USA,P,KPMD,K2,I,IPMD,1,11070,RW25,N34374879,W118071091,2540,N34380126,W118044008,2000,,1340,0300,300,E0120,63,02492,,,,,SUSAP KPMDK2IIPMD1   111070RW25 N34374879W1180710912540N34380126W1180440082000 13400300300E01206302492                     ,S,Simulation application continuation,SUSAP KPMDK2IIPMD1   2S    U  N                    26600N                              140                                 
S,USA,P,KPMP,K7,I,IPMP,0,10975,RW15,N26143220,W080061823,1500,,,0602,,,0600,,W0070,,,,,,,SUSAP KPMPK7IIPMP0   110975RW15 N26143220W0800618231500                   0602     0600   W0070                            ,S,Simulation application continuation,SUSAP KPMPK7IIPMP0   2S    U  U                    14300N                                                                  
S,USA,P,KPNC,K4,I,IPNC,1,11190,RW17,N36430943,W097055885,1750,N36442126,W097055513,1009,,0951,0488,300,E0050,48,00992,,,,,SUSAP KPNCK4IIPNC1   111190RW17 N36430943W0970558851750N36442126W0970555131009 09510488300E00504800992                     ,S,Simulation application continuation,SUSAP KPNCK4IIPNC1   2S    U  N                    18000N                              140                                 
S,USA,P,KPNE,K6,I,IPNE,1,11110,RW24,N40043273,W075012218,2400,N40051579,W075001200,0960,,1000,0500,300,W0120,53,00110,,,,,SUSAP KPNEK6IIPNE1   111110RW24 N40043273W0750122182400N40051579W0750012000960 10000500300W01205300110                     ,S,Simulation application continuation,SUSAP KPNEK6IIPNE1   2S    U  Y                    22800N                              140                                 
S,USA,P,KPNS,K7,I,IPHC,0,11095,RW26,N30281473,W087115670,2600,,,1013,,,0500,,W0020,,,,,,,SUSAP KPNSK7IIPHC0   111095RW26 N30281473W0871156702600                   1013     0500   W0020                            ,S,Simulation application continuation,SUSAP KPNSK7IIPHC0   2S    U  U                    25800N                                                                  
S,USA,P,KPNS,K7,I,IPNS,1,11110,RW17,N30273115,W087110307,1690,N30284970,W087111933,2051,,1002,0443,300,W0020,50,00115,,,,,SUSAP KPNSK7IIPNS1   111110RW17 N30273115W0871103071690N30284970W0871119332051 10020443300W00205000115                     ,S,Simulation application continuation,SUSAP KPNSK7IIPNS1   2S    U  U                    16700N                              140                                 
S,USA,P,KPOB,K7,I,IPOB,1,11090,RW23,N35093220,W079013844,2280,N35103215,W079002756,2051,,1112,0419,300,W0070,44,00186,,,,,SUSAP KPOBK7IIPOB1   111090RW23 N35093220W0790138442280N35103215W0790027562051 11120419300W00704400186                     ,S,Simulation application continuation,SUSAP KPOBK7IIPOB1   2S    U  N                    22100N                              140                                 
S,USA,P,KPOC,K2,I,IPOC,1,11050,RW26L,N34053045,W117473173,2590,N34053395,W117463995,0497,,0320,0600,392,E0140,20,01004,,,,,SUSAP KPOCK2IIPOC1   111050RW26LN34053045W1174731732590N34053395W1174639950497 03200600392E01402001004                     ,S,Simulation application continuation,SUSAP KPOCK2IIPOC1   2S    U  U                    27300N                              140                                 
S,USA,P,KPOU,K6,I,IPOU,1,11130,RW06,N41375592,W073523080,0630,N41372668,W073532268,0922,,1000,0600,300,W0120,58,00149,,,,,SUSAP KPOUK6IIPOU1   111130RW06 N41375592W0735230800630N41372668W0735322680922 10000600300W01205800149                     ,S,Simulation application continuation,SUSAP KPOUK6IIPOU1   2S    U  U                    05100N                              140                                 
S,USA,P,KPQI,K6,I,IPQI,1,10870,RW01,N46421317,W068031406,0030,N46405944,W068025147,1010,,0822,0474,300,W0170,50,00458,,,,,SUSAP KPQIK6IIPQI1   110870RW01 N46421317W0680314060030N46405944W0680251471010 08220474300W01705000458                     ,S,Simulation application continuation,SUSAP KPQIK6IIPQI1   2S    U  U                    34600N                              140                                 
S,USA,P,KPQL,K7,I,IPQL,1,11010,RW17,N30270519,W088313352,1680,N30280708,W088315598,0996,,0957,0534,300,W0020,50,00009,,,,,SUSAP KPQLK7IIPQL1   111010RW17 N30270519W0883133521680N30280708W0883155980996 09570534300W00205000009                     ,S,Simulation application continuation,SUSAP KPQLK7IIPQL1   2S    U  N                    16600N                              140                                 
S,USA,P,KPRC,K2,I,IPRC,1,10850,RW21L,N34383977,W112254877,2080,N34393496,W112244553,1008,,0947,0465,300,E0130,50,04960,,,,,SUSAP KPRCK2IIPRC1   110850RW21LN34383977W1122548772080N34393496W1122445531008 09470465300E01305004960                     ,S,Simulation application continuation,SUSAP KPRCK2IIPRC1   2S    U  U                    22100N                              140                                 
S,USA,P,KPSC,K1,I,IPSC,1,10870,RW21R,N46151449,W119081085,2110,N46160631,W119070238,1009,,1010,0494,300,E0150,55,00402,,,,,SUSAP KPSCK1IIPSC1   110870RW21RN46151449W1190810852110N46160631W1190702381009 10100494300E01505500402                     ,S,Simulation application continuation,SUSAP KPSCK1IIPSC1   2S    U  U                    22600N                              140                                 
S,USA,P,KPSF,K6,I,IEIF,0,10830,RW26,N42252433,W073181235,2590,,,0956,,,0594,,W0150,,,,,,,SUSAP KPSFK6IIEIF0   110830RW26 N42252433W0731812352590                   0956     0594   W0150                            ,S,Simulation application continuation,SUSAP KPSFK6IIEIF0   2S    U  N                    24400N                                                                  
S,USA,P,KPSK,K6,I,IPSK,1,11090,RW06,N37083931,W080400257,0580,N37080506,W080410254,1000,,1240,0556,300,W0060,58,02093,,,,,SUSAP KPSKK6IIPSK1   111090RW06 N37083931W0804002570580N37080506W0804102541000 12400556300W00605802093                     ,S,Simulation application continuation,SUSAP KPSKK6IIPSK1   2S    U  U                    05200N                              140                                 
S,USA,P,KPSM,K6,I,IPGQ,1,11010,RW16,N43034395,W070483748,1650,N43051208,W070495358,1030,,0991,0347,300,W0160,55,00098,,,,,SUSAP KPSMK6IIPGQ1   111010RW16 N43034395W0704837481650N43051208W0704953581030 09910347300W01605500098                     ,S,Simulation application continuation,SUSAP KPSMK6IIPGQ1   2S    U  U                    14900N                              140                                 
S,USA,P,KPSM,K6,I,IPSM,1,11010,RW34,N43054041,W070501266,3450,N43040051,W070485904,1394,,1231,0316,300,W0160,64,00077,,,,,SUSAP KPSMK6IIPSM1   111010RW34 N43054041W0705012663450N43040051W0704859041394 12310316300W01606400077                     ,S,Simulation application continuation,SUSAP KPSMK6IIPSM1   2S    U  N                    32900N                              140                                 
S,USA,P,KPTB,K6,I,IJLS,0,11030,RW05,N37112739,W077295445,0510,,,0800,,,0600,,W0080,,,,,,,SUSAP KPTBK6IIJLS0   111030RW05 N37112739W0772954450510                   0800     0600   W0080                            ,S,Simulation application continuation,SUSAP KPTBK6IIJLS0   2S    U  U                    04300N                                                                  
S,USA,P,KPTK,K5,I,IPTK,1,11110,RW09R,N42395588,W083241551,0950,N42395594,W083255189,1557,,0883,0496,300,W0070,45,00975,,,,,SUSAP KPTKK5IIPTK1   111110RW09RN42395588W0832415510950N42395594W0832551891557 08830496300W00704500975                     ,S,Simulation application continuation,SUSAP KPTKK5IIPTK1   2S    U  Y                    08800N                              140                                 
S,USA,P,KPTN,K4,I,IPTN,1,10830,RW24,N29422284,W091205380,2380,N29425084,W091200818,0470,,0964,0600,300,E0010,50,00008,,,,,SUSAP KPTNK4IIPTN1   110830RW24 N29422284W0912053802380N29425084W0912008180470 09640600300E00105000008                     ,S,Simulation application continuation,SUSAP KPTNK4IIPTN1   2S    U  N                    23900N                              140                                 
S,USA,P,KPTW,K6,I,IPTW,0,10830,RW28,N40142040,W075334983,2760,,,0313,,,0600,,W0120,,,,,,,SUSAP KPTWK6IIPTW0   110830RW28 N40142040W0753349832760                   0313     0600   W0120                            ,S,Simulation application continuation,SUSAP KPTWK6IIPTW0   2S    U  N                    26400N                                                                  
S,USA,P,KPUB,K2,I,IPUB,1,10950,RW08R,N38171720,W104280611,0800,N38171893,W104302158,1480,,1185,0334,300,E0080,63,04673,,,,,SUSAP KPUBK2IIPUB1   110950RW08RN38171720W1042806110800N38171893W1043021581480 11850334300E00806304673                     ,S,Simulation application continuation,SUSAP KPUBK2IIPUB1   2S    U  U                    08800N                              140                                 
S,USA,P,KPUB,K2,I,ITFR,1,10830,RW26L,N38171325,W104305256,2600,N38172136,W104283920,1302,,1144,0000,300,E0080,62,04649,,,,,SUSAP KPUBK2IITFR1   110830RW26LN38171325W1043052562600N38172136W1042839201302 11440000300E00806204649                     ,S,Simulation application continuation,SUSAP KPUBK2IITFR1   2S    U  U                    26800N                              140                                 
S,USA,P,KPUC,K2,I,IPUC,1,10935,RW01,N39374561,W110444106,0070,N39362594,W110451895,1058,+,0786,0487,300,E0110,54,05823,,,,,SUSAP KPUCK2IIPUC1   110935RW01 N39374561W1104441060070N39362594W1104518951058+07860487300E01105405823                     ,S,Simulation application continuation,SUSAP KPUCK2IIPUC1   2S    U  U                    01800Y                              140                                 
S,USA,P,KPUJ,K7,I,IPUJ,1,10915,RW31,N33550899,W084570639,3110,N33543025,W084561244,1510,,1024,0571,300,W0040,48,01271,,,,,SUSAP KPUJK7IIPUJ1   110915RW31 N33550899W0845706393110N33543025W0845612441510 10240571300W00404801271                     ,S,Simulation application continuation,SUSAP KPUJK7IIPUJ1   2S    U  N                    30700N                              140                                 
S,USA,P,KPUW,K1,I,IPUW,1,11035,RW05,N46444945,W117054260,0500,N46441621,W117071070,1018,+,1130,0494,300,E0150,50,02554,,,,,SUSAP KPUWK1IIPUW1   111035RW05 N46444945W1170542600500N46441621W1170710701018+11300494300E01505002554                     ,S,Simulation application continuation,SUSAP KPUWK1IIPUW1   2S    U  U                    06500N                              140                                 
S,USA,P,KPVC,K6,I,IVQO,1,11110,RW07,N42043212,W070124771,0750,N42041269,W070132388,0611,,0762,0600,300,W0160,40,00007,,,,,SUSAP KPVCK6IIVQO1   111110RW07 N42043212W0701247710750N42041269W0701323880611 07620600300W01604000007                     ,S,Simulation application continuation,SUSAP KPVCK6IIVQO1   2S    U  N                    05900N                              140                                 
S,USA,P,KPVD,K6,I,IARJ,1,10930,RW23,N41423081,W071262176,2270,N41433967,W071251741,0733,,0935,0425,300,W0150,51,00045,,,,,SUSAP KPVDK6IIARJ1   110930RW23 N41423081W0712621762270N41433967W0712517410733 09350425300W01505100045                     ,S,Simulation application continuation,SUSAP KPVDK6IIARJ1   2S    U  N                    21200N                              140                                 
S,USA,P,KPVD,K6,I,IPVD,3,10930,RW05,N41435712,W071250930,0470,N41424321,W071260497,0888,,1008,0418,300,W0150,59,00046,,,,,SUSAP KPVDK6IIPVD3   110930RW05 N41435712W0712509300470N41424321W0712604970888 10080418300W01505900046                     ,S,Simulation application continuation,SUSAP KPVDK6IIPVD3   2S    U  N                    03200N                              140                                 
S,USA,P,KPVD,K6,I,IUNQ,1,11150,RW34,N41435635,W071255837,3370,N41431466,W071251170,0310,,0886,0642,300,W0150,53,00037,,,,,SUSAP KPVDK6IIUNQ1   111150RW34 N41435635W0712558373370N41431466W0712511700310 08860642300W01505300037                     ,S,Simulation application continuation,SUSAP KPVDK6IIUNQ1   2S    U  N                    32200N                              140                                 
S,USA,P,KPVG,K6,I,IPVG,1,11075,RW10,N36464838,W076262573,1020,N36465470,W076273270,1002,,0882,0600,300,W0100,45,00022,,,,,SUSAP KPVGK6IIPVG1   111075RW10 N36464838W0762625731020N36465470W0762732701002 08820600300W01004500022                     ,S,Simulation application continuation,SUSAP KPVGK6IIPVG1   2S    U  U                    09200N                              140                                 
S,USA,P,KPVU,K2,I,IPVU,1,11030,RW13,N40123028,W111424721,1340,N40134281,W111434528,1003,,1001,0417,300,E0120,50,04492,,,,,SUSAP KPVUK2IIPVU1   111030RW13 N40123028W1114247211340N40134281W1114345281003 10010417300E01205004492                     ,S,Simulation application continuation,SUSAP KPVUK2IIPVU1   2S    U  U                    14600N                              140                                 
S,USA,P,KPWA,K4,I,IPWA,1,11015,RW17L,N35312199,W097384377,1750,N35322872,W097384984,0650,,1099,0511,300,E0050,54,01279,,,,,SUSAP KPWAK4IIPWA1   111015RW17LN35312199W0973843771750N35322872W0973849840650 10990511300E00505401279                     ,S,Simulation application continuation,SUSAP KPWAK4IIPWA1   2S    U  N                    18000N                              140                                 
S,USA,P,KPWA,K4,I,ITFM,1,11015,RW35R,N35324993,W097384379,3550,N35314293,W097384861,1045,,1113,0508,300,E0050,50,01289,,,,,SUSAP KPWAK4IITFM1   111015RW35RN35324993W0973843793550N35314293W0973848611045 11130508300E00505001289                     ,S,Simulation application continuation,SUSAP KPWAK4IITFM1   2S    U  N                    36000N                              140                                 
S,USA,P,KPWK,K5,I,IPWK,1,10975,RW16,N42063523,W087540000,1610,N42071509,W087541745,0300,,1063,0600,300,W0020,52,00635,,,,,SUSAP KPWKK5IIPWK1   110975RW16 N42063523W0875400001610N42071509W0875417450300 10630600300W00205200635                     ,S,Simulation application continuation,SUSAP KPWKK5IIPWK1   2S    U  U                    15900N                              140                                 
S,USA,P,KPWM,K6,I,IGCS,2,10990,RW29,N43384601,W070194759,2900,N43384217,W070180786,1013,,0875,0488,300,W0150,50,00042,,,,,SUSAP KPWMK6IIGCS2   110990RW29 N43384601W0701947592900N43384217W0701807861013 08750488300W01505000042                     ,S,Simulation application continuation,SUSAP KPWMK6IIGCS2   2S    U  U                    27500N                              140                                 
S,USA,P,KPWM,K6,I,IPWM,3,10990,RW11,N43383759,W070174265,1100,N43384008,W070191984,1013,,1073,0541,300,W0150,51,00068,,,,,SUSAP KPWMK6IIPWM3   110990RW11 N43383759W0701742651100N43384008W0701919841013 10730541300W01505100068                     ,S,Simulation application continuation,SUSAP KPWMK6IIPWM3   2S    U  U                    09500N                              140                                 
S,USA,P,KPWT,K1,I,IPWT,1,11110,RW20,N47285164,W122462489,1970,N47293893,W122453293,1005,,1044,0000,300,E0160,49,00437,,,,,SUSAP KPWTK1IIPWT1   111110RW20 N47285164W1224624891970N47293893W1224532931005 10440000300E01604900437                     ,S,Simulation application continuation,SUSAP KPWTK1IIPWT1   2S    U  U                    21300N                              140                                 
S,USA,P,KPXE,K7,I,IPXE,1,10915,RW36,N32311763,W083460287,0050,N32302144,W083455875,1499,,0817,0600,300,W0060,41,00408,,,,,SUSAP KPXEK7IIPXE1   110915RW36 N32311763W0834602870050N32302144W0834558751499 08170600300W00604100408                     ,S,Simulation application continuation,SUSAP KPXEK7IIPXE1   2S    U  U                    35900N                              140                                 
S,USA,P,KPYM,K6,I,IPYM,1,10935,RW06,N41545675,W070432557,0560,N41542055,W070440046,1099,,0944,0000,300,W0160,50,00133,,,,,SUSAP KPYMK6IIPYM1   110935RW06 N41545675W0704325570560N41542055W0704400461099 09440000300W01605000133                     ,S,Simulation application continuation,SUSAP KPYMK6IIPYM1   2S    U  U                    04000N                              140                                 
S,USA,P,KRAC,K5,I,IRAC,1,10870,RW04,N42455408,W087482956,0410,N42453024,W087490437,1499,-,0849,0500,300,W0020,43,00665,,,,,SUSAP KRACK5IIRAC1   110870RW04 N42455408W0874829560410N42453024W0874904371499-08490500300W00204300665                     ,S,Simulation application continuation,SUSAP KRACK5IIRAC1   2S    U  U                    03900N                              140                                 
