record_type,area_code,sec,sub,icao,runway_id,rwy_length_ft,rwy_mag_brg_tenths,lat_raw,lon_raw,rwy_grad_pct100,lthr_elev_ft,dthr_ft,tch_raw,rwy_width_ft,loc_mls_gls_ident,loc_cat_class,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123
S,USA,P,G,89CA,RW22,03353,2231,N35384850,W120504350,,01488,0000,40,025,,,SUSAP 89CAK2GRW22    1033532231 N35384850W120504350               01488000040025      0000                                 ,S,Simulation application continuation,SUSAP 89CAK2GRW22    2S                            23815N        L01488                                                    
S,USA,P,G,D50,RW03,02680,0379,N48552837,W103175865,,01949,0000,40,100,,,SUSAP D50 K3GRW03    1026800379 N48552837W103175865               01949000040100      0000                                 ,S,Simulation application continuation,SUSAP D50 K3GRW03    2S                            04496N        T01951                                                    
S,USA,P,G,D50,RW21,02680,2179,N48554708,W103173030,,01942,0000,40,100,,,SUSAP D50 K3GRW21    1026802179 N48554708W103173030               01942000040100      0000                                 ,S,Simulation application continuation,SUSAP D50 K3GRW21    2S                            22497N        T01951                                                    
S,USA,P,G,FL59,RW14,04416,1424,N26390563,W081424767,,00020,0374,40,075,,,SUSAP FL59K7GRW14    1044161424 N26390563W081424767               00020037440075      0000                                 ,S,Simulation application continuation,SUSAP FL59K7GRW14    2S                            14044N        L00020                                                    
S,USA,P,G,FL59,RW32,04416,3224,N26383566,W081422014,,00020,0119,40,075,,,SUSAP FL59K7GRW32    1044163224 N26383566W081422014               00020011940075      0000                                 ,S,Simulation application continuation,SUSAP FL59K7GRW32    2S                            32044N        L00020                                                    
S,USA,P,G,K78,RW18,04100,1770,N38543302,W097140904,,01152,0186,57,075,,,SUSAP K78 K3GRW18    1041001770 N38543302W097140904         +0322401152018657075      0000                                 ,S,Simulation application continuation,SUSAP K78 K3GRW18    2S                            18006N        T01152                                                    
S,USA,P,G,K78,RW36,04100,3570,N38535433,W097140910,,01150,0000,40,075,,,SUSAP K78 K3GRW36    1041003570 N38535433W097140910         +0321801150000040075      0000                                 ,S,Simulation application continuation,SUSAP K78 K3GRW36    2S                            00006N        T01151                                                    
S,USA,P,G,KAFF,RW09,02493,0888,N38583364,W104491927,,06528,0000,40,075,,,SUSAP KAFFK2GRW09    1024930888 N38583364W104491927               06528000040075      0000                                 ,S,Simulation application continuation,SUSAP KAFFK2GRW09    2S                            09582N        L06528                                                    
S,USA,P,G,KAFF,RW27,02493,2688,N38583114,W104484786,,06576,0000,40,075,,,SUSAP KAFFK2GRW27    1024932688 N38583114W104484786               06576000040075      0000                                 ,S,Simulation application continuation,SUSAP KAFFK2GRW27    2S                            27583N        L06576                                                    
S,USA,P,G,KASY,RW15,04364,1509,N46014288,W099212234,,02019,0000,40,060,,,SUSAP KASYK3GRW15    1043641509 N46014288W099212234         +0592402019000040060      0000                                 ,S,Simulation application continuation,SUSAP KASYK3GRW15    2S                            15498N        T02030                                                    
S,USA,P,G,KASY,RW33,04364,3309,N46010384,W099205620,,02034,0000,40,060,,,SUSAP KASYK3GRW33    1043643309 N46010384W099205620         +0597102034000040060      0000                                 ,S,Simulation application continuation,SUSAP KASYK3GRW33    2S                            33499N        T02034                                                    
S,USA,P,G,KBFZ,RW05,06114,0503,N34132469,W086154791,,01003,0000,42,100,,,SUSAP KBFZK7GRW05    1061140503 N34132469W086154791         +0276501003000042100      0000                                 ,S,Simulation application continuation,SUSAP KBFZK7GRW05    2S                            04832N        T01015                                                    
S,USA,P,G,KBFZ,RW23,06114,2303,N34140490,W086145353,,01032,0000,42,100,,,SUSAP KBFZK7GRW23    1061142303 N34140490W086145353         +0285501032000042100      0000                                 ,S,Simulation application continuation,SUSAP KBFZK7GRW23    2S                            22833N        T01032                                                    
S,USA,P,G,KFBG,RW10,04121,0949,N35075410,W078563198,,00240,0000,50,100,,,SUSAP KFBGK7GRW10    1041210949 N35075410W078563198               00240000050100      0000                                 ,S,Simulation application continuation,SUSAP KFBGK7GRW10    2S                            08593N        T00242                                                    
S,USA,P,G,KFBG,RW28,04121,2749,N35075699,W078554251,,00223,0000,50,100,,,SUSAP KFBGK7GRW28    1041212749 N35075699W078554251         +0034700223000050100      0000                                 ,S,Simulation application continuation,SUSAP KFBGK7GRW28    2S                            26594N        T00242                                                    
S,USA,P,G,KHAO,RW12,05500,1163,N39215900,W084315182,,00632,0000,40,100,,,SUSAP KHAOK5GRW12    1055001163 N39215900W084315182         +0158900632000040100      0000                                 ,S,Simulation application continuation,SUSAP KHAOK5GRW12    2S                            11037N        T00632                                                    
S,USA,P,G,KHAO,RW30,05500,2963,N39214007,W084304618,,00619,0000,46,100,IRQF,,SUSAP KHAOK5GRW30    1055002963 N39214007W084304618         +0155000619000046100 IRQF 0000                                 ,S,Simulation application continuation,SUSAP KHAOK5GRW30    2S                            29038N        T00619                                                    
S,USA,P,G,KSSF,RW10,05000,0995,N29201780,W098284642,,00577,0450,40,100,,,SUSAP KSSFK4GRW10    1050000995 N29201780W098284642               00577045040100      0000                                 ,S,Simulation application continuation,SUSAP KSSFK4GRW10    2S                            10253N        T00577                                                    
S,USA,P,G,KSSF,RW28,05000,2795,N29200803,W098275623,,00565,0000,40,100,,,SUSAP KSSFK4GRW28    1050002795 N29200803W098275623         +0146700565000040100      0000                                 ,S,Simulation application continuation,SUSAP KSSFK4GRW28    2S                            28253N        T00570                                                    
S,USA,P,G,KSVR,RW16,05862,1584,N40373907,W111593940,,04603,0000,40,100,,,SUSAP KSVRK2GRW16    1058621584 N40373907W111593940               04603000040100      0000                                 ,S,Simulation application continuation,SUSAP KSVRK2GRW16    2S                            17244N        T04607                                                    
S,USA,P,G,KSVR,RW34,05862,3384,N40364166,W111592940,,04602,0000,58,100,,,SUSAP KSVRK2GRW34    1058623384 N40364166W111592940         +1385404602000058100      0000                                 ,S,Simulation application continuation,SUSAP KSVRK2GRW34    2S                            35244N        T04606                                                    
S,USA,P,G,KTAN,RW04,01034,0425,N41523920,W071011661,,00024,0000,40,060,,,SUSAP KTANK6GRW04    1010340425 N41523920W071011661               00024000040060      0000                                 ,S,Simulation application continuation,SUSAP KTANK6GRW04    2S                            02654N        T00026                                                    
S,USA,P,G,KTAN,RW22,01034,2225,N41524834,W071011050,,00026,0000,40,060,,,SUSAP KTANK6GRW22    1010342225 N41524834W071011050               00026000040060      0000                                 ,S,Simulation application continuation,SUSAP KTANK6GRW22    2S                            20654N        T00026                                                    
S,USA,P,G,KVAD,RW01L,08002,0064,N30572628,W083114355,+0100,00221,0000,59,150,,,SUSAP KVADK7GRW01L   1080020064 N30572628W083114355+0100    +0038500221000059150      0000                                 ,S,Simulation application continuation,SUSAP KVADK7GRW01L   2S                            00047Y        T00225                                                    
S,USA,P,G,KVAD,RW01R,09300,0064,N30572255,W083112781,+0300,00206,0000,55,150,IMDG,,SUSAP KVADK7GRW01R   1093000064 N30572255W083112781+0300    +0034200206000055150 IMDG 0000                                 ,S,Simulation application continuation,SUSAP KVADK7GRW01R   2S                            00048Y        T00217                                                    
S,USA,P,G,KVAD,RW19L,09300,1864,N30585459,W083112691,-0300,00233,0000,49,150,IVAD,,SUSAP KVADK7GRW19L   1093001864 N30585459W083112691-0300    +0042400233000049150 IVAD 0000                                 ,S,Simulation application continuation,SUSAP KVADK7GRW19L   2S                            18048Y        T00233                                                    
S,USA,P,G,KVAD,RW19R,08002,1864,N30584547,W083114280,-0100,00231,0000,49,150,,,SUSAP KVADK7GRW19R   1080021864 N30584547W083114280-0100    +0041600231000049150      0000                                 ,S,Simulation application continuation,SUSAP KVADK7GRW19R   2S                            18047Y        T00231                                                    
S,USA,P,G,O81,RW12,03577,1119,N41533743,W121215661,,04044,0000,40,045,,,SUSAP O81 K2GRW12    1035771119 N41533743W121215661               04044000040045      0000                                 ,S,Simulation application continuation,SUSAP O81 K2GRW12    2S                            12896N        T04047                                                    
S,USA,P,G,O81,RW30,03577,2919,N41531522,W121211985,,04049,0000,40,045,,,SUSAP O81 K2GRW30    1035772919 N41531522W121211985               04049000040045      0000                                 ,S,Simulation application continuation,SUSAP O81 K2GRW30    2S                            30896N        T04049                                                    
S,USA,P,G,P10,RW04,04200,0425,N35471801,W110254521,,05562,0000,40,050,,,SUSAP P10 K2GRW04    1042000425 N35471801W110254521               05562000040050      0000                                 ,S,Simulation application continuation,SUSAP P10 K2GRW04    2S                            05559N        L05562                                                    
S,USA,P,G,P10,RW22,04200,2225,N35474149,W110250314,,05573,0000,40,050,,,SUSAP P10 K2GRW22    1042002225 N35474149W110250314               05573000040050      0000                                 ,S,Simulation application continuation,SUSAP P10 K2GRW22    2S                            23559N        L05573                                                    
S,USA,P,G,TA24,RW15,04580,1519,N31283953,W098421686,,01338,0000,40,075,,,SUSAP TA24K4GRW15    1045801519 N31283953W098421686               01338000040075      0000                                 ,S,Simulation application continuation,SUSAP TA24K4GRW15    2S                            15590N        T01342                                                    
S,USA,P,G,TA24,RW33,04580,3319,N31275815,W098415527,,01312,0000,40,075,,,SUSAP TA24K4GRW33    1045803319 N31275815W098415527               01312000040075      0000                                 ,S,Simulation application continuation,SUSAP TA24K4GRW33    2S                            33591N        T01330                                                    
S,USA,P,G,U01,RW04,04900,0355,N42473529,W112495640,,04413,0000,50,050,,,SUSAP U01 K1GRW04    1049000355 N42473529W112495640               04413000050050      0000                                 ,S,Simulation application continuation,SUSAP U01 K1GRW04    2S                            05156N        T04419                                                    
S,USA,P,G,U01,RW22,04900,2155,N42480537,W112490493,,04413,0000,50,050,,,SUSAP U01 K1GRW22    1049002155 N42480537W112490493               04413000050050      0000                                 ,S,Simulation application continuation,SUSAP U01 K1GRW22    2S                            23157N        T04419                                                    
